zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
36,1,18702,1298,6,1292,0.99537750385208,0,1,0.5
36,2,11542,8458,5841,2617,0.79132182549066,0.751241225817497,0.880779518532671,0.816010372175084
36,3,14467,5533,3097,2436,0.749322248328213,0.649660962221505,0.876026272577997,0.762843617399751
36,4,17885,2115,39,2076,0.981560283687943,0,1,0.5
36,5,17404,2596,1017,1579,0.764252696456086,0.448377581120944,0.967701076630779,0.708039328875862
