zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
32,1,15792,4208,3188,1020,0.563925855513308,0.435696361355082,0.964705882352941,0.700201121854011
32,2,16357,3643,1310,2333,0.770244304144936,0.409160305343511,0.972996142306044,0.691078223824778
32,4,15260,4740,2318,2422,0.716244725738397,0.474978429680759,0.947151114781173,0.711064772230966
32,5,14361,5639,3184,2455,0.640893775492109,0.455402010050251,0.881466395112016,0.668434202581134
