zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
17,2,1778,2142,1728,414,0.1937441643324,0.000578703703703704,1,0.500289351851852
17,5,3342,578,232,346,0.996539792387543,1,0.994219653179191,0.997109826589595
