zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
49,1,16249,3751,2566,1185,0.964809384164223,0.987918939984412,0.914767932489451,0.951343436236932
49,2,17092,2908,298,2610,0.960110041265474,0.835570469798658,0.974329501915709,0.904949985857183
49,3,14603,5397,3370,2027,0.70242727441171,0.588427299703264,0.891958559447459,0.740192929575362
49,4,16631,3369,1452,1917,0.821015138023152,0.851239669421488,0.7981220657277,0.824680867574594
49,5,15425,4575,2314,2261,0.90207650273224,0.917891097666379,0.885891198584697,0.901891148125538
