zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
7,1,10891,9109,6274,2835,0.806016028104073,0.852247370098821,0.703703703703704,0.777975536901262
7,2,17692,2308,402,1906,0.840987868284229,0.221393034825871,0.971668415529906,0.596530725177888
7,3,17496,2504,989,1515,0.746006389776358,0.500505561172902,0.906270627062706,0.703388094117804
7,4,17218,2782,881,1901,0.777138749101366,0.356413166855846,0.972119936875329,0.664266551865587
7,5,16703,3297,1454,1843,0.725811343645739,0.510316368638239,0.895822029300054,0.703069198969147
