zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
50,1,4348,286,9,277,0.968531468531468,0,1,0.5
50,3,4067,567,112,455,0.851851851851852,0.294642857142857,0.989010989010989,0.641826923076923
50,4,1927,2707,2181,526,0.260805319541928,0.0917010545621275,0.961977186311787,0.526839120436957
50,5,4288,346,15,331,0.965317919075144,0.2,1,0.6
