zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
44,1,16499,3501,1540,1961,0.887746358183376,0.978571428571428,0.816420193778684,0.897495811175056
44,2,13286,6714,5039,1675,0.86952636282395,0.937487596745386,0.665074626865672,0.801281111805529
44,3,16972,3028,643,2385,0.943527080581242,0.905132192846034,0.953878406708595,0.929505299777315
44,4,15974,4026,2307,1719,0.831097863884749,0.858690940615518,0.794066317626527,0.826378629121022
44,5,17269,2731,470,2261,0.887220798242402,0.397872340425532,0.988942945599292,0.693407643012412
