zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
37,1,17724,2276,795,1481,0.992530755711775,0.993710691823899,0.991897366644159,0.99280402923403
37,2,17197,2803,1110,1693,0.896182661434178,0.851351351351351,0.925575900767868,0.888463626059609
37,3,17852,2148,75,2073,0.965083798882682,0,1,0.5
37,4,14687,5313,2594,2719,0.846790890269151,0.745566692367001,0.943361529974255,0.844464111170628
37,5,12540,7460,5426,2034,0.734450402144772,0.656837449318098,0.94149459193707,0.799166020627584
