zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
55,1,10874,2028,261,1767,0.892998027613412,0.183908045977012,0.997736276174307,0.590822161075659
55,2,5763,7139,5902,1237,0.341784563664379,0.206709589969502,0.986257073565077,0.596483331767289
55,5,11239,1663,288,1375,0.965724594107036,0.84375,0.991272727272727,0.917511363636364
