zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
45,1,18114,1886,115,1771,0.853128313891835,0.321739130434783,0.887634105025409,0.604686617730096
45,2,15903,4097,1227,2870,0.779106663412253,0.273838630806846,0.995121951219512,0.634480291013179
45,3,10860,9140,7205,1935,0.355908096280088,0.190562109646079,0.971576227390181,0.58106916851813
45,4,18577,1423,6,1417,0.98805340829234,1,0.988002822865208,0.994001411432604
45,5,16546,3454,1447,2007,0.600463231036479,0.0932964754664824,0.966118584952666,0.529707530209574
