zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
48,1,3214,308,7,301,0.977272727272727,0,1,0.5
48,2,1337,2185,1607,578,0.28512585812357,0.0280024891101431,1,0.514001244555072
48,3,3164,358,35,323,0.88268156424581,0,0.978328173374613,0.489164086687307
48,5,3045,477,112,365,0.767295597484277,0.0625,0.983561643835616,0.523030821917808
