zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
33,1,15613,4387,2396,1991,0.638021426943241,0.409432387312187,0.913108990457057,0.661270688884622
33,2,18148,1852,288,1564,0.990820734341253,0.975694444444444,0.993606138107417,0.984650291275931
33,3,14688,5312,2987,2325,0.830572289156627,0.817542684968196,0.847311827956989,0.832427256462592
33,4,15058,4942,2820,2122,0.901659247268312,0.854609929078014,0.964184731385485,0.90939733023175
33,5,16493,3507,1509,1998,0.688907898488737,0.324718356527502,0.963963963963964,0.644341160245733
