zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
12,1,17374,2626,418,2208,0.840441736481341,0,0.999547101449275,0.499773550724638
12,2,15806,4194,2327,1867,0.914163090128755,0.924366136656639,0.901446170326727,0.912906153491683
12,3,12742,7258,4957,2301,0.859878754477818,0.881581601775267,0.813124728378966,0.847353165077116
12,4,16915,3085,1344,1741,0.673905996758509,0.290178571428571,0.970132107983917,0.630155339706244
12,5,17163,2837,954,1883,0.918928445541064,0.868972746331237,0.944237918215613,0.906605332273425
