zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
3,1,13932,6068,3655,2413,0.90112063282795,0.915184678522572,0.879817654372151,0.897501166447361
3,2,14092,5908,4019,1889,0.849526066350711,0.897238118935059,0.748014822657491,0.822626470796275
3,3,17294,2706,854,1852,0.886917960088692,0.825526932084309,0.915226781857451,0.87037685697088
3,4,17993,2007,355,1652,0.910313901345291,0.71830985915493,0.951573849878935,0.834941854516932
3,5,16689,3311,1117,2194,0.78767743884023,0.507609668755595,0.930264357338195,0.718937013046895
