zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
35,1,16791,3209,274,2935,0.91305702711125,0.156934306569343,0.983645655877342,0.570289981223343
35,2,12744,7256,5165,2091,0.667171995589857,0.547337850919652,0.963175514108082,0.755256682513867
35,3,13472,6528,4040,2488,0.694393382352941,0.526980198019802,0.966237942122186,0.746609070070994
35,4,18861,1139,39,1100,0.987708516242318,0.666666666666667,0.999090909090909,0.832878787878788
35,5,18132,1868,482,1386,0.877944325481799,0.539419087136929,0.995670995670996,0.767545041403963
