zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
40,1,13925,6075,4390,1685,0.797201646090535,0.847152619589977,0.667062314540059,0.757107467065018
40,2,17669,2331,6,2325,0.996138996138996,0,0.998709677419355,0.499354838709677
40,3,15435,4565,2599,1966,0.818400876232202,0.880338591766064,0.736520854526958,0.808429723146511
40,5,15103,4897,3005,1892,0.906269144374107,0.946089850249584,0.843023255813954,0.894556553031769
