zone,fold,n_tr,n_te,n_pos,n_neg,acc,sens,spec,bacc
20,1,17237,2763,1323,1440,0.859572927976837,0.944822373393802,0.78125,0.863036186696901
20,2,14354,5646,2682,2964,0.90913921360255,0.887770320656227,0.928475033738192,0.908122677197209
20,3,17005,2995,1005,1990,0.967946577629382,0.992039800995025,0.955778894472362,0.973909347733693
20,4,16084,3916,2398,1518,0.881256384065373,0.933277731442869,0.799077733860343,0.866177732651606
20,5,15320,4680,2592,2088,0.912820512820513,0.957561728395062,0.85727969348659,0.907420710940826
