method,assigned_zone,original_source_zone,pixels,predicted_pixels,percent_of_predicted
optimized_mf,1,3,6305,48801,12.9198172168603
optimized_mf,1,31,4485,48801,9.19038544292125
optimized_mf,1,13,4426,48801,9.06948628101883
optimized_mf,1,16,4379,48801,8.97317677916436
optimized_mf,1,18,2903,48801,5.94864859326653
optimized_mf,1,5,2577,48801,5.28062949529723
optimized_mf,1,2,2296,48801,4.70482162250774
optimized_mf,1,10,1863,48801,3.81754472244421
optimized_mf,1,33,1454,48801,2.97944714247659
optimized_mf,1,4,1135,48801,2.32577201286859
optimized_mf,1,7,1003,48801,2.05528575234114
optimized_mf,1,46,900,48801,1.84422450359624
optimized_mf,1,25,824,48801,1.68848998995922
optimized_mf,1,44,654,48801,1.34013647261327
optimized_mf,1,28,629,48801,1.28890801418004
optimized_mf,1,6,248,48801,0.50818630765763
optimized_mf,1,12,243,48801,0.497940615970984
optimized_mf,1,37,208,48801,0.426220774164464
optimized_mf,1,20,205,48801,0.420073359152476
optimized_mf,1,30,158,48801,0.323763857298006
optimized_mf,1,24,152,48801,0.311469027274031
optimized_mf,1,15,135,48801,0.276633675539436
optimized_mf,1,21,125,48801,0.256142292166144
optimized_mf,1,45,88,48801,0.180324173684965
optimized_mf,1,39,77,48801,0.157783651974345
optimized_mf,1,40,64,48801,0.131144853589066
optimized_mf,1,47,64,48801,0.131144853589066
optimized_mf,1,19,53,48801,0.108604331878445
optimized_mf,1,11,36,48801,0.0737689801438495
optimized_mf,1,27,33,48801,0.0676215651318621
optimized_mf,1,53,17,48801,0.0348353517345956
optimized_mf,1,9,12,48801,0.0245896600479498
optimized_mf,1,41,8,48801,0.0163931066986332
optimized_mf,1,49,6,48801,0.0122948300239749
optimized_mf,1,52,4,48801,0.00819655334931661
optimized_mf,1,54,4,48801,0.00819655334931661
optimized_mf,1,36,3,48801,0.00614741501198746
optimized_mf,1,34,2,48801,0.00409827667465831
optimized_mf,1,14,1,48801,0.00204913833732915
optimized_mf,1,17,1,48801,0.00204913833732915
optimized_mf,1,22,1,48801,0.00204913833732915
optimized_mf,1,26,1,48801,0.00204913833732915
optimized_mf,1,32,1,48801,0.00204913833732915
optimized_mf,1,42,1,48801,0.00204913833732915
optimized_mf,1,48,1,48801,0.00204913833732915
optimized_mf,1,50,1,48801,0.00204913833732915
optimized_mf,2,3,21566,274175,7.86577915564877
optimized_mf,2,5,18568,274175,6.77231695085256
optimized_mf,2,4,16812,274175,6.13185009574177
optimized_mf,2,6,13455,274175,4.90744962159205
optimized_mf,2,16,4632,274175,1.68943193216012
optimized_mf,2,7,3474,274175,1.26707394912009
optimized_mf,2,11,2454,274175,0.895048782711772
optimized_mf,2,13,1349,274175,0.492021519102763
optimized_mf,2,18,835,274175,0.304550013677396
optimized_mf,2,12,711,274175,0.259323424819914
optimized_mf,2,1,620,274175,0.226132944287408
optimized_mf,2,9,470,274175,0.171423360992067
optimized_mf,2,27,440,274175,0.160481444332999
optimized_mf,2,41,122,274175,0.044497127746877
optimized_mf,2,20,112,274175,0.0408498221938543
optimized_mf,2,31,107,274175,0.0390261694173429
optimized_mf,2,22,106,274175,0.0386614388620407
optimized_mf,2,15,78,274175,0.0284489833135771
optimized_mf,2,33,78,274175,0.0284489833135771
optimized_mf,2,25,77,274175,0.0280842527582748
optimized_mf,2,17,60,274175,0.0218838333181362
optimized_mf,2,37,56,274175,0.0204249110969271
optimized_mf,2,53,45,274175,0.0164128749886022
optimized_mf,2,21,28,274175,0.0102124555484636
optimized_mf,2,44,27,274175,0.0098477249931613
optimized_mf,2,19,23,274175,0.00838880277195222
optimized_mf,2,47,20,274175,0.00729461110604541
optimized_mf,2,24,15,274175,0.00547095832953406
optimized_mf,2,14,14,274175,0.00510622777423179
optimized_mf,2,46,14,274175,0.00510622777423179
optimized_mf,2,10,9,274175,0.00328257499772043
optimized_mf,2,52,8,274175,0.00291784444241816
optimized_mf,2,30,7,274175,0.00255311388711589
optimized_mf,2,40,6,274175,0.00218838333181362
optimized_mf,2,42,5,274175,0.00182365277651135
optimized_mf,2,49,5,274175,0.00182365277651135
optimized_mf,2,54,4,274175,0.00145892222120908
optimized_mf,2,23,2,274175,0.000729461110604541
optimized_mf,2,29,1,274175,0.00036473055530227
optimized_mf,2,48,1,274175,0.00036473055530227
optimized_mf,3,27,32614,437065,7.46204797913354
optimized_mf,3,12,30240,437065,6.9188793428895
optimized_mf,3,7,23239,437065,5.31705810348575
optimized_mf,3,2,22086,437065,5.05325294864608
optimized_mf,3,5,18176,437065,4.15864917117591
optimized_mf,3,37,11475,437065,2.62546760779289
optimized_mf,3,33,6089,437065,1.39315662430073
optimized_mf,3,30,5710,437065,1.30644183359455
optimized_mf,3,4,4489,437065,1.02707835219018
optimized_mf,3,9,4439,437065,1.01563840618672
optimized_mf,3,6,3769,437065,0.862343129740428
optimized_mf,3,41,3098,437065,0.708819054374063
optimized_mf,3,11,2677,437065,0.612494709024973
optimized_mf,3,44,1504,437065,0.344113575783922
optimized_mf,3,47,1065,437065,0.243670849873589
optimized_mf,3,15,914,437065,0.209122212943155
optimized_mf,3,13,874,437065,0.199970256140391
optimized_mf,3,10,781,437065,0.178691956573965
optimized_mf,3,28,640,437065,0.146431308844222
optimized_mf,3,22,455,437065,0.104103508631439
optimized_mf,3,40,324,437065,0.0741308501023875
optimized_mf,3,1,299,437065,0.0684108771006601
optimized_mf,3,21,201,437065,0.0459885829338886
optimized_mf,3,36,124,437065,0.0283710660885681
optimized_mf,3,18,101,437065,0.0231086909269788
optimized_mf,3,46,80,437065,0.0183039136055278
optimized_mf,3,26,79,437065,0.0180751146854587
optimized_mf,3,34,61,437065,0.0139567341242149
optimized_mf,3,19,52,437065,0.0118975438435931
optimized_mf,3,16,48,437065,0.0109823481633167
optimized_mf,3,49,41,437065,0.00938075572283299
optimized_mf,3,20,32,437065,0.00732156544221111
optimized_mf,3,24,32,437065,0.00732156544221111
optimized_mf,3,14,27,437065,0.00617757084186563
optimized_mf,3,53,14,437065,0.00320318488096736
optimized_mf,3,52,7,437065,0.00160159244048368
optimized_mf,3,54,5,437065,0.00114399460034549
optimized_mf,3,25,4,437065,0.000915195680276389
optimized_mf,3,23,2,437065,0.000457597840138195
optimized_mf,3,29,2,437065,0.000457597840138195
optimized_mf,3,31,2,437065,0.000457597840138195
optimized_mf,3,48,2,437065,0.000457597840138195
optimized_mf,3,45,1,437065,0.000228798920069097
optimized_mf,4,13,8971,85939,10.4387996136795
optimized_mf,4,12,7645,85939,8.89584472707385
optimized_mf,4,2,6943,85939,8.07898625769441
optimized_mf,4,3,5365,85939,6.24280012567053
optimized_mf,4,27,5142,85939,5.98331374579644
optimized_mf,4,11,4372,85939,5.08732938479619
optimized_mf,4,5,4268,85939,4.9663133152585
optimized_mf,4,6,2873,85939,3.34306892097883
optimized_mf,4,7,2301,85939,2.67748053852151
optimized_mf,4,15,1750,85939,2.03632809318237
optimized_mf,4,16,648,85939,0.754023202504102
optimized_mf,4,25,327,85939,0.380502449411792
optimized_mf,4,14,273,85939,0.31766718253645
optimized_mf,4,21,213,85939,0.247850219341626
optimized_mf,4,1,181,85939,0.21061450563772
optimized_mf,4,23,59,85939,0.0686533471415772
optimized_mf,4,20,51,85939,0.0593444187156006
optimized_mf,4,22,46,85939,0.0535263384493652
optimized_mf,4,24,41,85939,0.0477082581831299
optimized_mf,4,18,30,85939,0.0349084815974121
optimized_mf,4,19,24,85939,0.0279267852779297
optimized_mf,4,46,17,85939,0.0197814729052002
optimized_mf,4,53,17,85939,0.0197814729052002
optimized_mf,4,33,14,85939,0.016290624745459
optimized_mf,4,47,14,85939,0.016290624745459
optimized_mf,4,10,13,85939,0.0151270086922119
optimized_mf,4,31,13,85939,0.0151270086922119
optimized_mf,4,52,12,85939,0.0139633926389649
optimized_mf,4,44,11,85939,0.0127997765857178
optimized_mf,4,17,10,85939,0.0116361605324707
optimized_mf,4,9,8,85939,0.00930892842597656
optimized_mf,4,40,8,85939,0.00930892842597656
optimized_mf,4,37,6,85939,0.00698169631948242
optimized_mf,4,54,6,85939,0.00698169631948242
optimized_mf,4,30,5,85939,0.00581808026623535
optimized_mf,4,49,5,85939,0.00581808026623535
optimized_mf,4,41,3,85939,0.00349084815974121
optimized_mf,4,26,2,85939,0.00232723210649414
optimized_mf,4,29,2,85939,0.00232723210649414
optimized_mf,4,42,2,85939,0.00232723210649414
optimized_mf,4,28,1,85939,0.00116361605324707
optimized_mf,4,48,1,85939,0.00116361605324707
optimized_mf,5,3,18005,150579,11.9571786238453
optimized_mf,5,2,11988,150579,7.96126949973104
optimized_mf,5,12,10109,150579,6.71341953393235
optimized_mf,5,13,9517,150579,6.32027042283453
optimized_mf,5,11,6765,150579,4.49265833881219
optimized_mf,5,27,4877,150579,3.23883144395965
optimized_mf,5,16,4868,150579,3.2328545149058
optimized_mf,5,4,3584,150579,2.38014596988956
optimized_mf,5,30,2431,150579,1.61443494776828
optimized_mf,5,7,2297,150579,1.52544511518871
optimized_mf,5,47,2255,150579,1.49755277960406
optimized_mf,5,6,2064,150579,1.37070906301676
optimized_mf,5,33,2048,150579,1.36008341136546
optimized_mf,5,40,1855,150579,1.23191148832174
optimized_mf,5,15,1510,150579,1.00279587459075
optimized_mf,5,44,1476,150579,0.980216364831749
optimized_mf,5,25,1134,150579,0.753093060785369
optimized_mf,5,18,1046,150579,0.694651976703259
optimized_mf,5,22,500,150579,0.332051614102896
optimized_mf,5,10,481,150579,0.319433652766986
optimized_mf,5,24,413,150579,0.274274633248992
optimized_mf,5,46,378,150579,0.251031020261789
optimized_mf,5,21,336,150579,0.223138684677146
optimized_mf,5,28,306,150579,0.203215587830972
optimized_mf,5,37,276,150579,0.183292490984799
optimized_mf,5,49,240,150579,0.15938477476939
optimized_mf,5,20,226,150579,0.150087329574509
optimized_mf,5,26,191,150579,0.126843716587306
optimized_mf,5,1,133,150579,0.0883257293513704
optimized_mf,5,41,131,150579,0.0869975228949588
optimized_mf,5,39,128,150579,0.0850052132103414
optimized_mf,5,9,89,150579,0.0591051873103155
optimized_mf,5,14,66,150579,0.0438308130615823
optimized_mf,5,31,56,150579,0.0371897807795244
optimized_mf,5,45,47,150579,0.0312128517256722
optimized_mf,5,23,24,150579,0.015938477476939
optimized_mf,5,53,17,150579,0.0112897548794985
optimized_mf,5,19,15,150579,0.00996154842308688
optimized_mf,5,17,9,150579,0.00597692905385213
optimized_mf,5,36,7,150579,0.00464872259744055
optimized_mf,5,52,7,150579,0.00464872259744055
optimized_mf,5,42,6,150579,0.00398461936923475
optimized_mf,5,29,2,150579,0.00132820645641158
optimized_mf,5,50,1,150579,0.000664103228205792
optimized_mf,6,3,23401,102235,22.8894214310168
optimized_mf,6,2,9218,102235,9.01648163544774
optimized_mf,6,12,6865,102235,6.71492150437717
optimized_mf,6,5,5710,102235,5.58517141879004
optimized_mf,6,27,2813,102235,2.75150388810094
optimized_mf,6,4,2561,102235,2.50501296033648
optimized_mf,6,11,2251,102235,2.2017899936421
optimized_mf,6,15,1319,102235,1.29016481635448
optimized_mf,6,7,1223,102235,1.19626351053944
optimized_mf,6,31,220,102235,0.215190492492786
optimized_mf,6,13,201,102235,0.196605859050227
optimized_mf,6,24,104,102235,0.101726414632953
optimized_mf,6,16,99,102235,0.0968357216217538
optimized_mf,6,19,51,102235,0.0498850687142368
optimized_mf,6,20,40,102235,0.0391255440895975
optimized_mf,6,37,37,102235,0.0361911282828777
optimized_mf,6,21,24,102235,0.0234753264537585
optimized_mf,6,44,23,102235,0.0224971878515186
optimized_mf,6,23,16,102235,0.015650217635839
optimized_mf,6,47,16,102235,0.015650217635839
optimized_mf,6,53,15,102235,0.0146720790335991
optimized_mf,6,22,11,102235,0.0107595246246393
optimized_mf,6,41,11,102235,0.0107595246246393
optimized_mf,6,10,10,102235,0.00978138602239937
optimized_mf,6,52,10,102235,0.00978138602239937
optimized_mf,6,30,5,102235,0.00489069301119969
optimized_mf,6,40,4,102235,0.00391255440895975
optimized_mf,6,54,4,102235,0.00391255440895975
optimized_mf,6,9,3,102235,0.00293441580671981
optimized_mf,6,46,3,102235,0.00293441580671981
optimized_mf,6,25,1,102235,0.000978138602239937
optimized_mf,6,32,1,102235,0.000978138602239937
optimized_mf,6,49,1,102235,0.000978138602239937
optimized_mf,7,3,41830,250014,16.7310630604686
optimized_mf,7,33,30865,250014,12.3453086627149
optimized_mf,7,27,29050,250014,11.6193493164383
optimized_mf,7,13,13767,250014,5.50649163646836
optimized_mf,7,41,11353,250014,4.54094570704041
optimized_mf,7,12,11098,250014,4.43895141872055
optimized_mf,7,37,8420,250014,3.36781140256146
optimized_mf,7,5,5650,250014,2.25987344708696
optimized_mf,7,11,4088,250014,1.6351084339277
optimized_mf,7,2,2398,250014,0.959146287807883
optimized_mf,7,30,1659,250014,0.663562840480933
optimized_mf,7,44,1403,250014,0.561168574559825
optimized_mf,7,15,1155,250014,0.461974129448751
optimized_mf,7,4,995,250014,0.397977713248058
optimized_mf,7,32,785,250014,0.313982416984649
optimized_mf,7,23,680,250014,0.271984768852944
optimized_mf,7,47,640,250014,0.255985664802771
optimized_mf,7,31,598,250014,0.239186605550089
optimized_mf,7,28,558,250014,0.223187501499916
optimized_mf,7,24,511,250014,0.204388554240963
optimized_mf,7,25,480,250014,0.191989248602078
optimized_mf,7,40,470,250014,0.187989472589535
optimized_mf,7,14,334,250014,0.133592518818946
optimized_mf,7,16,217,250014,0.0867951394721896
optimized_mf,7,42,209,250014,0.0835953186621549
optimized_mf,7,6,196,250014,0.0783956098458486
optimized_mf,7,18,120,250014,0.0479973121505196
optimized_mf,7,36,113,250014,0.0451974689417393
optimized_mf,7,19,112,250014,0.0447974913404849
optimized_mf,7,9,100,250014,0.039997760125433
optimized_mf,7,29,80,250014,0.0319982081003464
optimized_mf,7,10,78,250014,0.0311982528978377
optimized_mf,7,1,77,250014,0.0307982752965834
optimized_mf,7,46,58,250014,0.0231987008727511
optimized_mf,7,21,55,250014,0.0219987680689881
optimized_mf,7,26,48,250014,0.0191989248602078
optimized_mf,7,20,28,250014,0.0111993728351212
optimized_mf,7,53,19,250014,0.00759957442383227
optimized_mf,7,49,15,250014,0.00599966401881495
optimized_mf,7,39,8,250014,0.00319982081003464
optimized_mf,7,34,6,250014,0.00239986560752598
optimized_mf,7,54,5,250014,0.00199988800627165
optimized_mf,7,52,4,250014,0.00159991040501732
optimized_mf,7,45,3,250014,0.00119993280376299
optimized_mf,9,3,39781,89769,44.3148525660306
optimized_mf,9,2,13033,89769,14.5183749401241
optimized_mf,9,12,5234,89769,5.83052055832192
optimized_mf,9,7,4102,89769,4.56950617696532
optimized_mf,9,5,658,89769,0.732992458421059
optimized_mf,9,6,574,89769,0.639418953090711
optimized_mf,9,27,388,89769,0.432220477002083
optimized_mf,9,21,294,89769,0.327507268656218
optimized_mf,9,37,258,89769,0.287404337800354
optimized_mf,9,10,223,89769,0.248415377246043
optimized_mf,9,4,219,89769,0.243959496039836
optimized_mf,9,15,201,89769,0.223908030611904
optimized_mf,9,53,25,89769,0.027849257538794
optimized_mf,9,36,23,89769,0.0256213169356905
optimized_mf,9,20,20,89769,0.0222794060310352
optimized_mf,9,47,18,89769,0.0200514654279317
optimized_mf,9,11,14,89769,0.0155955842217246
optimized_mf,9,19,14,89769,0.0155955842217246
optimized_mf,9,13,13,89769,0.0144816139201729
optimized_mf,9,44,13,89769,0.0144816139201729
optimized_mf,9,30,12,89769,0.0133676436186211
optimized_mf,9,52,10,89769,0.0111397030155176
optimized_mf,9,16,7,89769,0.00779779211086232
optimized_mf,9,49,6,89769,0.00668382180931056
optimized_mf,9,54,6,89769,0.00668382180931056
optimized_mf,9,24,5,89769,0.0055698515077588
optimized_mf,9,17,3,89769,0.00334191090465528
optimized_mf,9,25,3,89769,0.00334191090465528
optimized_mf,9,40,3,89769,0.00334191090465528
optimized_mf,9,31,2,89769,0.00222794060310352
optimized_mf,9,42,2,89769,0.00222794060310352
optimized_mf,9,46,2,89769,0.00222794060310352
optimized_mf,9,50,2,89769,0.00222794060310352
optimized_mf,9,23,1,89769,0.00111397030155176
optimized_mf,10,46,21902,150624,14.5408434246866
optimized_mf,10,16,10841,150624,7.19739218185681
optimized_mf,10,49,7363,150624,4.8883312088379
optimized_mf,10,18,5663,150624,3.75969301041003
optimized_mf,10,5,4238,150624,2.81362863819843
optimized_mf,10,40,4081,150624,2.7093955810495
optimized_mf,10,30,3845,150624,2.55271404291481
optimized_mf,10,39,3463,150624,2.29910240067984
optimized_mf,10,47,2975,150624,1.97511684724878
optimized_mf,10,44,2681,150624,1.77992882940302
optimized_mf,10,20,2528,150624,1.67835139154451
optimized_mf,10,3,2315,150624,1.53693966432972
optimized_mf,10,28,1262,150624,0.837847886127045
optimized_mf,10,37,980,150624,0.650626726152539
optimized_mf,10,7,963,150624,0.63934034416826
optimized_mf,10,26,637,150624,0.42290737199915
optimized_mf,10,34,601,150624,0.399006798385384
optimized_mf,10,2,593,150624,0.393695559804546
optimized_mf,10,19,447,150624,0.29676545570427
optimized_mf,10,1,396,150624,0.262906309751434
optimized_mf,10,45,367,150624,0.2436530698959
optimized_mf,10,36,331,150624,0.219752496282133
optimized_mf,10,33,301,150624,0.199835351603994
optimized_mf,10,27,293,150624,0.194524113023157
optimized_mf,10,21,170,150624,0.112863819842787
optimized_mf,10,15,124,150624,0.0823241980029743
optimized_mf,10,6,109,150624,0.0723656256639048
optimized_mf,10,41,102,150624,0.0677182919056724
optimized_mf,10,11,43,150624,0.0285479073719992
optimized_mf,10,13,22,150624,0.0146059060973019
optimized_mf,10,53,17,150624,0.0112863819842787
optimized_mf,10,24,14,150624,0.00929466751646484
optimized_mf,10,50,14,150624,0.00929466751646484
optimized_mf,10,12,13,150624,0.00863076269386021
optimized_mf,10,31,11,150624,0.00730295304865095
optimized_mf,10,9,8,150624,0.00531123858083705
optimized_mf,10,4,7,150624,0.00464733375823242
optimized_mf,10,52,7,150624,0.00464733375823242
optimized_mf,10,25,4,150624,0.00265561929041853
optimized_mf,10,29,3,150624,0.00199171446781389
optimized_mf,10,54,3,150624,0.00199171446781389
optimized_mf,10,43,2,150624,0.00132780964520926
optimized_mf,10,17,1,150624,0.000663904822604631
optimized_mf,10,22,1,150624,0.000663904822604631
optimized_mf,10,23,1,150624,0.000663904822604631
optimized_mf,10,42,1,150624,0.000663904822604631
optimized_mf,11,13,32009,210876,15.1790625770595
optimized_mf,11,27,21879,210876,10.375291640585
optimized_mf,11,12,14725,210876,6.98277660805402
optimized_mf,11,5,13619,210876,6.45829776740834
optimized_mf,11,3,9115,210876,4.32244541816044
optimized_mf,11,4,6851,210876,3.24882869553671
optimized_mf,11,7,6659,210876,3.15777992754036
optimized_mf,11,15,6024,210876,2.85665509588573
optimized_mf,11,2,4984,210876,2.36347426923879
optimized_mf,11,33,3517,210876,1.66780477626662
optimized_mf,11,6,3468,210876,1.64456837193422
optimized_mf,11,25,1659,210876,0.786718260968531
optimized_mf,11,14,1015,210876,0.48132551831408
optimized_mf,11,37,290,210876,0.137521576661166
optimized_mf,11,9,285,210876,0.135150514994594
optimized_mf,11,24,269,210876,0.127563117661564
optimized_mf,11,18,142,210876,0.0673381513306398
optimized_mf,11,16,105,210876,0.0497922949980083
optimized_mf,11,31,81,210876,0.0384111989984636
optimized_mf,11,20,40,210876,0.0189684933325746
optimized_mf,11,19,34,210876,0.0161232193326884
optimized_mf,11,21,28,210876,0.0132779453328022
optimized_mf,11,47,25,210876,0.0118553083328591
optimized_mf,11,53,21,210876,0.00995845899960166
optimized_mf,11,44,15,210876,0.00711318499971547
optimized_mf,11,49,12,210876,0.00569054799977238
optimized_mf,11,10,11,210876,0.00521633566645801
optimized_mf,11,30,11,210876,0.00521633566645801
optimized_mf,11,40,9,210876,0.00426791099982928
optimized_mf,11,46,8,210876,0.00379369866651492
optimized_mf,11,54,5,210876,0.00237106166657182
optimized_mf,11,52,4,210876,0.00189684933325746
optimized_mf,11,23,3,210876,0.00142263699994309
optimized_mf,11,1,2,210876,0.00094842466662873
optimized_mf,11,17,2,210876,0.00094842466662873
optimized_mf,11,29,2,210876,0.00094842466662873
optimized_mf,11,36,2,210876,0.00094842466662873
optimized_mf,11,34,1,210876,0.000474212333314365
optimized_mf,11,41,1,210876,0.000474212333314365
optimized_mf,11,42,1,210876,0.000474212333314365
optimized_mf,12,13,32775,333136,9.83832428797848
optimized_mf,12,3,19165,333136,5.75290572018635
optimized_mf,12,5,14711,333136,4.41591422121896
optimized_mf,12,15,10148,333136,3.04620335238461
optimized_mf,12,11,7262,333136,2.17989049517314
optimized_mf,12,6,6941,333136,2.08353345180347
optimized_mf,12,7,6612,333136,1.98477498679218
optimized_mf,12,27,5297,333136,1.59004130445224
optimized_mf,12,4,4442,333136,1.33338936650497
optimized_mf,12,33,3669,333136,1.10135200038423
optimized_mf,12,2,2417,333136,0.725529513471975
optimized_mf,12,24,1305,333136,0.39173190528793
optimized_mf,12,25,816,333136,0.244945007444407
optimized_mf,12,14,789,333136,0.236840209403967
optimized_mf,12,37,634,333136,0.190312665097738
optimized_mf,12,22,533,333136,0.159994716872388
optimized_mf,12,9,365,333136,0.10956486239854
optimized_mf,12,41,275,333136,0.0825488689304068
optimized_mf,12,19,54,333136,0.0162095960808799
optimized_mf,12,23,52,333136,0.0156092406704769
optimized_mf,12,1,42,333136,0.0126074636184621
optimized_mf,12,10,31,333136,0.00930550886124586
optimized_mf,12,20,31,333136,0.00930550886124586
optimized_mf,12,21,21,333136,0.00630373180923107
optimized_mf,12,53,19,333136,0.00570337639882811
optimized_mf,12,44,16,333136,0.00480284328322367
optimized_mf,12,31,14,333136,0.00420248787282071
optimized_mf,12,52,13,333136,0.00390231016761923
optimized_mf,12,47,12,333136,0.00360213246241775
optimized_mf,12,26,11,333136,0.00330195475721627
optimized_mf,12,30,9,333136,0.00270159934681331
optimized_mf,12,42,9,333136,0.00270159934681331
optimized_mf,12,54,9,333136,0.00270159934681331
optimized_mf,12,16,7,333136,0.00210124393641036
optimized_mf,12,40,7,333136,0.00210124393641036
optimized_mf,12,46,5,333136,0.0015008885260074
optimized_mf,12,49,4,333136,0.00120071082080592
optimized_mf,12,45,2,333136,0.000600355410402959
optimized_mf,12,50,2,333136,0.000600355410402959
optimized_mf,12,18,1,333136,0.000300177705201479
optimized_mf,12,29,1,333136,0.000300177705201479
optimized_mf,12,34,1,333136,0.000300177705201479
optimized_mf,13,33,25563,525685,4.86279806347908
optimized_mf,13,12,25460,525685,4.84320458068996
optimized_mf,13,15,20194,525685,3.84146399459753
optimized_mf,13,25,19114,525685,3.6360177672941
optimized_mf,13,11,13890,525685,2.64226675670791
optimized_mf,13,31,10654,525685,2.02668898675062
optimized_mf,13,24,9645,525685,1.83474894661252
optimized_mf,13,7,8460,525685,1.60932878054348
optimized_mf,13,4,7483,525685,1.42347603602918
optimized_mf,13,5,6973,525685,1.32645976202479
optimized_mf,13,16,5062,525685,0.962934076490674
optimized_mf,13,2,4099,525685,0.779744523811788
optimized_mf,13,3,3139,525685,0.597125655097635
optimized_mf,13,18,2497,525685,0.474999286645044
optimized_mf,13,27,2243,525685,0.426681377631091
optimized_mf,13,32,1825,525685,0.347166078545136
optimized_mf,13,37,1558,525685,0.296375205684012
optimized_mf,13,14,1495,525685,0.284390842424646
optimized_mf,13,23,910,525685,0.173107469301958
optimized_mf,13,41,602,525685,0.114517248922834
optimized_mf,13,20,448,525685,0.0852221387332718
optimized_mf,13,19,443,525685,0.0842709987920523
optimized_mf,13,44,414,525685,0.0787543871329789
optimized_mf,13,1,300,525685,0.0570683964731731
optimized_mf,13,42,221,525685,0.0420403854019042
optimized_mf,13,46,205,525685,0.0389967375900016
optimized_mf,13,6,196,525685,0.0372846856958064
optimized_mf,13,22,196,525685,0.0372846856958064
optimized_mf,13,35,153,525685,0.0291048822013183
optimized_mf,13,45,144,525685,0.0273928303071231
optimized_mf,13,36,89,525685,0.016930290953708
optimized_mf,13,29,59,525685,0.0112234513063907
optimized_mf,13,38,47,525685,0.00894071544746378
optimized_mf,13,10,44,525685,0.00837003148273205
optimized_mf,13,21,29,525685,0.0055166116590734
optimized_mf,13,28,24,525685,0.00456547171785385
optimized_mf,13,47,15,525685,0.00285341982365866
optimized_mf,13,40,10,525685,0.0019022798824391
optimized_mf,13,30,8,525685,0.00152182390595128
optimized_mf,13,54,7,525685,0.00133159591770737
optimized_mf,13,53,6,525685,0.00114136792946346
optimized_mf,13,52,5,525685,0.000951139941219552
optimized_mf,13,49,3,525685,0.000570683964731731
optimized_mf,13,17,2,525685,0.000380455976487821
optimized_mf,13,39,2,525685,0.000380455976487821
optimized_mf,13,9,1,525685,0.00019022798824391
optimized_mf,13,34,1,525685,0.00019022798824391
optimized_mf,14,13,21607,110476,19.5580940656794
optimized_mf,14,23,10170,110476,9.20561932003331
optimized_mf,14,15,9340,110476,8.45432492124986
optimized_mf,14,12,8910,110476,8.06510011224157
optimized_mf,14,27,8360,110476,7.56725442630074
optimized_mf,14,19,6612,110476,5.98501031898331
optimized_mf,14,11,5144,110476,4.65621492450849
optimized_mf,14,7,4779,110476,4.32582642383866
optimized_mf,14,5,3372,110476,3.05224664180455
optimized_mf,14,4,2580,110476,2.33534885404975
optimized_mf,14,3,1335,110476,1.20840725587458
optimized_mf,14,24,944,110476,0.854484231869365
optimized_mf,14,32,533,110476,0.482457728375394
optimized_mf,14,33,399,110476,0.361164415800717
optimized_mf,14,37,365,110476,0.330388500669829
optimized_mf,14,2,239,110476,0.216336579890655
optimized_mf,14,31,114,110476,0.103189833085919
optimized_mf,14,35,93,110476,0.0841811796227235
optimized_mf,14,25,87,110476,0.0787501357760962
optimized_mf,14,6,59,110476,0.0534052644918353
optimized_mf,14,20,52,110476,0.0470690466707701
optimized_mf,14,9,48,110476,0.0434483507730186
optimized_mf,14,10,31,110476,0.0280603932075745
optimized_mf,14,21,21,110476,0.0190086534631956
optimized_mf,14,53,17,110476,0.0153879575654441
optimized_mf,14,44,16,110476,0.0144827835910062
optimized_mf,14,47,14,110476,0.0126724356421304
optimized_mf,14,16,12,110476,0.0108620876932546
optimized_mf,14,30,8,110476,0.0072413917955031
optimized_mf,14,40,8,110476,0.0072413917955031
optimized_mf,14,49,8,110476,0.0072413917955031
optimized_mf,14,42,7,110476,0.00633621782106521
optimized_mf,14,46,7,110476,0.00633621782106521
optimized_mf,14,52,7,110476,0.00633621782106521
optimized_mf,14,17,2,110476,0.00181034794887577
optimized_mf,14,54,2,110476,0.00181034794887577
optimized_mf,14,29,1,110476,0.000905173974437887
optimized_mf,14,34,1,110476,0.000905173974437887
optimized_mf,14,38,1,110476,0.000905173974437887
optimized_mf,15,27,26151,226133,11.5644333202142
optimized_mf,15,23,18473,226133,8.16908633414849
optimized_mf,15,13,16012,226133,7.08078873937019
optimized_mf,15,19,14383,226133,6.36041621523617
optimized_mf,15,24,8885,226133,3.9291036690797
optimized_mf,15,12,6271,226133,2.77314677645456
optimized_mf,15,29,3669,226133,1.62249649542526
optimized_mf,15,33,3454,226133,1.52741970433329
optimized_mf,15,7,3236,226133,1.43101626034236
optimized_mf,15,25,1879,226133,0.830926932380502
optimized_mf,15,5,1874,226133,0.828715844215572
optimized_mf,15,3,1828,226133,0.808373833098221
optimized_mf,15,32,1728,226133,0.764152069799631
optimized_mf,15,6,1604,226133,0.70931708330938
optimized_mf,15,4,1509,226133,0.66730640817572
optimized_mf,15,11,904,226133,0.399764740219252
optimized_mf,15,14,782,226133,0.345814188994972
optimized_mf,15,16,490,226133,0.21668664016309
optimized_mf,15,38,311,226133,0.137529683858614
optimized_mf,15,31,286,226133,0.126474243033967
optimized_mf,15,35,62,226133,0.0274174932451257
optimized_mf,15,28,53,226133,0.0234375345482526
