method,zone,original_pixels,predicted_pixels,TP,TN,FP,FN,accuracy,recall,specificity,precision,f1,tss
plain_rf,20,379965,418010,224651,11820502,193359,155314,0.971867202266677,0.591241298540655,0.983905340672745,0.537429726561566,0.563052727215765,0.5751466392134
plain_rf,21,599210,525215,386583,11655984,138632,212627,0.971658549990939,0.645154453363595,0.988246162486341,0.736047142598745,0.687610111834938,0.633400615849937
plain_rf,22,41980,102107,30056,12279795,72051,11924,0.993224449011952,0.715959980943306,0.994166782843633,0.29435787947937,0.417192390708391,0.71012676378694
plain_rf,23,326806,331497,193970,11929493,137527,132836,0.978185670833204,0.593532554481864,0.988603068528933,0.585133500454001,0.589303102066981,0.582135623010796
plain_rf,24,845397,692055,542630,11399004,149425,302767,0.963514737095712,0.641864118278158,0.987061010636165,0.784085079943068,0.705882199899574,0.628925128914323
plain_rf,25,237357,307122,155190,12004537,151932,82167,0.981111643813621,0.653825250571923,0.987501962946642,0.505304081114345,0.570049533590827,0.641327213518565
plain_rf,26,40896,108051,23802,12268681,84249,17094,0.991823106117514,0.582012910798122,0.993179836686519,0.22028486548019,0.319603617394107,0.575192747484641
plain_rf,27,859115,727974,636185,11442922,91789,222930,0.974606792123756,0.7405120385513,0.992042366731165,0.873911705637839,0.801700471744181,0.732554405282465
plain_rf,28,46042,106475,22521,12263830,83954,23521,0.99132834364465,0.489140350115112,0.993200885276257,0.211514440009392,0.295324455634454,0.482341235391369
plain_rf,29,164338,201345,129371,12157514,71974,34967,0.991371429613422,0.787225109226107,0.99411471682216,0.642533959124885,0.707558185641662,0.781339826048267
plain_rf,30,576557,459961,247678,11604986,212283,328879,0.956336162860443,0.429581116871359,0.982036204811789,0.538476088190086,0.477903905190262,0.411617321683147
plain_rf,31,841378,729996,592744,11415196,137252,248634,0.968864658903554,0.704491916831674,0.988119228063178,0.811982531411131,0.75442765376034,0.692611144894852
plain_rf,32,60484,109910,39790,12263222,70120,20694,0.992672642007399,0.657859929898816,0.994314598589742,0.362023473751251,0.467035224244985,0.652174528488558
plain_rf,33,389751,388960,257185,11872300,131775,132566,0.978671557919241,0.659870019576602,0.989022477783586,0.661211949814891,0.660540303141987,0.648892497360188
plain_rf,34,5159,23082,3925,12369510,19157,1234,0.998354745338526,0.760806357821283,0.998453667371962,0.170045923230223,0.277964661308027,0.759260025193245
plain_rf,35,32864,73331,27783,12315414,45548,5081,0.995914982185485,0.845393135345667,0.996315173527756,0.378871145900097,0.523244973868826,0.841708308873423
plain_rf,36,22575,137814,16178,12249615,121636,6397,0.989669614532268,0.716633444075305,0.990167849637842,0.117390105504521,0.201734532916846,0.706801293713146
plain_rf,37,191906,195984,140634,12146570,55350,51272,0.991397168235217,0.732827530144967,0.995463828643361,0.717578986039677,0.725123101910335,0.728291358788328
plain_rf,38,30032,53974,27709,12337529,26265,2323,0.997693367649344,0.922649174214172,0.997875652085436,0.513376811057176,0.659690974454206,0.920524826299608
plain_rf,39,21943,75047,13255,12310091,61792,8688,0.994313297604791,0.604065077701317,0.995005449049268,0.176622649806122,0.27332714712857,0.599070526750585
plain_rf,40,339661,326675,127648,11855138,199027,212013,0.966835099992529,0.375809998792914,0.983488943448178,0.390749215581235,0.383134034481103,0.359298942241092
plain_rf,41,91243,150777,47826,12199632,102951,43417,0.988190248919099,0.524160757537565,0.991631757330961,0.317196919954635,0.395223535245021,0.515792514868525
plain_rf,42,155019,250059,119372,12108120,130687,35647,0.986579285524906,0.770047542559299,0.98932191675218,0.477375339419897,0.589377848216887,0.75936945931148
plain_rf,43,5692,24642,4888,12368380,19754,804,0.998341270887618,0.858749121574139,0.9984054095637,0.198360522684847,0.322278631238874,0.857154531137839
plain_rf,44,566191,363006,194740,11659369,168266,371451,0.956452753169199,0.343947537138527,0.985773487260978,0.536464962011647,0.419157616737893,0.329721024399506
plain_rf,45,16405,64057,11730,12325094,52327,4675,0.99540077454694,0.715025906735751,0.995772382631244,0.183118160388404,0.291566205165171,0.710798289366996
plain_rf,46,136482,176243,65064,12146165,111179,71418,0.985267099925398,0.476722205125951,0.990929601062025,0.369172108963193,0.416110000799424,0.467651806187975
plain_rf,47,354447,348630,198321,11889070,150309,156126,0.975275189437063,0.559522298115092,0.987515219846472,0.568858101712417,0.564151579414488,0.547037517961564
plain_rf,48,1624,9307,1448,12384343,7859,176,0.999351693335053,0.891625615763547,0.999365810854277,0.155581820135382,0.264934589699021,0.890991426617824
plain_rf,49,157753,196622,70544,12109995,126078,87209,0.982790867001038,0.447180085323259,0.989696204002706,0.35877979066432,0.398131922398589,0.436876289325964
plain_rf,50,2292,16766,1980,12376748,14786,312,0.99878181281551,0.863874345549738,0.998806765974253,0.118096146964094,0.207786756217861,0.862681111523991
plain_rf,52,23635,47157,20319,12343353,26838,3316,0.997567014415081,0.859699598053734,0.997830429619074,0.430879826961003,0.574047915018646,0.857530027672808
plain_rf,53,64489,97107,50214,12282444,46893,14275,0.995064639442251,0.778644419978601,0.996196632470992,0.517099694151812,0.621475779103443,0.774841052449593
plain_rf,54,11548,23932,10743,12369089,13189,805,0.998870889425106,0.930290959473502,0.998934848660319,0.448896874477687,0.605580608793687,0.929225808133821
plain_rf,55,6383,21867,5479,12371055,16388,904,0.998604789191005,0.858373805420649,0.998677047393881,0.250560204874926,0.387893805309735,0.85705085281453
