method,original_zone,model_family,model_version,predicted_zone,pixels,original_total,share_of_original
mf_var,18,multi-Forest,corrected,36,524,112964,0.00463864594029956
mf_var,18,multi-Forest,corrected,34,505,112964,0.00447045076307496
mf_var,18,multi-Forest,corrected,28,474,112964,0.0041960270528664
mf_var,18,multi-Forest,corrected,44,260,112964,0.00230161821465246
mf_var,18,multi-Forest,corrected,33,234,112964,0.00207145639318721
mf_var,18,multi-Forest,corrected,24,233,112964,0.00206260401543855
mf_var,18,multi-Forest,corrected,50,214,112964,0.00189440883821394
mf_var,18,multi-Forest,corrected,7,212,112964,0.00187670408271662
mf_var,18,multi-Forest,corrected,11,194,112964,0.00171736128324068
mf_var,18,multi-Forest,corrected,4,153,112964,0.00135441379554548
mf_var,18,multi-Forest,corrected,17,117,112964,0.0010357281965936
mf_var,18,multi-Forest,corrected,3,113,112964,0.00100031868559895
mf_var,18,multi-Forest,corrected,49,61,112964,0.000539995042668461
mf_var,18,multi-Forest,corrected,26,36,112964,0.000318685598951878
mf_var,18,multi-Forest,corrected,32,36,112964,0.000318685598951878
mf_var,18,multi-Forest,corrected,30,16,112964,0.000141638043978613
mf_var,18,multi-Forest,corrected,23,12,112964,0.000106228532983959
mf_var,18,multi-Forest,corrected,37,10,112964,8.85237774866329e-05
mf_var,18,multi-Forest,corrected,47,9,112964,7.96713997379696e-05
mf_var,18,multi-Forest,corrected,41,5,112964,4.42618887433165e-05
mf_var,18,multi-Forest,corrected,21,4,112964,3.54095109946532e-05
mf_var,18,multi-Forest,corrected,19,2,112964,1.77047554973266e-05
mf_var,19,multi-Forest,corrected,20,38742,691356,0.0560376998246924
mf_var,19,multi-Forest,corrected,23,35029,691356,0.0506670948107777
mf_var,19,multi-Forest,corrected,24,19276,691356,0.0278814387956422
mf_var,19,multi-Forest,corrected,15,18216,691356,0.0263482200197872
mf_var,19,multi-Forest,corrected,38,13165,691356,0.0190422879095574
mf_var,19,multi-Forest,corrected,31,6941,691356,0.0100396901162353
mf_var,19,multi-Forest,corrected,14,4122,691356,0.00596219603214552
mf_var,19,multi-Forest,corrected,22,3955,691356,0.00572064175330799
mf_var,19,multi-Forest,corrected,16,3800,691356,0.00549644466815939
mf_var,19,multi-Forest,corrected,29,3354,691356,0.00485133563605436
mf_var,19,multi-Forest,corrected,42,3024,691356,0.00437401280960894
mf_var,19,multi-Forest,corrected,32,2723,691356,0.00393863653457842
mf_var,19,multi-Forest,corrected,45,1101,691356,0.00159252252095881
mf_var,19,multi-Forest,corrected,25,875,691356,0.00126562870648407
mf_var,19,multi-Forest,corrected,27,804,691356,0.00116293197715793
mf_var,19,multi-Forest,corrected,46,620,691356,0.000896788340594426
mf_var,19,multi-Forest,corrected,43,512,691356,0.000740573597394107
mf_var,19,multi-Forest,corrected,18,430,691356,0.000621966107186457
mf_var,19,multi-Forest,corrected,10,418,691356,0.000604608913497532
mf_var,19,multi-Forest,corrected,13,301,691356,0.00043537627503052
mf_var,19,multi-Forest,corrected,7,202,691356,0.000292179427096894
mf_var,19,multi-Forest,corrected,33,148,691356,0.000214072055496734
mf_var,19,multi-Forest,corrected,28,128,691356,0.000185143399348527
mf_var,19,multi-Forest,corrected,35,92,691356,0.000133071818281754
mf_var,19,multi-Forest,corrected,1,75,691356,0.000108482460555777
mf_var,19,multi-Forest,corrected,12,74,691356,0.000107036027748367
mf_var,19,multi-Forest,corrected,6,67,691356,9.69109980964944e-05
mf_var,19,multi-Forest,corrected,4,46,691356,6.65359091408768e-05
mf_var,19,multi-Forest,corrected,37,46,691356,6.65359091408768e-05
mf_var,19,multi-Forest,corrected,3,35,691356,5.06251482593628e-05
mf_var,19,multi-Forest,corrected,5,34,691356,4.91787154519524e-05
mf_var,19,multi-Forest,corrected,50,33,691356,4.7732282644542e-05
mf_var,19,multi-Forest,corrected,53,32,691356,4.62858498371317e-05
mf_var,19,multi-Forest,corrected,55,32,691356,4.62858498371317e-05
mf_var,19,multi-Forest,corrected,11,27,691356,3.90536858000798e-05
mf_var,19,multi-Forest,corrected,17,26,691356,3.76072529926695e-05
mf_var,19,multi-Forest,corrected,41,26,691356,3.76072529926695e-05
mf_var,19,multi-Forest,corrected,36,25,691356,3.61608201852591e-05
mf_var,19,multi-Forest,corrected,21,23,691356,3.32679545704384e-05
mf_var,19,multi-Forest,corrected,26,23,691356,3.32679545704384e-05
mf_var,19,multi-Forest,corrected,2,21,691356,3.03750889556177e-05
mf_var,19,multi-Forest,corrected,54,21,691356,3.03750889556177e-05
mf_var,19,multi-Forest,corrected,9,20,691356,2.89286561482073e-05
mf_var,19,multi-Forest,corrected,39,19,691356,2.74822233407969e-05
mf_var,19,multi-Forest,corrected,44,19,691356,2.74822233407969e-05
mf_var,19,multi-Forest,corrected,48,19,691356,2.74822233407969e-05
mf_var,19,multi-Forest,corrected,34,18,691356,2.60357905333866e-05
mf_var,19,multi-Forest,corrected,40,18,691356,2.60357905333866e-05
mf_var,19,multi-Forest,corrected,52,13,691356,1.88036264963347e-05
mf_var,19,multi-Forest,corrected,49,11,691356,1.5910760881514e-05
mf_var,19,multi-Forest,corrected,30,10,691356,1.44643280741036e-05
mf_var,19,multi-Forest,corrected,47,10,691356,1.44643280741036e-05
mf_var,20,multi-Forest,corrected,16,50524,379965,0.132970141986762
mf_var,20,multi-Forest,corrected,42,35566,379965,0.0936033582040451
mf_var,20,multi-Forest,corrected,31,30310,379965,0.0797705051781085
mf_var,20,multi-Forest,corrected,22,11466,379965,0.0301764636216494
mf_var,20,multi-Forest,corrected,46,9507,379965,0.0250207255931467
mf_var,20,multi-Forest,corrected,45,5859,379965,0.0154198413011725
mf_var,20,multi-Forest,corrected,10,2576,379965,0.00677957180266604
mf_var,20,multi-Forest,corrected,18,2418,379965,0.00636374402905531
mf_var,20,multi-Forest,corrected,17,1149,379965,0.00302396273340966
mf_var,20,multi-Forest,corrected,25,1141,379965,0.00300290816259392
mf_var,20,multi-Forest,corrected,24,623,379965,0.00163962470227521
mf_var,20,multi-Forest,corrected,13,510,379965,0.00134222888950298
mf_var,20,multi-Forest,corrected,19,446,379965,0.00117379232297712
mf_var,20,multi-Forest,corrected,1,276,379965,0.00072638269314279
mf_var,20,multi-Forest,corrected,5,222,379965,0.000584264340136592
mf_var,20,multi-Forest,corrected,39,214,379965,0.000563209769320859
mf_var,20,multi-Forest,corrected,43,207,379965,0.000544787019857092
mf_var,20,multi-Forest,corrected,28,196,379965,0.000515836984985459
mf_var,20,multi-Forest,corrected,34,160,379965,0.000421091416314661
mf_var,20,multi-Forest,corrected,48,108,379965,0.000284236706012396
mf_var,20,multi-Forest,corrected,2,94,379965,0.000247391207084863
mf_var,20,multi-Forest,corrected,33,74,379965,0.000194754780045531
mf_var,20,multi-Forest,corrected,50,67,379965,0.000176332030581764
mf_var,20,multi-Forest,corrected,4,66,379965,0.000173700209229798
mf_var,20,multi-Forest,corrected,15,52,379965,0.000136854710302265
mf_var,20,multi-Forest,corrected,32,50,379965,0.000131591067598331
mf_var,20,multi-Forest,corrected,7,42,379965,0.000110536496782598
mf_var,20,multi-Forest,corrected,38,42,379965,0.000110536496782598
mf_var,20,multi-Forest,corrected,35,39,379965,0.000102641032726699
mf_var,20,multi-Forest,corrected,54,39,379965,0.000102641032726699
mf_var,20,multi-Forest,corrected,21,38,379965,0.000100009211374732
mf_var,20,multi-Forest,corrected,14,37,379965,9.73773900227653e-05
mf_var,20,multi-Forest,corrected,3,35,379965,9.2113747318832e-05
mf_var,20,multi-Forest,corrected,40,35,379965,9.2113747318832e-05
mf_var,20,multi-Forest,corrected,55,35,379965,9.2113747318832e-05
mf_var,20,multi-Forest,corrected,12,33,379965,8.68501046148987e-05
mf_var,20,multi-Forest,corrected,11,32,379965,8.42182832629321e-05
mf_var,20,multi-Forest,corrected,29,32,379965,8.42182832629321e-05
mf_var,20,multi-Forest,corrected,53,32,379965,8.42182832629321e-05
mf_var,20,multi-Forest,corrected,9,31,379965,8.15864619109655e-05
mf_var,20,multi-Forest,corrected,27,30,379965,7.89546405589989e-05
mf_var,20,multi-Forest,corrected,6,29,379965,7.63228192070322e-05
mf_var,20,multi-Forest,corrected,37,29,379965,7.63228192070322e-05
mf_var,20,multi-Forest,corrected,23,27,379965,7.1059176503099e-05
mf_var,20,multi-Forest,corrected,26,27,379965,7.1059176503099e-05
mf_var,20,multi-Forest,corrected,47,27,379965,7.1059176503099e-05
mf_var,20,multi-Forest,corrected,36,25,379965,6.57955337991657e-05
mf_var,20,multi-Forest,corrected,52,25,379965,6.57955337991657e-05
mf_var,20,multi-Forest,corrected,41,24,379965,6.31637124471991e-05
mf_var,20,multi-Forest,corrected,44,19,379965,5.00046056873659e-05
mf_var,20,multi-Forest,corrected,49,17,379965,4.47409629834327e-05
mf_var,20,multi-Forest,corrected,30,13,379965,3.42136775755662e-05
mf_var,21,multi-Forest,corrected,30,62055,599210,0.103561355785117
mf_var,21,multi-Forest,corrected,40,41380,599210,0.0690575924967874
mf_var,21,multi-Forest,corrected,44,33164,599210,0.0553462058376863
mf_var,21,multi-Forest,corrected,49,14044,599210,0.0234375260760001
mf_var,21,multi-Forest,corrected,36,13107,599210,0.0218738005039969
mf_var,21,multi-Forest,corrected,26,12649,599210,0.0211094607900402
mf_var,21,multi-Forest,corrected,53,11794,599210,0.0196825820663874
mf_var,21,multi-Forest,corrected,47,10180,599210,0.0169890355634919
mf_var,21,multi-Forest,corrected,48,6327,599210,0.0105589025550308
mf_var,21,multi-Forest,corrected,28,2623,599210,0.00437743028320622
mf_var,21,multi-Forest,corrected,52,2125,599210,0.00354633600907862
mf_var,21,multi-Forest,corrected,55,1429,599210,0.0023848066621051
mf_var,21,multi-Forest,corrected,50,1182,599210,0.00197259725304985
mf_var,21,multi-Forest,corrected,5,685,599210,0.00114317184292652
mf_var,21,multi-Forest,corrected,34,621,599210,0.00103636454665309
mf_var,21,multi-Forest,corrected,54,600,599210,0.00100131840256338
mf_var,21,multi-Forest,corrected,37,509,599210,0.000849451778174597
mf_var,21,multi-Forest,corrected,39,473,599210,0.000789372674020794
mf_var,21,multi-Forest,corrected,41,424,599210,0.000707598337811452
mf_var,21,multi-Forest,corrected,3,311,599210,0.000519016705328683
mf_var,21,multi-Forest,corrected,7,282,599210,0.000470619649204786
mf_var,21,multi-Forest,corrected,1,185,599210,0.000308739840790374
mf_var,21,multi-Forest,corrected,10,180,599210,0.000300395520769013
mf_var,21,multi-Forest,corrected,4,144,599210,0.00024031641661521
mf_var,21,multi-Forest,corrected,9,134,599210,0.000223627776572487
mf_var,21,multi-Forest,corrected,46,96,599210,0.00016021094441014
mf_var,21,multi-Forest,corrected,2,69,599210,0.000115151616294788
mf_var,21,multi-Forest,corrected,45,50,599210,8.34432002136146e-05
mf_var,21,multi-Forest,corrected,6,40,599210,6.67545601708917e-05
mf_var,21,multi-Forest,corrected,14,34,599210,5.67413761452579e-05
mf_var,21,multi-Forest,corrected,35,31,599210,5.17347841324411e-05
mf_var,21,multi-Forest,corrected,19,30,599210,5.00659201281688e-05
mf_var,21,multi-Forest,corrected,25,30,599210,5.00659201281688e-05
mf_var,21,multi-Forest,corrected,12,28,599210,4.67281921196242e-05
mf_var,21,multi-Forest,corrected,38,28,599210,4.67281921196242e-05
mf_var,21,multi-Forest,corrected,29,27,599210,4.50593281153519e-05
mf_var,21,multi-Forest,corrected,33,27,599210,4.50593281153519e-05
mf_var,21,multi-Forest,corrected,42,27,599210,4.50593281153519e-05
mf_var,21,multi-Forest,corrected,11,26,599210,4.33904641110796e-05
mf_var,21,multi-Forest,corrected,17,26,599210,4.33904641110796e-05
mf_var,21,multi-Forest,corrected,43,25,599210,4.17216001068073e-05
mf_var,21,multi-Forest,corrected,18,24,599210,4.0052736102535e-05
mf_var,21,multi-Forest,corrected,22,24,599210,4.0052736102535e-05
mf_var,21,multi-Forest,corrected,24,24,599210,4.0052736102535e-05
mf_var,21,multi-Forest,corrected,20,23,599210,3.83838720982627e-05
mf_var,21,multi-Forest,corrected,31,23,599210,3.83838720982627e-05
mf_var,21,multi-Forest,corrected,16,22,599210,3.67150080939904e-05
mf_var,21,multi-Forest,corrected,23,22,599210,3.67150080939904e-05
mf_var,21,multi-Forest,corrected,27,20,599210,3.33772800854458e-05
mf_var,21,multi-Forest,corrected,13,18,599210,3.00395520769013e-05
mf_var,21,multi-Forest,corrected,32,18,599210,3.00395520769013e-05
mf_var,21,multi-Forest,corrected,15,17,599210,2.8370688072629e-05
mf_var,22,multi-Forest,corrected,16,3253,41980,0.0774892806098142
mf_var,22,multi-Forest,corrected,20,1702,41980,0.040543115769414
mf_var,22,multi-Forest,corrected,31,1674,41980,0.0398761314911863
mf_var,22,multi-Forest,corrected,42,1643,41980,0.0391376846117199
mf_var,22,multi-Forest,corrected,5,557,41980,0.0132682229633159
mf_var,22,multi-Forest,corrected,12,484,41980,0.0115292996665079
mf_var,22,multi-Forest,corrected,3,378,41980,0.00900428775607432
mf_var,22,multi-Forest,corrected,19,297,41980,0.00707479752262982
mf_var,22,multi-Forest,corrected,13,269,41980,0.0064078132444021
mf_var,22,multi-Forest,corrected,25,260,41980,0.00619342544068604
mf_var,22,multi-Forest,corrected,27,243,41980,0.00578847070033349
mf_var,22,multi-Forest,corrected,24,192,41980,0.00457360647927585
mf_var,22,multi-Forest,corrected,18,98,41980,0.00233444497379705
mf_var,22,multi-Forest,corrected,17,47,41980,0.0011195807527394
mf_var,22,multi-Forest,corrected,32,44,41980,0.00104811815150071
mf_var,22,multi-Forest,corrected,23,36,41980,0.000857551214864221
mf_var,22,multi-Forest,corrected,45,28,41980,0.000666984278227727
mf_var,22,multi-Forest,corrected,2,27,41980,0.000643163411148166
mf_var,22,multi-Forest,corrected,4,23,41980,0.000547879942829919
mf_var,22,multi-Forest,corrected,55,20,41980,0.000476417341591234
mf_var,22,multi-Forest,corrected,6,10,41980,0.000238208670795617
mf_var,22,multi-Forest,corrected,43,8,41980,0.000190566936636494
mf_var,22,multi-Forest,corrected,44,4,41980,9.52834683182468e-05
mf_var,22,multi-Forest,corrected,1,2,41980,4.76417341591234e-05
mf_var,22,multi-Forest,corrected,7,2,41980,4.76417341591234e-05
mf_var,22,multi-Forest,corrected,34,2,41980,4.76417341591234e-05
mf_var,22,multi-Forest,corrected,38,2,41980,4.76417341591234e-05
mf_var,22,multi-Forest,corrected,49,2,41980,4.76417341591234e-05
mf_var,22,multi-Forest,corrected,50,2,41980,4.76417341591234e-05
mf_var,22,multi-Forest,corrected,11,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,21,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,26,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,35,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,36,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,37,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,39,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,40,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,46,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,48,1,41980,2.38208670795617e-05
mf_var,22,multi-Forest,corrected,53,1,41980,2.38208670795617e-05
mf_var,23,multi-Forest,corrected,24,49143,326806,0.150373616151478
mf_var,23,multi-Forest,corrected,19,20450,326806,0.0625753505137605
mf_var,23,multi-Forest,corrected,15,17421,326806,0.0533068548313067
mf_var,23,multi-Forest,corrected,29,13251,326806,0.0405469911813125
mf_var,23,multi-Forest,corrected,35,9800,326806,0.0299872095371566
mf_var,23,multi-Forest,corrected,32,7272,326806,0.0222517334443064
mf_var,23,multi-Forest,corrected,14,6700,326806,0.0205014595815254
mf_var,23,multi-Forest,corrected,38,3671,326806,0.0112329638990716
mf_var,23,multi-Forest,corrected,33,1832,326806,0.00560577223184397
mf_var,23,multi-Forest,corrected,25,1703,326806,0.00521104263691609
mf_var,23,multi-Forest,corrected,31,1473,326806,0.00450726118859507
mf_var,23,multi-Forest,corrected,18,1264,326806,0.0038677380464251
mf_var,23,multi-Forest,corrected,13,1236,326806,0.00378206030489036
mf_var,23,multi-Forest,corrected,7,788,326806,0.00241121644033463
mf_var,23,multi-Forest,corrected,42,558,326806,0.00170743499201361
mf_var,23,multi-Forest,corrected,27,546,326806,0.0016707159599273
mf_var,23,multi-Forest,corrected,20,403,326806,0.00123314749423205
mf_var,23,multi-Forest,corrected,28,211,326806,0.000645642980851025
mf_var,23,multi-Forest,corrected,4,116,326806,0.000354950643501037
mf_var,23,multi-Forest,corrected,22,91,326806,0.000278452659987883
mf_var,23,multi-Forest,corrected,16,85,326806,0.000260093143944726
mf_var,23,multi-Forest,corrected,12,84,326806,0.000257033224604199
mf_var,23,multi-Forest,corrected,6,59,326806,0.000180535241091045
mf_var,23,multi-Forest,corrected,40,53,326806,0.000162175725047888
mf_var,23,multi-Forest,corrected,43,53,326806,0.000162175725047888
mf_var,23,multi-Forest,corrected,49,17,326806,5.20186287889451e-05
mf_var,23,multi-Forest,corrected,52,14,326806,4.28388707673666e-05
mf_var,23,multi-Forest,corrected,17,13,326806,3.97789514268404e-05
mf_var,23,multi-Forest,corrected,45,12,326806,3.67190320863142e-05
mf_var,23,multi-Forest,corrected,2,10,326806,3.05991934052618e-05
mf_var,23,multi-Forest,corrected,36,7,326806,2.14194353836833e-05
mf_var,23,multi-Forest,corrected,41,7,326806,2.14194353836833e-05
mf_var,23,multi-Forest,corrected,5,5,326806,1.52995967026309e-05
mf_var,23,multi-Forest,corrected,26,5,326806,1.52995967026309e-05
mf_var,23,multi-Forest,corrected,46,5,326806,1.52995967026309e-05
mf_var,23,multi-Forest,corrected,9,3,326806,9.17975802157855e-06
mf_var,23,multi-Forest,corrected,10,3,326806,9.17975802157855e-06
mf_var,23,multi-Forest,corrected,44,3,326806,9.17975802157855e-06
mf_var,23,multi-Forest,corrected,50,3,326806,9.17975802157855e-06
mf_var,23,multi-Forest,corrected,21,2,326806,6.11983868105237e-06
mf_var,23,multi-Forest,corrected,39,2,326806,6.11983868105237e-06
mf_var,23,multi-Forest,corrected,54,2,326806,6.11983868105237e-06
mf_var,23,multi-Forest,corrected,55,2,326806,6.11983868105237e-06
mf_var,23,multi-Forest,corrected,30,1,326806,3.05991934052618e-06
mf_var,23,multi-Forest,corrected,34,1,326806,3.05991934052618e-06
mf_var,24,multi-Forest,corrected,23,64143,845397,0.0758732287907338
mf_var,24,multi-Forest,corrected,25,50980,845397,0.0603030292276883
mf_var,24,multi-Forest,corrected,29,45552,845397,0.0538823771553483
mf_var,24,multi-Forest,corrected,32,33018,845397,0.0390562067289096
mf_var,24,multi-Forest,corrected,35,26986,845397,0.0319210974252334
mf_var,24,multi-Forest,corrected,19,13066,845397,0.0154554605705958
mf_var,24,multi-Forest,corrected,42,12522,845397,0.0148119759119088
mf_var,24,multi-Forest,corrected,33,12520,845397,0.0148096101594872
mf_var,24,multi-Forest,corrected,13,11683,845397,0.0138195427710295
mf_var,24,multi-Forest,corrected,15,11104,845397,0.0131346574449637
mf_var,24,multi-Forest,corrected,31,5076,845397,0.00600427964613075
mf_var,24,multi-Forest,corrected,38,5006,845397,0.00592147831137324
mf_var,24,multi-Forest,corrected,27,2482,845397,0.00293589875525936
mf_var,24,multi-Forest,corrected,20,1870,845397,0.00221197851423651
mf_var,24,multi-Forest,corrected,12,1745,845397,0.0020641189878838
mf_var,24,multi-Forest,corrected,18,1369,845397,0.00161935753261485
mf_var,24,multi-Forest,corrected,14,1269,845397,0.00150106991153269
mf_var,24,multi-Forest,corrected,7,1036,845397,0.00122545975441124
mf_var,24,multi-Forest,corrected,43,989,845397,0.00116986457250262
mf_var,24,multi-Forest,corrected,16,720,845397,0.000851670871791596
mf_var,24,multi-Forest,corrected,22,712,845397,0.000842207862105023
mf_var,24,multi-Forest,corrected,5,577,845397,0.000682519573644099
mf_var,24,multi-Forest,corrected,11,306,845397,0.000361960120511428
mf_var,24,multi-Forest,corrected,6,164,845397,0.000193991698574752
mf_var,24,multi-Forest,corrected,45,120,845397,0.000141945145298599
mf_var,24,multi-Forest,corrected,4,109,845397,0.000128933506979561
mf_var,24,multi-Forest,corrected,3,90,845397,0.00010645885897395
mf_var,24,multi-Forest,corrected,1,64,845397,7.57040774925863e-05
mf_var,24,multi-Forest,corrected,2,50,845397,5.91438105410831e-05
mf_var,24,multi-Forest,corrected,28,15,845397,1.77431431623249e-05
mf_var,24,multi-Forest,corrected,26,11,845397,1.30116383190383e-05
mf_var,24,multi-Forest,corrected,44,10,845397,1.18287621082166e-05
mf_var,24,multi-Forest,corrected,10,9,845397,1.0645885897395e-05
mf_var,24,multi-Forest,corrected,21,9,845397,1.0645885897395e-05
mf_var,24,multi-Forest,corrected,47,9,845397,1.0645885897395e-05
mf_var,24,multi-Forest,corrected,30,8,845397,9.46300968657329e-06
mf_var,24,multi-Forest,corrected,36,7,845397,8.28013347575163e-06
mf_var,24,multi-Forest,corrected,48,7,845397,8.28013347575163e-06
mf_var,24,multi-Forest,corrected,49,7,845397,8.28013347575163e-06
mf_var,24,multi-Forest,corrected,54,7,845397,8.28013347575163e-06
mf_var,24,multi-Forest,corrected,53,6,845397,7.09725726492997e-06
mf_var,24,multi-Forest,corrected,37,5,845397,5.91438105410831e-06
mf_var,24,multi-Forest,corrected,39,5,845397,5.91438105410831e-06
mf_var,24,multi-Forest,corrected,41,5,845397,5.91438105410831e-06
mf_var,24,multi-Forest,corrected,46,5,845397,5.91438105410831e-06
mf_var,24,multi-Forest,corrected,52,5,845397,5.91438105410831e-06
mf_var,24,multi-Forest,corrected,9,4,845397,4.73150484328665e-06
mf_var,24,multi-Forest,corrected,17,4,845397,4.73150484328665e-06
mf_var,24,multi-Forest,corrected,55,4,845397,4.73150484328665e-06
mf_var,24,multi-Forest,corrected,40,3,845397,3.54862863246498e-06
mf_var,24,multi-Forest,corrected,34,2,845397,2.36575242164332e-06
mf_var,24,multi-Forest,corrected,50,2,845397,2.36575242164332e-06
mf_var,25,multi-Forest,corrected,13,19154,237357,0.0806970091465598
mf_var,25,multi-Forest,corrected,24,16599,237357,0.0699326331222589
mf_var,25,multi-Forest,corrected,31,9049,237357,0.0381240072970252
mf_var,25,multi-Forest,corrected,32,6935,237357,0.0292175920659597
mf_var,25,multi-Forest,corrected,42,5507,237357,0.0232013380688162
mf_var,25,multi-Forest,corrected,33,4138,237357,0.017433654790042
mf_var,25,multi-Forest,corrected,15,3281,237357,0.0138230597791512
mf_var,25,multi-Forest,corrected,16,2892,237357,0.0121841782631226
mf_var,25,multi-Forest,corrected,35,2801,237357,0.0118007895280106
mf_var,25,multi-Forest,corrected,20,2438,237357,0.0102714476505854
mf_var,25,multi-Forest,corrected,23,1548,237357,0.00652182155992872
mf_var,25,multi-Forest,corrected,29,1539,237357,0.00648390399271983
mf_var,25,multi-Forest,corrected,11,1298,237357,0.00546855580412627
mf_var,25,multi-Forest,corrected,12,1208,237357,0.0050893801320374
mf_var,25,multi-Forest,corrected,18,1028,237357,0.00433102878785964
mf_var,25,multi-Forest,corrected,5,946,237357,0.00398555761995644
mf_var,25,multi-Forest,corrected,7,844,237357,0.00355582519158904
mf_var,25,multi-Forest,corrected,1,666,237357,0.0028058999734577
mf_var,25,multi-Forest,corrected,22,426,237357,0.00179476484788736
mf_var,25,multi-Forest,corrected,43,328,237357,0.0013818846716128
mf_var,25,multi-Forest,corrected,27,299,237357,0.00125970584393972
mf_var,25,multi-Forest,corrected,4,264,237357,0.00111224863812738
mf_var,25,multi-Forest,corrected,45,125,237357,0.000526632877901221
mf_var,25,multi-Forest,corrected,2,119,237357,0.000501354499761962
mf_var,25,multi-Forest,corrected,14,84,237357,0.00035389729394962
mf_var,25,multi-Forest,corrected,19,70,237357,0.000294914411624684
mf_var,25,multi-Forest,corrected,37,16,237357,6.74090083713562e-05
mf_var,25,multi-Forest,corrected,46,9,237357,3.79175672088879e-05
mf_var,25,multi-Forest,corrected,39,8,237357,3.37045041856781e-05
mf_var,25,multi-Forest,corrected,50,8,237357,3.37045041856781e-05
mf_var,25,multi-Forest,corrected,21,7,237357,2.94914411624684e-05
mf_var,25,multi-Forest,corrected,10,5,237357,2.10653151160488e-05
mf_var,25,multi-Forest,corrected,44,5,237357,2.10653151160488e-05
mf_var,25,multi-Forest,corrected,3,4,237357,1.68522520928391e-05
mf_var,25,multi-Forest,corrected,34,4,237357,1.68522520928391e-05
mf_var,25,multi-Forest,corrected,55,4,237357,1.68522520928391e-05
mf_var,25,multi-Forest,corrected,6,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,9,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,17,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,28,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,38,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,41,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,48,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,52,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,54,3,237357,1.26391890696293e-05
mf_var,25,multi-Forest,corrected,26,2,237357,8.42612604641953e-06
mf_var,25,multi-Forest,corrected,36,2,237357,8.42612604641953e-06
mf_var,25,multi-Forest,corrected,40,2,237357,8.42612604641953e-06
mf_var,25,multi-Forest,corrected,47,2,237357,8.42612604641953e-06
mf_var,25,multi-Forest,corrected,53,2,237357,8.42612604641953e-06
mf_var,25,multi-Forest,corrected,30,1,237357,4.21306302320976e-06
mf_var,25,multi-Forest,corrected,49,1,237357,4.21306302320976e-06
mf_var,26,multi-Forest,corrected,30,5104,40896,0.124804381846635
mf_var,26,multi-Forest,corrected,49,2215,40896,0.0541617762128326
mf_var,26,multi-Forest,corrected,36,2203,40896,0.0538683489827856
mf_var,26,multi-Forest,corrected,21,1672,40896,0.0408841940532081
mf_var,26,multi-Forest,corrected,34,1169,40896,0.0285847026604069
mf_var,26,multi-Forest,corrected,40,774,40896,0.0189260563380282
mf_var,26,multi-Forest,corrected,10,626,40896,0.0153071205007825
mf_var,26,multi-Forest,corrected,44,417,40896,0.0101965962441315
mf_var,26,multi-Forest,corrected,39,356,40896,0.00870500782472614
mf_var,26,multi-Forest,corrected,52,337,40896,0.00824041471048513
mf_var,26,multi-Forest,corrected,47,332,40896,0.00811815336463224
mf_var,26,multi-Forest,corrected,53,317,40896,0.00775136932707355
mf_var,26,multi-Forest,corrected,5,290,40896,0.00709115805946792
mf_var,26,multi-Forest,corrected,28,272,40896,0.0066510172143975
mf_var,26,multi-Forest,corrected,7,145,40896,0.00354557902973396
mf_var,26,multi-Forest,corrected,46,123,40896,0.00300762910798122
mf_var,26,multi-Forest,corrected,23,87,40896,0.00212734741784038
mf_var,26,multi-Forest,corrected,3,80,40896,0.00195618153364632
mf_var,26,multi-Forest,corrected,41,39,40896,0.000953638497652582
mf_var,26,multi-Forest,corrected,1,19,40896,0.000464593114241002
mf_var,26,multi-Forest,corrected,50,17,40896,0.000415688575899843
mf_var,26,multi-Forest,corrected,12,11,40896,0.000268974960876369
mf_var,26,multi-Forest,corrected,33,11,40896,0.000268974960876369
mf_var,26,multi-Forest,corrected,27,9,40896,0.000220070422535211
mf_var,26,multi-Forest,corrected,48,8,40896,0.000195618153364632
mf_var,26,multi-Forest,corrected,4,3,40896,7.33568075117371e-05
mf_var,26,multi-Forest,corrected,15,3,40896,7.33568075117371e-05
mf_var,26,multi-Forest,corrected,14,2,40896,4.89045383411581e-05
mf_var,26,multi-Forest,corrected,24,2,40896,4.89045383411581e-05
mf_var,26,multi-Forest,corrected,55,2,40896,4.89045383411581e-05
mf_var,26,multi-Forest,corrected,13,1,40896,2.4452269170579e-05
