method,original_zone,model_family,model_version,predicted_zone,pixels,original_total,share_of_original
mf_var,1,multi-Forest,corrected,3,442,15263,0.0289589202646924
mf_var,1,multi-Forest,corrected,39,361,15263,0.0236519688134705
mf_var,1,multi-Forest,corrected,2,354,15263,0.0231933433794143
mf_var,1,multi-Forest,corrected,10,300,15263,0.0196553757452663
mf_var,1,multi-Forest,corrected,13,237,15263,0.0155277468387604
mf_var,1,multi-Forest,corrected,45,226,15263,0.0148070497281006
mf_var,1,multi-Forest,corrected,18,217,15263,0.0142173884557426
mf_var,1,multi-Forest,corrected,25,198,15263,0.0129725479918758
mf_var,1,multi-Forest,corrected,4,169,15263,0.0110725283365
mf_var,1,multi-Forest,corrected,50,133,15263,0.00871388324706807
mf_var,1,multi-Forest,corrected,31,130,15263,0.00851732948961541
mf_var,1,multi-Forest,corrected,5,126,15263,0.00825525781301186
mf_var,1,multi-Forest,corrected,21,98,15263,0.006420756076787
mf_var,1,multi-Forest,corrected,33,83,15263,0.00543798728952369
mf_var,1,multi-Forest,corrected,7,81,15263,0.00530695145122191
mf_var,1,multi-Forest,corrected,46,78,15263,0.00511039769376925
mf_var,1,multi-Forest,corrected,17,53,15263,0.00347244971499705
mf_var,1,multi-Forest,corrected,47,44,15263,0.00288278844263906
mf_var,1,multi-Forest,corrected,40,35,15263,0.00229312717028107
mf_var,1,multi-Forest,corrected,28,34,15263,0.00222760925113018
mf_var,1,multi-Forest,corrected,16,33,15263,0.0021620913319793
mf_var,1,multi-Forest,corrected,42,29,15263,0.00190001965537575
mf_var,1,multi-Forest,corrected,20,19,15263,0.00124484046386687
mf_var,1,multi-Forest,corrected,44,16,15263,0.0010482867064142
mf_var,1,multi-Forest,corrected,32,9,15263,0.00058966127235799
mf_var,1,multi-Forest,corrected,6,8,15263,0.000524143353207102
mf_var,1,multi-Forest,corrected,30,7,15263,0.000458625434056214
mf_var,1,multi-Forest,corrected,37,7,15263,0.000458625434056214
mf_var,1,multi-Forest,corrected,48,6,15263,0.000393107514905327
mf_var,1,multi-Forest,corrected,12,5,15263,0.000327589595754439
mf_var,1,multi-Forest,corrected,24,4,15263,0.000262071676603551
mf_var,1,multi-Forest,corrected,26,4,15263,0.000262071676603551
mf_var,1,multi-Forest,corrected,49,4,15263,0.000262071676603551
mf_var,1,multi-Forest,corrected,41,3,15263,0.000196553757452663
mf_var,1,multi-Forest,corrected,54,3,15263,0.000196553757452663
mf_var,1,multi-Forest,corrected,14,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,19,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,29,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,34,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,36,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,38,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,43,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,53,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,55,2,15263,0.000131035838301776
mf_var,1,multi-Forest,corrected,15,1,15263,6.55179191508878e-05
mf_var,1,multi-Forest,corrected,22,1,15263,6.55179191508878e-05
mf_var,1,multi-Forest,corrected,27,1,15263,6.55179191508878e-05
mf_var,1,multi-Forest,corrected,35,1,15263,6.55179191508878e-05
mf_var,1,multi-Forest,corrected,52,1,15263,6.55179191508878e-05
mf_var,2,multi-Forest,corrected,3,19951,284043,0.0702393651665417
mf_var,2,multi-Forest,corrected,5,14196,284043,0.0499783483486655
mf_var,2,multi-Forest,corrected,4,13622,284043,0.0479575275574473
mf_var,2,multi-Forest,corrected,6,10797,284043,0.0380118503184377
mf_var,2,multi-Forest,corrected,9,9160,284043,0.0322486384103815
mf_var,2,multi-Forest,corrected,18,4987,284043,0.0175572008463507
mf_var,2,multi-Forest,corrected,11,4896,284043,0.0172368268184747
mf_var,2,multi-Forest,corrected,16,4692,284043,0.0165186257010382
mf_var,2,multi-Forest,corrected,13,4003,284043,0.0140929366328338
mf_var,2,multi-Forest,corrected,7,2926,284043,0.0103012572040149
mf_var,2,multi-Forest,corrected,1,2234,284043,0.00786500635467165
mf_var,2,multi-Forest,corrected,12,2124,284043,0.00747774104625004
mf_var,2,multi-Forest,corrected,27,1748,284043,0.00615399781019071
mf_var,2,multi-Forest,corrected,10,881,284043,0.00310164306108582
mf_var,2,multi-Forest,corrected,25,842,284043,0.0029643399062818
mf_var,2,multi-Forest,corrected,53,601,284043,0.00211587682146717
mf_var,2,multi-Forest,corrected,17,470,284043,0.00165467904507416
mf_var,2,multi-Forest,corrected,20,340,284043,0.00119700186239407
mf_var,2,multi-Forest,corrected,31,331,284043,0.00116531651897776
mf_var,2,multi-Forest,corrected,14,310,284043,0.00109138405100636
mf_var,2,multi-Forest,corrected,55,272,284043,0.000957601489915259
mf_var,2,multi-Forest,corrected,44,222,284043,0.000781571804269072
mf_var,2,multi-Forest,corrected,22,200,284043,0.000704118742584749
mf_var,2,multi-Forest,corrected,28,198,284043,0.000697077555158902
mf_var,2,multi-Forest,corrected,41,182,284043,0.000640748055752122
mf_var,2,multi-Forest,corrected,34,161,284043,0.000566815587780723
mf_var,2,multi-Forest,corrected,30,143,284043,0.000503444900948096
mf_var,2,multi-Forest,corrected,24,113,284043,0.000397827089560384
mf_var,2,multi-Forest,corrected,50,104,284043,0.00036614174614407
mf_var,2,multi-Forest,corrected,33,102,284043,0.000359100558718222
mf_var,2,multi-Forest,corrected,32,96,284043,0.00033797699644068
mf_var,2,multi-Forest,corrected,36,82,284043,0.000288688684459747
mf_var,2,multi-Forest,corrected,42,72,284043,0.00025348274733051
mf_var,2,multi-Forest,corrected,46,69,284043,0.000242920966191739
mf_var,2,multi-Forest,corrected,37,53,284043,0.000186591466784959
mf_var,2,multi-Forest,corrected,39,45,284043,0.000158426717081569
mf_var,2,multi-Forest,corrected,45,45,284043,0.000158426717081569
mf_var,2,multi-Forest,corrected,26,32,284043,0.00011265899881356
mf_var,2,multi-Forest,corrected,40,30,284043,0.000105617811387712
mf_var,2,multi-Forest,corrected,52,25,284043,8.80148428230937e-05
mf_var,2,multi-Forest,corrected,15,18,284043,6.33706868326275e-05
mf_var,2,multi-Forest,corrected,35,16,284043,5.632949940678e-05
mf_var,2,multi-Forest,corrected,21,15,284043,5.28089056938562e-05
mf_var,2,multi-Forest,corrected,19,14,284043,4.92883119809325e-05
mf_var,2,multi-Forest,corrected,23,14,284043,4.92883119809325e-05
mf_var,2,multi-Forest,corrected,48,13,284043,4.57677182680087e-05
mf_var,2,multi-Forest,corrected,38,10,284043,3.52059371292375e-05
mf_var,2,multi-Forest,corrected,49,10,284043,3.52059371292375e-05
mf_var,2,multi-Forest,corrected,54,10,284043,3.52059371292375e-05
mf_var,2,multi-Forest,corrected,29,8,284043,2.816474970339e-05
mf_var,2,multi-Forest,corrected,47,7,284043,2.46441559904662e-05
mf_var,2,multi-Forest,corrected,43,1,284043,3.52059371292375e-06
mf_var,3,multi-Forest,corrected,7,41796,552373,0.0756662617470441
mf_var,3,multi-Forest,corrected,9,28691,552373,0.0519413512246254
mf_var,3,multi-Forest,corrected,5,22624,552373,0.0409578310308433
mf_var,3,multi-Forest,corrected,2,20634,552373,0.0373551929583814
mf_var,3,multi-Forest,corrected,27,19993,552373,0.0361947452174527
mf_var,3,multi-Forest,corrected,12,19323,552373,0.0349817967206942
mf_var,3,multi-Forest,corrected,6,18973,552373,0.0343481669089546
mf_var,3,multi-Forest,corrected,41,18403,552373,0.0333162555012645
mf_var,3,multi-Forest,corrected,33,11661,552373,0.0211107349562705
mf_var,3,multi-Forest,corrected,37,11398,552373,0.0206346074120205
mf_var,3,multi-Forest,corrected,28,7590,552373,0.0137407150602944
mf_var,3,multi-Forest,corrected,11,7205,552373,0.0130437222673809
mf_var,3,multi-Forest,corrected,4,5681,552373,0.0102847170299779
mf_var,3,multi-Forest,corrected,1,4922,552373,0.00891064552394849
mf_var,3,multi-Forest,corrected,36,3982,552373,0.00720889688670518
mf_var,3,multi-Forest,corrected,13,3825,552373,0.00692466865686773
mf_var,3,multi-Forest,corrected,10,3175,552373,0.00574792757792289
mf_var,3,multi-Forest,corrected,15,2094,552373,0.00379091664509308
mf_var,3,multi-Forest,corrected,47,2069,552373,0.00374565737282597
mf_var,3,multi-Forest,corrected,18,1551,552373,0.00280788525145146
mf_var,3,multi-Forest,corrected,24,1537,552373,0.00278254005898188
mf_var,3,multi-Forest,corrected,14,1304,552373,0.00236072364145242
mf_var,3,multi-Forest,corrected,39,1034,552373,0.00187192350096764
mf_var,3,multi-Forest,corrected,44,918,552373,0.00166192047764826
mf_var,3,multi-Forest,corrected,46,626,552373,0.00113329217756842
mf_var,3,multi-Forest,corrected,30,577,552373,0.00104458400392488
mf_var,3,multi-Forest,corrected,22,565,552373,0.00102285955323667
mf_var,3,multi-Forest,corrected,34,554,552373,0.00100294547343914
mf_var,3,multi-Forest,corrected,26,349,552373,0.000631819440848847
mf_var,3,multi-Forest,corrected,21,299,552373,0.000541300896314628
mf_var,3,multi-Forest,corrected,25,298,552373,0.000539490525423944
mf_var,3,multi-Forest,corrected,40,271,552373,0.000490610511375466
mf_var,3,multi-Forest,corrected,32,269,552373,0.000486989769594097
mf_var,3,multi-Forest,corrected,23,164,552373,0.000296900826072237
mf_var,3,multi-Forest,corrected,49,126,552373,0.000228106732226231
mf_var,3,multi-Forest,corrected,45,88,552373,0.000159312638380225
mf_var,3,multi-Forest,corrected,19,40,552373,7.2414835627375e-05
mf_var,3,multi-Forest,corrected,16,39,552373,7.06044647366906e-05
mf_var,3,multi-Forest,corrected,50,28,552373,5.06903849391625e-05
mf_var,3,multi-Forest,corrected,54,19,552373,3.43970469230031e-05
mf_var,3,multi-Forest,corrected,55,19,552373,3.43970469230031e-05
mf_var,3,multi-Forest,corrected,29,18,552373,3.25866760323187e-05
mf_var,3,multi-Forest,corrected,31,18,552373,3.25866760323187e-05
mf_var,3,multi-Forest,corrected,17,17,552373,3.07763051416344e-05
mf_var,3,multi-Forest,corrected,52,14,552373,2.53451924695812e-05
mf_var,3,multi-Forest,corrected,43,12,552373,2.17244506882125e-05
mf_var,3,multi-Forest,corrected,20,11,552373,1.99140797975281e-05
mf_var,3,multi-Forest,corrected,35,11,552373,1.99140797975281e-05
mf_var,3,multi-Forest,corrected,48,11,552373,1.99140797975281e-05
mf_var,3,multi-Forest,corrected,38,9,552373,1.62933380161594e-05
mf_var,3,multi-Forest,corrected,53,9,552373,1.62933380161594e-05
mf_var,3,multi-Forest,corrected,42,4,552373,7.2414835627375e-06
mf_var,4,multi-Forest,corrected,2,14646,91405,0.16023193479569
mf_var,4,multi-Forest,corrected,13,6619,91405,0.0724139817296647
mf_var,4,multi-Forest,corrected,11,6101,91405,0.0667468956840436
mf_var,4,multi-Forest,corrected,3,3667,91405,0.040118155461955
mf_var,4,multi-Forest,corrected,12,3540,91405,0.0387287347519282
mf_var,4,multi-Forest,corrected,5,3185,91405,0.034844920956184
mf_var,4,multi-Forest,corrected,6,1985,91405,0.0217165362945134
mf_var,4,multi-Forest,corrected,14,1931,91405,0.0211257589847383
mf_var,4,multi-Forest,corrected,27,1519,91405,0.0166183469175647
mf_var,4,multi-Forest,corrected,15,1388,91405,0.0151851649253323
mf_var,4,multi-Forest,corrected,1,1127,91405,0.012329741261419
mf_var,4,multi-Forest,corrected,7,882,91405,0.00964936272632788
mf_var,4,multi-Forest,corrected,16,701,91405,0.0076691647065259
mf_var,4,multi-Forest,corrected,17,331,91405,0.0036212461025108
mf_var,4,multi-Forest,corrected,25,318,91405,0.00347902193534271
mf_var,4,multi-Forest,corrected,22,276,91405,0.00301952847218424
mf_var,4,multi-Forest,corrected,9,268,91405,0.0029320059077731
mf_var,4,multi-Forest,corrected,20,221,91405,0.00241781084185767
mf_var,4,multi-Forest,corrected,21,185,91405,0.00202395930200755
mf_var,4,multi-Forest,corrected,48,162,91405,0.00177233192932553
mf_var,4,multi-Forest,corrected,23,118,91405,0.00129095782506427
mf_var,4,multi-Forest,corrected,33,112,91405,0.00122531590175592
mf_var,4,multi-Forest,corrected,30,107,91405,0.00117061429899896
mf_var,4,multi-Forest,corrected,18,104,91405,0.00113779333734478
mf_var,4,multi-Forest,corrected,39,59,91405,0.000645478912532137
mf_var,4,multi-Forest,corrected,50,51,91405,0.000557956348121
mf_var,4,multi-Forest,corrected,19,25,91405,0.000273508013784804
mf_var,4,multi-Forest,corrected,26,23,91405,0.00025162737268202
mf_var,4,multi-Forest,corrected,31,14,91405,0.00015316448771949
mf_var,4,multi-Forest,corrected,35,14,91405,0.00015316448771949
mf_var,4,multi-Forest,corrected,32,10,91405,0.000109403205513922
mf_var,4,multi-Forest,corrected,45,10,91405,0.000109403205513922
mf_var,4,multi-Forest,corrected,46,10,91405,0.000109403205513922
mf_var,4,multi-Forest,corrected,10,9,91405,9.84628849625294e-05
mf_var,4,multi-Forest,corrected,44,9,91405,9.84628849625294e-05
mf_var,4,multi-Forest,corrected,24,7,91405,7.65822438597451e-05
mf_var,4,multi-Forest,corrected,34,7,91405,7.65822438597451e-05
mf_var,4,multi-Forest,corrected,55,7,91405,7.65822438597451e-05
mf_var,4,multi-Forest,corrected,38,6,91405,6.5641923308353e-05
mf_var,4,multi-Forest,corrected,41,6,91405,6.5641923308353e-05
mf_var,4,multi-Forest,corrected,52,6,91405,6.5641923308353e-05
mf_var,4,multi-Forest,corrected,53,6,91405,6.5641923308353e-05
mf_var,4,multi-Forest,corrected,43,5,91405,5.47016027569608e-05
mf_var,4,multi-Forest,corrected,54,5,91405,5.47016027569608e-05
mf_var,4,multi-Forest,corrected,36,4,91405,4.37612822055686e-05
mf_var,4,multi-Forest,corrected,42,4,91405,4.37612822055686e-05
mf_var,4,multi-Forest,corrected,47,4,91405,4.37612822055686e-05
mf_var,4,multi-Forest,corrected,49,4,91405,4.37612822055686e-05
mf_var,4,multi-Forest,corrected,28,3,91405,3.28209616541765e-05
mf_var,4,multi-Forest,corrected,29,3,91405,3.28209616541765e-05
mf_var,4,multi-Forest,corrected,37,3,91405,3.28209616541765e-05
mf_var,4,multi-Forest,corrected,40,2,91405,2.18806411027843e-05
mf_var,5,multi-Forest,corrected,3,16753,190463,0.087959341184377
mf_var,5,multi-Forest,corrected,2,14337,190463,0.0752744627565459
mf_var,5,multi-Forest,corrected,12,13293,190463,0.0697930831710096
mf_var,5,multi-Forest,corrected,11,9534,190463,0.0500569664449263
mf_var,5,multi-Forest,corrected,13,7169,190463,0.0376398565600668
mf_var,5,multi-Forest,corrected,6,4507,190463,0.0236633886896668
mf_var,5,multi-Forest,corrected,7,4331,190463,0.0227393246982354
mf_var,5,multi-Forest,corrected,4,3939,190463,0.0206811821718654
mf_var,5,multi-Forest,corrected,10,3770,190463,0.0197938707255477
mf_var,5,multi-Forest,corrected,16,3060,190463,0.016066112578296
mf_var,5,multi-Forest,corrected,27,3017,190463,0.0158403469440259
mf_var,5,multi-Forest,corrected,1,2678,190463,0.0140604736878029
mf_var,5,multi-Forest,corrected,46,2609,190463,0.0136981986002531
mf_var,5,multi-Forest,corrected,33,2554,190463,0.0134094286029308
mf_var,5,multi-Forest,corrected,14,2436,190463,0.0127898856995847
mf_var,5,multi-Forest,corrected,41,2238,190463,0.0117503137092244
mf_var,5,multi-Forest,corrected,15,2045,190463,0.0107369935368024
mf_var,5,multi-Forest,corrected,39,1933,190463,0.0101489528149824
mf_var,5,multi-Forest,corrected,47,1685,190463,0.00884686264523818
mf_var,5,multi-Forest,corrected,44,1466,190463,0.0076970330195366
mf_var,5,multi-Forest,corrected,36,1340,190463,0.00703548720748912
mf_var,5,multi-Forest,corrected,21,1207,190463,0.00633718885032789
mf_var,5,multi-Forest,corrected,25,1153,190463,0.00605366921659325
mf_var,5,multi-Forest,corrected,26,1127,190463,0.00591715976331361
mf_var,5,multi-Forest,corrected,24,1053,190463,0.0055286328578254
mf_var,5,multi-Forest,corrected,40,948,190463,0.00497734468111917
mf_var,5,multi-Forest,corrected,49,848,190463,0.00445230832235132
mf_var,5,multi-Forest,corrected,20,758,190463,0.00397977559946026
mf_var,5,multi-Forest,corrected,22,689,190463,0.00361750051191045
mf_var,5,multi-Forest,corrected,17,591,190463,0.00310296488031796
mf_var,5,multi-Forest,corrected,18,584,190463,0.00306621233520421
mf_var,5,multi-Forest,corrected,9,536,190463,0.00281419488299565
mf_var,5,multi-Forest,corrected,34,380,190463,0.00199513816331781
mf_var,5,multi-Forest,corrected,37,375,190463,0.00196888634537942
mf_var,5,multi-Forest,corrected,28,370,190463,0.00194263452744103
mf_var,5,multi-Forest,corrected,45,338,190463,0.00177462289263532
mf_var,5,multi-Forest,corrected,30,302,190463,0.00158560980347889
mf_var,5,multi-Forest,corrected,42,206,190463,0.00108157489906176
mf_var,5,multi-Forest,corrected,35,123,190463,0.000645794721284449
mf_var,5,multi-Forest,corrected,23,112,190463,0.000588040721819986
mf_var,5,multi-Forest,corrected,31,76,190463,0.000399027632663562
mf_var,5,multi-Forest,corrected,29,68,190463,0.000357024723962134
mf_var,5,multi-Forest,corrected,32,68,190463,0.000357024723962134
mf_var,5,multi-Forest,corrected,50,34,190463,0.000178512361981067
mf_var,5,multi-Forest,corrected,52,11,190463,5.77539994644629e-05
mf_var,5,multi-Forest,corrected,53,11,190463,5.77539994644629e-05
mf_var,5,multi-Forest,corrected,48,10,190463,5.25036358767845e-05
mf_var,5,multi-Forest,corrected,54,10,190463,5.25036358767845e-05
mf_var,5,multi-Forest,corrected,38,8,190463,4.20029087014276e-05
mf_var,5,multi-Forest,corrected,19,7,190463,3.67525451137491e-05
mf_var,5,multi-Forest,corrected,55,7,190463,3.67525451137491e-05
mf_var,5,multi-Forest,corrected,43,5,190463,2.62518179383922e-05
mf_var,6,multi-Forest,corrected,2,11990,90294,0.132788446629898
mf_var,6,multi-Forest,corrected,12,4893,90294,0.0541896471526347
mf_var,6,multi-Forest,corrected,3,4511,90294,0.0499590227479124
mf_var,6,multi-Forest,corrected,4,2909,90294,0.0322169800872705
mf_var,6,multi-Forest,corrected,11,2846,90294,0.0315192593084812
mf_var,6,multi-Forest,corrected,27,2321,90294,0.0257049194852371
mf_var,6,multi-Forest,corrected,21,1618,90294,0.0179192415885884
mf_var,6,multi-Forest,corrected,5,1357,90294,0.0150286840764613
mf_var,6,multi-Forest,corrected,15,1310,90294,0.0145081622256185
mf_var,6,multi-Forest,corrected,24,1075,90294,0.0119055529714045
mf_var,6,multi-Forest,corrected,25,718,90294,0.00795180189159856
mf_var,6,multi-Forest,corrected,7,464,90294,0.00513876891044809
mf_var,6,multi-Forest,corrected,30,322,90294,0.00356612842492303
mf_var,6,multi-Forest,corrected,9,317,90294,0.00351075375993975
mf_var,6,multi-Forest,corrected,23,309,90294,0.00342215429596651
mf_var,6,multi-Forest,corrected,37,260,90294,0.0028794825791304
mf_var,6,multi-Forest,corrected,47,239,90294,0.00264690898620063
mf_var,6,multi-Forest,corrected,1,223,90294,0.00246971005825415
mf_var,6,multi-Forest,corrected,31,208,90294,0.00230358606330432
mf_var,6,multi-Forest,corrected,13,176,90294,0.00194918820741135
mf_var,6,multi-Forest,corrected,49,159,90294,0.0017609143464682
mf_var,6,multi-Forest,corrected,33,133,90294,0.00147296608855516
mf_var,6,multi-Forest,corrected,10,112,90294,0.0012403924956254
mf_var,6,multi-Forest,corrected,22,99,90294,0.00109641836666888
mf_var,6,multi-Forest,corrected,42,98,90294,0.00108534343367223
mf_var,6,multi-Forest,corrected,18,85,90294,0.000941369304715706
mf_var,6,multi-Forest,corrected,43,65,90294,0.000719870644782599
mf_var,6,multi-Forest,corrected,26,53,90294,0.000586971448822735
mf_var,6,multi-Forest,corrected,29,53,90294,0.000586971448822735
mf_var,6,multi-Forest,corrected,16,52,90294,0.000575896515826079
mf_var,6,multi-Forest,corrected,14,50,90294,0.000553746649832769
mf_var,6,multi-Forest,corrected,28,37,90294,0.000409772520876249
mf_var,6,multi-Forest,corrected,36,33,90294,0.000365472788889627
mf_var,6,multi-Forest,corrected,45,29,90294,0.000321173056903006
mf_var,6,multi-Forest,corrected,19,26,90294,0.00028794825791304
mf_var,6,multi-Forest,corrected,17,25,90294,0.000276873324916384
mf_var,6,multi-Forest,corrected,35,25,90294,0.000276873324916384
mf_var,6,multi-Forest,corrected,34,19,90294,0.000210423726936452
mf_var,6,multi-Forest,corrected,41,18,90294,0.000199348793939797
mf_var,6,multi-Forest,corrected,55,18,90294,0.000199348793939797
mf_var,6,multi-Forest,corrected,38,17,90294,0.000188273860943141
mf_var,6,multi-Forest,corrected,44,16,90294,0.000177198927946486
mf_var,6,multi-Forest,corrected,50,16,90294,0.000177198927946486
mf_var,6,multi-Forest,corrected,48,14,90294,0.000155049061953175
mf_var,6,multi-Forest,corrected,52,14,90294,0.000155049061953175
mf_var,6,multi-Forest,corrected,54,14,90294,0.000155049061953175
mf_var,6,multi-Forest,corrected,46,13,90294,0.00014397412895652
mf_var,6,multi-Forest,corrected,20,12,90294,0.000132899195959864
mf_var,6,multi-Forest,corrected,39,12,90294,0.000132899195959864
mf_var,6,multi-Forest,corrected,40,11,90294,0.000121824262963209
mf_var,6,multi-Forest,corrected,32,10,90294,0.000110749329966554
mf_var,6,multi-Forest,corrected,53,7,90294,7.75245309765876e-05
mf_var,7,multi-Forest,corrected,3,21701,220966,0.09820967931718
mf_var,7,multi-Forest,corrected,41,18338,220966,0.0829901432799616
mf_var,7,multi-Forest,corrected,33,15079,220966,0.0682412678873673
mf_var,7,multi-Forest,corrected,13,8120,220966,0.0367477349456477
mf_var,7,multi-Forest,corrected,12,6495,220966,0.0293936623733968
mf_var,7,multi-Forest,corrected,27,5477,220966,0.0247866187558267
mf_var,7,multi-Forest,corrected,14,4540,220966,0.0205461473710888
mf_var,7,multi-Forest,corrected,11,4272,220966,0.0193332910945575
mf_var,7,multi-Forest,corrected,25,3574,220966,0.0161744340758307
mf_var,7,multi-Forest,corrected,15,3524,220966,0.0159481549197614
mf_var,7,multi-Forest,corrected,2,3344,220966,0.0151335499579121
mf_var,7,multi-Forest,corrected,36,2876,220966,0.0130155770571038
mf_var,7,multi-Forest,corrected,24,2734,220966,0.0123729442538671
mf_var,7,multi-Forest,corrected,9,2667,220966,0.0120697301847343
mf_var,7,multi-Forest,corrected,5,2452,220966,0.0110967298136365
mf_var,7,multi-Forest,corrected,37,2280,220966,0.0103183295167582
mf_var,7,multi-Forest,corrected,28,2199,220966,0.00995175728392603
mf_var,7,multi-Forest,corrected,4,2081,220966,0.00941773847560258
mf_var,7,multi-Forest,corrected,23,1955,220966,0.00884751500230805
mf_var,7,multi-Forest,corrected,6,1332,220966,0.00602807671768507
mf_var,7,multi-Forest,corrected,49,1322,220966,0.00598282088647122
mf_var,7,multi-Forest,corrected,39,1114,220966,0.0050414995972231
mf_var,7,multi-Forest,corrected,18,1054,220966,0.00476996460993999
mf_var,7,multi-Forest,corrected,32,1032,220966,0.00467040178126952
mf_var,7,multi-Forest,corrected,44,1016,220966,0.00459799245132735
mf_var,7,multi-Forest,corrected,40,993,220966,0.00449390403953549
mf_var,7,multi-Forest,corrected,1,983,220966,0.00444864820832164
mf_var,7,multi-Forest,corrected,10,964,220966,0.00436266212901532
mf_var,7,multi-Forest,corrected,21,768,220966,0.00347564783722383
mf_var,7,multi-Forest,corrected,26,687,220966,0.00310907560439163
mf_var,7,multi-Forest,corrected,47,624,220966,0.00282396386774436
mf_var,7,multi-Forest,corrected,34,548,220966,0.00248001955051908
mf_var,7,multi-Forest,corrected,31,545,220966,0.00246644280115493
mf_var,7,multi-Forest,corrected,19,424,220966,0.00191884724346732
mf_var,7,multi-Forest,corrected,46,388,220966,0.00175592625109745
mf_var,7,multi-Forest,corrected,35,360,220966,0.00162920992369867
mf_var,7,multi-Forest,corrected,16,238,220966,0.00107708878288968
mf_var,7,multi-Forest,corrected,42,228,220966,0.00103183295167582
mf_var,7,multi-Forest,corrected,20,208,220966,0.00094132128924812
mf_var,7,multi-Forest,corrected,30,149,220966,0.000674311885086393
mf_var,7,multi-Forest,corrected,29,146,220966,0.000660735135722238
mf_var,7,multi-Forest,corrected,45,120,220966,0.000543069974566223
mf_var,7,multi-Forest,corrected,50,94,220966,0.000425404813410208
mf_var,7,multi-Forest,corrected,22,21,220966,9.5037245549089e-05
mf_var,7,multi-Forest,corrected,55,9,220966,4.07302480924667e-05
mf_var,7,multi-Forest,corrected,38,6,220966,2.71534987283111e-05
mf_var,7,multi-Forest,corrected,52,5,220966,2.2627915606926e-05
mf_var,7,multi-Forest,corrected,54,5,220966,2.2627915606926e-05
mf_var,7,multi-Forest,corrected,43,4,220966,1.81023324855408e-05
mf_var,7,multi-Forest,corrected,17,3,220966,1.35767493641556e-05
mf_var,7,multi-Forest,corrected,48,1,220966,4.52558312138519e-06
mf_var,7,multi-Forest,corrected,53,1,220966,4.52558312138519e-06
mf_var,9,multi-Forest,corrected,3,3793,30500,0.124360655737705
mf_var,9,multi-Forest,corrected,2,588,30500,0.0192786885245902
mf_var,9,multi-Forest,corrected,12,256,30500,0.00839344262295082
mf_var,9,multi-Forest,corrected,11,211,30500,0.00691803278688525
mf_var,9,multi-Forest,corrected,7,172,30500,0.00563934426229508
mf_var,9,multi-Forest,corrected,14,45,30500,0.00147540983606557
mf_var,9,multi-Forest,corrected,13,42,30500,0.00137704918032787
mf_var,9,multi-Forest,corrected,5,29,30500,0.000950819672131147
mf_var,9,multi-Forest,corrected,27,26,30500,0.000852459016393443
mf_var,9,multi-Forest,corrected,4,24,30500,0.000786885245901639
mf_var,9,multi-Forest,corrected,6,10,30500,0.000327868852459016
mf_var,9,multi-Forest,corrected,10,7,30500,0.000229508196721311
mf_var,9,multi-Forest,corrected,18,5,30500,0.000163934426229508
mf_var,9,multi-Forest,corrected,25,4,30500,0.000131147540983607
mf_var,9,multi-Forest,corrected,36,4,30500,0.000131147540983607
mf_var,9,multi-Forest,corrected,48,4,30500,0.000131147540983607
mf_var,9,multi-Forest,corrected,54,4,30500,0.000131147540983607
mf_var,9,multi-Forest,corrected,15,3,30500,9.83606557377049e-05
mf_var,9,multi-Forest,corrected,16,3,30500,9.83606557377049e-05
mf_var,9,multi-Forest,corrected,34,3,30500,9.83606557377049e-05
mf_var,9,multi-Forest,corrected,55,3,30500,9.83606557377049e-05
mf_var,9,multi-Forest,corrected,20,2,30500,6.55737704918033e-05
mf_var,9,multi-Forest,corrected,26,2,30500,6.55737704918033e-05
mf_var,9,multi-Forest,corrected,35,2,30500,6.55737704918033e-05
mf_var,9,multi-Forest,corrected,37,2,30500,6.55737704918033e-05
mf_var,9,multi-Forest,corrected,42,2,30500,6.55737704918033e-05
mf_var,9,multi-Forest,corrected,49,2,30500,6.55737704918033e-05
mf_var,9,multi-Forest,corrected,52,2,30500,6.55737704918033e-05
mf_var,9,multi-Forest,corrected,17,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,21,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,22,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,24,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,28,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,29,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,30,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,31,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,38,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,45,1,30500,3.27868852459016e-05
mf_var,9,multi-Forest,corrected,46,1,30500,3.27868852459016e-05
mf_var,10,multi-Forest,corrected,46,25322,146264,0.173125307662856
mf_var,10,multi-Forest,corrected,39,12714,146264,0.0869250123065143
