original_zone,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,53,54,55
1,11606,329,470,172,143,19,76,0,334,3,8,233,1,1,44,55,198,2,17,100,1,0,6,193,3,1,31,5,5,130,2,91,1,2,1,3,4,414,26,3,32,4,14,244,67,49,2,2,103,4,3,1,5
2,2109,181881,20363,14438,14173,10864,2950,8924,911,4768,1976,3992,332,15,4791,414,4881,7,311,13,262,7,132,859,24,1750,216,11,142,296,88,88,137,10,74,100,15,57,101,174,74,9,265,18,87,8,21,16,102,42,515,11,219
3,4840,20418,289076,5827,22397,18773,42182,27306,3178,7408,18382,3796,1265,2141,47,19,1575,21,11,287,671,181,1452,264,366,20589,7746,43,643,11,353,10950,542,15,3960,11212,9,1050,273,19170,23,10,942,36,611,2111,12,114,16,10,12,14,13
4,1085,13944,3660,42524,2905,1982,848,302,9,6198,3821,6628,1856,1277,741,330,147,12,173,156,312,139,2,209,40,1430,1,5,105,8,6,112,4,16,7,2,10,71,2,8,6,5,7,10,4,6,203,7,39,7,8,12,4
5,2443,14792,16950,4255,72899,4351,4328,530,3854,9890,12785,7141,2393,1876,3297,459,657,8,715,1333,744,113,1006,1168,1180,3086,400,70,353,63,84,2571,401,110,1346,463,3,2154,763,2146,215,12,1520,364,2595,1674,12,827,29,7,10,6,12
6,178,11987,4359,2931,1216,51564,463,262,114,2790,4794,193,52,1286,50,8,81,20,13,1628,133,265,904,927,18,2187,17,55,330,189,14,160,10,11,63,254,18,9,20,18,98,68,11,12,16,248,21,154,10,16,12,21,16
7,850,3238,21982,2459,2516,1310,88926,2765,1024,4471,6832,8139,4245,3515,233,3,1122,374,184,798,23,2073,2805,3962,613,5783,2472,141,202,459,890,14631,449,371,3044,2495,10,1308,844,19157,328,6,1244,71,467,685,2,1312,117,2,2,4,8
9,2,535,3812,24,35,9,113,25326,10,242,235,29,46,3,1,0,2,2,1,1,1,2,0,2,0,23,1,4,0,1,1,1,2,2,10,0,1,0,0,0,2,3,0,1,3,0,1,3,0,3,2,2,1
10,1431,7,728,18,476,15,104,215,77118,19,36,59,14,35,2192,10,6053,4,1841,37,15,13,12,5,171,12,861,18,683,30,7,165,4645,16,1679,22,16,13428,548,13,21,214,293,850,24815,704,13,6209,301,21,27,14,11
11,10,1615,1836,4813,7518,1879,4354,44,33,89389,6807,12602,3156,1232,570,8,190,5,335,2,127,28,408,1484,5,4770,18,5,6,101,24,2725,33,4,5,126,3,12,5,575,19,6,13,18,91,12,9,3,4,4,4,6,6
12,346,1633,22611,7410,9173,8058,11941,5568,11,10884,236595,19516,5778,7205,6,7,15,85,8,5,1442,878,2956,2564,249,11039,16,62,2,11,35,5257,29,13,7,29,9,6,8,2585,18,9,2,21,21,2,11,12,12,14,9,15,15
13,2797,1714,1898,10956,9777,629,13169,69,24,26149,34473,379039,15736,16412,7287,98,6509,249,1668,27,2396,197,8141,35046,11,2427,109,122,62,4251,4240,29721,14,1245,11,301,9,13,12,1076,704,14,14,12,64,5,12,11,10,8,13,14,6
14,2,36,27,319,112,0,394,0,0,798,453,682,26767,557,0,0,0,496,0,0,0,695,492,30,0,615,0,0,0,0,1,183,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,72,98,521,2491,1932,1779,1284,192,117,5329,7135,16905,6462,134135,161,77,138,6611,134,89,92,13087,5501,4698,94,10677,148,3076,123,298,4100,3931,90,306,91,267,1354,94,97,135,488,173,105,98,124,79,85,95,87,88,88,88,72
16,3708,2307,70,1485,5436,162,287,6,12556,124,9,4898,12,533,547143,3241,65096,363,76544,7,25149,146,455,2889,29,6,532,17,55,61810,633,353,426,9,427,20,9,3247,72,12,6959,13746,71,24241,45470,47,16,208,115,6,7,3,6
17,0,50,1,10,16,0,2,1,0,1,3,1,4,1,3,1508,0,0,1,3,0,0,1,0,2,0,0,3,0,4,2,0,3,0,2,1,1,1,0,2,2,0,0,2,1,0,0,0,4,2,1,2,0
18,1976,826,126,110,991,0,159,0,6712,221,0,2824,0,0,24004,117,45742,5,1340,1,601,27,225,1525,42,1,451,0,10,2856,27,246,431,0,531,14,0,5529,0,3,1279,731,272,2377,10391,9,0,52,180,0,0,0,0
19,59,22,31,12,24,43,133,22,441,21,53,367,3992,18131,3590,17,463,533214,39599,21,4102,35045,18671,846,9,779,124,3393,14,6093,2846,125,24,112,23,61,13272,15,16,24,3070,513,17,1120,606,16,25,18,28,24,25,20,25
20,305,89,42,54,231,35,35,21,2690,42,24,549,25,53,53043,489,2655,425,222949,26,11713,42,632,1164,13,30,176,43,22,29650,25,49,153,35,34,23,45,217,49,34,35461,180,93,6486,9552,16,48,24,40,31,37,32,34
21,169,94,341,130,698,74,233,131,137,20,25,29,24,49,26,24,25,32,26,385300,31,18,32,22,12729,17,2743,29,60657,25,25,21,665,24,13099,369,29,510,40128,414,27,27,34953,36,103,9051,6309,13645,1188,2024,10709,536,1428
22,1,31,418,18,510,29,1,0,1,0,391,106,0,0,3353,40,103,498,2087,0,30095,2,188,269,1,243,1,2,1,1754,33,1,2,1,0,1,2,0,0,0,1726,9,0,31,2,0,2,1,0,0,0,0,26
23,1,3,0,96,3,51,730,0,2,0,74,1181,6349,16762,136,16,1338,20449,385,1,116,193281,46493,1746,3,573,239,12559,3,1304,6848,1738,1,10076,0,2,3534,2,59,13,533,46,6,18,0,3,1,17,1,6,2,4,2
24,66,33,81,111,554,131,889,5,13,222,1891,10975,1197,11372,673,8,1289,12569,1771,5,888,60705,543680,52399,4,2282,10,46208,4,4653,32588,12402,5,27056,8,3,4974,3,8,5,12509,965,6,116,7,7,4,8,7,7,6,7,8
25,596,84,6,189,1063,7,960,6,7,922,1266,19532,102,3363,2696,0,1171,61,2445,2,503,1634,15966,155197,4,435,0,1653,1,8619,6213,3715,3,3031,5,28,2,8,1,6,5397,302,6,112,5,8,10,1,3,4,3,0,4
26,16,2,88,2,260,0,137,0,664,0,9,2,0,5,1,0,0,1,0,1613,0,86,2,0,23908,9,324,0,5283,0,0,10,1116,0,2279,2,0,397,757,45,0,0,392,0,119,285,8,2381,12,326,355,0,0
27,45,1584,34757,3879,4734,4062,26763,718,107,14506,5677,3587,6622,21116,46,33,36,1740,29,51,34,4382,4285,379,389,633979,5280,40,88,41,2263,16375,64,51,1755,29177,1797,140,274,17587,26,22,499,32,204,9644,39,62,19,24,25,16,31
28,654,70,1177,0,234,0,513,0,1258,0,0,26,0,68,45,0,739,9,32,650,0,108,23,23,797,1172,22599,0,1696,7,0,396,216,0,2792,3,0,1196,959,244,0,0,3426,195,736,2707,0,408,515,0,15,0,334
29,5,4,4,0,6,1,668,2,3,1,51,53,3,3706,3,1,2,1875,31,1,6,6854,14879,685,5,18,2,129592,4,7,1457,1537,3,1581,1,2,1221,2,14,3,3,6,5,2,1,2,4,7,4,2,2,2,5
30,225,8,5704,156,3013,10,2396,6,3779,35,7,5,7,8,6,7,53,6,4,55332,12,8,4,9,33525,546,10313,3,248711,7,7,463,1518,7,20602,394,5,8152,49534,1953,3,9,48418,295,2597,42784,690,28672,2022,173,2832,929,593
31,4428,104,13,32,27,307,1079,1,62,16,0,9141,49,257,49121,0,10311,1710,44826,1,22474,364,4083,24413,1,11,1,23,15,593407,1265,2028,1,166,48,1,1,440,2,2,64877,875,6,4908,90,1,6,0,383,0,0,0,1
32,0,0,0,0,0,1,918,0,0,0,7,1609,266,1554,21,0,105,559,95,0,1,2509,5205,2933,0,126,0,815,0,308,40044,2115,0,644,0,0,212,0,0,0,436,0,0,0,0,0,0,0,1,0,0,0,0
33,1376,209,6203,2,2517,0,23459,0,407,2999,2755,23015,641,4387,392,0,701,25,395,1,0,3236,9564,6270,39,3627,470,2828,30,63,4554,257147,19,861,136,2999,0,42,104,26055,0,0,1276,612,47,206,0,41,0,41,0,0,0
34,1,1,47,0,0,0,7,0,388,0,1,1,1,1,2,3,5,3,0,3,1,2,2,1,22,24,5,1,18,0,1,3,3959,1,97,0,1,260,25,1,2,1,4,0,100,0,3,137,22,0,1,1,0
35,0,0,0,0,0,0,0,0,0,0,0,143,68,45,33,0,4,30,0,0,0,646,2202,724,0,4,0,495,0,0,268,261,0,27932,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
