method,predicted_zone,model_family,model_version,original_zone,pixels,predicted_total,share_of_prediction
mf_var,1,multi-Forest,corrected,3,4922,44468,0.110686336241792
mf_var,1,multi-Forest,corrected,31,4579,44468,0.102972924350094
mf_var,1,multi-Forest,corrected,16,3737,44468,0.0840379598812629
mf_var,1,multi-Forest,corrected,5,2678,44468,0.0602230817666637
mf_var,1,multi-Forest,corrected,13,2664,44468,0.059908248628227
mf_var,1,multi-Forest,corrected,2,2234,44468,0.0502383736619592
mf_var,1,multi-Forest,corrected,18,2010,44468,0.0452010434469731
mf_var,1,multi-Forest,corrected,10,1547,44468,0.0347890617972475
mf_var,1,multi-Forest,corrected,33,1402,44468,0.0315282900062967
mf_var,1,multi-Forest,corrected,4,1127,44468,0.0253440676441486
mf_var,1,multi-Forest,corrected,7,983,44468,0.0221057839345147
mf_var,1,multi-Forest,corrected,25,666,44468,0.0149770621570568
mf_var,1,multi-Forest,corrected,28,631,44468,0.0141899793109652
mf_var,1,multi-Forest,corrected,46,627,44468,0.0141000269856976
mf_var,1,multi-Forest,corrected,44,583,44468,0.0131105514077539
mf_var,1,multi-Forest,corrected,12,403,44468,0.00906269677071152
mf_var,1,multi-Forest,corrected,20,276,44468,0.00620671044346496
mf_var,1,multi-Forest,corrected,37,241,44468,0.00541962759737339
mf_var,1,multi-Forest,corrected,30,234,44468,0.00526221102815508
mf_var,1,multi-Forest,corrected,6,223,44468,0.00501484213366916
mf_var,1,multi-Forest,corrected,21,185,44468,0.00416029504362688
mf_var,1,multi-Forest,corrected,40,155,44468,0.00348565260411982
mf_var,1,multi-Forest,corrected,47,117,44468,0.00263110551407754
mf_var,1,multi-Forest,corrected,45,115,44468,0.00258612935144373
mf_var,1,multi-Forest,corrected,49,110,44468,0.00247368894485922
mf_var,1,multi-Forest,corrected,15,77,44468,0.00173158226140146
mf_var,1,multi-Forest,corrected,19,75,44468,0.00168660609876765
mf_var,1,multi-Forest,corrected,24,64,44468,0.00143923720428173
mf_var,1,multi-Forest,corrected,39,27,44468,0.000607178195556355
mf_var,1,multi-Forest,corrected,27,26,44468,0.000584690114239453
mf_var,1,multi-Forest,corrected,26,19,44468,0.000427273545021139
mf_var,1,multi-Forest,corrected,53,16,44468,0.000359809301070433
mf_var,1,multi-Forest,corrected,11,9,44468,0.000202392731852118
mf_var,1,multi-Forest,corrected,52,8,44468,0.000179904650535216
mf_var,1,multi-Forest,corrected,36,6,44468,0.000134928487901412
mf_var,1,multi-Forest,corrected,22,2,44468,4.49761626338041e-05
mf_var,1,multi-Forest,corrected,41,2,44468,4.49761626338041e-05
mf_var,1,multi-Forest,corrected,29,1,44468,2.2488081316902e-05
mf_var,1,multi-Forest,corrected,42,1,44468,2.2488081316902e-05
mf_var,1,multi-Forest,corrected,54,1,44468,2.2488081316902e-05
mf_var,1,multi-Forest,corrected,55,1,44468,2.2488081316902e-05
mf_var,2,multi-Forest,corrected,3,20634,260021,0.0793551290088108
mf_var,2,multi-Forest,corrected,4,14646,260021,0.0563262198053234
mf_var,2,multi-Forest,corrected,5,14337,260021,0.0551378542502336
mf_var,2,multi-Forest,corrected,6,11990,260021,0.0461116602120598
mf_var,2,multi-Forest,corrected,7,3344,260021,0.0128604997288681
mf_var,2,multi-Forest,corrected,16,2595,260021,0.00997996315682195
mf_var,2,multi-Forest,corrected,13,1936,260021,0.00744555247460782
mf_var,2,multi-Forest,corrected,12,1684,260021,0.00647639998307829
mf_var,2,multi-Forest,corrected,27,1610,260021,0.006191807584772
mf_var,2,multi-Forest,corrected,11,1594,260021,0.00613027409324632
mf_var,2,multi-Forest,corrected,18,728,260021,0.00279977386441864
mf_var,2,multi-Forest,corrected,9,588,260021,0.0022613558135689
mf_var,2,multi-Forest,corrected,1,354,260021,0.00136142850000577
mf_var,2,multi-Forest,corrected,33,196,260021,0.000753785271189635
mf_var,2,multi-Forest,corrected,31,186,260021,0.000715326838986082
mf_var,2,multi-Forest,corrected,37,122,260021,0.000469192872883344
mf_var,2,multi-Forest,corrected,25,119,260021,0.000457655343222278
mf_var,2,multi-Forest,corrected,15,114,260021,0.000438426127120502
mf_var,2,multi-Forest,corrected,20,94,260021,0.000361509262713396
mf_var,2,multi-Forest,corrected,53,81,260021,0.000311513300848778
mf_var,2,multi-Forest,corrected,21,69,260021,0.000265363182204514
mf_var,2,multi-Forest,corrected,46,65,260021,0.000249979809323093
mf_var,2,multi-Forest,corrected,17,53,260021,0.00020382969067883
mf_var,2,multi-Forest,corrected,24,50,260021,0.000192292161017764
mf_var,2,multi-Forest,corrected,28,48,260021,0.000184600474577053
mf_var,2,multi-Forest,corrected,44,43,260021,0.000165371258475277
mf_var,2,multi-Forest,corrected,14,38,260021,0.000146142042373501
mf_var,2,multi-Forest,corrected,22,27,260021,0.000103837766949593
mf_var,2,multi-Forest,corrected,41,24,260021,9.23002372885267e-05
mf_var,2,multi-Forest,corrected,19,21,260021,8.07627076274609e-05
mf_var,2,multi-Forest,corrected,47,13,260021,4.99959618646186e-05
mf_var,2,multi-Forest,corrected,10,12,260021,4.61501186442634e-05
mf_var,2,multi-Forest,corrected,30,11,260021,4.23042754239081e-05
mf_var,2,multi-Forest,corrected,23,10,260021,3.84584322035528e-05
mf_var,2,multi-Forest,corrected,40,8,260021,3.07667457628422e-05
mf_var,2,multi-Forest,corrected,29,7,260021,2.6920902542487e-05
mf_var,2,multi-Forest,corrected,49,4,260021,1.53833728814211e-05
mf_var,2,multi-Forest,corrected,50,4,260021,1.53833728814211e-05
mf_var,2,multi-Forest,corrected,52,4,260021,1.53833728814211e-05
mf_var,2,multi-Forest,corrected,54,4,260021,1.53833728814211e-05
mf_var,2,multi-Forest,corrected,42,3,260021,1.15375296610658e-05
mf_var,2,multi-Forest,corrected,45,1,260021,3.84584322035528e-06
mf_var,3,multi-Forest,corrected,27,36025,457325,0.0787733012627781
mf_var,3,multi-Forest,corrected,12,22619,457325,0.0494593560378287
mf_var,3,multi-Forest,corrected,7,21701,457325,0.0474520308314656
mf_var,3,multi-Forest,corrected,2,19951,457325,0.0436254304925381
mf_var,3,multi-Forest,corrected,5,16753,457325,0.0366325917017438
mf_var,3,multi-Forest,corrected,37,11965,457325,0.0261630131744383
mf_var,3,multi-Forest,corrected,33,5911,457325,0.0129251626305144
mf_var,3,multi-Forest,corrected,30,5777,457325,0.0126321543759908
mf_var,3,multi-Forest,corrected,6,4511,457325,0.00986388235937244
mf_var,3,multi-Forest,corrected,41,3808,457325,0.00832668233750615
mf_var,3,multi-Forest,corrected,9,3793,457325,0.00829388290602963
mf_var,3,multi-Forest,corrected,4,3667,457325,0.00801836768162685
mf_var,3,multi-Forest,corrected,44,2448,457325,0.00535286721696824
mf_var,3,multi-Forest,corrected,13,1900,457325,0.00415459465369267
mf_var,3,multi-Forest,corrected,47,1842,457325,0.00402777018531679
mf_var,3,multi-Forest,corrected,11,1809,457325,0.00395561143606844
mf_var,3,multi-Forest,corrected,28,1086,457325,0.00237467883890013
mf_var,3,multi-Forest,corrected,40,858,457325,0.00187612748045701
mf_var,3,multi-Forest,corrected,10,744,457325,0.00162685180123545
mf_var,3,multi-Forest,corrected,15,539,457325,0.00117859290438966
mf_var,3,multi-Forest,corrected,1,442,457325,0.000966489914174821
mf_var,3,multi-Forest,corrected,22,378,457325,0.000826545673208331
mf_var,3,multi-Forest,corrected,21,311,457325,0.000680041545946537
mf_var,3,multi-Forest,corrected,36,231,457325,0.000505111244738425
mf_var,3,multi-Forest,corrected,18,113,457325,0.000247089050456459
mf_var,3,multi-Forest,corrected,46,96,457325,0.000209916361449735
mf_var,3,multi-Forest,corrected,24,90,457325,0.000196796588859126
mf_var,3,multi-Forest,corrected,49,85,457325,0.000185863445033619
mf_var,3,multi-Forest,corrected,26,80,457325,0.000174930301208112
mf_var,3,multi-Forest,corrected,16,71,457325,0.0001552506423222
mf_var,3,multi-Forest,corrected,34,51,457325,0.000111518067020172
mf_var,3,multi-Forest,corrected,14,39,457325,8.52785218389548e-05
mf_var,3,multi-Forest,corrected,19,35,457325,7.65320067785492e-05
mf_var,3,multi-Forest,corrected,20,35,457325,7.65320067785492e-05
mf_var,3,multi-Forest,corrected,53,15,457325,3.27994314765211e-05
mf_var,3,multi-Forest,corrected,29,6,457325,1.31197725906084e-05
mf_var,3,multi-Forest,corrected,25,4,457325,8.74651506040562e-06
mf_var,3,multi-Forest,corrected,31,4,457325,8.74651506040562e-06
mf_var,3,multi-Forest,corrected,52,3,457325,6.55988629530422e-06
mf_var,3,multi-Forest,corrected,17,1,457325,2.18662876510141e-06
mf_var,3,multi-Forest,corrected,42,1,457325,2.18662876510141e-06
mf_var,3,multi-Forest,corrected,48,1,457325,2.18662876510141e-06
mf_var,3,multi-Forest,corrected,54,1,457325,2.18662876510141e-06
mf_var,4,multi-Forest,corrected,2,13622,102987,0.132269121345413
mf_var,4,multi-Forest,corrected,13,11042,102987,0.107217415790342
mf_var,4,multi-Forest,corrected,12,7620,102987,0.0739899210579976
mf_var,4,multi-Forest,corrected,3,5681,102987,0.0551623020381213
mf_var,4,multi-Forest,corrected,11,5071,102987,0.0492392243681241
mf_var,4,multi-Forest,corrected,5,3939,102987,0.0382475458067523
mf_var,4,multi-Forest,corrected,27,3726,102987,0.03617932360395
mf_var,4,multi-Forest,corrected,6,2909,102987,0.0282462835115112
mf_var,4,multi-Forest,corrected,15,2453,102987,0.0238185402041034
mf_var,4,multi-Forest,corrected,7,2081,102987,0.0202064338217445
mf_var,4,multi-Forest,corrected,16,1412,102987,0.0137104683115345
mf_var,4,multi-Forest,corrected,14,331,102987,0.00321399788322798
mf_var,4,multi-Forest,corrected,25,264,102987,0.00256343033586763
mf_var,4,multi-Forest,corrected,30,172,102987,0.00167011370367134
mf_var,4,multi-Forest,corrected,1,169,102987,0.00164098381349102
mf_var,4,multi-Forest,corrected,18,153,102987,0.00148562439919602
mf_var,4,multi-Forest,corrected,21,144,102987,0.00139823472865507
mf_var,4,multi-Forest,corrected,23,116,102987,0.00112635575363881
mf_var,4,multi-Forest,corrected,24,109,102987,0.00105838600988474
mf_var,4,multi-Forest,corrected,20,66,102987,0.000640857583966908
mf_var,4,multi-Forest,corrected,19,46,102987,0.000446658316098148
mf_var,4,multi-Forest,corrected,47,46,102987,0.000446658316098148
mf_var,4,multi-Forest,corrected,49,32,102987,0.000310718828590016
mf_var,4,multi-Forest,corrected,44,29,102987,0.000281588938409702
mf_var,4,multi-Forest,corrected,9,24,102987,0.000233039121442512
mf_var,4,multi-Forest,corrected,22,23,102987,0.000223329158049074
mf_var,4,multi-Forest,corrected,53,20,102987,0.00019419926786876
mf_var,4,multi-Forest,corrected,40,17,102987,0.000165069377688446
mf_var,4,multi-Forest,corrected,37,14,102987,0.000135939487508132
mf_var,4,multi-Forest,corrected,31,13,102987,0.000126229524114694
mf_var,4,multi-Forest,corrected,10,9,102987,8.73896705409421e-05
mf_var,4,multi-Forest,corrected,17,8,102987,7.76797071475041e-05
mf_var,4,multi-Forest,corrected,48,7,102987,6.79697437540661e-05
mf_var,4,multi-Forest,corrected,52,7,102987,6.79697437540661e-05
mf_var,4,multi-Forest,corrected,46,6,102987,5.8259780360628e-05
mf_var,4,multi-Forest,corrected,26,3,102987,2.9129890180314e-05
mf_var,4,multi-Forest,corrected,54,3,102987,2.9129890180314e-05
mf_var,4,multi-Forest,corrected,33,2,102987,1.9419926786876e-05
mf_var,4,multi-Forest,corrected,29,1,102987,9.70996339343801e-06
mf_var,4,multi-Forest,corrected,42,1,102987,9.70996339343801e-06
mf_var,5,multi-Forest,corrected,3,22624,175179,0.129147900147849
mf_var,5,multi-Forest,corrected,2,14196,175179,0.0810371106125734
mf_var,5,multi-Forest,corrected,12,9417,175179,0.0537564434093128
mf_var,5,multi-Forest,corrected,13,9265,175179,0.0528887594974284
mf_var,5,multi-Forest,corrected,11,7383,175179,0.04214546264107
mf_var,5,multi-Forest,corrected,16,5381,175179,0.030717152170066
mf_var,5,multi-Forest,corrected,27,4263,175179,0.0243351086602846
mf_var,5,multi-Forest,corrected,30,3210,175179,0.0183241141917696
mf_var,5,multi-Forest,corrected,4,3185,175179,0.0181814030220517
mf_var,5,multi-Forest,corrected,47,2871,175179,0.0163889507303958
mf_var,5,multi-Forest,corrected,7,2452,175179,0.0139971115259249
mf_var,5,multi-Forest,corrected,33,2410,175179,0.013757356760799
mf_var,5,multi-Forest,corrected,44,2369,175179,0.0135233104424617
mf_var,5,multi-Forest,corrected,40,2269,175179,0.0129524657635904
mf_var,5,multi-Forest,corrected,15,1734,175179,0.00989844673162879
mf_var,5,multi-Forest,corrected,6,1357,175179,0.00774636229228389
mf_var,5,multi-Forest,corrected,18,1063,175179,0.0060680789364022
mf_var,5,multi-Forest,corrected,25,946,175179,0.00540019066212274
mf_var,5,multi-Forest,corrected,21,685,175179,0.00391028605026858
mf_var,5,multi-Forest,corrected,24,577,175179,0.00329377379708755
mf_var,5,multi-Forest,corrected,22,557,175179,0.00317960486131329
mf_var,5,multi-Forest,corrected,49,479,175179,0.00273434601179365
mf_var,5,multi-Forest,corrected,37,428,175179,0.00244321522556927
mf_var,5,multi-Forest,corrected,10,424,175179,0.00242038143841442
mf_var,5,multi-Forest,corrected,26,290,175179,0.00165544956872685
mf_var,5,multi-Forest,corrected,46,280,175179,0.00159836510083971
mf_var,5,multi-Forest,corrected,28,230,175179,0.00131294276140405
mf_var,5,multi-Forest,corrected,20,222,175179,0.00126727518709434
mf_var,5,multi-Forest,corrected,45,179,175179,0.00102181197517967
mf_var,5,multi-Forest,corrected,41,161,175179,0.000919059932982835
mf_var,5,multi-Forest,corrected,14,133,175179,0.000759223422898864
mf_var,5,multi-Forest,corrected,1,126,175179,0.000719264295377871
mf_var,5,multi-Forest,corrected,31,68,175179,0.000388174381632502
mf_var,5,multi-Forest,corrected,39,60,175179,0.000342506807322796
mf_var,5,multi-Forest,corrected,19,34,175179,0.000194087190816251
mf_var,5,multi-Forest,corrected,9,29,175179,0.000165544956872685
mf_var,5,multi-Forest,corrected,53,23,175179,0.000131294276140405
mf_var,5,multi-Forest,corrected,17,13,175179,7.42098082532724e-05
mf_var,5,multi-Forest,corrected,36,11,175179,6.27929146758459e-05
mf_var,5,multi-Forest,corrected,52,10,175179,5.70844678871326e-05
mf_var,5,multi-Forest,corrected,23,5,175179,2.85422339435663e-05
mf_var,5,multi-Forest,corrected,29,3,175179,1.71253403661398e-05
mf_var,5,multi-Forest,corrected,42,2,175179,1.14168935774265e-05
mf_var,5,multi-Forest,corrected,54,1,175179,5.70844678871326e-06
mf_var,6,multi-Forest,corrected,3,18973,106331,0.178433382550714
mf_var,6,multi-Forest,corrected,2,10797,106331,0.101541413134458
mf_var,6,multi-Forest,corrected,12,7823,106331,0.0735721473511958
mf_var,6,multi-Forest,corrected,5,4507,106331,0.0423865100488098
mf_var,6,multi-Forest,corrected,27,3705,106331,0.0348440247905126
mf_var,6,multi-Forest,corrected,11,2587,106331,0.0243296874853053
mf_var,6,multi-Forest,corrected,4,1985,106331,0.0186681212440398
mf_var,6,multi-Forest,corrected,15,1864,106331,0.0175301652387356
mf_var,6,multi-Forest,corrected,7,1332,106331,0.0125269206534313
mf_var,6,multi-Forest,corrected,13,727,106331,0.00683714062691031
mf_var,6,multi-Forest,corrected,31,254,106331,0.00238876715163029
mf_var,6,multi-Forest,corrected,37,191,106331,0.00179627766126529
mf_var,6,multi-Forest,corrected,24,164,106331,0.00154235359396601
mf_var,6,multi-Forest,corrected,16,152,106331,0.00142949845294411
mf_var,6,multi-Forest,corrected,47,68,106331,0.000639512465790785
mf_var,6,multi-Forest,corrected,19,67,106331,0.000630107870705627
mf_var,6,multi-Forest,corrected,23,59,106331,0.000554871110024358
mf_var,6,multi-Forest,corrected,21,40,106331,0.000376183803406344
mf_var,6,multi-Forest,corrected,20,29,106331,0.0002727332574696
mf_var,6,multi-Forest,corrected,44,21,106331,0.000197496496788331
mf_var,6,multi-Forest,corrected,41,14,106331,0.000131664331192221
mf_var,6,multi-Forest,corrected,9,10,106331,9.40459508515861e-05
mf_var,6,multi-Forest,corrected,22,10,106331,9.40459508515861e-05
