source_zone,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
1,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,45422,32189.5195373304,0.00366487744824738,0.00378649980263338
1,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,135802,96337.3324056427,0.0109571944702323,0.011332299934367
1,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,196794,140907.246450807,0.0158783385264937,0.0165751234732423
2,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,36531,22371.1264894172,0.00294750645198197,0.00263154800861901
2,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,359224,210977.421588429,0.0289840151571753,0.0248175796559572
2,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,461304,272208.695026289,0.0372203475493442,0.0320203030305191
3,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,440869,265453.674592307,0.0355715480544973,0.0312257001937046
3,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,990499,605985.493476436,0.0799184854830607,0.0712829512346774
3,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,1205946,751507.261395186,0.0973018427018656,0.0884008875513158
4,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,7622,4657.75815216243,0.000614981636883923,0.000547898837179716
4,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,141029,80225.9748609728,0.0113789353539888,0.00943709761262058
4,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,225232,128544.670962969,0.0181728606715612,0.0151208958141293
5,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,245101,136930.790344893,0.0197759924143121,0.0161073671824792
5,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,649572,372762.190378776,0.0524107651317192,0.0438485563185105
5,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,791439,469600.744035557,0.063857314578034,0.0552398156345579
6,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,5249,2936.05228376262,0.000423515955392773,0.00034537208236661
6,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,82849,45373.5940329587,0.00668467772686908,0.00533736157979369
6,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,109380,59928.1216232927,0.00882533343510411,0.00704943173928487
7,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,251714,164370.193234042,0.0203095628111519,0.0193351038842852
7,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,751861,495024.158691097,0.0606639607044323,0.0582304087207277
7,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,1016788,672709.972505567,0.0820396154032971,0.0791318483386438
9,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,3538,2236.69370248832,0.00028546379313767,0.000263105519583836
9,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,16962,9963.78167010631,0.00136858023154357,0.00117205406820647
9,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,24289,14047.9938379614,0.00195975977148696,0.00165248586059658
10,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,206040,152765.772015656,0.0166243527241621,0.0179700590099082
10,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,399039,295701.789042199,0.0321964913934038,0.0347838297042033
10,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,480904,355639.637819416,0.0388017750070882,0.0418344056626919
11,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,87486,51192.3713969405,0.00705881441674454,0.00602183278834134
11,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,243629,146013.720334911,0.0196572239848325,0.0171758053918365
11,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,332220,202284.136741409,0.0268051954087611,0.0237949759690862
12,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,464256,281448.525281329,0.0374585298888983,0.0331071976452866
12,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,883747,535966.159370132,0.0713051924234133,0.0630464755561085
12,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,975935,592419.020264499,0.0787433880598677,0.0696871073426971
13,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,405209,252388.3426249,0.0326943183022957,0.0296888062721115
13,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,858187,541304.169140363,0.0692428819223961,0.0636743933763169
13,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,964041,609310.838353928,0.0777837197852551,0.0716741163686494
