source_zone,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
1,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,45726,32414.4008317941,0.00368940571085729,0.00381295291499237
1,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,135109,95871.663797318,0.0109012797136906,0.0112775226615509
1,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,196477,140678.695041712,0.0158527613579169,0.0165482386399838
2,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,38730,23676.0911868362,0.00312493293053193,0.00278505289593149
2,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,387044,226688.801754575,0.0312286739262793,0.0266657320593882
2,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,497283,291878.721182389,0.0401233158402713,0.0343341166949787
3,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,452763,271632.094911422,0.0365312163291099,0.0319524767239285
3,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,978384,598883.210999804,0.0789409858070113,0.0704474994608531
3,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,1197848,746828.28150673,0.0966484549695793,0.0878504923705609
4,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,8599,5251.31849749265,0.000693810954548,0.000617720200242854
4,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,175230,100225.769951592,0.0141384455826778,0.0117897024744457
4,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,268092,153980.358889567,0.0216310229592607,0.0181129326229489
5,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,227955,127970.031004655,0.0183925661290835,0.015053300083593
5,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,638201,366431.60241107,0.0514932951510045,0.0431038800874013
5,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,800748,476169.083396189,0.064608411935388,0.0560124589063476
6,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,7265,4128.01602103883,0.000586177065332157,0.000485584503080387
6,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,82084,45192.856609081,0.00662295364497244,0.00531610117486445
6,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,109471,60192.9739655276,0.0088326757768722,0.00708058670388247
7,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,256030,167241.286045414,0.0206577995921531,0.0196728346898349
7,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,769095,506122.995540601,0.0620544872762058,0.0595359809735651
7,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,1033666,683642.38542879,0.0834014180885932,0.0804178439040043
9,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,3475,2194.28747818057,0.000280380633452064,0.000258117214002403
9,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,3,Top-3,20388,11906.5705641896,0.00164500729635128,0.00140058713952098
9,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,5,Top-5,27211,15713.9221447039,0.00219552155880982,0.00184845142005038
10,rf_var,Plain RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,206025,152756.621912314,0.0166231424480465,0.0179689826700001
