Species,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
chamFor,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,2338007,1765422.27479291,0.188642268683557,0.207669179010751
chamFor,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,3057433,2311571.22229506,0.246689209000646,0.271913470682363
chamFor,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,3286288,2484705.44150277,0.265154391696667,0.2922794996347
cyclLon,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,2187591,1650582.91336063,0.176505942536413,0.19416045860585
cyclLon,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,2837680,2143485.2639224,0.228958421851584,0.252141275963352
cyclLon,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,3144326,2377718.03711332,0.253700177168286,0.279694416308585
lariGme,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,1426087,862075.141437346,0.115063935659785,0.101407147413993
lariGme,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,2175461,1343498.64845491,0.175527232584248,0.158037691780802
lariGme,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,2378540,1487020.83180203,0.191912676803186,0.17492041406832
lariOlg,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,2307786,1450951.14319604,0.186203885050879,0.170677484358567
lariOlg,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,3146728,1989961.60405368,0.253893982716934,0.234082065507654
lariOlg,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,3247749,2058117.55137357,0.26204486961534,0.24209934829983
phylPub,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,2606372,1965172.78277071,0.210295318668122,0.231166120558969
phylPub,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,3085940,2334606.70411124,0.248989298415845,0.274623167770242
phylPub,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,3195703,2416227.91941087,0.257845534234435,0.284224389536363
pinuSyl,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,1748592,1093623.51866727,0.141085275570996,0.128644518374576
pinuSyl,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,2639440,1665683.41134458,0.212963412707544,0.195936752053462
pinuSyl,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,2866285,1822796.5908602,0.231266418404072,0.214418202903856
pinuYun,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,4067568,2980603.67343854,0.328192026604128,0.350612726857102
pinuYun,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,5799887,4180202.68308272,0.467964313959825,0.491723295717541
pinuYun,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,6107032,4387953.24220303,0.492746331128641,0.516161294867971
querVar,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,5414280,3789980.02119909,0.436851584485422,0.445820838848252
querVar,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,6502132,4536292.07920787,0.524625004014082,0.533610607101113
querVar,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,6618989,4616850.36174027,0.534053619750286,0.543086794546398
robiPse,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,2856859,1824598.16602056,0.230505880893016,0.214630124799155
robiPse,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,3335309,2120300.54165921,0.269109654727589,0.24941402350555
robiPse,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,3413273,2172515.90047061,0.275400185866137,0.255556191785027
saliMat,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,1582498,1005716.39419938,0.127683968827806,0.118303876009233
saliMat,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,2430045,1543116.05630343,0.196068361558855,0.181518976568046
saliMat,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,2561701,1631983.13581635,0.20669103571073,0.19197253983562
