source_zone,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
1,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,47027,33134.3610001981,0.00379437699261877,0.00389764287230609
1,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,140564,99539.8838479524,0.0113414167944046,0.011709020698719
1,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,204696,146410.572212175,0.0165159119842025,0.017222487652912
2,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,43744,26316.4258046956,0.00352948789344665,0.00309563928097574
2,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,341541,199098.228814527,0.0275572609870076,0.0234202130055585
2,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,382293,224938.370942081,0.0308453391379252,0.0264598263477996
3,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,461225,277213.485590234,0.0372139734284686,0.0326090237928971
3,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,949287,582518.101763601,0.0765932921979308,0.0685224479601281
3,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,1118256,697025.602387899,0.0902265685299486,0.081992131097558
4,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,6253,3889.01851483387,0.000504523770064966,0.000457470880290042
4,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,80746,46769.3544275478,0.0065149970154591,0.00550154689646192
4,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,127655,73974.0414949497,0.0102998531693017,0.00870167363622138
5,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,172250,95682.0726016032,0.0138980040610412,0.0112552207746177
5,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,511638,292759.717778982,0.0412815500829201,0.0344377496005663
5,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,651437,387425.043186765,0.052561242795428,0.0455733689302397
6,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,1065,652.185999672047,8.59296042090499e-05,7.67175836897648e-05
6,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,21691,11960.6074568283,0.0017501399482615,0.00140694357746266
6,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,27354,15084.6555508009,0.0022070595244454,0.00177442987925496
7,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,233951,153007.368365041,0.0188763538350342,0.0179984783383856
7,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,658468,433778.595233472,0.0531285395533565,0.0510260043904448
7,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,868919,575059.378191839,0.0701087941405854,0.067645067504057
9,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,2063,1308.12434066884,0.000166453308434995,0.000153876560724002
9,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,13131,7543.40333433377,0.00105947571161412,0.000887341459182516
9,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,21666,12166.6174221226,0.00174812282140214,0.00143117682804047
10,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,226021,167526.472077699,0.0182365211952429,0.019706381535842
10,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,427219,315930.976375202,0.0344701967892827,0.0371634183077244
10,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,485317,358431.011217762,0.0391578382403037,0.0421627589582313
11,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,79653,46405.8417086771,0.00642680822916756,0.00545878636887275
11,rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,196177,118069.974541393,0.0158285558356045,0.0138887421037596
