source_zone,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
1,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,35789,25493.9585299663,0.00288763812679595,0.00299889126428592
1,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,124051,88022.2083612218,0.0100090641612553,0.0103541798503887
1,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,205719,144639.385239337,0.0165984528152878,0.0170141403641213
2,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,110512,61461.4985784107,0.00891666893929626,0.00722980509127552
2,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,490686,284236.127936271,0.0395910364046215,0.0334351073828183
2,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,641817,375972.696348069,0.0517850523799434,0.0442262127853919
3,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,461865,283631.433829458,0.0372656118760684,0.033363976339267
3,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,1048317,653280.233499131,0.0845835351132568,0.0768462999996024
3,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,1370809,857697.855499619,0.110603826118501,0.100892240929599
4,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,67316,38177.1187926119,0.00543139646660695,0.00449082977475609
4,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,249955,143202.227464319,0.0201676377653268,0.0168450854136382
4,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,413624,238878.203933948,0.0333732832031587,0.0280995890914228
5,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,207669,119921.266773665,0.0167557887103185,0.0141065122902324
5,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,819806,474804.276929825,0.066146108082821,0.0558519147450863
5,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,1028285,611560.368558657,0.082967251703383,0.0719387318645826
