source_zone,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
1,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,46848,33002.2464199306,0.0037799343643057,0.00388210204289024
1,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,140769,99661.8336040721,0.0113579572346514,0.0117233658251489
1,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,205401,146909.260272025,0.0165727949616367,0.0172811490516324
2,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,38824,23385.8038996029,0.00313251732752315,0.00275090598191678
2,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,312919,182586.530710382,0.0252478927882551,0.0214779180439956
2,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,356218,210488.463686652,0.028741475823605,0.0247600628298229
3,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,469512,282414.815500005,0.0378826106398117,0.0332208637631688
3,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,956489,586027.999714912,0.0771743861035774,0.068935322339458
3,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,1121721,698311.205460189,0.0905061423126569,0.0821433584488654
4,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,4813,3071.96728394031,0.000388337262965406,0.000361359960680571
4,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,47160,27808.8086546948,0.0038051081075106,0.0032711904370103
4,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,96842,56413.5159806456,0.00781370397259419,0.00663600358740507
5,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,176872,97937.4651125191,0.014270930474801,0.011520525862118
5,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,483010,275417.810669791,0.0389716977737213,0.0323977959513643
5,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,601493,356685.133882237,0.0485315074408582,0.0419573888787333
6,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,250,150.370315239409,2.01712685936737e-05,1.76882779600246e-05
6,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,19007,10393.2901490195,0.00153358120863982,0.00122257777262983
6,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,23700,12971.1609382168,0.00191223626268026,0.0015258164470434
7,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,226293,148150.991301697,0.0182584675354728,0.0174272156710277
7,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,638513,421537.816718558,0.0515184688942094,0.0495861038856532
7,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,833918,553170.190577253,0.0672847358523967,0.0650702106632672
9,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,2148,1360.60155385866,0.000173311539756844,0.000160049531313252
9,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,3,Top-3,11867,6851.94552194593,0.000957489777604502,0.000806004275286387
9,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,5,Top-5,20145,11342.9473866801,0.00162540082327822,0.00133428732886602
10,mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,12393866,8501128.01140083,1,Top-1,228735,169461.224634375,0.0184555004870958,0.0199339692811485
