source_zone,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
1,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,36275,25818.389235117,0.00292685107294205,0.0030370545179995
1,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,123482,87808.4413829475,0.00996315435393605,0.0103290341311398
1,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,197388,140421.069212716,0.0159262654606722,0.0165179337406045
2,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,96817,54192.5465880227,0.00781168684573482,0.00637474774116391
2,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,496688,287547.593022366,0.0400753082210184,0.0338246398168263
2,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,643402,376278.545023051,0.0519129382228273,0.0442621902079847
3,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,461589,282806.507289548,0.037243342795541,0.0332669390356524
3,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,1034716,643166.983597266,0.0834861374166866,0.0756566637668221
3,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1350011,844345.577223345,0.108925737941656,0.0993215930981154
4,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,56298,31976.4729970187,0.00454240831714656,0.00376143882954535
4,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,236253,136121.994292479,0.0190620908762447,0.0160122273314702
4,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,396528,229449.241891703,0.0319938911716489,0.0269904466306106
5,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,208087,119839.304135999,0.0167895150714071,0.0140968709064589
5,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,814865,471112.826952934,0.0657474431303356,0.0554176841380492
5,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1012533,601437.75111855,0.0816963004118328,0.0707479937147122
6,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,77266,42203.4513895537,0.00623421295663516,0.00496445310939382
6,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,183440,101961.745352724,0.014800870043294,0.0119939077750604
6,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,258776,143482.87021631,0.020879360806386,0.0168780978270043
7,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,240658,157720.188303856,0.0194175086288653,0.0185528541732742
7,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,856764,563657.92196866,0.0691280670615609,0.0663038976960163
7,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1168645,771616.086702585,0.0942922087426151,0.0907663177954471
9,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,7812,4907.58046686841,0.000630311801015115,0.000577285797871397
9,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,62622,36932.5360559334,0.00505266072749213,0.00434442770493555
9,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,75690,44516.3905214336,0.00610705327942064,0.00523652748926176
10,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,179962,133869.00877467,0.0145202473546188,0.015747205382055
10,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,374136,277885.97291038,0.0301871909862508,0.0326881294503163
10,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,478618,354419.454876108,0.0386173289270676,0.0416908737759033
11,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,70703,41804.9007893169,0.00570467681351404,0.00491757102507485
11,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,317970,191532.548684512,0.0256554330989217,0.0225302510946369
11,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,440075,268589.192084815,0.0355074841054438,0.0315945356574576
12,rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,418411,254016.760227865,0.0337595226541904,0.029880359393154
