source_zone,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
1,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,35593,25331.6563954539,0.00287182385221851,0.00297979942914419
1,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,124449,88385.348002915,0.0100411768208564,0.0103968964923692
1,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,197651,140491.784961466,0.0159474856352328,0.0165262521365463
2,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,92684,52123.1014923388,0.0074782154333442,0.00613131591742139
2,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,489769,283930.138866846,0.0395170481914199,0.0333991134454238
2,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,632925,371073.553121276,0.0510676006986036,0.0436499194722901
3,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,462022,283092.671954753,0.0372782794327452,0.0333006009996671
3,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,1042368,648030.649922601,0.0841035396058018,0.076228783880625
3,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1358536,849716.610984574,0.1096135782007,0.0999533955782129
4,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,58247,33088.2979242776,0.00469966352710284,0.0038922244059733
4,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,231607,133306.779125962,0.0186872280206999,0.0156810694942113
4,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,391858,226490.373164092,0.0316170918743191,0.0266423906169095
5,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,220122,126244.18682849,0.0177605599415065,0.0148502865336441
5,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,832234,481138.401157786,0.0671488621871497,0.0565970069516108
5,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1020417,605843.159344729,0.0823324215382029,0.071266208264625
6,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,74613,40684.3745469823,0.0060201554543191,0.0047857619003526
6,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,179008,99257.9779609721,0.0144432737936654,0.0116758597009547
6,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,257031,142226.295946978,0.0207385653516022,0.0167302851758307
7,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,243025,159210.972768288,0.0196084901999102,0.0187282173088996
7,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,846707,556889.36439538,0.0683166172685746,0.0655077024659008
7,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1157323,763731.049524265,0.0933786923305448,0.0898387894524148
9,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,7778,4888.79115160122,0.000627568508486375,0.000575075583504316
9,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,55874,33064.5859851883,0.00450819784561169,0.00388943513623668
9,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,65981,38992.0226353971,0.00532368189231673,0.00458668809399235
10,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,178861,133060.507099395,0.0144314130877323,0.0156521001590551
10,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,373892,277735.601329962,0.0301675038281034,0.0326704410235314
10,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,478976,354692.951579155,0.0386462141836938,0.0417230455891827
11,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,69299,41315.9510887815,0.00559139496909197,0.0048600551636645
11,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,318282,191886.035054151,0.0256806068421266,0.0225718322082451
11,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,439149,267928.471394164,0.0354327697265728,0.0315168141257074
12,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,404848,245719.299830637,0.0326651909904464,0.0289043171095769
12,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,877310,534633.749241562,0.0707858225996634,0.0628897422229811
12,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,997702,609408.422270231,0.0804996600737817,0.0716855953060529
13,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,471060,296484.344398689,0.0380075111349437,0.034875882824147
13,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,1039433,661700.458631293,0.083866728912512,0.0778367832767474
13,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1196430,763125.213211151,0.096534043534116,0.0897675240494822
14,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,45192,27979.6625546569,0.0036463198811412,0.00329128822870723
14,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,127084,79491.9041570681,0.0102537819918337,0.00935074781257991
14,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,167660,104935.842775345,0.0135276595696613,0.0123437551622109
15,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,314549,200545.591286126,0.0253794094594858,0.0235904683492796
15,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,1140447,724835.020109427,0.0920170510153974,0.0852633931799819
15,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1260375,800275.619269878,0.101693450615006,0.0941375801183833
16,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,729076,517717.10430765,0.0588255512848049,0.0608998127793561
16,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,1540291,1099452.87497093,0.124278493893673,0.129330233999119
16,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1741279,1243060.61410315,0.140495225622094,0.146223020337546
17,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,2229,1316.96206346816,0.000179847030781195,0.00015491615485639
17,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,8114,4798.93467222961,0.000654678693476273,0.000564505635698437
17,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,10366,6173.73789309293,0.000836381480968085,0.000726225729669446
18,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,198050,139695.600333467,0.0159796789799083,0.016432595785656
18,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,895760,636204.184499571,0.0722744622218765,0.0748376196248733
18,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1204779,855094.947435676,0.0972076832200703,0.100586057084296
19,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,500031,329306.683088041,0.040345038424653,0.0387368220601324
19,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,889917,586561.74550508,0.0718030193323052,0.0689981076297691
19,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,929089,611532.456287087,0.0749636150657107,0.0719354485036531
20,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,210497,149963.815319287,0.0169839661006501,0.0176404607856947
20,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,707389,501535.66709089,0.0570757340768409,0.0589963668842867
20,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,867287,615920.242502072,0.0699771160992058,0.0724515901508675
21,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,919367,692111.759853764,0.07417919477264,0.0814141086836447
21,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,1436538,1088517.40972622,0.115907175372075,0.128043879384761
21,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1785387,1357513.40025219,0.144054082882613,0.15968626733201
22,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,16020,10877.0609241487,0.00129257489148261,0.00127948442954412
22,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,158214,106927.79545925,0.0127655083571179,0.0125780714413251
22,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,265444,180437.840063678,0.0214173688823165,0.0212251644513168
23,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,1,Top-1,700593,458384.087452025,0.0565273983113905,0.0539203840757707
23,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,3,Top-3,1424230,928452.566303773,0.114914103476671,0.109215220034168
23,mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,12393866,8501128.01140083,5,Top-5,1495439,974075.728774755,0.120659606937819,0.114581938710772
