Species,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
chamFor,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,1787922,1357122.22772086,0.144258619546153,0.159640253140622
chamFor,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,2666298,2023700.05189738,0.2151304524351,0.238050767990249
chamFor,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,3045166,2310589.76384948,0.245699445193292,0.271798020303983
cyclLon,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,1462144,1108386.0719909,0.117973197386514,0.130381058902354
cyclLon,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,2346470,1779338.69661814,0.18932510646799,0.209306187864937
cyclLon,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,2753700,2089279.6380669,0.222182489305597,0.245764989689013
lariGme,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,1568643,948138.374224513,0.126566077122344,0.111530890130459
lariGme,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,2601371,1619221.18858819,0.209891812611174,0.190471333500291
lariGme,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,2880351,1813752.74383969,0.232401334660226,0.213354362080805
lariOlg,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,2242197,1418391.84184903,0.180911831707717,0.166847486586113
lariOlg,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,3313586,2114697.25220443,0.267356932856947,0.248754900451849
lariOlg,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,3492465,2231992.77582741,0.281789798276018,0.262552542772452
phylPub,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,2523489,1911170.38905766,0.203607897648724,0.224813740775882
phylPub,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,2962511,2246544.59816152,0.239030420370851,0.264264294708736
phylPub,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,3088699,2340010.48136145,0.249211908536045,0.275258821914371
pinuSyl,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,1728585,1093366.05237232,0.139471009287982,0.128614232241417
pinuSyl,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,2755852,1752271.79145432,0.222356123585651,0.206122268610042
pinuSyl,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,3089338,1980172.40883486,0.249263466298571,0.232930548296562
pinuYun,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,3714003,2732634.51079763,0.299664608282839,0.321443755126721
pinuYun,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,5885435,4190343.50607331,0.474866760702431,0.492916175412681
pinuYun,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,6335317,4484092.22556662,0.511165523332268,0.527470262717256
querVar,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,5340252,3769337.94326227,0.430878629799612,0.443392681325023
querVar,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,6666993,4641240.25508402,0.537926826060569,0.545955813023832
querVar,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,6911425,4804250.06731318,0.557648840160124,0.5651308933203
robiPse,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,2754305,1792828.70431486,0.222231303775594,0.210893037007619
robiPse,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,3443200,2223599.07419373,0.277814848086949,0.261565179492848
robiPse,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,3666220,2358990.4533532,0.295809233373993,0.277491463508086
saliMat,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,1522055,989511.38369532,0.122807120877376,0.116397657154238
saliMat,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,2319713,1496566.65805497,0.187166215932946,0.176043303435489
saliMat,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,2631521,1693335.1367941,0.212324467603571,0.199189464565546
