method,method_label,scenario,period,ssp,normal_assigned_zone,category,pixel_count,pixel_share,area_km2,area_share
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,1,stable_top1,10244,0.230513051305131,7392.42535452279,0.251744098001663
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,1,changed_former_in_top3,9122,0.230513051305131,6463.46410890344,0.251744098001663
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,1,changed_former_rank4_5,5667,0.230513051305131,3962.86554252177,0.251744098001663
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,1,changed_former_below_top5,16264,0.230513051305131,9258.81959343483,0.251744098001663
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,1,novel,3143,0.230513051305131,2287.26617823079,0.251744098001663
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,2,stable_top1,73071,0.280044916949633,39812.2701750611,0.277129454538241
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,2,changed_former_in_top3,137445,0.280044916949633,75505.828730333,0.277129454538241
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,2,changed_former_rank4_5,34926,0.280044916949633,19353.6431275318,0.277129454538241
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,2,changed_former_below_top5,12083,0.280044916949633,6842.52844902267,0.277129454538241
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,2,novel,3401,0.280044916949633,2145.19812775634,0.277129454538241
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,3,stable_top1,234600,0.513700879816767,146485.342360357,0.513212276568145
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,3,changed_former_in_top3,132141,0.513700879816767,82837.0693048225,0.513212276568145
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,3,changed_former_rank4_5,46023,0.513700879816767,28746.2409890446,0.513212276568145
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,3,changed_former_below_top5,13247,0.513700879816767,7990.73421757538,0.513212276568145
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,3,novel,30675,0.513700879816767,19368.9807812613,0.513212276568145
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,4,stable_top1,9973,0.096716319484852,5793.99731265422,0.0966235089029453
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,4,changed_former_in_top3,24418,0.096716319484852,14036.9475568825,0.0966235089029453
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,4,changed_former_rank4_5,40009,0.096716319484852,22966.3472012881,0.0966235089029453
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,4,changed_former_below_top5,23239,0.096716319484852,13772.6561818681,0.0966235089029453
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,4,novel,5477,0.096716319484852,3394.72678797519,0.0966235089029453
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,5,stable_top1,64872,0.370832761695706,39804.6674149005,0.373152106189454
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,5,changed_former_in_top3,72260,0.370832761695706,42923.879633027,0.373152106189454
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,5,changed_former_rank4_5,24721,0.370832761695706,15637.3286193728,0.373152106189454
rf_var,Plain RF,2011-2040SSP585,2011-2040,SSP585,5,changed_former_below_top5,8714,0.370832761695706,5555.53821983038,0.373152106189454
