method,method_label,scenario,period,ssp,normal_assigned_zone,category,pixel_count,pixel_share,area_km2,area_share
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,1,stable_top1,7420,0.166861563371413,5374.24167426286,0.182996794613517
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,1,changed_former_in_top3,7142,0.166861563371413,5101.30446220471,0.182996794613517
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,1,changed_former_rank4_5,5651,0.166861563371413,3979.66511113486,0.182996794613517
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,1,changed_former_below_top5,21011,0.166861563371413,12641.4971538541,0.182996794613517
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,1,novel,3244,0.166861563371413,2271.24684395131,0.182996794613517
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,2,stable_top1,8594,0.0330511766357333,5270.79848295706,0.0368293503526355
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,2,changed_former_in_top3,137585,0.0330511766357333,75460.2786097086,0.0368293503526355
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,2,changed_former_rank4_5,97905,0.0330511766357333,53185.6743368568,0.0368293503526355
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,2,changed_former_below_top5,12090,0.0330511766357333,6781.19629280797,0.0368293503526355
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,2,novel,3847,0.0330511766357333,2416.12929749104,0.0368293503526355
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,3,stable_top1,175746,0.384291258951512,109427.453929639,0.382802581468378
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,3,changed_former_in_top3,162781,0.384291258951512,101382.504271028,0.382802581468378
mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,3,changed_former_rank4_5,50265,0.384291258951512,31787.3458337782,0.382802581468378
