method,method_label,rank_cutoff,compared_pixels,matched_pixels,pixel_share,compared_area_km2,matched_area_km2,area_share
rf_var,Plain RF,1,12393826,7469335,0.60266579504989,8501096.16541904,5090285.3991989,0.598779886752168
rf_var,Plain RF,2,12393826,9756363,0.787195414878343,8501096.16541904,6660871.43602755,0.783530889007326
rf_var,Plain RF,3,12393826,10713876,0.864452671838382,8501096.16541904,7326838.33321735,0.861869833095365
rf_var,Plain RF,5,12393826,11317413,0.913149256734765,8501096.16541904,7756487.54320792,0.912410281248193
