method,method_label,scenario,period,ssp,normal_assigned_zone,category,pixel_count,pixel_share,area_km2,area_share
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,stable_top1,10144,0.228119096878654,7323.28472210188,0.249363112307487
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,changed_former_in_top3,9285,0.228119096878654,6572.56333902566,0.249363112307487
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,changed_former_rank4_5,5492,0.228119096878654,3844.42898431455,0.249363112307487
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,changed_former_below_top5,16509,0.228119096878654,9413.94323363668,0.249363112307487
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,novel,3038,0.228119096878654,2213.73496632907,0.249363112307487
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,2,stable_top1,69768,0.268316789797747,38128.9707405969,0.266423621872753
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,2,changed_former_in_top3,138105,0.268316789797747,75684.0208824499,0.266423621872753
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,2,changed_former_rank4_5,36579,0.268316789797747,20263.7444186563,0.266423621872753
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,2,changed_former_below_top5,12014,0.268316789797747,6769.32371326117,0.266423621872753
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,2,novel,3555,0.268316789797747,2268.01726485674,0.266423621872753
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,stable_top1,234275,0.512272453944132,146351.543899354,0.511971601227037
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,changed_former_in_top3,129919,0.512272453944132,81528.0160030893,0.511971601227037
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,changed_former_rank4_5,49672,0.512272453944132,30919.2447834783,0.511971601227037
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,changed_former_below_top5,12700,0.512272453944132,7663.67710846914,0.511971601227037
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,novel,30759,0.512272453944132,19396.2329245402,0.511971601227037
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,4,stable_top1,9696,0.0941478050627749,5629.79486213431,0.0940403085793936
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,4,changed_former_in_top3,24561,0.0941478050627749,14132.4883089575,0.0940403085793936
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,4,changed_former_rank4_5,41254,0.0941478050627749,23707.3720328443,0.0940403085793936
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,4,changed_former_below_top5,22381,0.0941478050627749,13230.3999751877,0.0940403085793936
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,4,novel,5095,0.0941478050627749,3165.70820659867,0.0940403085793936
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,5,stable_top1,65680,0.374920084025939,40150.6678975049,0.375734136801305
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,5,changed_former_in_top3,71900,0.374920084025939,42869.5914270774,0.375734136801305
