method,method_label,scenario,period,ssp,normal_assigned_zone,category,pixel_count,pixel_share,area_km2,area_share
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,1,stable_top1,6195,0.139313663758208,4477.9894299374,0.152478761034533
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,1,changed_former_in_top3,6371,0.139313663758208,4560.56405822789,0.152478761034533
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,1,changed_former_rank4_5,5293,0.139313663758208,3747.66871405807,0.152478761034533
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,1,changed_former_below_top5,21752,0.139313663758208,13383.4639726612,0.152478761034533
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,1,novel,4857,0.139313663758208,3198.26907052329,0.152478761034533
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,2,stable_top1,6587,0.0253325692924802,4080.49218432447,0.0285121650455065
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,2,changed_former_in_top3,151640,0.0253325692924802,83185.2163395098,0.0285121650455065
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,2,changed_former_rank4_5,68834,0.0253325692924802,37300.3138909153,0.0285121650455065
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,2,changed_former_below_top5,28145,0.0253325692924802,15550.6598690666,0.0285121650455065
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,2,novel,4815,0.0253325692924802,2997.39473600504,0.0285121650455065
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,3,stable_top1,173868,0.380184770130651,107890.458197525,0.377425814369901
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,3,changed_former_in_top3,158412,0.380184770130651,98096.5042495857,0.377425814369901
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,3,changed_former_rank4_5,53066,0.380184770130651,34444.9842601236,0.377425814369901
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,3,changed_former_below_top5,17757,0.380184770130651,11432.1044870003,0.377425814369901
