method,method_label,scenario,period,ssp,normal_assigned_zone,category,pixel_count,pixel_share,area_km2,area_share
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,stable_top1,6228,0.140055770441666,4502.96849571756,0.153329316191384
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,changed_former_in_top3,6478,0.140055770441666,4639.04303891299,0.153329316191384
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,changed_former_rank4_5,5433,0.140055770441666,3845.20964119,0.153329316191384
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,changed_former_below_top5,21649,0.140055770441666,13294.8242854373,0.153329316191384
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,novel,4680,0.140055770441666,3085.90978415007,0.153329316191384
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,2,stable_top1,6871,0.0264247887670611,4255.56618087806,0.0297354828364554
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,2,changed_former_in_top3,138199,0.0264247887670611,75925.4200930251,0.0297354828364554
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,2,changed_former_rank4_5,87695,0.0264247887670611,47486.3672005196,0.0297354828364554
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,2,changed_former_below_top5,22192,0.0264247887670611,12323.4067371604,0.0297354828364554
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,2,novel,5064,0.0264247887670611,3123.31680823842,0.0297354828364554
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,stable_top1,165098,0.361008035860712,102986.325386166,0.360270021809295
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,changed_former_in_top3,157895,0.361008035860712,98088.3482167912,0.360270021809295
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,changed_former_rank4_5,54033,0.361008035860712,34749.8198536436,0.360270021809295
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,changed_former_below_top5,22090,0.361008035860712,13735.1611053393,0.360270021809295
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,novel,58209,0.361008035860712,36299.0601569897,0.360270021809295
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,4,stable_top1,988,0.00959344383271675,571.607768441723,0.00954815801410203
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,4,changed_former_in_top3,18904,0.00959344383271675,10718.4481961012,0.00954815801410203
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,4,changed_former_rank4_5,30837,0.00959344383271675,17432.4484756863,0.00954815801410203
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,4,changed_former_below_top5,44076,0.00959344383271675,26163.0325574274,0.00954815801410203
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,4,novel,8182,0.00959344383271675,4980.22638806596,0.00954815801410203
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,stable_top1,35116,0.200452096081834,21255.8890463458,0.198914826103537
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,changed_former_in_top3,70267,0.200452096081834,41823.7043318097,0.198914826103537
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,changed_former_rank4_5,35137,0.200452096081834,21873.6599220241,0.198914826103537
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,changed_former_below_top5,18437,0.200452096081834,12152.0699313746,0.198914826103537
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,novel,16227,0.200452096081834,9753.92634133531,0.198914826103537
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,6,stable_top1,17,0.000159878116447696,10.3335488753266,0.000169604964464776
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,6,changed_former_in_top3,17305,0.000159878116447696,9742.37839900842,0.000169604964464776
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,6,changed_former_rank4_5,34733,0.000159878116447696,19636.6186776721,0.000169604964464776
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,6,changed_former_below_top5,35672,0.000159878116447696,20545.3894902174,0.000169604964464776
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,6,novel,18604,0.000159878116447696,10992.440288619,0.000169604964464776
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,7,stable_top1,60692,0.238107755018773,39542.4585729077,0.236519344216875
