method,zone,original_pixels,predicted_pixels,predicted_to_original,TP,TN,FP,FN,accuracy,balanced_accuracy,recall,specificity,precision,f1,tss
multiclass_rf,48,1612,15598,9.67617866004963,1608,12358718,13990,4,0.998869109575314,0.998193947974653,0.997518610421836,0.998869285527469,0.103090139761508,0.186868099941894,0.996387895949305
multiclass_rf,49,157503,186980,1.18715199075573,73988,12103825,112992,83515,0.98411977385424,0.730253620674777,0.469756131629239,0.990751109720314,0.395700074874318,0.429559658967206,0.460507241349553
multiclass_rf,50,2266,21377,9.43380406001765,2239,12352916,19138,27,0.998451228027075,0.993268928751539,0.988084730803177,0.9984531266999,0.104738737895869,0.189400668273908,0.986537857503077
multiclass_rf,52,23336,51378,2.20166266712376,21402,12321008,29976,1934,0.997421272441637,0.95734837209106,0.917123757284882,0.997572986897238,0.416559616956674,0.572904676499719,0.91469674418212
multiclass_rf,53,63702,123938,1.94559040532479,54214,12240894,69724,9488,0.99359867855365,0.922696376541108,0.851056481743117,0.994336271339099,0.437428391615162,0.577851204434023,0.845392753082216
multiclass_rf,54,11371,27023,2.37648403834315,11220,12347146,15803,151,0.99871071703334,0.992721175079534,0.986720605047929,0.998721745111138,0.415201865077897,0.584466322862947,0.985442350159067
multiclass_rf,55,6380,33521,5.25407523510972,6214,12340633,27307,166,0.997779837599157,0.985886652674951,0.973981191222571,0.997792114127332,0.185376331255034,0.311470890453873,0.971773305349903
optimized_mf,1,15263,48801,3.19733997248247,11015,12340777,37786,4248,0.996608472637909,0.85931367209455,0.721679879447029,0.996947464742071,0.225712587856806,0.343874875124875,0.718627344189099
optimized_mf,2,284043,274175,0.965258781240868,187759,12023367,86416,96284,0.985258789335916,0.826943553173393,0.66102315494485,0.992863951401937,0.68481444332999,0.672708511728393,0.653887106346787
optimized_mf,3,552373,437065,0.791249753336966,261191,11665579,175874,291182,0.96231543027956,0.729000091508156,0.472852583308742,0.98514759970757,0.597602187317676,0.527958295517253,0.458000183016312
optimized_mf,4,91405,85939,0.94020020786609,34246,12250728,51693,57159,0.99121723993866,0.685230180862182,0.374662217602976,0.995798144121389,0.398491953594992,0.386209852038975,0.370460361724364
optimized_mf,5,190463,150579,0.790594498669033,58665,12111449,91914,131798,0.981949722385969,0.650240360822431,0.308012579871156,0.992468141773706,0.389596158826928,0.344033872660845,0.300480721644862
optimized_mf,6,90294,102235,1.13224577491306,45964,12247261,56271,44330,0.99188297463592,0.752237327764525,0.509048220258268,0.995426435270782,0.449591627133565,0.477476120480551,0.50447465552905
