method,original_zone,assigned_zone,pixels,original_pixels,percent_of_original
optimized_mf,4,20,207,91405,0.226464635413818
optimized_mf,4,23,206,91405,0.225370603358678
optimized_mf,4,21,205,91405,0.224276571303539
optimized_mf,4,48,147,91405,0.160822712105465
optimized_mf,4,33,108,91405,0.118155461955035
optimized_mf,4,30,105,91405,0.114873365789618
optimized_mf,4,39,76,91405,0.0831464361905804
optimized_mf,4,50,34,91405,0.0371970898747333
optimized_mf,4,32,32,91405,0.0350090257644549
optimized_mf,4,18,30,91405,0.0328209616541765
optimized_mf,4,19,13,91405,0.0142224167168098
optimized_mf,4,31,13,91405,0.0142224167168098
optimized_mf,4,35,13,91405,0.0142224167168098
optimized_mf,4,44,10,91405,0.0109403205513922
optimized_mf,4,41,9,91405,0.00984628849625294
optimized_mf,4,26,8,91405,0.00875225644111373
optimized_mf,4,38,8,91405,0.00875225644111373
optimized_mf,4,45,8,91405,0.00875225644111373
optimized_mf,4,10,7,91405,0.00765822438597451
optimized_mf,4,24,7,91405,0.00765822438597451
optimized_mf,4,40,7,91405,0.00765822438597451
optimized_mf,4,47,7,91405,0.00765822438597451
optimized_mf,4,54,7,91405,0.00765822438597451
optimized_mf,4,49,5,91405,0.00547016027569608
optimized_mf,4,52,5,91405,0.00547016027569608
optimized_mf,4,34,4,91405,0.00437612822055686
optimized_mf,4,36,4,91405,0.00437612822055686
optimized_mf,4,42,4,91405,0.00437612822055686
optimized_mf,4,43,4,91405,0.00437612822055686
optimized_mf,4,46,4,91405,0.00437612822055686
optimized_mf,4,37,3,91405,0.00328209616541765
optimized_mf,4,53,3,91405,0.00328209616541765
optimized_mf,4,28,2,91405,0.00218806411027843
optimized_mf,4,29,2,91405,0.00218806411027843
optimized_mf,4,55,1,91405,0.00109403205513922
optimized_mf,5,2,18568,190463,9.74887510960134
optimized_mf,5,3,18176,190463,9.54306085696435
optimized_mf,5,12,14711,190463,7.72380987383376
optimized_mf,5,11,13619,190463,7.15047017005928
optimized_mf,5,13,6973,190463,3.66107852968818
optimized_mf,5,6,5710,190463,2.99795760856439
optimized_mf,5,7,5650,190463,2.96645542703832
optimized_mf,5,4,4268,190463,2.24085517922116
optimized_mf,5,10,4238,190463,2.22510408845813
optimized_mf,5,14,3372,190463,1.77042260176517
optimized_mf,5,16,3014,190463,1.58245958532628
optimized_mf,5,39,2889,190463,1.5168300404803
optimized_mf,5,27,2696,190463,1.41549802323811
optimized_mf,5,1,2577,190463,1.35301869654474
optimized_mf,5,36,2555,190463,1.34146789665184
optimized_mf,5,46,2473,190463,1.29841491523288
optimized_mf,5,47,2320,190463,1.2180843523414
optimized_mf,5,15,1874,190463,0.983918136330941
optimized_mf,5,41,1848,190463,0.970267191002977
optimized_mf,5,33,1631,190463,0.856334301150355
optimized_mf,5,26,1392,190463,0.73085061140484
optimized_mf,5,25,1254,190463,0.658395593894877
optimized_mf,5,44,1170,190463,0.614292539758378
optimized_mf,5,24,1127,190463,0.591715976331361
optimized_mf,5,20,1031,190463,0.541312485889648
optimized_mf,5,21,908,190463,0.476733013761203
optimized_mf,5,49,709,190463,0.372250778366402
optimized_mf,5,9,658,190463,0.345473924069242
optimized_mf,5,18,571,190463,0.299795760856439
optimized_mf,5,40,550,190463,0.288769997322315
optimized_mf,5,22,534,190463,0.280369415582029
optimized_mf,5,17,508,190463,0.266718470254065
optimized_mf,5,28,495,190463,0.259892997590083
optimized_mf,5,34,282,190463,0.148060253172532
optimized_mf,5,35,214,190463,0.112357780776319
optimized_mf,5,45,190,190463,0.0997569081658905
optimized_mf,5,32,182,190463,0.0955566172957477
optimized_mf,5,30,166,190463,0.0871560355554622
optimized_mf,5,37,162,190463,0.0850558901203908
optimized_mf,5,42,159,190463,0.0834807810440873
optimized_mf,5,23,111,190463,0.0582790358232308
optimized_mf,5,31,90,190463,0.047253272289106
optimized_mf,5,29,74,190463,0.0388526905488205
optimized_mf,5,50,35,190463,0.0183762725568746
optimized_mf,5,38,15,190463,0.00787554538151767
optimized_mf,5,43,11,190463,0.00577539994644629
optimized_mf,5,48,10,190463,0.00525036358767845
optimized_mf,5,55,8,190463,0.00420029087014276
optimized_mf,5,52,7,190463,0.00367525451137491
optimized_mf,5,54,5,190463,0.00262518179383922
optimized_mf,5,19,4,190463,0.00210014543507138
optimized_mf,5,53,4,190463,0.00210014543507138
optimized_mf,6,2,13455,90294,14.9013223469998
optimized_mf,6,12,6941,90294,7.68711099297849
optimized_mf,6,3,3769,90294,4.17414224643941
optimized_mf,6,11,3468,90294,3.84078676324008
optimized_mf,6,4,2873,90294,3.18182824993909
optimized_mf,6,27,2816,90294,3.11870113185815
optimized_mf,6,5,2064,90294,2.28586617050967
optimized_mf,6,21,1962,90294,2.17290185394378
optimized_mf,6,15,1604,90294,1.77641925266352
optimized_mf,6,24,1136,90294,1.25811238842005
optimized_mf,6,25,847,90294,0.93804682481671
optimized_mf,6,9,574,90294,0.635701154008018
optimized_mf,6,23,335,90294,0.371010255387955
optimized_mf,6,1,248,90294,0.274658338317053
optimized_mf,6,47,224,90294,0.24807849912508
optimized_mf,6,7,196,90294,0.217068686734445
optimized_mf,6,13,196,90294,0.217068686734445
optimized_mf,6,37,181,90294,0.200456287239462
optimized_mf,6,33,144,90294,0.159479035151837
optimized_mf,6,22,142,90294,0.157264048552506
optimized_mf,6,42,113,90294,0.125146742862206
optimized_mf,6,10,109,90294,0.120716769663544
optimized_mf,6,31,103,90294,0.11407180986555
optimized_mf,6,18,102,90294,0.112964316565885
optimized_mf,6,49,100,90294,0.110749329966554
optimized_mf,6,43,72,90294,0.0797395175759187
optimized_mf,6,29,64,90294,0.0708795711785944
optimized_mf,6,14,59,90294,0.0653421046802667
optimized_mf,6,28,48,90294,0.0531596783839458
optimized_mf,6,19,37,90294,0.0409772520876249
optimized_mf,6,30,35,90294,0.0387622654882938
optimized_mf,6,45,28,90294,0.031009812390635
optimized_mf,6,36,27,90294,0.0299023190909695
optimized_mf,6,52,21,90294,0.0232573592929763
optimized_mf,6,55,19,90294,0.0210423726936452
optimized_mf,6,17,16,90294,0.0177198927946486
optimized_mf,6,48,16,90294,0.0177198927946486
optimized_mf,6,26,15,90294,0.0166123994949831
optimized_mf,6,38,15,90294,0.0166123994949831
optimized_mf,6,44,15,90294,0.0166123994949831
optimized_mf,6,40,14,90294,0.0155049061953175
optimized_mf,6,41,14,90294,0.0155049061953175
optimized_mf,6,46,14,90294,0.0155049061953175
optimized_mf,6,50,14,90294,0.0155049061953175
optimized_mf,6,53,14,90294,0.0155049061953175
optimized_mf,6,16,13,90294,0.014397412895652
optimized_mf,6,35,13,90294,0.014397412895652
optimized_mf,6,34,12,90294,0.0132899195959864
optimized_mf,6,54,12,90294,0.0132899195959864
optimized_mf,6,39,11,90294,0.0121824262963209
optimized_mf,6,20,7,90294,0.00775245309765876
optimized_mf,6,32,3,90294,0.00332247989899661
optimized_mf,7,3,23239,220966,10.517002615787
optimized_mf,7,41,22713,220966,10.2789569436022
optimized_mf,7,33,12201,220966,5.52166396640207
optimized_mf,7,13,8460,220966,3.82864332069187
optimized_mf,7,36,6927,220966,3.13487142818352
optimized_mf,7,11,6659,220966,3.0135858005304
optimized_mf,7,12,6612,220966,2.99231555985989
optimized_mf,7,27,5720,220966,2.58863354543233
optimized_mf,7,25,5128,220966,2.32071902464633
optimized_mf,7,14,4779,220966,2.16277617370998
optimized_mf,7,9,4102,220966,1.85639419639221
optimized_mf,7,2,3474,220966,1.57218757636922
optimized_mf,7,15,3236,220966,1.46447869808025
optimized_mf,7,28,3156,220966,1.42827403310917
optimized_mf,7,24,2819,220966,1.27576188191849
optimized_mf,7,4,2301,220966,1.04133667623073
optimized_mf,7,5,2297,220966,1.03952644298218
optimized_mf,7,23,1954,220966,0.884298941918666
optimized_mf,7,39,1568,220966,0.709611433433198
optimized_mf,7,6,1223,220966,0.553478815745409
optimized_mf,7,32,1109,220966,0.501887168161618
optimized_mf,7,18,1044,220966,0.472470877872614
optimized_mf,7,1,1003,220966,0.453915987074935
optimized_mf,7,10,963,220966,0.435813654589394
optimized_mf,7,37,958,220966,0.433550863028701
optimized_mf,7,44,906,220966,0.410017830797498
optimized_mf,7,40,772,220966,0.349375016970937
optimized_mf,7,47,738,220966,0.333988034358227
optimized_mf,7,26,712,220966,0.322221518242626
optimized_mf,7,42,683,220966,0.309097327190609
optimized_mf,7,49,621,220966,0.28103871183802
optimized_mf,7,19,613,220966,0.277418245340912
optimized_mf,7,21,514,220966,0.232614972439199
optimized_mf,7,35,429,220966,0.194147515907425
optimized_mf,7,34,373,220966,0.168804250427668
optimized_mf,7,46,265,220966,0.119927952716708
optimized_mf,7,29,217,220966,0.0982051537340586
optimized_mf,7,31,212,220966,0.095942362173366
optimized_mf,7,16,202,220966,0.0914167790519808
optimized_mf,7,30,159,220966,0.0719567716300245
optimized_mf,7,45,79,220966,0.035752106658943
optimized_mf,7,50,66,220966,0.0298688486011423
optimized_mf,7,55,19,220966,0.00859860793063186
optimized_mf,7,22,17,220966,0.00769349130635482
optimized_mf,7,43,13,220966,0.00588325805780075
optimized_mf,7,20,12,220966,0.00543069974566223
optimized_mf,7,38,10,220966,0.00452558312138519
optimized_mf,7,52,6,220966,0.00271534987283111
optimized_mf,7,17,3,220966,0.00135767493641556
optimized_mf,7,48,2,220966,0.000905116624277038
optimized_mf,7,53,1,220966,0.000452558312138519
optimized_mf,7,54,1,220966,0.000452558312138519
optimized_mf,9,3,4439,30500,14.5540983606557
optimized_mf,9,2,470,30500,1.54098360655738
optimized_mf,9,12,365,30500,1.19672131147541
optimized_mf,9,11,285,30500,0.934426229508197
optimized_mf,9,7,100,30500,0.327868852459016
optimized_mf,9,5,89,30500,0.291803278688525
optimized_mf,9,14,48,30500,0.157377049180328
optimized_mf,9,27,27,30500,0.0885245901639344
optimized_mf,9,1,12,30500,0.039344262295082
optimized_mf,9,4,8,30500,0.0262295081967213
optimized_mf,9,10,8,30500,0.0262295081967213
optimized_mf,9,48,4,30500,0.0131147540983607
optimized_mf,9,6,3,30500,0.00983606557377049
optimized_mf,9,31,3,30500,0.00983606557377049
optimized_mf,9,35,3,30500,0.00983606557377049
optimized_mf,9,36,3,30500,0.00983606557377049
optimized_mf,9,54,3,30500,0.00983606557377049
optimized_mf,9,15,2,30500,0.00655737704918033
optimized_mf,9,18,2,30500,0.00655737704918033
optimized_mf,9,19,2,30500,0.00655737704918033
optimized_mf,9,26,2,30500,0.00655737704918033
optimized_mf,9,28,2,30500,0.00655737704918033
optimized_mf,9,38,2,30500,0.00655737704918033
optimized_mf,9,41,2,30500,0.00655737704918033
optimized_mf,9,44,2,30500,0.00655737704918033
optimized_mf,9,45,2,30500,0.00655737704918033
optimized_mf,9,52,2,30500,0.00655737704918033
optimized_mf,9,53,2,30500,0.00655737704918033
optimized_mf,9,13,1,30500,0.00327868852459016
optimized_mf,9,16,1,30500,0.00327868852459016
optimized_mf,9,24,1,30500,0.00327868852459016
optimized_mf,9,32,1,30500,0.00327868852459016
optimized_mf,9,37,1,30500,0.00327868852459016
optimized_mf,9,42,1,30500,0.00327868852459016
optimized_mf,9,43,1,30500,0.00327868852459016
optimized_mf,9,50,1,30500,0.00327868852459016
optimized_mf,10,46,27073,146264,18.5096811245419
optimized_mf,10,39,15178,146264,10.377126292184
optimized_mf,10,49,7794,146264,5.32872066947438
optimized_mf,10,18,6802,146264,4.65049499535087
optimized_mf,10,34,4169,146264,2.85032543893234
optimized_mf,10,16,2171,146264,1.48430235738117
optimized_mf,10,36,2054,146264,1.40431001476782
optimized_mf,10,20,1869,146264,1.27782639610567
optimized_mf,10,1,1863,146264,1.2737242246896
optimized_mf,10,47,913,146264,0.624213750478587
optimized_mf,10,28,829,146264,0.566783350653613
optimized_mf,10,45,785,146264,0.536700760269102
optimized_mf,10,3,781,146264,0.533965979325056
optimized_mf,10,30,582,146264,0.397910627358749
optimized_mf,10,5,481,146264,0.328857408521577
optimized_mf,10,40,408,146264,0.278947656292731
optimized_mf,10,43,297,146264,0.203057485095444
optimized_mf,10,9,223,146264,0.152464037630586
optimized_mf,10,50,150,146264,0.102554285401739
optimized_mf,10,26,141,146264,0.096401028277635
optimized_mf,10,44,104,146264,0.0711043045452059
optimized_mf,10,33,94,146264,0.06426735218509
optimized_mf,10,7,78,146264,0.0533282284089045
optimized_mf,10,41,52,146264,0.035552152272603
optimized_mf,10,13,44,146264,0.0300825903845102
optimized_mf,10,21,43,146264,0.0293988951484986
optimized_mf,10,52,34,146264,0.0232456380243942
optimized_mf,10,12,31,146264,0.0211945523163595
optimized_mf,10,14,31,146264,0.0211945523163595
optimized_mf,10,53,30,146264,0.0205108570803479
optimized_mf,10,37,29,146264,0.0198271618443363
optimized_mf,10,23,21,146264,0.0143575999562435
optimized_mf,10,15,19,146264,0.0129902094842203
optimized_mf,10,29,18,146264,0.0123065142482087
optimized_mf,10,24,17,146264,0.0116228190121971
optimized_mf,10,38,16,146264,0.0109391237761855
optimized_mf,10,48,16,146264,0.0109391237761855
optimized_mf,10,55,16,146264,0.0109391237761855
optimized_mf,10,54,14,146264,0.00957173330416234
optimized_mf,10,4,13,146264,0.00888803806815074
optimized_mf,10,11,11,146264,0.00752064759612755
optimized_mf,10,31,11,146264,0.00752064759612755
optimized_mf,10,6,10,146264,0.00683695236011596
optimized_mf,10,22,10,146264,0.00683695236011596
optimized_mf,10,27,10,146264,0.00683695236011596
optimized_mf,10,2,9,146264,0.00615325712410436
optimized_mf,10,17,8,146264,0.00546956188809276
optimized_mf,10,25,8,146264,0.00546956188809276
optimized_mf,10,42,8,146264,0.00546956188809276
optimized_mf,10,35,7,146264,0.00478586665208117
optimized_mf,10,19,5,146264,0.00341847618005798
optimized_mf,10,32,3,146264,0.00205108570803479
optimized_mf,11,13,13890,147057,9.44531712193231
optimized_mf,11,12,7262,147057,4.9382212339433
optimized_mf,11,5,6765,147057,4.60025704318734
optimized_mf,11,14,5144,147057,3.49796337474585
optimized_mf,11,27,4878,147057,3.31708113180603
optimized_mf,11,4,4372,147057,2.97299686516113
optimized_mf,11,33,4320,147057,2.93763642669169
optimized_mf,11,7,4088,147057,2.77987447044343
optimized_mf,11,3,2677,147057,1.8203825727439
optimized_mf,11,2,2454,147057,1.66874069238459
optimized_mf,11,6,2251,147057,1.53069898066736
optimized_mf,11,25,1642,147057,1.11657384551568
optimized_mf,11,15,904,147057,0.614727622622521
optimized_mf,11,16,590,147057,0.401204974941689
optimized_mf,11,41,430,147057,0.29240362580496
optimized_mf,11,24,412,147057,0.280163474027078
optimized_mf,11,20,360,147057,0.244803035557641
optimized_mf,11,31,89,147057,0.0605207504573057
optimized_mf,11,46,84,147057,0.0571207082967829
optimized_mf,11,42,83,147057,0.0564406998646783
optimized_mf,11,18,55,147057,0.0374004637657507
optimized_mf,11,10,43,147057,0.029240362580496
optimized_mf,11,34,37,147057,0.0251603119878687
optimized_mf,11,1,36,147057,0.0244803035557641
optimized_mf,11,22,36,147057,0.0244803035557641
optimized_mf,11,32,36,147057,0.0244803035557641
optimized_mf,11,28,28,147057,0.0190402360989276
optimized_mf,11,17,24,147057,0.0163202023705094
optimized_mf,11,9,14,147057,0.00952011804946381
optimized_mf,11,36,12,147057,0.0081601011852547
optimized_mf,11,23,11,147057,0.00748009275315014
optimized_mf,11,38,8,147057,0.00544006745683647
optimized_mf,11,49,8,147057,0.00544006745683647
optimized_mf,11,45,6,147057,0.00408005059262735
optimized_mf,11,19,5,147057,0.00340004216052279
optimized_mf,11,21,5,147057,0.00340004216052279
optimized_mf,11,39,5,147057,0.00340004216052279
optimized_mf,11,40,5,147057,0.00340004216052279
optimized_mf,11,43,5,147057,0.00340004216052279
optimized_mf,11,52,5,147057,0.00340004216052279
optimized_mf,11,37,4,147057,0.00272003372841823
optimized_mf,11,47,4,147057,0.00272003372841823
optimized_mf,11,50,4,147057,0.00272003372841823
optimized_mf,11,54,4,147057,0.00272003372841823
optimized_mf,11,26,3,147057,0.00204002529631367
optimized_mf,11,29,3,147057,0.00204002529631367
optimized_mf,11,44,3,147057,0.00204002529631367
optimized_mf,11,53,3,147057,0.00204002529631367
optimized_mf,11,55,3,147057,0.00204002529631367
optimized_mf,11,35,2,147057,0.00136001686420912
optimized_mf,11,48,2,147057,0.00136001686420912
optimized_mf,12,3,30240,374213,8.08095923979124
optimized_mf,12,13,25460,374213,6.803611846729
optimized_mf,12,11,14725,374213,3.93492476210073
optimized_mf,12,27,12179,374213,3.25456357742783
optimized_mf,12,7,11098,374213,2.96569066280434
optimized_mf,12,5,10109,374213,2.70140267708498
optimized_mf,12,14,8910,374213,2.38099691886706
optimized_mf,12,4,7645,374213,2.04295414643532
optimized_mf,12,33,7510,374213,2.00687843554339
optimized_mf,12,6,6865,374213,1.83451670572642
optimized_mf,12,15,6271,374213,1.67578357780195
optimized_mf,12,9,5234,374213,1.39866867265434
optimized_mf,12,24,4465,374213,1.19317073431441
optimized_mf,12,41,3156,374213,0.843369952406784
optimized_mf,12,25,2638,374213,0.704946113577027
optimized_mf,12,22,788,374213,0.210575260613608
optimized_mf,12,2,711,374213,0.189998744030806
optimized_mf,12,23,658,374213,0.175835687162124
optimized_mf,12,19,265,374213,0.0708152843434087
optimized_mf,12,1,243,374213,0.0649362796054653
optimized_mf,12,29,83,374213,0.0221798815113318
optimized_mf,12,26,61,374213,0.0163008767733884
optimized_mf,12,32,41,374213,0.0109563270116217
optimized_mf,12,34,26,374213,0.0069479146902967
optimized_mf,12,45,25,374213,0.00668068720220837
optimized_mf,12,46,18,374213,0.00481009478559003
optimized_mf,12,18,15,374213,0.00400841232132502
optimized_mf,12,10,13,374213,0.00347395734514835
optimized_mf,12,55,12,374213,0.00320672985706002
optimized_mf,12,21,10,374213,0.00267227488088335
optimized_mf,12,37,9,374213,0.00240504739279501
optimized_mf,12,28,8,374213,0.00213781990470668
optimized_mf,12,35,8,374213,0.00213781990470668
optimized_mf,12,42,8,374213,0.00213781990470668
optimized_mf,12,49,8,374213,0.00213781990470668
optimized_mf,12,53,8,374213,0.00213781990470668
optimized_mf,12,54,8,374213,0.00213781990470668
optimized_mf,12,17,7,374213,0.00187059241661834
optimized_mf,12,50,7,374213,0.00187059241661834
optimized_mf,12,52,7,374213,0.00187059241661834
optimized_mf,12,16,6,374213,0.00160336492853001
optimized_mf,12,36,6,374213,0.00160336492853001
optimized_mf,12,38,6,374213,0.00160336492853001
optimized_mf,12,48,6,374213,0.00160336492853001
optimized_mf,12,40,5,374213,0.00133613744044167
optimized_mf,12,30,4,374213,0.00106890995235334
optimized_mf,12,39,4,374213,0.00106890995235334
optimized_mf,12,44,4,374213,0.00106890995235334
optimized_mf,12,47,4,374213,0.00106890995235334
optimized_mf,12,20,3,374213,0.000801682464265004
optimized_mf,12,31,3,374213,0.000801682464265004
optimized_mf,12,43,3,374213,0.000801682464265004
optimized_mf,13,25,47310,618971,7.64333062453653
optimized_mf,13,33,36644,618971,5.92014811679384
optimized_mf,13,12,32775,618971,5.29507844470904
optimized_mf,13,11,32009,618971,5.17132466626062
optimized_mf,13,14,21607,618971,3.49079359129911
optimized_mf,13,15,16012,618971,2.58687402156159
optimized_mf,13,7,13767,618971,2.22417528446405
optimized_mf,13,5,9517,618971,1.53755184007005
optimized_mf,13,4,8971,618971,1.44934092227261
optimized_mf,13,16,8807,618971,1.42284533524188
optimized_mf,13,24,8631,618971,1.39441104672109
optimized_mf,13,18,6189,618971,0.999885293495172
optimized_mf,13,31,5082,618971,0.821040081037722
optimized_mf,13,1,4426,618971,0.715057732914789
optimized_mf,13,32,4139,618971,0.668690455611006
optimized_mf,13,27,2088,618971,0.337334059269336
optimized_mf,13,35,1458,618971,0.235552231041519
optimized_mf,13,20,1431,618971,0.231190152688898
optimized_mf,13,2,1349,618971,0.217942359173532
optimized_mf,13,42,1097,618971,0.177229627882405
optimized_mf,13,22,1021,618971,0.164951185112065
optimized_mf,13,41,958,618971,0.154773002289283
optimized_mf,13,3,874,618971,0.141202091858908
optimized_mf,13,19,277,618971,0.0447516927287385
optimized_mf,13,6,201,618971,0.0324732499583987
optimized_mf,13,28,138,618971,0.022295067135617
optimized_mf,13,37,115,618971,0.0185792226130142
optimized_mf,13,50,53,618971,0.00856259824773697
optimized_mf,13,29,44,618971,0.00710857213019673
optimized_mf,13,10,22,618971,0.00355428606509837
optimized_mf,13,23,17,618971,0.00274649377757601
optimized_mf,13,52,16,618971,0.00258493532007154
optimized_mf,13,17,14,618971,0.0022618184050626
optimized_mf,13,9,13,618971,0.00210025994755812
optimized_mf,13,26,13,618971,0.00210025994755812
optimized_mf,13,53,13,618971,0.00210025994755812
optimized_mf,13,55,12,618971,0.00193870149005365
optimized_mf,13,43,10,618971,0.00161558457504471
optimized_mf,13,34,9,618971,0.00145402611754024
optimized_mf,13,48,9,618971,0.00145402611754024
optimized_mf,13,30,8,618971,0.00129246766003577
optimized_mf,13,38,8,618971,0.00129246766003577
optimized_mf,13,39,8,618971,0.00129246766003577
optimized_mf,13,44,8,618971,0.00129246766003577
optimized_mf,13,45,8,618971,0.00129246766003577
optimized_mf,13,36,7,618971,0.0011309092025313
optimized_mf,13,40,7,618971,0.0011309092025313
optimized_mf,13,49,7,618971,0.0011309092025313
optimized_mf,13,54,7,618971,0.0011309092025313
optimized_mf,13,21,6,618971,0.000969350745026827
optimized_mf,13,46,6,618971,0.000969350745026827
optimized_mf,13,47,6,618971,0.000969350745026827
optimized_mf,14,13,1495,32665,4.5767641206184
optimized_mf,14,11,1015,32665,3.10730139292821
optimized_mf,14,12,789,32665,2.41542935864075
optimized_mf,14,15,782,32665,2.39399969386193
optimized_mf,14,27,717,32665,2.19500994948722
optimized_mf,14,24,616,32665,1.88581050053574
optimized_mf,14,23,614,32665,1.87968773917037
optimized_mf,14,19,512,32665,1.5674269095362
optimized_mf,14,7,334,32665,1.02250114801776
optimized_mf,14,4,273,32665,0.835756926373795
optimized_mf,14,33,186,32665,0.569416806979948
optimized_mf,14,5,66,32665,0.202051125057401
optimized_mf,14,3,27,32665,0.0826572784325731
optimized_mf,14,25,26,32665,0.0795958977498852
optimized_mf,14,29,16,32665,0.0489820909230063
optimized_mf,14,2,14,32665,0.0428593295576305
optimized_mf,14,32,11,32665,0.0336751875095668
optimized_mf,14,1,1,32665,0.00306138068268789
optimized_mf,15,13,20194,235591,8.57163473986697
optimized_mf,15,23,16717,235591,7.09577190979282
optimized_mf,15,19,12108,235591,5.13941534269136
optimized_mf,15,12,10148,235591,4.30746505596564
optimized_mf,15,27,10053,235591,4.26714093492536
optimized_mf,15,14,9340,235591,3.96449779490728
optimized_mf,15,24,6692,235591,2.84051597896354
optimized_mf,15,25,6653,235591,2.82396186611543
optimized_mf,15,11,6024,235591,2.55697373838559
optimized_mf,15,32,4408,235591,1.87103921626887
optimized_mf,15,29,4084,235591,1.73351274029993
optimized_mf,15,33,3807,235591,1.61593609263512
optimized_mf,15,38,1974,235591,0.837892788773765
optimized_mf,15,4,1750,235591,0.742812756005111
optimized_mf,15,5,1510,235591,0.64094129232441
optimized_mf,15,6,1319,235591,0.559868585811852
optimized_mf,15,7,1155,235591,0.490256418963373
optimized_mf,15,3,914,235591,0.387960490850669
optimized_mf,15,42,534,235591,0.226664006689559
optimized_mf,15,35,405,235591,0.171908094961183
optimized_mf,15,37,288,235591,0.122245756416841
optimized_mf,15,31,258,235591,0.109511823456753
optimized_mf,15,9,201,235591,0.085317350832587
optimized_mf,15,43,173,235591,0.0734323467365052
optimized_mf,15,20,155,235591,0.0657919869604527
optimized_mf,15,18,150,235591,0.0636696648004381
optimized_mf,15,41,150,235591,0.0636696648004381
optimized_mf,15,1,135,235591,0.0573026983203943
optimized_mf,15,10,124,235591,0.0526335895683621
optimized_mf,15,30,118,235591,0.0500868029763446
optimized_mf,15,49,117,235591,0.0496623385443417
optimized_mf,15,28,110,235591,0.0466910875203212
optimized_mf,15,55,109,235591,0.0462666230883183
optimized_mf,15,36,107,235591,0.0454176942243125
optimized_mf,15,53,101,235591,0.042870907632295
optimized_mf,15,52,100,235591,0.042446443200292
optimized_mf,15,46,97,235591,0.0411730499042833
optimized_mf,15,45,95,235591,0.0403241210402774
optimized_mf,15,16,93,235591,0.0394751921762716
optimized_mf,15,48,92,235591,0.0390507277442687
optimized_mf,15,22,90,235591,0.0382017988802628
optimized_mf,15,26,89,235591,0.0377773344482599
optimized_mf,15,40,89,235591,0.0377773344482599
optimized_mf,15,34,88,235591,0.037352870016257
optimized_mf,15,39,88,235591,0.037352870016257
optimized_mf,15,44,87,235591,0.0369284055842541
optimized_mf,15,50,85,235591,0.0360794767202482
optimized_mf,15,17,82,235591,0.0348060834242395
optimized_mf,15,47,79,235591,0.0335326901282307
optimized_mf,15,2,78,235591,0.0331082256962278
optimized_mf,15,54,77,235591,0.0326837612642249
optimized_mf,15,21,75,235591,0.031834832400219
optimized_mf,16,20,95719,911178,10.5049726837127
optimized_mf,16,18,77050,911178,8.45608651657525
optimized_mf,16,31,63465,911178,6.96515938707914
optimized_mf,16,46,48401,911178,5.31191490575936
optimized_mf,16,45,27928,911178,3.06504327365235
optimized_mf,16,22,26262,911178,2.88220303826475
optimized_mf,16,43,16343,911178,1.79361222505372
optimized_mf,16,10,10841,911178,1.18977850650477
optimized_mf,16,42,7969,911178,0.874582134335991
optimized_mf,16,17,5568,911178,0.611077089218572
optimized_mf,16,13,5062,911178,0.555544580751511
optimized_mf,16,5,4868,911178,0.534253460904456
optimized_mf,16,2,4632,911178,0.508352923358553
optimized_mf,16,1,4379,911178,0.480586669125023
optimized_mf,16,25,3991,911178,0.438004429430913
optimized_mf,16,39,2754,911178,0.302246103395824
optimized_mf,16,36,666,911178,0.0730921949388594
optimized_mf,16,4,648,911178,0.0711167302107821
optimized_mf,16,28,610,911178,0.0669463046737301
optimized_mf,16,32,597,911178,0.0655195801478965
optimized_mf,16,15,490,911178,0.0537765398198815
optimized_mf,16,34,447,911178,0.0490573740805858
optimized_mf,16,19,392,911178,0.0430212318559052
optimized_mf,16,24,373,911178,0.0409360190873792
optimized_mf,16,33,315,911178,0.0345706327413524
optimized_mf,16,23,254,911178,0.0278760022739794
optimized_mf,16,7,217,911178,0.0238153247773761
optimized_mf,16,50,134,911178,0.0147062374201309
optimized_mf,16,11,105,911178,0.0115235442471175
optimized_mf,16,6,99,911178,0.010865056004425
optimized_mf,16,48,94,911178,0.0103163158021814
optimized_mf,16,49,83,911178,0.00910908735724524
optimized_mf,16,40,74,911178,0.0081213549932066
optimized_mf,16,44,52,911178,0.00570689810333437
optimized_mf,16,3,48,911178,0.00526790594153941
optimized_mf,16,47,39,911178,0.00428017357750077
optimized_mf,16,29,35,911178,0.00384118141570582
optimized_mf,16,30,24,911178,0.00263395297076971
optimized_mf,16,37,23,911178,0.00252420493032097
optimized_mf,16,26,18,911178,0.00197546472807728
optimized_mf,16,14,12,911178,0.00131697648538485
optimized_mf,16,38,11,911178,0.00120722844493612
optimized_mf,16,21,10,911178,0.00109748040448738
optimized_mf,16,55,10,911178,0.00109748040448738
optimized_mf,16,52,9,911178,0.00098773236403864
optimized_mf,16,53,9,911178,0.00098773236403864
optimized_mf,16,35,8,911178,0.000877984323589902
optimized_mf,16,9,7,911178,0.000768236283141165
optimized_mf,16,12,7,911178,0.000768236283141165
optimized_mf,16,54,7,911178,0.000768236283141165
optimized_mf,16,27,5,911178,0.000548740202243689
optimized_mf,16,41,5,911178,0.000548740202243689
optimized_mf,17,2,60,1641,3.6563071297989
optimized_mf,17,4,10,1641,0.609384521633151
optimized_mf,17,5,9,1641,0.548446069469835
optimized_mf,17,44,5,1641,0.304692260816575
optimized_mf,17,25,4,1641,0.24375380865326
optimized_mf,17,38,4,1641,0.24375380865326
optimized_mf,17,9,3,1641,0.182815356489945
