ori,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,52,53,54,55
1,13891,95,27,75,19,1,0,2,218,0,0,1,0,0,19,32,99,0,5,31,0,0,0,84,0,0,23,0,0,50,0,17,26,2,0,2,0,79,0,0,0,0,8,297,28,1,0,0,38,0,0,0,0
2,5646,175494,9254,18268,13073,17679,2615,16728,339,3928,2386,1034,348,44,1439,1126,5895,0,515,14,582,2,50,1318,47,1918,332,0,91,150,192,226,835,17,75,158,0,50,14,293,106,1,156,5,98,13,6,3,108,11,472,0,359
3,13083,19714,213254,8708,25560,29781,38656,58139,1905,8761,19309,1619,1873,2301,2,8,1527,0,0,100,2038,30,1297,580,511,21753,12808,100,427,6,54,10505,2496,14,5622,13709,0,1406,267,30486,0,0,464,0,177,2526,0,141,18,0,0,0,0
4,1743,8029,1876,58602,2470,2623,539,430,1,4910,1651,3152,2030,660,65,299,53,5,142,68,345,111,8,254,0,506,0,0,99,0,22,55,31,5,0,0,0,15,0,0,0,0,0,2,0,0,233,0,87,0,0,0,0
5,5119,11735,7260,6208,87695,7565,3528,1724,3625,9473,9248,3524,2977,1971,644,715,593,0,847,746,1565,83,553,1337,1983,2158,743,179,168,0,101,2390,286,258,1628,276,0,2154,1013,2989,224,9,533,1220,1671,986,0,345,62,0,0,0,0
6,469,6560,681,2558,966,68612,288,804,0,1919,2055,142,50,1023,8,0,66,4,0,63,42,248,396,77,0,1610,0,21,14,94,7,40,0,12,0,382,0,0,0,0,76,85,0,6,0,181,0,106,0,0,0,0,0
7,1501,2528,12978,2768,2133,2245,92009,4823,476,6340,7423,3793,7324,2364,107,0,1163,605,99,669,244,920,1449,3393,1306,3661,4637,433,38,340,1814,11173,522,761,3444,2123,26,1619,1000,28002,245,70,554,178,268,620,0,510,103,0,0,0,15
9,2,95,490,22,49,12,61,29528,0,58,95,0,18,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1976,0,538,1,72,0,32,253,72624,0,10,7,0,9,787,0,5160,9,1440,0,0,0,0,1,675,0,824,0,262,28,0,38,7849,0,2483,23,0,23170,225,9,0,346,118,2865,18441,177,0,4831,382,28,20,0,0
11,8,1482,547,3740,5401,2380,1990,58,37,106360,4925,5142,5535,1002,221,64,72,0,411,0,87,11,267,1318,0,2113,32,0,0,57,167,2382,63,0,61,118,0,0,2,669,86,5,0,0,0,27,0,0,0,0,0,0,0
12,599,992,16269,10183,10487,12701,9715,8349,0,15031,242828,12933,7645,6125,0,0,0,45,0,0,2668,618,1348,2644,23,5455,0,160,0,0,137,3184,54,0,52,221,32,0,0,3301,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5911,3116,976,17529,9345,1262,12227,134,11,37536,35395,329246,24604,11989,3840,141,10488,10,1441,0,3551,272,6023,50808,0,1021,247,59,0,2134,6692,33874,0,3924,93,682,28,3,0,1757,1675,116,0,310,15,0,0,0,0,0,0,0,0
14,7,14,0,136,64,1,76,1,0,368,112,57,30784,245,0,0,0,104,0,0,0,248,210,20,0,45,0,2,0,0,106,33,0,11,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,15,132,2882,1333,1970,1305,256,0,6424,6647,12190,10503,136801,0,0,86,6315,7,9,40,9421,4332,6803,8,4663,172,4098,3,86,7470,3435,33,476,0,120,2650,0,0,74,480,113,0,37,0,0,0,0,0,0,9,0,0
16,3106,4092,12,3184,7798,399,66,0,9850,189,0,1904,4,460,403718,4635,118026,256,93020,5,45990,157,327,4333,133,0,255,45,41,58991,437,128,805,0,614,1,0,5993,134,0,9371,22789,80,58119,51144,23,0,78,118,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2261,739,31,228,929,2,55,0,4691,332,0,463,0,0,9541,140,63391,0,1052,0,894,106,139,1303,133,0,477,0,0,1942,301,71,1136,2,620,20,0,5862,0,12,1326,1209,19,5025,8379,9,0,6,116,0,0,0,0
19,24,12,14,32,25,110,129,0,645,0,4,123,7579,13484,2038,9,439,530929,33414,0,6118,34792,12115,1039,4,566,75,5562,0,5480,4957,72,1,711,0,25,22059,10,0,8,4197,417,0,2533,479,0,0,0,0,0,0,0,0
20,305,264,0,324,627,10,97,0,3332,13,0,214,0,0,34443,560,3868,704,227957,0,20269,76,440,1138,0,0,18,1,0,16743,175,0,39,0,0,0,0,448,0,0,42513,1295,3,14064,8707,0,0,6,0,0,0,0,0
21,386,29,49,353,464,1230,327,381,65,0,0,0,0,0,0,0,25,0,0,366619,0,0,0,0,27559,0,4894,0,42138,0,0,0,1049,0,21776,710,0,713,38043,1233,0,0,24650,30,119,11360,7962,15835,1202,2774,23062,444,2637
22,2,30,44,50,113,59,3,0,0,4,13,13,0,0,956,5,147,1,907,0,37728,0,46,252,0,0,0,0,0,367,35,0,0,1,0,0,0,0,0,0,986,45,0,112,6,0,0,0,0,0,0,0,25
23,0,3,0,320,10,180,671,0,0,25,70,361,8109,14833,79,7,1155,15378,356,0,137,197049,28351,2561,45,244,386,16226,0,816,12554,1297,0,16910,0,3,7759,71,11,32,400,132,29,130,0,0,0,25,0,14,1,0,0
24,840,105,120,187,1385,2229,1839,0,0,244,2278,4082,3803,7777,306,0,1982,10235,1390,0,1067,77923,441318,61241,25,1821,153,70461,0,1476,56389,6816,0,59432,0,0,11926,82,0,0,13041,2099,0,997,0,7,0,0,0,0,0,0,0
25,1390,346,0,363,384,296,537,0,0,986,954,6408,80,1046,1476,0,1472,4,1739,0,1525,807,7556,179533,0,47,36,1397,0,3621,8793,1864,0,6319,0,56,31,0,0,0,6676,1083,0,373,3,0,0,0,0,0,0,0,0
26,6,0,34,0,35,1,20,0,153,0,2,0,0,11,0,0,15,0,0,572,0,12,0,0,32038,9,202,0,1640,0,2,6,1007,0,2193,0,0,191,505,112,0,0,230,0,21,189,28,982,50,192,418,0,7
27,0,1476,15015,5421,3944,3629,23550,813,0,15484,5059,1702,12661,26768,0,0,0,1396,0,29,0,3424,3137,1034,607,600017,14677,32,12,0,3230,14250,451,243,1735,54140,2566,94,180,30228,0,0,208,0,0,9607,378,4,0,0,0,0,0
28,599,12,110,0,112,0,100,0,787,1,0,24,3,42,4,0,368,19,27,198,0,18,3,1,1008,294,31369,0,717,3,0,231,461,0,2828,19,0,1479,451,122,0,1,1278,320,432,1392,2,231,611,0,5,0,360
29,0,0,0,0,0,23,52,0,0,0,0,0,85,715,0,0,1,751,23,0,35,4818,6511,862,0,46,0,144994,0,15,1334,373,0,2115,0,0,1250,0,17,0,0,0,0,196,0,1,0,0,0,0,0,0,0
30,252,0,5103,0,3169,477,1157,0,2914,9,0,2,0,0,0,0,61,0,0,53064,0,0,0,0,71560,227,15516,0,194343,0,0,591,2057,0,31439,784,0,10068,47182,5391,0,0,37471,2127,1093,49474,2342,27924,2807,386,4589,1247,1409
