ori,pred,n,method,ori_category,pred_category
40,53,9458,multiclass_rf,grassland_meadow_steppe,cropland
40,54,1760,multiclass_rf,grassland_meadow_steppe,wetland
40,55,5195,multiclass_rf,grassland_meadow_steppe,forest
41,2,21,multiclass_rf,grassland_meadow_steppe,forest
41,3,1372,multiclass_rf,grassland_meadow_steppe,forest
41,5,215,multiclass_rf,grassland_meadow_steppe,grassland_meadow_steppe
41,7,4113,multiclass_rf,grassland_meadow_steppe,scrub
41,11,39,multiclass_rf,grassland_meadow_steppe,grassland_meadow_steppe
41,12,315,multiclass_rf,grassland_meadow_steppe,cropland
41,13,1,multiclass_rf,grassland_meadow_steppe,grassland_meadow_steppe
41,21,242,multiclass_rf,grassland_meadow_steppe,cropland
41,26,239,multiclass_rf,grassland_meadow_steppe,forest
41,27,2074,multiclass_rf,grassland_meadow_steppe,cropland
41,28,1454,multiclass_rf,grassland_meadow_steppe,forest
41,30,658,multiclass_rf,grassland_meadow_steppe,forest
41,33,5372,multiclass_rf,grassland_meadow_steppe,cropland
41,36,1441,multiclass_rf,grassland_meadow_steppe,forest
41,37,4600,multiclass_rf,grassland_meadow_steppe,forest
41,40,87,multiclass_rf,grassland_meadow_steppe,grassland_meadow_steppe
41,41,67579,multiclass_rf,grassland_meadow_steppe,grassland_meadow_steppe
41,44,137,multiclass_rf,grassland_meadow_steppe,scrub
41,47,1196,multiclass_rf,grassland_meadow_steppe,cropland
41,48,5,multiclass_rf,grassland_meadow_steppe,wetland
41,49,51,multiclass_rf,grassland_meadow_steppe,forest
42,6,30,multiclass_rf,desert,wetland
42,13,10,multiclass_rf,desert,grassland_meadow_steppe
42,15,46,multiclass_rf,desert,grassland_meadow_steppe
42,16,350,multiclass_rf,desert,grassland_meadow_steppe
42,18,10,multiclass_rf,desert,scrub
42,19,23,multiclass_rf,desert,no_vegetation
42,20,9423,multiclass_rf,desert,alpine_vegetation
42,22,2097,multiclass_rf,desert,alpine_vegetation
42,24,1242,multiclass_rf,desert,desert
42,25,774,multiclass_rf,desert,desert
42,31,4841,multiclass_rf,desert,grassland_meadow_steppe
42,32,454,multiclass_rf,desert,desert
42,42,133130,multiclass_rf,desert,desert
42,43,2497,multiclass_rf,desert,wetland
42,45,9,multiclass_rf,desert,scrub
43,16,7,multiclass_rf,wetland,grassland_meadow_steppe
43,18,7,multiclass_rf,wetland,scrub
43,20,1,multiclass_rf,wetland,alpine_vegetation
43,25,3,multiclass_rf,wetland,desert
43,42,17,multiclass_rf,wetland,desert
43,43,5642,multiclass_rf,wetland,wetland
43,46,12,multiclass_rf,wetland,scrub
43,48,3,multiclass_rf,wetland,wetland
44,1,2748,multiclass_rf,scrub,cropland
44,2,57,multiclass_rf,scrub,forest
44,3,1127,multiclass_rf,scrub,forest
44,5,2659,multiclass_rf,scrub,grassland_meadow_steppe
44,6,19,multiclass_rf,scrub,wetland
44,7,2218,multiclass_rf,scrub,scrub
44,10,1974,multiclass_rf,scrub,forest
44,16,8,multiclass_rf,scrub,grassland_meadow_steppe
44,18,1211,multiclass_rf,scrub,scrub
44,20,6,multiclass_rf,scrub,alpine_vegetation
44,21,31930,multiclass_rf,scrub,cropland
44,23,12,multiclass_rf,scrub,desert
44,26,26842,multiclass_rf,scrub,forest
44,27,38,multiclass_rf,scrub,cropland
44,28,32914,multiclass_rf,scrub,forest
44,30,44143,multiclass_rf,scrub,forest
44,31,6,multiclass_rf,scrub,grassland_meadow_steppe
44,33,453,multiclass_rf,scrub,cropland
44,34,958,multiclass_rf,scrub,forest
44,36,47108,multiclass_rf,scrub,forest
44,37,62,multiclass_rf,scrub,forest
44,39,5096,multiclass_rf,scrub,forest
44,40,49505,multiclass_rf,scrub,grassland_meadow_steppe
44,41,4379,multiclass_rf,scrub,grassland_meadow_steppe
44,44,168295,multiclass_rf,scrub,scrub
44,45,2735,multiclass_rf,scrub,scrub
44,46,1135,multiclass_rf,scrub,scrub
44,47,47239,multiclass_rf,scrub,cropland
44,48,528,multiclass_rf,scrub,wetland
44,49,26701,multiclass_rf,scrub,forest
44,50,6271,multiclass_rf,scrub,scrub
44,52,5320,multiclass_rf,scrub,forest
44,53,28893,multiclass_rf,scrub,cropland
44,54,10724,multiclass_rf,scrub,wetland
44,55,12187,multiclass_rf,scrub,forest
45,1,85,multiclass_rf,scrub,cropland
45,2,10,multiclass_rf,scrub,forest
45,5,1,multiclass_rf,scrub,grassland_meadow_steppe
45,10,43,multiclass_rf,scrub,forest
45,13,5,multiclass_rf,scrub,grassland_meadow_steppe
45,16,199,multiclass_rf,scrub,grassland_meadow_steppe
45,18,41,multiclass_rf,scrub,scrub
45,20,154,multiclass_rf,scrub,alpine_vegetation
45,24,20,multiclass_rf,scrub,desert
45,25,8,multiclass_rf,scrub,desert
45,28,6,multiclass_rf,scrub,forest
45,29,2,multiclass_rf,scrub,desert
45,30,8,multiclass_rf,scrub,forest
45,31,38,multiclass_rf,scrub,grassland_meadow_steppe
45,32,6,multiclass_rf,scrub,desert
45,33,1,multiclass_rf,scrub,cropland
45,34,37,multiclass_rf,scrub,forest
45,35,1,multiclass_rf,scrub,desert
45,39,199,multiclass_rf,scrub,forest
45,40,2,multiclass_rf,scrub,grassland_meadow_steppe
45,44,1,multiclass_rf,scrub,scrub
45,45,15372,multiclass_rf,scrub,scrub
45,46,124,multiclass_rf,scrub,scrub
45,47,10,multiclass_rf,scrub,cropland
45,49,1,multiclass_rf,scrub,forest
45,50,3,multiclass_rf,scrub,scrub
46,1,679,multiclass_rf,scrub,cropland
46,2,23,multiclass_rf,scrub,forest
46,3,22,multiclass_rf,scrub,forest
46,5,116,multiclass_rf,scrub,grassland_meadow_steppe
46,7,28,multiclass_rf,scrub,scrub
46,10,17989,multiclass_rf,scrub,forest
46,13,55,multiclass_rf,scrub,grassland_meadow_steppe
46,16,2623,multiclass_rf,scrub,grassland_meadow_steppe
46,18,10142,multiclass_rf,scrub,scrub
46,20,1463,multiclass_rf,scrub,alpine_vegetation
46,21,13,multiclass_rf,scrub,cropland
46,22,10,multiclass_rf,scrub,alpine_vegetation
46,25,17,multiclass_rf,scrub,desert
46,26,618,multiclass_rf,scrub,forest
46,28,314,multiclass_rf,scrub,forest
46,30,89,multiclass_rf,scrub,forest
46,31,15,multiclass_rf,scrub,grassland_meadow_steppe
46,33,29,multiclass_rf,scrub,cropland
46,34,2526,multiclass_rf,scrub,forest
46,36,953,multiclass_rf,scrub,forest
46,37,6,multiclass_rf,scrub,forest
46,39,16727,multiclass_rf,scrub,forest
46,40,718,multiclass_rf,scrub,grassland_meadow_steppe
46,43,610,multiclass_rf,scrub,wetland
46,44,178,multiclass_rf,scrub,scrub
46,45,13445,multiclass_rf,scrub,scrub
46,46,65110,multiclass_rf,scrub,scrub
46,47,728,multiclass_rf,scrub,cropland
46,49,845,multiclass_rf,scrub,forest
46,50,182,multiclass_rf,scrub,scrub
46,53,2,multiclass_rf,scrub,cropland
47,1,58,multiclass_rf,cropland,cropland
47,3,533,multiclass_rf,cropland,forest
47,5,3134,multiclass_rf,cropland,grassland_meadow_steppe
47,6,26,multiclass_rf,cropland,wetland
47,7,641,multiclass_rf,cropland,scrub
47,10,3311,multiclass_rf,cropland,forest
47,21,6257,multiclass_rf,cropland,cropland
47,26,3208,multiclass_rf,cropland,forest
47,27,1651,multiclass_rf,cropland,cropland
47,28,17329,multiclass_rf,cropland,forest
47,30,11688,multiclass_rf,cropland,forest
47,33,516,multiclass_rf,cropland,cropland
47,34,253,multiclass_rf,cropland,forest
47,36,5470,multiclass_rf,cropland,forest
47,37,179,multiclass_rf,cropland,forest
47,39,1784,multiclass_rf,cropland,forest
47,40,32593,multiclass_rf,cropland,grassland_meadow_steppe
47,41,1429,multiclass_rf,cropland,grassland_meadow_steppe
47,44,21695,multiclass_rf,cropland,scrub
47,45,408,multiclass_rf,cropland,scrub
47,46,1717,multiclass_rf,cropland,scrub
47,47,220677,multiclass_rf,cropland,cropland
47,48,516,multiclass_rf,cropland,wetland
47,49,10001,multiclass_rf,cropland,forest
47,50,3289,multiclass_rf,cropland,scrub
47,52,4798,multiclass_rf,cropland,forest
47,53,32,multiclass_rf,cropland,cropland
47,55,597,multiclass_rf,cropland,forest
48,27,2,multiclass_rf,wetland,cropland
48,43,1,multiclass_rf,wetland,wetland
48,47,1,multiclass_rf,wetland,cropland
48,48,1608,multiclass_rf,wetland,wetland
49,1,73,multiclass_rf,forest,cropland
49,5,167,multiclass_rf,forest,grassland_meadow_steppe
49,6,152,multiclass_rf,forest,wetland
49,7,56,multiclass_rf,forest,scrub
49,10,7452,multiclass_rf,forest,forest
49,18,5,multiclass_rf,forest,scrub
49,19,1,multiclass_rf,forest,no_vegetation
49,20,4,multiclass_rf,forest,alpine_vegetation
49,21,1739,multiclass_rf,forest,cropland
49,26,16450,multiclass_rf,forest,forest
49,28,2943,multiclass_rf,forest,forest
49,30,10271,multiclass_rf,forest,forest
49,34,4388,multiclass_rf,forest,forest
49,36,7353,multiclass_rf,forest,forest
49,37,9,multiclass_rf,forest,forest
49,39,1774,multiclass_rf,forest,forest
49,40,8082,multiclass_rf,forest,grassland_meadow_steppe
49,41,52,multiclass_rf,forest,grassland_meadow_steppe
49,44,4445,multiclass_rf,forest,scrub
49,45,768,multiclass_rf,forest,scrub
49,46,478,multiclass_rf,forest,scrub
49,47,2631,multiclass_rf,forest,cropland
49,48,286,multiclass_rf,forest,wetland
49,49,73988,multiclass_rf,forest,forest
49,50,494,multiclass_rf,forest,scrub
49,52,10158,multiclass_rf,forest,forest
49,53,2275,multiclass_rf,forest,cropland
49,54,70,multiclass_rf,forest,wetland
49,55,939,multiclass_rf,forest,forest
50,1,1,multiclass_rf,scrub,cropland
50,10,2,multiclass_rf,scrub,forest
50,39,11,multiclass_rf,scrub,forest
50,48,4,multiclass_rf,scrub,wetland
50,50,2239,multiclass_rf,scrub,scrub
50,53,9,multiclass_rf,scrub,cropland
52,10,3,multiclass_rf,forest,forest
52,21,5,multiclass_rf,forest,cropland
52,26,26,multiclass_rf,forest,forest
52,28,6,multiclass_rf,forest,forest
52,40,48,multiclass_rf,forest,grassland_meadow_steppe
52,44,54,multiclass_rf,forest,scrub
52,47,2,multiclass_rf,forest,cropland
52,49,675,multiclass_rf,forest,forest
52,52,21402,multiclass_rf,forest,forest
52,53,338,multiclass_rf,forest,cropland
52,55,777,multiclass_rf,forest,forest
53,21,394,multiclass_rf,cropland,cropland
53,26,351,multiclass_rf,cropland,forest
53,28,92,multiclass_rf,cropland,forest
53,30,171,multiclass_rf,cropland,forest
53,34,251,multiclass_rf,cropland,forest
53,36,20,multiclass_rf,cropland,forest
53,39,10,multiclass_rf,cropland,forest
53,40,266,multiclass_rf,cropland,grassland_meadow_steppe
53,44,428,multiclass_rf,cropland,scrub
53,45,1,multiclass_rf,cropland,scrub
53,46,13,multiclass_rf,cropland,scrub
53,48,388,multiclass_rf,cropland,wetland
53,49,582,multiclass_rf,cropland,forest
53,50,425,multiclass_rf,cropland,scrub
53,52,1797,multiclass_rf,cropland,forest
53,53,54214,multiclass_rf,cropland,cropland
53,54,1558,multiclass_rf,cropland,wetland
53,55,2741,multiclass_rf,cropland,forest
54,21,38,multiclass_rf,wetland,cropland
54,30,5,multiclass_rf,wetland,forest
54,44,3,multiclass_rf,wetland,scrub
54,50,8,multiclass_rf,wetland,scrub
54,52,1,multiclass_rf,wetland,forest
54,53,96,multiclass_rf,wetland,cropland
54,54,11220,multiclass_rf,wetland,wetland
55,28,7,multiclass_rf,forest,forest
55,44,1,multiclass_rf,forest,scrub
55,50,7,multiclass_rf,forest,scrub
55,52,135,multiclass_rf,forest,forest
55,53,16,multiclass_rf,forest,cropland
55,55,6214,multiclass_rf,forest,forest
1,1,11015,optimized_mf,cropland,cropland
1,2,620,optimized_mf,cropland,forest
1,3,299,optimized_mf,cropland,forest
1,4,181,optimized_mf,cropland,wetland
1,5,133,optimized_mf,cropland,grassland_meadow_steppe
1,7,77,optimized_mf,cropland,scrub
1,10,396,optimized_mf,cropland,forest
1,11,2,optimized_mf,cropland,grassland_meadow_steppe
1,12,42,optimized_mf,cropland,cropland
1,13,300,optimized_mf,cropland,grassland_meadow_steppe
1,15,1,optimized_mf,cropland,grassland_meadow_steppe
1,16,50,optimized_mf,cropland,grassland_meadow_steppe
1,17,52,optimized_mf,cropland,alpine_vegetation
1,18,224,optimized_mf,cropland,scrub
1,19,8,optimized_mf,cropland,no_vegetation
1,20,21,optimized_mf,cropland,alpine_vegetation
1,21,137,optimized_mf,cropland,cropland
1,22,1,optimized_mf,cropland,alpine_vegetation
1,23,1,optimized_mf,cropland,desert
1,24,3,optimized_mf,cropland,desert
1,25,190,optimized_mf,cropland,desert
1,26,2,optimized_mf,cropland,forest
1,27,3,optimized_mf,cropland,cropland
1,28,80,optimized_mf,cropland,forest
1,29,3,optimized_mf,cropland,desert
1,30,10,optimized_mf,cropland,forest
1,31,147,optimized_mf,cropland,grassland_meadow_steppe
1,32,18,optimized_mf,cropland,desert
1,33,169,optimized_mf,cropland,cropland
1,34,2,optimized_mf,cropland,forest
1,36,1,optimized_mf,cropland,forest
1,37,8,optimized_mf,cropland,forest
1,38,3,optimized_mf,cropland,desert
1,39,521,optimized_mf,cropland,forest
1,40,2,optimized_mf,cropland,grassland_meadow_steppe
1,42,2,optimized_mf,cropland,desert
1,43,3,optimized_mf,cropland,wetland
1,44,14,optimized_mf,cropland,scrub
1,45,238,optimized_mf,cropland,scrub
1,46,126,optimized_mf,cropland,scrub
1,47,57,optimized_mf,cropland,cropland
1,48,1,optimized_mf,cropland,wetland
1,49,4,optimized_mf,cropland,forest
1,50,86,optimized_mf,cropland,scrub
1,52,3,optimized_mf,cropland,forest
1,53,4,optimized_mf,cropland,cropland
1,54,2,optimized_mf,cropland,wetland
1,55,1,optimized_mf,cropland,forest
2,1,2296,optimized_mf,forest,cropland
2,2,187759,optimized_mf,forest,forest
2,3,22086,optimized_mf,forest,forest
2,4,6943,optimized_mf,forest,wetland
2,5,11988,optimized_mf,forest,grassland_meadow_steppe
2,6,9218,optimized_mf,forest,wetland
2,7,2398,optimized_mf,forest,scrub
2,9,13033,optimized_mf,forest,forest
2,10,593,optimized_mf,forest,forest
2,11,4984,optimized_mf,forest,grassland_meadow_steppe
2,12,2417,optimized_mf,forest,cropland
2,13,4099,optimized_mf,forest,grassland_meadow_steppe
2,14,239,optimized_mf,forest,forest
2,15,6,optimized_mf,forest,grassland_meadow_steppe
2,16,3750,optimized_mf,forest,grassland_meadow_steppe
2,17,373,optimized_mf,forest,alpine_vegetation
2,18,5005,optimized_mf,forest,scrub
2,19,8,optimized_mf,forest,no_vegetation
2,20,429,optimized_mf,forest,alpine_vegetation
2,21,13,optimized_mf,forest,cropland
2,22,95,optimized_mf,forest,alpine_vegetation
2,23,5,optimized_mf,forest,desert
2,24,107,optimized_mf,forest,desert
2,25,1264,optimized_mf,forest,desert
2,26,6,optimized_mf,forest,forest
2,27,1720,optimized_mf,forest,cropland
2,28,450,optimized_mf,forest,forest
2,29,18,optimized_mf,forest,desert
2,30,152,optimized_mf,forest,forest
2,31,364,optimized_mf,forest,grassland_meadow_steppe
2,32,70,optimized_mf,forest,desert
2,33,143,optimized_mf,forest,cropland
2,34,287,optimized_mf,forest,forest
2,35,12,optimized_mf,forest,desert
2,36,64,optimized_mf,forest,forest
2,37,61,optimized_mf,forest,forest
2,38,6,optimized_mf,forest,desert
2,39,50,optimized_mf,forest,forest
2,40,18,optimized_mf,forest,grassland_meadow_steppe
2,41,169,optimized_mf,forest,grassland_meadow_steppe
2,42,18,optimized_mf,forest,desert
2,43,4,optimized_mf,forest,wetland
2,44,119,optimized_mf,forest,scrub
2,45,12,optimized_mf,forest,scrub
2,46,40,optimized_mf,forest,scrub
2,47,8,optimized_mf,forest,cropland
2,48,12,optimized_mf,forest,wetland
2,49,8,optimized_mf,forest,forest
2,50,102,optimized_mf,forest,scrub
2,52,31,optimized_mf,forest,forest
2,53,844,optimized_mf,forest,cropland
2,54,11,optimized_mf,forest,wetland
2,55,136,optimized_mf,forest,forest
3,1,6305,optimized_mf,forest,cropland
3,2,21566,optimized_mf,forest,forest
3,3,261191,optimized_mf,forest,forest
3,4,5365,optimized_mf,forest,wetland
3,5,18005,optimized_mf,forest,grassland_meadow_steppe
3,6,23401,optimized_mf,forest,wetland
3,7,41830,optimized_mf,forest,scrub
3,9,39781,optimized_mf,forest,forest
3,10,2315,optimized_mf,forest,forest
3,11,9115,optimized_mf,forest,grassland_meadow_steppe
3,12,19165,optimized_mf,forest,cropland
3,13,3139,optimized_mf,forest,grassland_meadow_steppe
3,14,1335,optimized_mf,forest,forest
3,15,1828,optimized_mf,forest,grassland_meadow_steppe
3,16,20,optimized_mf,forest,grassland_meadow_steppe
3,17,14,optimized_mf,forest,alpine_vegetation
3,18,1536,optimized_mf,forest,scrub
3,19,28,optimized_mf,forest,no_vegetation
3,20,11,optimized_mf,forest,alpine_vegetation
3,21,130,optimized_mf,forest,cropland
3,22,529,optimized_mf,forest,alpine_vegetation
3,23,131,optimized_mf,forest,desert
3,24,1715,optimized_mf,forest,desert
3,25,307,optimized_mf,forest,desert
3,26,400,optimized_mf,forest,forest
3,27,21828,optimized_mf,forest,cropland
3,28,13557,optimized_mf,forest,forest
3,29,4,optimized_mf,forest,desert
3,30,410,optimized_mf,forest,forest
3,31,19,optimized_mf,forest,grassland_meadow_steppe
3,32,247,optimized_mf,forest,desert
3,33,11448,optimized_mf,forest,cropland
3,34,586,optimized_mf,forest,forest
3,35,20,optimized_mf,forest,desert
3,36,7853,optimized_mf,forest,forest
3,37,10301,optimized_mf,forest,forest
3,38,12,optimized_mf,forest,desert
3,39,1155,optimized_mf,forest,forest
3,40,27,optimized_mf,forest,grassland_meadow_steppe
3,41,22986,optimized_mf,forest,grassland_meadow_steppe
3,42,15,optimized_mf,forest,desert
3,43,22,optimized_mf,forest,wetland
3,44,339,optimized_mf,forest,scrub
3,45,41,optimized_mf,forest,scrub
3,46,458,optimized_mf,forest,scrub
3,47,1815,optimized_mf,forest,cropland
3,48,8,optimized_mf,forest,wetland
3,49,2,optimized_mf,forest,forest
3,50,9,optimized_mf,forest,scrub
3,52,16,optimized_mf,forest,forest
3,53,10,optimized_mf,forest,cropland
3,54,14,optimized_mf,forest,wetland
3,55,9,optimized_mf,forest,forest
4,1,1135,optimized_mf,wetland,cropland
4,2,16812,optimized_mf,wetland,forest
4,3,4489,optimized_mf,wetland,forest
4,4,34246,optimized_mf,wetland,wetland
4,5,3584,optimized_mf,wetland,grassland_meadow_steppe
4,6,2561,optimized_mf,wetland,wetland
4,7,995,optimized_mf,wetland,scrub
4,9,219,optimized_mf,wetland,forest
4,10,7,optimized_mf,wetland,forest
4,11,6851,optimized_mf,wetland,grassland_meadow_steppe
4,12,4442,optimized_mf,wetland,cropland
4,13,7483,optimized_mf,wetland,grassland_meadow_steppe
4,14,2580,optimized_mf,wetland,forest
4,15,1509,optimized_mf,wetland,grassland_meadow_steppe
4,16,1007,optimized_mf,wetland,grassland_meadow_steppe
4,17,284,optimized_mf,wetland,alpine_vegetation
4,18,30,optimized_mf,wetland,scrub
4,19,13,optimized_mf,wetland,no_vegetation
4,20,207,optimized_mf,wetland,alpine_vegetation
4,21,205,optimized_mf,wetland,cropland
4,22,257,optimized_mf,wetland,alpine_vegetation
4,23,206,optimized_mf,wetland,desert
4,24,7,optimized_mf,wetland,desert
4,25,346,optimized_mf,wetland,desert
4,26,8,optimized_mf,wetland,forest
4,27,1297,optimized_mf,wetland,cropland
4,28,2,optimized_mf,wetland,forest
4,29,2,optimized_mf,wetland,desert
4,30,105,optimized_mf,wetland,forest
4,31,13,optimized_mf,wetland,grassland_meadow_steppe
4,32,32,optimized_mf,wetland,desert
4,33,108,optimized_mf,wetland,cropland
4,34,4,optimized_mf,wetland,forest
4,35,13,optimized_mf,wetland,desert
4,36,4,optimized_mf,wetland,forest
4,37,3,optimized_mf,wetland,forest
4,38,8,optimized_mf,wetland,desert
4,39,76,optimized_mf,wetland,forest
4,40,7,optimized_mf,wetland,grassland_meadow_steppe
4,41,9,optimized_mf,wetland,grassland_meadow_steppe
4,42,4,optimized_mf,wetland,desert
4,43,4,optimized_mf,wetland,wetland
4,44,10,optimized_mf,wetland,scrub
4,45,8,optimized_mf,wetland,scrub
4,46,4,optimized_mf,wetland,scrub
4,47,7,optimized_mf,wetland,cropland
4,48,147,optimized_mf,wetland,wetland
4,49,5,optimized_mf,wetland,forest
4,50,34,optimized_mf,wetland,scrub
4,52,5,optimized_mf,wetland,forest
4,53,3,optimized_mf,wetland,cropland
4,54,7,optimized_mf,wetland,wetland
4,55,1,optimized_mf,wetland,forest
5,1,2577,optimized_mf,grassland_meadow_steppe,cropland
5,2,18568,optimized_mf,grassland_meadow_steppe,forest
5,3,18176,optimized_mf,grassland_meadow_steppe,forest
5,4,4268,optimized_mf,grassland_meadow_steppe,wetland
5,5,58665,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,6,5710,optimized_mf,grassland_meadow_steppe,wetland
5,7,5650,optimized_mf,grassland_meadow_steppe,scrub
5,9,658,optimized_mf,grassland_meadow_steppe,forest
5,10,4238,optimized_mf,grassland_meadow_steppe,forest
5,11,13619,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,12,14711,optimized_mf,grassland_meadow_steppe,cropland
5,13,6973,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,14,3372,optimized_mf,grassland_meadow_steppe,forest
5,15,1874,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,16,3014,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,17,508,optimized_mf,grassland_meadow_steppe,alpine_vegetation
5,18,571,optimized_mf,grassland_meadow_steppe,scrub
5,19,4,optimized_mf,grassland_meadow_steppe,no_vegetation
5,20,1031,optimized_mf,grassland_meadow_steppe,alpine_vegetation
5,21,908,optimized_mf,grassland_meadow_steppe,cropland
5,22,534,optimized_mf,grassland_meadow_steppe,alpine_vegetation
5,23,111,optimized_mf,grassland_meadow_steppe,desert
5,24,1127,optimized_mf,grassland_meadow_steppe,desert
5,25,1254,optimized_mf,grassland_meadow_steppe,desert
5,26,1392,optimized_mf,grassland_meadow_steppe,forest
5,27,2696,optimized_mf,grassland_meadow_steppe,cropland
5,28,495,optimized_mf,grassland_meadow_steppe,forest
5,29,74,optimized_mf,grassland_meadow_steppe,desert
5,30,166,optimized_mf,grassland_meadow_steppe,forest
5,31,90,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,32,182,optimized_mf,grassland_meadow_steppe,desert
5,33,1631,optimized_mf,grassland_meadow_steppe,cropland
5,34,282,optimized_mf,grassland_meadow_steppe,forest
5,35,214,optimized_mf,grassland_meadow_steppe,desert
5,36,2555,optimized_mf,grassland_meadow_steppe,forest
5,37,162,optimized_mf,grassland_meadow_steppe,forest
5,38,15,optimized_mf,grassland_meadow_steppe,desert
5,39,2889,optimized_mf,grassland_meadow_steppe,forest
5,40,550,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,41,1848,optimized_mf,grassland_meadow_steppe,grassland_meadow_steppe
5,42,159,optimized_mf,grassland_meadow_steppe,desert
5,43,11,optimized_mf,grassland_meadow_steppe,wetland
5,44,1170,optimized_mf,grassland_meadow_steppe,scrub
5,45,190,optimized_mf,grassland_meadow_steppe,scrub
5,46,2473,optimized_mf,grassland_meadow_steppe,scrub
5,47,2320,optimized_mf,grassland_meadow_steppe,cropland
5,48,10,optimized_mf,grassland_meadow_steppe,wetland
5,49,709,optimized_mf,grassland_meadow_steppe,forest
5,50,35,optimized_mf,grassland_meadow_steppe,scrub
5,52,7,optimized_mf,grassland_meadow_steppe,forest
5,53,4,optimized_mf,grassland_meadow_steppe,cropland
5,54,5,optimized_mf,grassland_meadow_steppe,wetland
5,55,8,optimized_mf,grassland_meadow_steppe,forest
6,1,248,optimized_mf,wetland,cropland
6,2,13455,optimized_mf,wetland,forest
6,3,3769,optimized_mf,wetland,forest
6,4,2873,optimized_mf,wetland,wetland
6,5,2064,optimized_mf,wetland,grassland_meadow_steppe
6,6,45964,optimized_mf,wetland,wetland
6,7,196,optimized_mf,wetland,scrub
6,9,574,optimized_mf,wetland,forest
6,10,109,optimized_mf,wetland,forest
6,11,3468,optimized_mf,wetland,grassland_meadow_steppe
6,12,6941,optimized_mf,wetland,cropland
6,13,196,optimized_mf,wetland,grassland_meadow_steppe
6,14,59,optimized_mf,wetland,forest
6,15,1604,optimized_mf,wetland,grassland_meadow_steppe
6,16,13,optimized_mf,wetland,grassland_meadow_steppe
6,17,16,optimized_mf,wetland,alpine_vegetation
6,18,102,optimized_mf,wetland,scrub
6,19,37,optimized_mf,wetland,no_vegetation
6,20,7,optimized_mf,wetland,alpine_vegetation
6,21,1962,optimized_mf,wetland,cropland
6,22,142,optimized_mf,wetland,alpine_vegetation
6,23,335,optimized_mf,wetland,desert
6,24,1136,optimized_mf,wetland,desert
6,25,847,optimized_mf,wetland,desert
6,26,15,optimized_mf,wetland,forest
6,27,2816,optimized_mf,wetland,cropland
6,28,48,optimized_mf,wetland,forest
6,29,64,optimized_mf,wetland,desert
6,30,35,optimized_mf,wetland,forest
6,31,103,optimized_mf,wetland,grassland_meadow_steppe
6,32,3,optimized_mf,wetland,desert
6,33,144,optimized_mf,wetland,cropland
6,34,12,optimized_mf,wetland,forest
6,35,13,optimized_mf,wetland,desert
6,36,27,optimized_mf,wetland,forest
6,37,181,optimized_mf,wetland,forest
6,38,15,optimized_mf,wetland,desert
6,39,11,optimized_mf,wetland,forest
6,40,14,optimized_mf,wetland,grassland_meadow_steppe
6,41,14,optimized_mf,wetland,grassland_meadow_steppe
6,42,113,optimized_mf,wetland,desert
6,43,72,optimized_mf,wetland,wetland
6,44,15,optimized_mf,wetland,scrub
6,45,28,optimized_mf,wetland,scrub
6,46,14,optimized_mf,wetland,scrub
6,47,224,optimized_mf,wetland,cropland
6,48,16,optimized_mf,wetland,wetland
6,49,100,optimized_mf,wetland,forest
6,50,14,optimized_mf,wetland,scrub
6,52,21,optimized_mf,wetland,forest
6,53,14,optimized_mf,wetland,cropland
6,54,12,optimized_mf,wetland,wetland
6,55,19,optimized_mf,wetland,forest
7,1,1003,optimized_mf,scrub,cropland
7,2,3474,optimized_mf,scrub,forest
7,3,23239,optimized_mf,scrub,forest
7,4,2301,optimized_mf,scrub,wetland
7,5,2297,optimized_mf,scrub,grassland_meadow_steppe
7,6,1223,optimized_mf,scrub,wetland
7,7,79676,optimized_mf,scrub,scrub
7,9,4102,optimized_mf,scrub,forest
7,10,963,optimized_mf,scrub,forest
7,11,6659,optimized_mf,scrub,grassland_meadow_steppe
7,12,6612,optimized_mf,scrub,cropland
7,13,8460,optimized_mf,scrub,grassland_meadow_steppe
7,14,4779,optimized_mf,scrub,forest
7,15,3236,optimized_mf,scrub,grassland_meadow_steppe
7,16,202,optimized_mf,scrub,grassland_meadow_steppe
7,17,3,optimized_mf,scrub,alpine_vegetation
7,18,1044,optimized_mf,scrub,scrub
7,19,613,optimized_mf,scrub,no_vegetation
7,20,12,optimized_mf,scrub,alpine_vegetation
7,21,514,optimized_mf,scrub,cropland
7,22,17,optimized_mf,scrub,alpine_vegetation
7,23,1954,optimized_mf,scrub,desert
7,24,2819,optimized_mf,scrub,desert
7,25,5128,optimized_mf,scrub,desert
7,26,712,optimized_mf,scrub,forest
7,27,5720,optimized_mf,scrub,cropland
7,28,3156,optimized_mf,scrub,forest
7,29,217,optimized_mf,scrub,desert
7,30,159,optimized_mf,scrub,forest
7,31,212,optimized_mf,scrub,grassland_meadow_steppe
7,32,1109,optimized_mf,scrub,desert
7,33,12201,optimized_mf,scrub,cropland
