method,method_label,rank_cutoff,compared_pixels,pixel_share,compared_area_km2,area_share
rf_var,Plain RF,1,12393826,0.60266579504989,8501096.16541904,0.598779886752167
rf_var,Plain RF,2,12393826,0.787195414878343,8501096.16541904,0.783530889007325
rf_var,Plain RF,3,12393826,0.864452671838382,8501096.16541904,0.861869833095364
rf_var,Plain RF,5,12393826,0.913149256734765,8501096.16541904,0.912410281248194
