method,method_label,scenario,period,ssp,zoneID,suitable_area_km2,dual_threshold,calculation_source
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,1,216648.977679778,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,2,258930.434130519,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,3,811948.561560249,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,4,81825.7107854288,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,5,461683.864641996,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,6,18572.9021704582,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,7,674969.461702227,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,9,13078.2208190344,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,10,452791.246350971,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,11,166105.760357693,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,12,640682.675029597,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,13,518152.383212842,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,14,75694.6078049373,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,15,729722.520528816,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,16,1288796.77381862,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,17,637.154825685757,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,18,1167750.33688255,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,19,799360.492510757,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,20,491838.610438384,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,21,1834085.30396624,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,22,90902.2093443159,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,23,702126.782228079,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,24,893845.351514919,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,25,723055.216377488,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,26,150482.742702852,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,27,1152219.56519397,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,28,352479.076453863,0.4,existing_dual_rasters_no_reranking
rf_var,Plain RF,2071-2100SSP245,2071-2100,SSP245,29,138657.595318637,0.4,existing_dual_rasters_no_reranking
