method,method_label,scenario,period,ssp,k,rank_label,change_code,change_class,area_km2,total_area_km2,area_share,pixel_count,total_pixels,pixel_share,comparison,topk_rule,novel_definition,change_label
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,5,Top-5,1,Reference ecotype retained,6894460.85436561,8501128.01141654,0.811005415411547,10023357,12393866,0.808735305029117,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,5,Top-5,2,Different current ecotype assigned,1129173.79480128,8501128.01141654,0.132826348842749,1657190,12393866,0.133710498403,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2071-2100SSP245,2071-2100,SSP245,5,Top-5,3,Novel ecosystem,477493.36224965,8501128.01141654,0.0561682357457038,713319,12393866,0.0575541965678829,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,Top-1,1,Reference ecotype retained,4329140.03548509,8501128.0114051,0.509243012183457,6247237,12393866,0.504058781981345,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,Top-1,2,Different current ecotype assigned,3998100.63529625,8501128.0114051,0.470302368101317,5887029,12393866,0.474995372710985,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,1,Top-1,3,Novel ecosystem,173887.340623754,8501128.0114051,0.0204546197152268,259600,12393866,0.0209458453076708,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,Top-3,1,Reference ecotype retained,6650293.01124287,8501128.01141337,0.782283598401809,9682248,12393866,0.781212899994239,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,Top-3,2,Different current ecotype assigned,1676947.65954675,8501128.01141337,0.197261781882984,2452018,12393866,0.19784125469809,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,3,Top-3,3,Novel ecosystem,173887.340623754,8501128.01141337,0.0204546197152069,259600,12393866,0.0209458453076708,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,5,Top-5,1,Reference ecotype retained,7690182.78205366,8501128.01142676,0.904607338192877,11194491,12393866,0.903228338921851,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,5,Top-5,2,Different current ecotype assigned,637057.888749341,8501128.01142676,0.0749380420919485,939775,12393866,0.0758258157704787,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2011-2040SSP585,2011-2040,SSP585,5,Top-5,3,Novel ecosystem,173887.340623754,8501128.01142676,0.0204546197151747,259600,12393866,0.0209458453076708,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,Top-1,1,Reference ecotype retained,2989195.36262582,8501128.01138314,0.35162337970011,4314359,12393866,0.348104376794133,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,Top-1,2,Different current ecotype assigned,5046053.31016655,8501128.01138314,0.593574558977327,7382614,12393866,0.595666759669662,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,1,Top-1,3,Novel ecosystem,465879.338590774,8501128.01138314,0.0548020613225626,696893,12393866,0.0562288635362041,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,Top-3,1,Reference ecotype retained,5474597.28003422,8501128.01140109,0.643984806803531,7967762,12393866,0.642879469569866,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,Top-3,2,Different current ecotype assigned,2560651.3927761,8501128.01140109,0.301213131874022,3729211,12393866,0.30089166689393,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,3,Top-3,3,Novel ecosystem,465879.338590774,8501128.01140109,0.0548020613224469,696893,12393866,0.0562288635362041,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,Top-5,1,Reference ecotype retained,6947521.45881944,8501128.01141814,0.817247011159931,10098760,12393866,0.814819201692192,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,Top-5,2,Different current ecotype assigned,1087727.21400792,8501128.01141814,0.127950927517732,1598213,12393866,0.128951934771604,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2041-2070SSP585,2041-2070,SSP585,5,Top-5,3,Novel ecosystem,465879.338590774,8501128.01141814,0.054802061322337,696893,12393866,0.0562288635362041,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,1,Top-1,1,Reference ecotype retained,2029738.98386784,8501128.01140015,0.238761136304021,2924351,12393866,0.235951477932713,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,1,Top-1,2,Different current ecotype assigned,5506958.54544066,8501128.01140015,0.647791509321556,7982329,12393866,0.644054809048282,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,1,Top-1,3,Novel ecosystem,964430.482091655,8501128.01140015,0.113447354374424,1487186,12393866,0.119993713019005,reference Top-1 versus future Top-1,existing assigned maps with 1e-4 tie rule,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,3,Top-3,1,Reference ecotype retained,4370090.94230548,8501128.01141278,0.514060126660676,6341116,12393866,0.511633416078567,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,3,Top-3,2,Different current ecotype assigned,3166606.58701565,8501128.01141278,0.372492518965069,4565564,12393866,0.368372870902429,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,3,Top-3,3,Novel ecosystem,964430.482091655,8501128.01141278,0.113447354374255,1487186,12393866,0.119993713019005,reference Top-3 versus future Top-3,observed ecotype restored when within first 3 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,5,Top-5,1,Reference ecotype retained,6019302.5090957,8501128.01138704,0.708059271785227,8699371,12393866,0.701909396148062,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Stable ecotype niche
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,5,Top-5,2,Different current ecotype assigned,1517395.02019968,8501128.01138704,0.178493373840174,2207309,12393866,0.178096890832933,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Changed ecotype niche
mf_var,Plain MF RF,2071-2100SSP585,2071-2100,SSP585,5,Top-5,3,Novel ecosystem,964430.482091655,8501128.01138704,0.113447354374599,1487186,12393866,0.119993713019005,reference Top-5 versus future Top-5,observed ecotype restored when within first 5 ranks; otherwise period-specific Top-1 retained,Zone 99: all 53 current ecotypes have dual suitability < 0.4,Novel ecosystem
