method,scenario,Species,PopulationID,source_zone,new_area_km2,old_area_km2,relative_error
mf_var,2041-2070SSP245,robiPse,robiPse-Zone12,12,281448.525281329,281448.525281404,2.65963560689742e-13
mf_var,2041-2070SSP245,robiPse,robiPse-Zone27,27,670476.114148739,670476.114147545,1.781278648742e-12
mf_var,2041-2070SSP245,robiPse,robiPse-Zone3,3,265453.674592307,265453.674592306,2.41203769746836e-15
mf_var,2041-2070SSP245,robiPse,robiPse-Zone33,33,343699.085570978,343699.085570907,2.05090674736947e-13
mf_var,2041-2070SSP245,robiPse,robiPse-Zone37,37,41265.418643276,41265.4186432727,8.09313137903822e-14
mf_var,2041-2070SSP245,robiPse,robiPse-Zone41,41,65592.8875316037,65592.8875315998,5.92344919119798e-14
mf_var,2041-2070SSP245,robiPse,robiPse-Zone7,7,164370.193234042,164370.193234076,2.09465175850254e-13
mf_var,2041-2070SSP245,saliMat,saliMat-Zone27,27,670476.114148739,670476.114147545,1.781278648742e-12
mf_var,2041-2070SSP245,saliMat,saliMat-Zone3,3,265453.674592307,265453.674592306,2.41203769746836e-15
mf_var,2041-2070SSP245,saliMat,saliMat-Zone37,37,41265.418643276,41265.4186432727,8.09313137903822e-14
mf_var,2041-2070SSP585,chamFor,chamFor-Zone10,10,166744.341216616,166744.341216606,5.72496572906665e-14
mf_var,2041-2070SSP585,chamFor,chamFor-Zone21,21,1080251.13052305,1080251.13052333,2.62951250159869e-13
mf_var,2041-2070SSP585,chamFor,chamFor-Zone26,26,7663.22017023754,7663.22017023745,1.17496265897747e-14
mf_var,2041-2070SSP585,chamFor,chamFor-Zone30,30,123706.573549129,123706.57354917,3.31606056588909e-13
mf_var,2041-2070SSP585,chamFor,chamFor-Zone34,34,11458.7883097688,11458.7883097684,3.82567889731276e-14
mf_var,2041-2070SSP585,chamFor,chamFor-Zone49,49,135794.622109808,135794.622109817,6.53683345583835e-14
mf_var,2041-2070SSP585,chamFor,chamFor-Zone53,53,211798.971177359,211798.971177385,1.20648192949016e-13
mf_var,2041-2070SSP585,cyclLon,cyclLon-Zone10,10,166744.341216616,166744.341216606,5.72496572906665e-14
mf_var,2041-2070SSP585,cyclLon,cyclLon-Zone21,21,1080251.13052305,1080251.13052333,2.62951250159869e-13
mf_var,2041-2070SSP585,cyclLon,cyclLon-Zone26,26,7663.22017023754,7663.22017023745,1.17496265897747e-14
mf_var,2041-2070SSP585,cyclLon,cyclLon-Zone34,34,11458.7883097688,11458.7883097684,3.82567889731276e-14
mf_var,2041-2070SSP585,cyclLon,cyclLon-Zone49,49,135794.622109808,135794.622109817,6.53683345583835e-14
mf_var,2041-2070SSP585,cyclLon,cyclLon-Zone53,53,211798.971177359,211798.971177385,1.20648192949016e-13
mf_var,2041-2070SSP585,lariGme,lariGme-Zone12,12,307936.208517772,307936.208517727,1.44793197507819e-13
mf_var,2041-2070SSP585,lariGme,lariGme-Zone2,2,23346.5401417594,23346.5401417609,6.26417221383007e-14
mf_var,2041-2070SSP585,lariGme,lariGme-Zone3,3,254872.376314642,254872.376314685,1.68772552118172e-13
mf_var,2041-2070SSP585,lariGme,lariGme-Zone4,4,3527.81638142902,3527.81638142896,1.75308556437703e-14
mf_var,2041-2070SSP585,lariGme,lariGme-Zone5,5,115278.240993944,115278.240993936,6.91756698956269e-14
mf_var,2041-2070SSP585,lariGme,lariGme-Zone6,6,181.903420306444,181.903420306444,1.71870767029975e-15
mf_var,2041-2070SSP585,lariGme,lariGme-Zone7,7,150009.579498458,150009.579498492,2.28547486051562e-13
mf_var,2041-2070SSP585,lariGme,lariGme-Zone9,9,1414.77219047075,1414.77219047076,7.07141530409449e-15
mf_var,2041-2070SSP585,lariOlg,lariOlg-Zone12,12,307936.208517772,307936.208517727,1.44793197507819e-13
mf_var,2041-2070SSP585,lariOlg,lariOlg-Zone2,2,23346.5401417594,23346.5401417609,6.26417221383007e-14
mf_var,2041-2070SSP585,lariOlg,lariOlg-Zone27,27,689631.712698968,689631.712697685,1.8597572834206e-12
mf_var,2041-2070SSP585,lariOlg,lariOlg-Zone3,3,254872.376314642,254872.376314685,1.68772552118172e-13
mf_var,2041-2070SSP585,lariOlg,lariOlg-Zone6,6,181.903420306444,181.903420306444,1.71870767029975e-15
mf_var,2041-2070SSP585,lariOlg,lariOlg-Zone7,7,150009.579498458,150009.579498492,2.28547486051562e-13
mf_var,2041-2070SSP585,lariOlg,lariOlg-Zone9,9,1414.77219047075,1414.77219047076,7.07141530409449e-15
mf_var,2041-2070SSP585,phylPub,phylPub-Zone21,21,1080251.13052305,1080251.13052333,2.62951250159869e-13
mf_var,2041-2070SSP585,phylPub,phylPub-Zone26,26,7663.22017023754,7663.22017023745,1.17496265897747e-14
mf_var,2041-2070SSP585,phylPub,phylPub-Zone28,28,47754.2953775889,47754.2953775898,1.88929338612363e-14
mf_var,2041-2070SSP585,phylPub,phylPub-Zone30,30,123706.573549129,123706.57354917,3.31606056588909e-13
mf_var,2041-2070SSP585,phylPub,phylPub-Zone40,40,237175.333581366,237175.333581531,6.94539680402668e-13
mf_var,2041-2070SSP585,phylPub,phylPub-Zone44,44,223031.570215941,223031.570216052,4.98870826799591e-13
mf_var,2041-2070SSP585,phylPub,phylPub-Zone47,47,103164.601797118,103164.601797133,1.45569083329627e-13
mf_var,2041-2070SSP585,phylPub,phylPub-Zone49,49,135794.622109808,135794.622109817,6.53683345583835e-14
mf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone2,2,23346.5401417594,23346.5401417609,6.26417221383007e-14
mf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone27,27,689631.712698968,689631.712697685,1.8597572834206e-12
mf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone3,3,254872.376314642,254872.376314685,1.68772552118172e-13
mf_var,2041-2070SSP585,pinuSyl,pinuSyl-Zone5,5,115278.240993944,115278.240993936,6.91756698956269e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone10,10,166744.341216616,166744.341216606,5.72496572906665e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone18,18,227545.332690436,227545.332690359,3.36513946589557e-13
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone21,21,1080251.13052305,1080251.13052333,2.62951250159869e-13
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone28,28,47754.2953775889,47754.2953775898,1.88929338612363e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone30,30,123706.573549129,123706.57354917,3.31606056588909e-13
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone39,39,51896.4869118584,51896.4869118612,5.49589298713787e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone40,40,237175.333581366,237175.333581531,6.94539680402668e-13
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone44,44,223031.570215941,223031.570216052,4.98870826799591e-13
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone45,45,92368.5455287499,92368.5455287526,2.96178752980513e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone46,46,225411.17216291,225411.172162913,1.1878525701842e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone47,47,103164.601797118,103164.601797133,1.45569083329627e-13
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone49,49,135794.622109808,135794.622109817,6.53683345583835e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone5,5,115278.240993944,115278.240993936,6.91756698956269e-14
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone50,50,15666.3766659041,15666.3766659041,2.78658854029163e-15
mf_var,2041-2070SSP585,pinuYun,pinuYun-Zone7,7,150009.579498458,150009.579498492,2.28547486051562e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone10,10,166744.341216616,166744.341216606,5.72496572906665e-14
mf_var,2041-2070SSP585,querVar,querVar-Zone21,21,1080251.13052305,1080251.13052333,2.62951250159869e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone26,26,7663.22017023754,7663.22017023745,1.17496265897747e-14
mf_var,2041-2070SSP585,querVar,querVar-Zone27,27,689631.712698968,689631.712697685,1.8597572834206e-12
mf_var,2041-2070SSP585,querVar,querVar-Zone28,28,47754.2953775889,47754.2953775898,1.88929338612363e-14
mf_var,2041-2070SSP585,querVar,querVar-Zone3,3,254872.376314642,254872.376314685,1.68772552118172e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone30,30,123706.573549129,123706.57354917,3.31606056588909e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone33,33,329724.568947151,329724.568947044,3.23587177003851e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone36,36,38770.4449486274,38770.4449486291,4.31635554732358e-14
mf_var,2041-2070SSP585,querVar,querVar-Zone37,37,36157.4440670754,36157.4440670755,2.61598825428357e-15
mf_var,2041-2070SSP585,querVar,querVar-Zone40,40,237175.333581366,237175.333581531,6.94539680402668e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone41,41,47442.0154025808,47442.0154025769,8.14369596305461e-14
mf_var,2041-2070SSP585,querVar,querVar-Zone44,44,223031.570215941,223031.570216052,4.98870826799591e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone47,47,103164.601797118,103164.601797133,1.45569083329627e-13
mf_var,2041-2070SSP585,querVar,querVar-Zone49,49,135794.622109808,135794.622109817,6.53683345583835e-14
mf_var,2041-2070SSP585,querVar,querVar-Zone5,5,115278.240993944,115278.240993936,6.91756698956269e-14
mf_var,2041-2070SSP585,querVar,querVar-Zone7,7,150009.579498458,150009.579498492,2.28547486051562e-13
mf_var,2041-2070SSP585,robiPse,robiPse-Zone12,12,307936.208517772,307936.208517727,1.44793197507819e-13
mf_var,2041-2070SSP585,robiPse,robiPse-Zone27,27,689631.712698968,689631.712697685,1.8597572834206e-12
mf_var,2041-2070SSP585,robiPse,robiPse-Zone3,3,254872.376314642,254872.376314685,1.68772552118172e-13
mf_var,2041-2070SSP585,robiPse,robiPse-Zone33,33,329724.568947151,329724.568947044,3.23587177003851e-13
mf_var,2041-2070SSP585,robiPse,robiPse-Zone37,37,36157.4440670754,36157.4440670755,2.61598825428357e-15
mf_var,2041-2070SSP585,robiPse,robiPse-Zone41,41,47442.0154025808,47442.0154025769,8.14369596305461e-14
mf_var,2041-2070SSP585,robiPse,robiPse-Zone7,7,150009.579498458,150009.579498492,2.28547486051562e-13
mf_var,2041-2070SSP585,saliMat,saliMat-Zone27,27,689631.712698968,689631.712697685,1.8597572834206e-12
mf_var,2041-2070SSP585,saliMat,saliMat-Zone3,3,254872.376314642,254872.376314685,1.68772552118172e-13
mf_var,2041-2070SSP585,saliMat,saliMat-Zone37,37,36157.4440670754,36157.4440670755,2.61598825428357e-15
mf_var,2071-2100SSP245,chamFor,chamFor-Zone10,10,169461.224634375,169461.224634363,7.28191604910237e-14
mf_var,2071-2100SSP245,chamFor,chamFor-Zone21,21,1095010.65936885,1095010.65936951,6.04928523322924e-13
mf_var,2071-2100SSP245,chamFor,chamFor-Zone26,26,5691.49655534795,5691.49655534788,1.15055184327786e-14
mf_var,2071-2100SSP245,chamFor,chamFor-Zone30,30,114839.36143228,114839.361432305,2.21878659434121e-13
mf_var,2071-2100SSP245,chamFor,chamFor-Zone34,34,11795.0633422587,11795.0633422581,5.35130083421472e-14
mf_var,2071-2100SSP245,chamFor,chamFor-Zone49,49,144734.075599949,144734.075599962,8.80751660395633e-14
mf_var,2071-2100SSP245,chamFor,chamFor-Zone53,53,223890.393859918,223890.393859937,8.52743722071484e-14
mf_var,2071-2100SSP245,cyclLon,cyclLon-Zone10,10,169461.224634375,169461.224634363,7.28191604910237e-14
mf_var,2071-2100SSP245,cyclLon,cyclLon-Zone21,21,1095010.65936885,1095010.65936951,6.04928523322924e-13
mf_var,2071-2100SSP245,cyclLon,cyclLon-Zone26,26,5691.49655534795,5691.49655534788,1.15055184327786e-14
mf_var,2071-2100SSP245,cyclLon,cyclLon-Zone34,34,11795.0633422587,11795.0633422581,5.35130083421472e-14
mf_var,2071-2100SSP245,cyclLon,cyclLon-Zone49,49,144734.075599949,144734.075599962,8.80751660395633e-14
mf_var,2071-2100SSP245,cyclLon,cyclLon-Zone53,53,223890.393859918,223890.393859937,8.52743722071484e-14
mf_var,2071-2100SSP245,lariGme,lariGme-Zone12,12,305603.126470484,305603.126470481,1.10471524685374e-14
mf_var,2071-2100SSP245,lariGme,lariGme-Zone2,2,23385.8038996029,23385.8038996041,5.24249182646512e-14
mf_var,2071-2100SSP245,lariGme,lariGme-Zone3,3,282414.815500005,282414.815500093,3.11839840293532e-13
mf_var,2071-2100SSP245,lariGme,lariGme-Zone4,4,3071.96728394031,3071.96728394027,1.21385676753891e-14
mf_var,2071-2100SSP245,lariGme,lariGme-Zone5,5,97937.4651125191,97937.4651125063,1.30902278320803e-13
mf_var,2071-2100SSP245,lariGme,lariGme-Zone6,6,150.370315239409,150.37031523941,3.59121731119538e-15
mf_var,2071-2100SSP245,lariGme,lariGme-Zone7,7,148150.991301697,148150.991301724,1.80534871584265e-13
mf_var,2071-2100SSP245,lariGme,lariGme-Zone9,9,1360.60155385866,1360.60155385866,2.50668913465226e-15
mf_var,2071-2100SSP245,lariOlg,lariOlg-Zone12,12,305603.126470484,305603.126470481,1.10471524685374e-14
mf_var,2071-2100SSP245,lariOlg,lariOlg-Zone2,2,23385.8038996029,23385.8038996041,5.24249182646512e-14
mf_var,2071-2100SSP245,lariOlg,lariOlg-Zone27,27,689885.434155145,689885.434153663,2.14762876202629e-12
mf_var,2071-2100SSP245,lariOlg,lariOlg-Zone3,3,282414.815500005,282414.815500093,3.11839840293532e-13
mf_var,2071-2100SSP245,lariOlg,lariOlg-Zone6,6,150.370315239409,150.37031523941,3.59121731119538e-15
mf_var,2071-2100SSP245,lariOlg,lariOlg-Zone7,7,148150.991301697,148150.991301724,1.80534871584265e-13
mf_var,2071-2100SSP245,lariOlg,lariOlg-Zone9,9,1360.60155385866,1360.60155385866,2.50668913465226e-15
mf_var,2071-2100SSP245,phylPub,phylPub-Zone21,21,1095010.65936885,1095010.65936951,6.04928523322924e-13
mf_var,2071-2100SSP245,phylPub,phylPub-Zone26,26,5691.49655534795,5691.49655534788,1.15055184327786e-14
mf_var,2071-2100SSP245,phylPub,phylPub-Zone28,28,47438.6074319107,47438.6074319085,4.52460055718326e-14
mf_var,2071-2100SSP245,phylPub,phylPub-Zone30,30,114839.36143228,114839.361432305,2.21878659434121e-13
mf_var,2071-2100SSP245,phylPub,phylPub-Zone40,40,231249.275939049,231249.275939225,7.61924935200108e-13
mf_var,2071-2100SSP245,phylPub,phylPub-Zone44,44,235802.458305994,235802.458306148,6.54150522978949e-13
mf_var,2071-2100SSP245,phylPub,phylPub-Zone47,47,90406.8481373846,90406.8481373861,1.67398733052869e-14
mf_var,2071-2100SSP245,phylPub,phylPub-Zone49,49,144734.075599949,144734.075599962,8.80751660395633e-14
mf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone2,2,23385.8038996029,23385.8038996041,5.24249182646512e-14
mf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone27,27,689885.434155145,689885.434153663,2.14762876202629e-12
mf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone3,3,282414.815500005,282414.815500093,3.11839840293532e-13
mf_var,2071-2100SSP245,pinuSyl,pinuSyl-Zone5,5,97937.4651125191,97937.4651125063,1.30902278320803e-13
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone10,10,169461.224634375,169461.224634363,7.28191604910237e-14
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone18,18,235058.736896864,235058.736896783,3.45072795649941e-13
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone21,21,1095010.65936885,1095010.65936951,6.04928523322924e-13
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone28,28,47438.6074319107,47438.6074319085,4.52460055718326e-14
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone30,30,114839.36143228,114839.361432305,2.21878659434121e-13
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone39,39,50294.3303113532,50294.3303113559,5.36716615600817e-14
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone40,40,231249.275939049,231249.275939225,7.61924935200108e-13
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone44,44,235802.458305994,235802.458306148,6.54150522978949e-13
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone45,45,84297.6054878371,84297.6054878383,1.39826644739959e-14
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone46,46,222537.19054821,222537.190548212,7.97769421590741e-15
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone47,47,90406.8481373846,90406.8481373861,1.67398733052869e-14
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone49,49,144734.075599949,144734.075599962,8.80751660395633e-14
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone5,5,97937.4651125191,97937.4651125063,1.30902278320803e-13
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone50,50,13384.8429303159,13384.8429303158,1.00565405633204e-14
mf_var,2071-2100SSP245,pinuYun,pinuYun-Zone7,7,148150.991301697,148150.991301724,1.80534871584265e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone10,10,169461.224634375,169461.224634363,7.28191604910237e-14
mf_var,2071-2100SSP245,querVar,querVar-Zone21,21,1095010.65936885,1095010.65936951,6.04928523322924e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone26,26,5691.49655534795,5691.49655534788,1.15055184327786e-14
mf_var,2071-2100SSP245,querVar,querVar-Zone27,27,689885.434155145,689885.434153663,2.14762876202629e-12
mf_var,2071-2100SSP245,querVar,querVar-Zone28,28,47438.6074319107,47438.6074319085,4.52460055718326e-14
mf_var,2071-2100SSP245,querVar,querVar-Zone3,3,282414.815500005,282414.815500093,3.11839840293532e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone30,30,114839.36143228,114839.361432305,2.21878659434121e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone33,33,324583.464976189,324583.464976095,2.90515139724576e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone36,36,38413.5091314153,38413.5091314175,5.6823428361815e-14
mf_var,2071-2100SSP245,querVar,querVar-Zone37,37,33416.144544225,33416.144544225,1.08868897256444e-15
mf_var,2071-2100SSP245,querVar,querVar-Zone40,40,231249.275939049,231249.275939225,7.61924935200108e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone41,41,40544.1890727949,40544.189072795,2.51240458689844e-15
mf_var,2071-2100SSP245,querVar,querVar-Zone44,44,235802.458305994,235802.458306148,6.54150522978949e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone47,47,90406.8481373846,90406.8481373861,1.67398733052869e-14
mf_var,2071-2100SSP245,querVar,querVar-Zone49,49,144734.075599949,144734.075599962,8.80751660395633e-14
mf_var,2071-2100SSP245,querVar,querVar-Zone5,5,97937.4651125191,97937.4651125063,1.30902278320803e-13
mf_var,2071-2100SSP245,querVar,querVar-Zone7,7,148150.991301697,148150.991301724,1.80534871584265e-13
mf_var,2071-2100SSP245,robiPse,robiPse-Zone12,12,305603.126470484,305603.126470481,1.10471524685374e-14
mf_var,2071-2100SSP245,robiPse,robiPse-Zone27,27,689885.434155145,689885.434153663,2.14762876202629e-12
mf_var,2071-2100SSP245,robiPse,robiPse-Zone3,3,282414.815500005,282414.815500093,3.11839840293532e-13
mf_var,2071-2100SSP245,robiPse,robiPse-Zone33,33,324583.464976189,324583.464976095,2.90515139724576e-13
mf_var,2071-2100SSP245,robiPse,robiPse-Zone37,37,33416.144544225,33416.144544225,1.08868897256444e-15
mf_var,2071-2100SSP245,robiPse,robiPse-Zone41,41,40544.1890727949,40544.189072795,2.51240458689844e-15
mf_var,2071-2100SSP245,robiPse,robiPse-Zone7,7,148150.991301697,148150.991301724,1.80534871584265e-13
mf_var,2071-2100SSP245,saliMat,saliMat-Zone27,27,689885.434155145,689885.434153663,2.14762876202629e-12
mf_var,2071-2100SSP245,saliMat,saliMat-Zone3,3,282414.815500005,282414.815500093,3.11839840293532e-13
mf_var,2071-2100SSP245,saliMat,saliMat-Zone37,37,33416.144544225,33416.144544225,1.08868897256444e-15
mf_var,2071-2100SSP585,chamFor,chamFor-Zone10,10,197777.804511774,197777.804511824,2.52369417066283e-13
mf_var,2071-2100SSP585,chamFor,chamFor-Zone21,21,1307904.83942878,1307904.8394321,2.53907116964035e-12
mf_var,2071-2100SSP585,chamFor,chamFor-Zone26,26,1687.54681673551,1687.5468167355,4.17682275172397e-15
mf_var,2071-2100SSP585,chamFor,chamFor-Zone30,30,49262.1912728352,49262.1912728381,5.81932558401824e-14
mf_var,2071-2100SSP585,chamFor,chamFor-Zone34,34,10265.8421705091,10265.842170509,1.3820704733233e-14
mf_var,2071-2100SSP585,chamFor,chamFor-Zone49,49,147063.914909236,147063.914909245,6.01613554508391e-14
mf_var,2071-2100SSP585,chamFor,chamFor-Zone53,53,253720.454679916,253720.454679833,3.25542025929435e-13
mf_var,2071-2100SSP585,cyclLon,cyclLon-Zone10,10,197777.804511774,197777.804511824,2.52369417066283e-13
mf_var,2071-2100SSP585,cyclLon,cyclLon-Zone21,21,1307904.83942878,1307904.8394321,2.53907116964035e-12
mf_var,2071-2100SSP585,cyclLon,cyclLon-Zone26,26,1687.54681673551,1687.5468167355,4.17682275172397e-15
mf_var,2071-2100SSP585,cyclLon,cyclLon-Zone34,34,10265.8421705091,10265.842170509,1.3820704733233e-14
mf_var,2071-2100SSP585,cyclLon,cyclLon-Zone49,49,147063.914909236,147063.914909245,6.01613554508391e-14
mf_var,2071-2100SSP585,cyclLon,cyclLon-Zone53,53,253720.454679916,253720.454679833,3.25542025929435e-13
mf_var,2071-2100SSP585,lariGme,lariGme-Zone12,12,384237.810739815,384237.810740206,1.01770064029713e-12
mf_var,2071-2100SSP585,lariGme,lariGme-Zone2,2,13373.2068532624,13373.2068532629,3.65886922204041e-14
mf_var,2071-2100SSP585,lariGme,lariGme-Zone3,3,227732.563541856,227732.563541843,5.75092270593257e-14
mf_var,2071-2100SSP585,lariGme,lariGme-Zone4,4,1568.9959253589,1568.9959253589,4.34750030452542e-16
mf_var,2071-2100SSP585,lariGme,lariGme-Zone5,5,31869.9289029414,31869.9289029415,3.31037404341126e-15
mf_var,2071-2100SSP585,lariGme,lariGme-Zone6,6,0.614512479340077,0.614512479340077,5.55111512312578e-16
mf_var,2071-2100SSP585,lariGme,lariGme-Zone7,7,88396.8844666906,88396.8844666782,1.40750294485138e-13
mf_var,2071-2100SSP585,lariGme,lariGme-Zone9,9,121.411541275805,121.411541275805,3.51140951655985e-16
mf_var,2071-2100SSP585,lariOlg,lariOlg-Zone12,12,384237.810739815,384237.810740206,1.01770064029713e-12
mf_var,2071-2100SSP585,lariOlg,lariOlg-Zone2,2,13373.2068532624,13373.2068532629,3.65886922204041e-14
mf_var,2071-2100SSP585,lariOlg,lariOlg-Zone27,27,828650.001850736,828650.00184888,2.24008001253706e-12
mf_var,2071-2100SSP585,lariOlg,lariOlg-Zone3,3,227732.563541856,227732.563541843,5.75092270593257e-14
mf_var,2071-2100SSP585,lariOlg,lariOlg-Zone6,6,0.614512479340077,0.614512479340077,5.55111512312578e-16
mf_var,2071-2100SSP585,lariOlg,lariOlg-Zone7,7,88396.8844666906,88396.8844666782,1.40750294485138e-13
mf_var,2071-2100SSP585,lariOlg,lariOlg-Zone9,9,121.411541275805,121.411541275805,3.51140951655985e-16
mf_var,2071-2100SSP585,phylPub,phylPub-Zone21,21,1307904.83942878,1307904.8394321,2.53907116964035e-12
mf_var,2071-2100SSP585,phylPub,phylPub-Zone26,26,1687.54681673551,1687.5468167355,4.17682275172397e-15
mf_var,2071-2100SSP585,phylPub,phylPub-Zone28,28,35959.7140133711,35959.7140133707,1.13308361196302e-14
mf_var,2071-2100SSP585,phylPub,phylPub-Zone30,30,49262.1912728352,49262.1912728381,5.81932558401824e-14
mf_var,2071-2100SSP585,phylPub,phylPub-Zone40,40,227343.715669387,227343.715669563,7.75142136198998e-13
mf_var,2071-2100SSP585,phylPub,phylPub-Zone44,44,200618.177234636,200618.177234746,5.49092808025266e-13
mf_var,2071-2100SSP585,phylPub,phylPub-Zone47,47,34506.3171949133,34506.317194913,9.06692463419454e-15
mf_var,2071-2100SSP585,phylPub,phylPub-Zone49,49,147063.914909236,147063.914909245,6.01613554508391e-14
mf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone2,2,13373.2068532624,13373.2068532629,3.65886922204041e-14
mf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone27,27,828650.001850736,828650.00184888,2.24008001253706e-12
mf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone3,3,227732.563541856,227732.563541843,5.75092270593257e-14
mf_var,2071-2100SSP585,pinuSyl,pinuSyl-Zone5,5,31869.9289029414,31869.9289029415,3.31037404341126e-15
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone10,10,197777.804511774,197777.804511824,2.52369417066283e-13
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone18,18,436257.122968034,436257.12296806,5.87070547471629e-14
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone21,21,1307904.83942878,1307904.8394321,2.53907116964035e-12
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone28,28,35959.7140133711,35959.7140133707,1.13308361196302e-14
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone30,30,49262.1912728352,49262.1912728381,5.81932558401824e-14
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone39,39,48038.4880088605,48038.4880088621,3.31699598291315e-14
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone40,40,227343.715669387,227343.715669563,7.75142136198998e-13
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone44,44,200618.177234636,200618.177234746,5.49092808025266e-13
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone45,45,41737.7783281579,41737.778328158,1.74325464977487e-15
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone46,46,315520.763056742,315520.763056681,1.93889780905051e-13
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone47,47,34506.3171949133,34506.317194913,9.06692463419454e-15
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone49,49,147063.914909236,147063.914909245,6.01613554508391e-14
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone5,5,31869.9289029414,31869.9289029415,3.31037404341126e-15
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone50,50,20837.0715669807,20837.071566981,1.25705991491468e-14
mf_var,2071-2100SSP585,pinuYun,pinuYun-Zone7,7,88396.8844666906,88396.8844666782,1.40750294485138e-13
mf_var,2071-2100SSP585,querVar,querVar-Zone10,10,197777.804511774,197777.804511824,2.52369417066283e-13
mf_var,2071-2100SSP585,querVar,querVar-Zone21,21,1307904.83942878,1307904.8394321,2.53907116964035e-12
mf_var,2071-2100SSP585,querVar,querVar-Zone26,26,1687.54681673551,1687.5468167355,4.17682275172397e-15
mf_var,2071-2100SSP585,querVar,querVar-Zone27,27,828650.001850736,828650.00184888,2.24008001253706e-12
mf_var,2071-2100SSP585,querVar,querVar-Zone28,28,35959.7140133711,35959.7140133707,1.13308361196302e-14
mf_var,2071-2100SSP585,querVar,querVar-Zone3,3,227732.563541856,227732.563541843,5.75092270593257e-14
mf_var,2071-2100SSP585,querVar,querVar-Zone30,30,49262.1912728352,49262.1912728381,5.81932558401824e-14
mf_var,2071-2100SSP585,querVar,querVar-Zone33,33,183611.408385856,183611.40838591,2.92605298850555e-13
mf_var,2071-2100SSP585,querVar,querVar-Zone36,36,17289.4920224279,17289.4920224276,1.6622832260626e-14
mf_var,2071-2100SSP585,querVar,querVar-Zone37,37,24735.9211686181,24735.9211686181,0
