method,scenario,Species,PopulationID,source_zone,new_area_km2,old_area_km2,relative_error
mf_var,2071-2100SSP585,querVar,querVar-Zone40,40,227343.715669387,227343.715669563,7.75142136198998e-13
mf_var,2071-2100SSP585,querVar,querVar-Zone41,41,12473.5751924433,12473.5751924432,8.31216346576619e-15
mf_var,2071-2100SSP585,querVar,querVar-Zone44,44,200618.177234636,200618.177234746,5.49092808025266e-13
mf_var,2071-2100SSP585,querVar,querVar-Zone47,47,34506.3171949133,34506.317194913,9.06692463419454e-15
mf_var,2071-2100SSP585,querVar,querVar-Zone49,49,147063.914909236,147063.914909245,6.01613554508391e-14
mf_var,2071-2100SSP585,querVar,querVar-Zone5,5,31869.9289029414,31869.9289029415,3.31037404341126e-15
mf_var,2071-2100SSP585,querVar,querVar-Zone7,7,88396.8844666906,88396.8844666782,1.40750294485138e-13
mf_var,2071-2100SSP585,robiPse,robiPse-Zone12,12,384237.810739815,384237.810740206,1.01770064029713e-12
mf_var,2071-2100SSP585,robiPse,robiPse-Zone27,27,828650.001850736,828650.00184888,2.24008001253706e-12
mf_var,2071-2100SSP585,robiPse,robiPse-Zone3,3,227732.563541856,227732.563541843,5.75092270593257e-14
mf_var,2071-2100SSP585,robiPse,robiPse-Zone33,33,183611.408385856,183611.40838591,2.92605298850555e-13
mf_var,2071-2100SSP585,robiPse,robiPse-Zone37,37,24735.9211686181,24735.9211686181,0
mf_var,2071-2100SSP585,robiPse,robiPse-Zone41,41,12473.5751924433,12473.5751924432,8.31216346576619e-15
mf_var,2071-2100SSP585,robiPse,robiPse-Zone7,7,88396.8844666906,88396.8844666782,1.40750294485138e-13
mf_var,2071-2100SSP585,saliMat,saliMat-Zone27,27,828650.001850736,828650.00184888,2.24008001253706e-12
mf_var,2071-2100SSP585,saliMat,saliMat-Zone3,3,227732.563541856,227732.563541843,5.75092270593257e-14
mf_var,2071-2100SSP585,saliMat,saliMat-Zone37,37,24735.9211686181,24735.9211686181,0
rf_var,2011-2040SSP245,chamFor,chamFor-Zone10,10,135166.533597872,135166.533597848,1.80221430881423e-13
rf_var,2011-2040SSP245,chamFor,chamFor-Zone21,21,662329.284365043,662329.284364224,1.23651755763545e-12
rf_var,2011-2040SSP245,chamFor,chamFor-Zone26,26,28104.4961312256,28104.496131226,1.43683646097648e-14
rf_var,2011-2040SSP245,chamFor,chamFor-Zone30,30,251602.215291725,251602.215291737,4.93927908806987e-14
rf_var,2011-2040SSP245,chamFor,chamFor-Zone34,34,14021.4105389599,14021.4105389591,5.74701313774267e-14
rf_var,2011-2040SSP245,chamFor,chamFor-Zone49,49,123299.244527156,123299.244527167,8.65094827084906e-14
rf_var,2011-2040SSP245,chamFor,chamFor-Zone53,53,137679.815701944,137679.815701923,1.49239771986178e-13
rf_var,2011-2040SSP245,cyclLon,cyclLon-Zone10,10,135166.533597872,135166.533597848,1.80221430881423e-13
rf_var,2011-2040SSP245,cyclLon,cyclLon-Zone21,21,662329.284365043,662329.284364224,1.23651755763545e-12
rf_var,2011-2040SSP245,cyclLon,cyclLon-Zone26,26,28104.4961312256,28104.496131226,1.43683646097648e-14
rf_var,2011-2040SSP245,cyclLon,cyclLon-Zone34,34,14021.4105389599,14021.4105389591,5.74701313774267e-14
rf_var,2011-2040SSP245,cyclLon,cyclLon-Zone49,49,123299.244527156,123299.244527167,8.65094827084906e-14
rf_var,2011-2040SSP245,cyclLon,cyclLon-Zone53,53,137679.815701944,137679.815701923,1.49239771986178e-13
rf_var,2011-2040SSP245,lariGme,lariGme-Zone12,12,248607.492213051,248607.492213092,1.64245549348923e-13
rf_var,2011-2040SSP245,lariGme,lariGme-Zone2,2,63115.6414976784,63115.6414976714,1.10092195162138e-13
rf_var,2011-2040SSP245,lariGme,lariGme-Zone3,3,285110.19273948,285110.192739483,1.16370328264598e-14
rf_var,2011-2040SSP245,lariGme,lariGme-Zone4,4,37177.7531842518,37177.7531842499,5.16667266207518e-14
rf_var,2011-2040SSP245,lariGme,lariGme-Zone5,5,111820.237882714,111820.237882724,9.13559538392987e-14
rf_var,2011-2040SSP245,lariGme,lariGme-Zone6,6,45958.6280405297,45958.6280405306,1.99477377474936e-14
rf_var,2011-2040SSP245,lariGme,lariGme-Zone7,7,154116.874344455,154116.874344501,2.97615929436016e-13
rf_var,2011-2040SSP245,lariGme,lariGme-Zone9,9,5486.11543343142,5486.11543343138,6.79702846670998e-15
rf_var,2011-2040SSP245,lariOlg,lariOlg-Zone12,12,248607.492213051,248607.492213092,1.64245549348923e-13
rf_var,2011-2040SSP245,lariOlg,lariOlg-Zone2,2,63115.6414976784,63115.6414976714,1.10092195162138e-13
rf_var,2011-2040SSP245,lariOlg,lariOlg-Zone27,27,634751.89905656,634751.899056382,2.79872783952274e-13
rf_var,2011-2040SSP245,lariOlg,lariOlg-Zone3,3,285110.19273948,285110.192739483,1.16370328264598e-14
rf_var,2011-2040SSP245,lariOlg,lariOlg-Zone6,6,45958.6280405297,45958.6280405306,1.99477377474936e-14
rf_var,2011-2040SSP245,lariOlg,lariOlg-Zone7,7,154116.874344455,154116.874344501,2.97615929436016e-13
rf_var,2011-2040SSP245,lariOlg,lariOlg-Zone9,9,5486.11543343142,5486.11543343138,6.79702846670998e-15
rf_var,2011-2040SSP245,phylPub,phylPub-Zone21,21,662329.284365043,662329.284364224,1.23651755763545e-12
rf_var,2011-2040SSP245,phylPub,phylPub-Zone26,26,28104.4961312256,28104.496131226,1.43683646097648e-14
rf_var,2011-2040SSP245,phylPub,phylPub-Zone28,28,60364.6992315857,60364.6992315896,6.44853262443005e-14
rf_var,2011-2040SSP245,phylPub,phylPub-Zone30,30,251602.215291725,251602.215291737,4.93927908806987e-14
rf_var,2011-2040SSP245,phylPub,phylPub-Zone40,40,243293.812198523,243293.812198718,8.00525223622963e-13
rf_var,2011-2040SSP245,phylPub,phylPub-Zone44,44,239106.129408522,239106.129408676,6.44260249573936e-13
rf_var,2011-2040SSP245,phylPub,phylPub-Zone47,47,301309.735152502,301309.735152486,5.35114541349642e-14
rf_var,2011-2040SSP245,phylPub,phylPub-Zone49,49,123299.244527156,123299.244527167,8.65094827084906e-14
rf_var,2011-2040SSP245,pinuSyl,pinuSyl-Zone2,2,63115.6414976784,63115.6414976714,1.10092195162138e-13
rf_var,2011-2040SSP245,pinuSyl,pinuSyl-Zone27,27,634751.89905656,634751.899056382,2.79872783952274e-13
rf_var,2011-2040SSP245,pinuSyl,pinuSyl-Zone3,3,285110.19273948,285110.192739483,1.16370328264598e-14
rf_var,2011-2040SSP245,pinuSyl,pinuSyl-Zone5,5,111820.237882714,111820.237882724,9.13559538392987e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone10,10,135166.533597872,135166.533597848,1.80221430881423e-13
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone18,18,141821.970500442,141821.970500418,1.66223206367626e-13
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone21,21,662329.284365043,662329.284364224,1.23651755763545e-12
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone28,28,60364.6992315857,60364.6992315896,6.44853262443005e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone30,30,251602.215291725,251602.215291737,4.93927908806987e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone39,39,58586.5644107509,58586.5644107545,6.12264456854543e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone40,40,243293.812198523,243293.812198718,8.00525223622963e-13
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone44,44,239106.129408522,239106.129408676,6.44260249573936e-13
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone45,45,69896.3751679295,69896.3751679339,6.28741960996987e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone46,46,153314.820150821,153314.820150847,1.69708475688912e-13
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone47,47,301309.735152502,301309.735152486,5.35114541349642e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone49,49,123299.244527156,123299.244527167,8.65094827084906e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone5,5,111820.237882714,111820.237882724,9.13559538392987e-14
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone50,50,15026.041429612,15026.041429612,2.42111591674591e-15
rf_var,2011-2040SSP245,pinuYun,pinuYun-Zone7,7,154116.874344455,154116.874344501,2.97615929436016e-13
rf_var,2011-2040SSP245,querVar,querVar-Zone10,10,135166.533597872,135166.533597848,1.80221430881423e-13
rf_var,2011-2040SSP245,querVar,querVar-Zone21,21,662329.284365043,662329.284364224,1.23651755763545e-12
rf_var,2011-2040SSP245,querVar,querVar-Zone26,26,28104.4961312256,28104.496131226,1.43683646097648e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone27,27,634751.89905656,634751.899056382,2.79872783952274e-13
rf_var,2011-2040SSP245,querVar,querVar-Zone28,28,60364.6992315857,60364.6992315896,6.44853262443005e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone3,3,285110.19273948,285110.192739483,1.16370328264598e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone30,30,251602.215291725,251602.215291737,4.93927908806987e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone33,33,327839.49572942,327839.495729413,2.18385593731688e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone36,36,53400.800103395,53400.8001033968,3.39267097576021e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone37,37,78497.3854853803,78497.3854853658,1.85010128784704e-13
rf_var,2011-2040SSP245,querVar,querVar-Zone40,40,243293.812198523,243293.812198718,8.00525223622963e-13
rf_var,2011-2040SSP245,querVar,querVar-Zone41,41,79832.9670636272,79832.9670636192,9.95246200527236e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone44,44,239106.129408522,239106.129408676,6.44260249573936e-13
rf_var,2011-2040SSP245,querVar,querVar-Zone47,47,301309.735152502,301309.735152486,5.35114541349642e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone49,49,123299.244527156,123299.244527167,8.65094827084906e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone5,5,111820.237882714,111820.237882724,9.13559538392987e-14
rf_var,2011-2040SSP245,querVar,querVar-Zone7,7,154116.874344455,154116.874344501,2.97615929436016e-13
rf_var,2011-2040SSP245,robiPse,robiPse-Zone12,12,248607.492213051,248607.492213092,1.64245549348923e-13
rf_var,2011-2040SSP245,robiPse,robiPse-Zone27,27,634751.89905656,634751.899056382,2.79872783952274e-13
rf_var,2011-2040SSP245,robiPse,robiPse-Zone3,3,285110.19273948,285110.192739483,1.16370328264598e-14
rf_var,2011-2040SSP245,robiPse,robiPse-Zone33,33,327839.49572942,327839.495729413,2.18385593731688e-14
rf_var,2011-2040SSP245,robiPse,robiPse-Zone37,37,78497.3854853803,78497.3854853658,1.85010128784704e-13
rf_var,2011-2040SSP245,robiPse,robiPse-Zone41,41,79832.9670636272,79832.9670636192,9.95246200527236e-14
rf_var,2011-2040SSP245,robiPse,robiPse-Zone7,7,154116.874344455,154116.874344501,2.97615929436016e-13
rf_var,2011-2040SSP245,saliMat,saliMat-Zone27,27,634751.89905656,634751.899056382,2.79872783952274e-13
rf_var,2011-2040SSP245,saliMat,saliMat-Zone3,3,285110.19273948,285110.192739483,1.16370328264598e-14
rf_var,2011-2040SSP245,saliMat,saliMat-Zone37,37,78497.3854853803,78497.3854853658,1.85010128784704e-13
rf_var,2011-2040SSP585,chamFor,chamFor-Zone10,10,133869.00877467,133869.008774644,1.94360327804624e-13
rf_var,2011-2040SSP585,chamFor,chamFor-Zone21,21,688895.536746079,688895.536745462,8.95131303405612e-13
rf_var,2011-2040SSP585,chamFor,chamFor-Zone26,26,25171.0867205506,25171.086720551,1.70545477039867e-14
rf_var,2011-2040SSP585,chamFor,chamFor-Zone30,30,234008.502745697,234008.502745759,2.67024160478886e-13
rf_var,2011-2040SSP585,chamFor,chamFor-Zone34,34,13794.052717392,13794.0527173914,4.47031355059703e-14
rf_var,2011-2040SSP585,chamFor,chamFor-Zone49,49,127341.065062184,127341.065062198,1.09361287866919e-13
rf_var,2011-2040SSP585,chamFor,chamFor-Zone53,53,140237.032083522,140237.0320835,1.57102580740794e-13
rf_var,2011-2040SSP585,cyclLon,cyclLon-Zone10,10,133869.00877467,133869.008774644,1.94360327804624e-13
rf_var,2011-2040SSP585,cyclLon,cyclLon-Zone21,21,688895.536746079,688895.536745462,8.95131303405612e-13
rf_var,2011-2040SSP585,cyclLon,cyclLon-Zone26,26,25171.0867205506,25171.086720551,1.70545477039867e-14
rf_var,2011-2040SSP585,cyclLon,cyclLon-Zone34,34,13794.052717392,13794.0527173914,4.47031355059703e-14
rf_var,2011-2040SSP585,cyclLon,cyclLon-Zone49,49,127341.065062184,127341.065062198,1.09361287866919e-13
rf_var,2011-2040SSP585,cyclLon,cyclLon-Zone53,53,140237.032083522,140237.0320835,1.57102580740794e-13
rf_var,2011-2040SSP585,lariGme,lariGme-Zone12,12,254016.760227865,254016.76022791,1.76902949966289e-13
rf_var,2011-2040SSP585,lariGme,lariGme-Zone2,2,54192.5465880227,54192.546588022,1.20835101227969e-14
rf_var,2011-2040SSP585,lariGme,lariGme-Zone3,3,282806.507289548,282806.507289561,4.5074909563511e-14
rf_var,2011-2040SSP585,lariGme,lariGme-Zone4,4,31976.4729970187,31976.4729970201,4.25501609880207e-14
rf_var,2011-2040SSP585,lariGme,lariGme-Zone5,5,119839.304135999,119839.304135984,1.24585711941073e-13
rf_var,2011-2040SSP585,lariGme,lariGme-Zone6,6,42203.4513895537,42203.4513895552,3.4480391411704e-14
rf_var,2011-2040SSP585,lariGme,lariGme-Zone7,7,157720.188303856,157720.188303913,3.5853839122021e-13
rf_var,2011-2040SSP585,lariGme,lariGme-Zone9,9,4907.58046686841,4907.58046686841,7.41297841502975e-16
rf_var,2011-2040SSP585,lariOlg,lariOlg-Zone12,12,254016.760227865,254016.76022791,1.76902949966289e-13
rf_var,2011-2040SSP585,lariOlg,lariOlg-Zone2,2,54192.5465880227,54192.546588022,1.20835101227969e-14
rf_var,2011-2040SSP585,lariOlg,lariOlg-Zone27,27,637243.795733766,637243.795733433,5.22298384592565e-13
rf_var,2011-2040SSP585,lariOlg,lariOlg-Zone3,3,282806.507289548,282806.507289561,4.5074909563511e-14
rf_var,2011-2040SSP585,lariOlg,lariOlg-Zone6,6,42203.4513895537,42203.4513895552,3.4480391411704e-14
rf_var,2011-2040SSP585,lariOlg,lariOlg-Zone7,7,157720.188303856,157720.188303913,3.5853839122021e-13
rf_var,2011-2040SSP585,lariOlg,lariOlg-Zone9,9,4907.58046686841,4907.58046686841,7.41297841502975e-16
rf_var,2011-2040SSP585,phylPub,phylPub-Zone21,21,688895.536746079,688895.536745462,8.95131303405612e-13
rf_var,2011-2040SSP585,phylPub,phylPub-Zone26,26,25171.0867205506,25171.086720551,1.70545477039867e-14
rf_var,2011-2040SSP585,phylPub,phylPub-Zone28,28,62317.6902774835,62317.690277485,2.49857612260994e-14
rf_var,2011-2040SSP585,phylPub,phylPub-Zone30,30,234008.502745697,234008.502745759,2.67024160478886e-13
rf_var,2011-2040SSP585,phylPub,phylPub-Zone40,40,255697.236729182,255697.236729376,7.59644362812645e-13
rf_var,2011-2040SSP585,phylPub,phylPub-Zone44,44,235171.708149928,235171.708150095,7.08748677027656e-13
rf_var,2011-2040SSP585,phylPub,phylPub-Zone47,47,293551.332031056,293551.332031084,9.69627560186699e-14
rf_var,2011-2040SSP585,phylPub,phylPub-Zone49,49,127341.065062184,127341.065062198,1.09361287866919e-13
rf_var,2011-2040SSP585,pinuSyl,pinuSyl-Zone2,2,54192.5465880227,54192.546588022,1.20835101227969e-14
rf_var,2011-2040SSP585,pinuSyl,pinuSyl-Zone27,27,637243.795733766,637243.795733433,5.22298384592565e-13
rf_var,2011-2040SSP585,pinuSyl,pinuSyl-Zone3,3,282806.507289548,282806.507289561,4.5074909563511e-14
rf_var,2011-2040SSP585,pinuSyl,pinuSyl-Zone5,5,119839.304135999,119839.304135984,1.24585711941073e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone10,10,133869.00877467,133869.008774644,1.94360327804624e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone18,18,140679.018018258,140679.018018244,9.7854761854037e-14
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone21,21,688895.536746079,688895.536745462,8.95131303405612e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone28,28,62317.6902774835,62317.690277485,2.49857612260994e-14
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone30,30,234008.502745697,234008.502745759,2.67024160478886e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone39,39,57174.769397383,57174.7693973862,5.6375377759383e-14
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone40,40,255697.236729182,255697.236729376,7.59644362812645e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone44,44,235171.708149928,235171.708150095,7.08748677027656e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone45,45,75138.1747623861,75138.1747623844,2.28529106859129e-14
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone46,46,153687.262784315,153687.262784333,1.17220326046139e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone47,47,293551.332031056,293551.332031084,9.69627560186699e-14
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone49,49,127341.065062184,127341.065062198,1.09361287866919e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone5,5,119839.304135999,119839.304135984,1.24585711941073e-13
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone50,50,14703.8235072317,14703.8235072316,4.45350955793538e-15
rf_var,2011-2040SSP585,pinuYun,pinuYun-Zone7,7,157720.188303856,157720.188303913,3.5853839122021e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone10,10,133869.00877467,133869.008774644,1.94360327804624e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone21,21,688895.536746079,688895.536745462,8.95131303405612e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone26,26,25171.0867205506,25171.086720551,1.70545477039867e-14
rf_var,2011-2040SSP585,querVar,querVar-Zone27,27,637243.795733766,637243.795733433,5.22298384592565e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone28,28,62317.6902774835,62317.690277485,2.49857612260994e-14
rf_var,2011-2040SSP585,querVar,querVar-Zone3,3,282806.507289548,282806.507289561,4.5074909563511e-14
rf_var,2011-2040SSP585,querVar,querVar-Zone30,30,234008.502745697,234008.502745759,2.67024160478886e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone33,33,326071.934942971,326071.934942954,5.10543510105036e-14
rf_var,2011-2040SSP585,querVar,querVar-Zone36,36,56053.133960322,56053.1339603211,1.66149956088939e-14
rf_var,2011-2040SSP585,querVar,querVar-Zone37,37,75896.6468877497,75896.6468877372,1.64123712262375e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone40,40,255697.236729182,255697.236729376,7.59644362812645e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone41,41,83854.6370422822,83854.637042275,8.62480850623942e-14
rf_var,2011-2040SSP585,querVar,querVar-Zone44,44,235171.708149928,235171.708150095,7.08748677027656e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone47,47,293551.332031056,293551.332031084,9.69627560186699e-14
rf_var,2011-2040SSP585,querVar,querVar-Zone49,49,127341.065062184,127341.065062198,1.09361287866919e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone5,5,119839.304135999,119839.304135984,1.24585711941073e-13
rf_var,2011-2040SSP585,querVar,querVar-Zone7,7,157720.188303856,157720.188303913,3.5853839122021e-13
rf_var,2011-2040SSP585,robiPse,robiPse-Zone12,12,254016.760227865,254016.76022791,1.76902949966289e-13
rf_var,2011-2040SSP585,robiPse,robiPse-Zone27,27,637243.795733766,637243.795733433,5.22298384592565e-13
rf_var,2011-2040SSP585,robiPse,robiPse-Zone3,3,282806.507289548,282806.507289561,4.5074909563511e-14
rf_var,2011-2040SSP585,robiPse,robiPse-Zone33,33,326071.934942971,326071.934942954,5.10543510105036e-14
rf_var,2011-2040SSP585,robiPse,robiPse-Zone37,37,75896.6468877497,75896.6468877372,1.64123712262375e-13
rf_var,2011-2040SSP585,robiPse,robiPse-Zone41,41,83854.6370422822,83854.637042275,8.62480850623942e-14
rf_var,2011-2040SSP585,robiPse,robiPse-Zone7,7,157720.188303856,157720.188303913,3.5853839122021e-13
rf_var,2011-2040SSP585,saliMat,saliMat-Zone27,27,637243.795733766,637243.795733433,5.22298384592565e-13
rf_var,2011-2040SSP585,saliMat,saliMat-Zone3,3,282806.507289548,282806.507289561,4.5074909563511e-14
rf_var,2011-2040SSP585,saliMat,saliMat-Zone37,37,75896.6468877497,75896.6468877372,1.64123712262375e-13
rf_var,2041-2070SSP245,chamFor,chamFor-Zone10,10,152756.621912314,152756.621912313,4.19153200714064e-15
rf_var,2041-2070SSP245,chamFor,chamFor-Zone21,21,940049.851563539,940049.851561814,1.83493015891006e-12
rf_var,2041-2070SSP245,chamFor,chamFor-Zone26,26,13314.5371423852,13314.5371423852,9.56317571437559e-16
rf_var,2041-2070SSP245,chamFor,chamFor-Zone30,30,164845.396169835,164845.396169932,5.87919090691602e-13
rf_var,2041-2070SSP245,chamFor,chamFor-Zone34,34,11950.0615833797,11950.0615833791,4.96223840704485e-14
rf_var,2041-2070SSP245,chamFor,chamFor-Zone49,49,136730.239554994,136730.239555002,5.4916807593369e-14
rf_var,2041-2070SSP245,chamFor,chamFor-Zone53,53,187059.615087355,187059.615087412,3.02614491171143e-13
rf_var,2041-2070SSP245,cyclLon,cyclLon-Zone10,10,152756.621912314,152756.621912313,4.19153200714064e-15
rf_var,2041-2070SSP245,cyclLon,cyclLon-Zone21,21,940049.851563539,940049.851561814,1.83493015891006e-12
rf_var,2041-2070SSP245,cyclLon,cyclLon-Zone26,26,13314.5371423852,13314.5371423852,9.56317571437559e-16
rf_var,2041-2070SSP245,cyclLon,cyclLon-Zone34,34,11950.0615833797,11950.0615833791,4.96223840704485e-14
rf_var,2041-2070SSP245,cyclLon,cyclLon-Zone49,49,136730.239554994,136730.239555002,5.4916807593369e-14
rf_var,2041-2070SSP245,cyclLon,cyclLon-Zone53,53,187059.615087355,187059.615087412,3.02614491171143e-13
rf_var,2041-2070SSP245,lariGme,lariGme-Zone12,12,289552.167969255,289552.167969321,2.295722709637e-13
rf_var,2041-2070SSP245,lariGme,lariGme-Zone2,2,23676.0911868362,23676.091186837,3.3497057165708e-14
rf_var,2041-2070SSP245,lariGme,lariGme-Zone3,3,271632.094911422,271632.094911442,7.47867208601513e-14
rf_var,2041-2070SSP245,lariGme,lariGme-Zone4,4,5251.31849749265,5251.31849749267,3.11748461643095e-15
rf_var,2041-2070SSP245,lariGme,lariGme-Zone5,5,127970.031004655,127970.031004658,2.49032481276522e-14
rf_var,2041-2070SSP245,lariGme,lariGme-Zone6,6,4128.01602103883,4128.01602103888,1.32193484299129e-14
rf_var,2041-2070SSP245,lariGme,lariGme-Zone7,7,167241.286045414,167241.286045456,2.54073581180678e-13
rf_var,2041-2070SSP245,lariGme,lariGme-Zone9,9,2194.28747818057,2194.28747818059,9.53310737484679e-15
rf_var,2041-2070SSP245,lariOlg,lariOlg-Zone12,12,289552.167969255,289552.167969321,2.295722709637e-13
rf_var,2041-2070SSP245,lariOlg,lariOlg-Zone2,2,23676.0911868362,23676.091186837,3.3497057165708e-14
rf_var,2041-2070SSP245,lariOlg,lariOlg-Zone27,27,678891.625593275,678891.625592099,1.73141847708224e-12
rf_var,2041-2070SSP245,lariOlg,lariOlg-Zone3,3,271632.094911422,271632.094911442,7.47867208601513e-14
rf_var,2041-2070SSP245,lariOlg,lariOlg-Zone6,6,4128.01602103883,4128.01602103888,1.32193484299129e-14
rf_var,2041-2070SSP245,lariOlg,lariOlg-Zone7,7,167241.286045414,167241.286045456,2.54073581180678e-13
rf_var,2041-2070SSP245,lariOlg,lariOlg-Zone9,9,2194.28747818057,2194.28747818059,9.53310737484679e-15
rf_var,2041-2070SSP245,phylPub,phylPub-Zone21,21,940049.851563539,940049.851561814,1.83493015891006e-12
rf_var,2041-2070SSP245,phylPub,phylPub-Zone26,26,13314.5371423852,13314.5371423852,9.56317571437559e-16
rf_var,2041-2070SSP245,phylPub,phylPub-Zone28,28,49002.2224662336,49002.2224662344,1.67784881791691e-14
rf_var,2041-2070SSP245,phylPub,phylPub-Zone30,30,164845.396169835,164845.396169932,5.87919090691602e-13
rf_var,2041-2070SSP245,phylPub,phylPub-Zone40,40,239106.821290668,239106.821290871,8.4984168645578e-13
rf_var,2041-2070SSP245,phylPub,phylPub-Zone44,44,232491.076071638,232491.076071758,5.18130658155846e-13
rf_var,2041-2070SSP245,phylPub,phylPub-Zone47,47,163928.84206769,163928.842067758,4.16152384962166e-13
rf_var,2041-2070SSP245,phylPub,phylPub-Zone49,49,136730.239554994,136730.239555002,5.4916807593369e-14
rf_var,2041-2070SSP245,pinuSyl,pinuSyl-Zone2,2,23676.0911868362,23676.091186837,3.3497057165708e-14
rf_var,2041-2070SSP245,pinuSyl,pinuSyl-Zone27,27,678891.625593275,678891.625592099,1.73141847708224e-12
rf_var,2041-2070SSP245,pinuSyl,pinuSyl-Zone3,3,271632.094911422,271632.094911442,7.47867208601513e-14
rf_var,2041-2070SSP245,pinuSyl,pinuSyl-Zone5,5,127970.031004655,127970.031004658,2.49032481276522e-14
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone10,10,152756.621912314,152756.621912313,4.19153200714064e-15
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone18,18,171528.327390671,171528.32739064,1.77987616468646e-13
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone21,21,940049.851563539,940049.851561814,1.83493015891006e-12
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone28,28,49002.2224662336,49002.2224662344,1.67784881791691e-14
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone30,30,164845.396169835,164845.396169932,5.87919090691602e-13
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone39,39,52260.9493682925,52260.9493682949,4.56653414509149e-14
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone40,40,239106.821290668,239106.821290871,8.4984168645578e-13
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone44,44,232491.076071638,232491.076071758,5.18130658155846e-13
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone45,45,92016.5331168196,92016.5331168171,2.7675300065166e-14
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone46,46,189217.57951402,189217.579514018,8.76725270608866e-15
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone47,47,163928.84206769,163928.842067758,4.16152384962166e-13
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone49,49,136730.239554994,136730.239555002,5.4916807593369e-14
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone5,5,127970.031004655,127970.031004658,2.49032481276522e-14
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone50,50,17582.9581157906,17582.9581157909,1.55177762885552e-14
rf_var,2041-2070SSP245,pinuYun,pinuYun-Zone7,7,167241.286045414,167241.286045456,2.54073581180678e-13
rf_var,2041-2070SSP245,querVar,querVar-Zone10,10,152756.621912314,152756.621912313,4.19153200714064e-15
rf_var,2041-2070SSP245,querVar,querVar-Zone21,21,940049.851563539,940049.851561814,1.83493015891006e-12
rf_var,2041-2070SSP245,querVar,querVar-Zone26,26,13314.5371423852,13314.5371423852,9.56317571437559e-16
rf_var,2041-2070SSP245,querVar,querVar-Zone27,27,678891.625593275,678891.625592099,1.73141847708224e-12
