Species,PopulationID,source_zone,zone_name,reference_abundance,method,scenario,dual_threshold,rank_min_suitability,suitable_area_km2,suitability_weighted_area_km2,mean_dual_suitability,max_dual_suitability,population_niche_definition,source_dual_raster,population_stack_file,layer,layer_name,COLOR,period,ssp,method_label
lariGme,lariGme-Zone6,6,Cold-temperate and temperate marshes,446,rf_var,2041-2070SSP245,0.4,0,70665.1113330956,243225.488068125,0.0305848599437144,0.870011270046234,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP245/dual_suitability_zone6.tif,,5,pop_zone6,#0077B6,2041-2070,SSP245,Plain RF
lariGme,lariGme-Zone6,6,Cold-temperate and temperate marshes,446,rf_var,2041-2070SSP585,0.4,0,33397.9694093966,238337.669988662,0.0298253923957024,0.64671516418457,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP585/dual_suitability_zone6.tif,,5,pop_zone6,#0077B6,2041-2070,SSP585,Plain RF
lariGme,lariGme-Zone6,6,Cold-temperate and temperate marshes,446,rf_var,2071-2100SSP245,0.4,0,18572.9021704573,230931.59757307,0.0288594907996159,0.638346314430237,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP245/dual_suitability_zone6.tif,,5,pop_zone6,#0077B6,2071-2100,SSP245,Plain RF
lariGme,lariGme-Zone6,6,Cold-temperate and temperate marshes,446,rf_var,2071-2100SSP585,0.4,0,542.087108173083,240636.390910631,0.0298724576228062,0.458286255598068,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP585/dual_suitability_zone6.tif,,5,pop_zone6,#0077B6,2071-2100,SSP585,Plain RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,mf_var,2011-2040SSP245,0.4,0,908222.556495777,934497.083030635,0.105980623092223,0.996783018112183,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP245/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2011-2040,SSP245,Plain MF RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,mf_var,2011-2040SSP585,0.4,0,901063.119536924,934465.075687479,0.105964182738458,0.996502697467804,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP585/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2011-2040,SSP585,Plain MF RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,mf_var,2041-2070SSP245,0.4,0,789049.333383077,911794.572980806,0.103733252544119,0.990764439105988,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP245/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2041-2070,SSP245,Plain MF RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,mf_var,2041-2070SSP585,0.4,0,658658.232643191,859045.038130618,0.0979781783470154,0.984044671058655,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP585/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2041-2070,SSP585,Plain MF RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,mf_var,2071-2100SSP245,0.4,0,650896.814262179,855620.282062806,0.0976323970408807,0.980042815208435,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP245/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2071-2100,SSP245,Plain MF RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,mf_var,2071-2100SSP585,0.4,0,393028.573989724,747137.85956508,0.0856138736939156,0.95249342918396,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP585/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2071-2100,SSP585,Plain MF RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,rf_var,2011-2040SSP245,0.4,0,915449.876126181,937998.821926289,0.106327823450021,0.997853755950928,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP245/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2011-2040,SSP245,Plain RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,rf_var,2011-2040SSP585,0.4,0,908772.259378617,937973.053041428,0.106325024393075,0.998431622982025,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP585/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2011-2040,SSP585,Plain RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,rf_var,2041-2070SSP245,0.4,0,802072.949460654,916046.868555697,0.104216838089282,0.992921352386475,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP245/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2041-2070,SSP245,Plain RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,rf_var,2041-2070SSP585,0.4,0,680644.522942131,865859.510441791,0.0987751379516298,0.985073983669281,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP585/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2041-2070,SSP585,Plain RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,rf_var,2071-2100SSP245,0.4,0,674969.461701602,861728.674019583,0.098343549799356,0.983543455600739,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP245/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2071-2100,SSP245,Plain RF
lariGme,lariGme-Zone7,7,Deciduous scrubs in temperate zone,47,rf_var,2071-2100SSP585,0.4,0,408782.274633449,757323.165010512,0.0868908826622547,0.956230461597443,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP585/dual_suitability_zone7.tif,,6,pop_zone7,#C77DFF,2071-2100,SSP585,Plain RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,mf_var,2011-2040SSP245,0.4,0,55320.4279589489,100334.915791326,0.0127079467213817,0.999932825565338,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP245/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2011-2040,SSP245,Plain MF RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,mf_var,2011-2040SSP585,0.4,0,47177.0355178703,97988.9234986945,0.0124203498471911,0.999646008014679,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP585/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2011-2040,SSP585,Plain MF RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,mf_var,2041-2070SSP245,0.4,0,16008.607217432,84073.0968336389,0.01084902916372,0.993692934513092,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP245/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2041-2070,SSP245,Plain MF RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,mf_var,2041-2070SSP585,0.4,0,7746.52022501021,73656.5598007953,0.00958450123057275,0.990336179733276,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP585/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2041-2070,SSP585,Plain MF RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,mf_var,2071-2100SSP245,0.4,0,12198.8772972635,78822.7735701386,0.0103027752528711,0.989929735660553,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP245/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2071-2100,SSP245,Plain MF RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,mf_var,2071-2100SSP585,0.4,0,3403.46490564527,58003.2769665608,0.0076496009211478,0.795128703117371,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP585/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2071-2100,SSP585,Plain MF RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,rf_var,2011-2040SSP245,0.4,0,61094.995885477,101837.981501957,0.012898076793485,0.999935507774353,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP245/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2011-2040,SSP245,Plain RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,rf_var,2011-2040SSP585,0.4,0,52812.7008438896,99993.9673669055,0.0126735127691314,0.999683976173401,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP585/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2011-2040,SSP585,Plain RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,rf_var,2041-2070SSP245,0.4,0,17633.0961425385,90759.0619840274,0.0117162215073509,0.996218740940094,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP245/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2041-2070,SSP245,Plain RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,rf_var,2041-2070SSP585,0.4,0,8269.68243724667,81594.0984531048,0.0106218862187667,0.989831149578094,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP585/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2041-2070,SSP585,Plain RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,rf_var,2071-2100SSP245,0.4,0,13078.2208190341,87193.8451331985,0.0113991979687007,0.988303601741791,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP245/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2071-2100,SSP245,Plain RF
lariGme,lariGme-Zone9,9,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,rf_var,2071-2100SSP585,0.4,0,5964.16824051986,64644.6488283702,0.00853241265500784,0.757963538169861,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP585/dual_suitability_zone9.tif,,7,pop_zone9,#2CA25F,2071-2100,SSP585,Plain RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,mf_var,2011-2040SSP245,0.4,0,687529.386053926,576720.463644728,0.0696010514688635,0.989748597145081,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP245/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2011-2040,SSP245,Plain MF RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,mf_var,2011-2040SSP585,0.4,0,684651.002275556,574065.234252003,0.0692936643059734,0.988612294197083,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP585/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2011-2040,SSP585,Plain MF RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,mf_var,2041-2070SSP245,0.4,0,672857.112385937,554526.938809595,0.0672475592591682,0.955785870552063,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP245/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2041-2070,SSP245,Plain MF RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,mf_var,2041-2070SSP585,0.4,0,659333.830924221,540024.033190229,0.0657122640119853,0.925334751605988,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP585/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2041-2070,SSP585,Plain MF RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,mf_var,2071-2100SSP245,0.4,0,665389.60517749,535568.447180939,0.0652492177841681,0.946377277374268,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP245/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2071-2100,SSP245,Plain MF RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,mf_var,2071-2100SSP585,0.4,0,603412.868564043,484207.002280034,0.059455235097451,0.876193463802338,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP585/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2071-2100,SSP585,Plain MF RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,rf_var,2011-2040SSP245,0.4,0,681856.379951879,579043.923716203,0.069902941660957,0.992185473442078,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP245/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2011-2040,SSP245,Plain RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,rf_var,2011-2040SSP585,0.4,0,677938.705035558,576229.626208941,0.0695766164888863,0.987574756145477,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP585/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2011-2040,SSP585,Plain RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,rf_var,2041-2070SSP245,0.4,0,651671.405817342,553949.172555006,0.0671695815402889,0.960653603076935,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP245/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2041-2070,SSP245,Plain RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,rf_var,2041-2070SSP585,0.4,0,638915.722741987,535518.658799448,0.0651478382388732,0.916265666484833,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP585/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2041-2070,SSP585,Plain RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,rf_var,2071-2100SSP245,0.4,0,640682.675030394,530369.633461102,0.0646029007431166,0.953819572925568,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP245/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2071-2100,SSP245,Plain RF
lariGme,lariGme-Zone12,12,One year one ripe grain fields and cold-tolerant economic crop fields,27,rf_var,2071-2100SSP585,0.4,0,583635.892606511,474186.079490388,0.0582120394052559,0.876714050769806,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP585/dual_suitability_zone12.tif,,8,pop_zone12,#F8961E,2071-2100,SSP585,Plain RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,mf_var,2011-2040SSP245,0.4,0,441868.742190835,407986.683885608,0.0506599824562428,0.999566197395325,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP245/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2011-2040,SSP245,Plain MF RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,mf_var,2011-2040SSP585,0.4,0,436114.158125413,405831.255096648,0.0503364814116758,0.998945295810699,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP585/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2011-2040,SSP585,Plain MF RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,mf_var,2041-2070SSP245,0.4,0,322965.37359334,360329.513350918,0.0443395904559987,0.988284826278687,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP245/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2041-2070,SSP245,Plain MF RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,mf_var,2041-2070SSP585,0.4,0,238190.214695515,323651.26261464,0.0397353736527453,0.983393430709839,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP585/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2041-2070,SSP585,Plain MF RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,mf_var,2071-2100SSP245,0.4,0,244686.249947008,321334.970776616,0.0394826830858126,0.984200537204742,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP245/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2071-2100,SSP245,Plain MF RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,mf_var,2071-2100SSP585,0.4,0,83869.0767848334,235643.248811136,0.0288448067607971,0.924440920352936,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP585/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2071-2100,SSP585,Plain MF RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,rf_var,2011-2040SSP245,0.4,0,445788.363112459,407554.448234486,0.0506741979226402,0.998979210853577,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP245/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2011-2040,SSP245,Plain RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,rf_var,2011-2040SSP585,0.4,0,440985.455767389,405834.080209795,0.0504090562426134,0.998000025749207,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP585/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2011-2040,SSP585,Plain RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,rf_var,2041-2070SSP245,0.4,0,342415.178873258,364226.572559096,0.0449264993101367,0.993339657783508,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP245/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2041-2070,SSP245,Plain RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,rf_var,2041-2070SSP585,0.4,0,251362.02844134,328480.481044789,0.0404412618356809,0.990986883640289,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP585/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2041-2070,SSP585,Plain RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,rf_var,2071-2100SSP245,0.4,0,258930.434130628,324580.564832491,0.0399991908008664,0.990415990352631,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP245/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2071-2100,SSP245,Plain RF
lariOlg,lariOlg-Zone2,2,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,rf_var,2071-2100SSP585,0.4,0,87292.7965722656,239664.018711762,0.0294335513283457,0.926515579223633,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP585/dual_suitability_zone2.tif,,1,pop_zone2,#005A32,2071-2100,SSP585,Plain RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,mf_var,2011-2040SSP245,0.4,0,993635.22619721,859962.785620512,0.100694845089152,0.998881220817566,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP245/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2011-2040,SSP245,Plain MF RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,mf_var,2011-2040SSP585,0.4,0,985769.279341816,853139.63246846,0.0999161008774694,0.998743116855621,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP585/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2011-2040,SSP585,Plain MF RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,mf_var,2041-2070SSP245,0.4,0,874342.812220739,800280.224965375,0.0939041557194049,0.997041821479797,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP245/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2041-2070,SSP245,Plain MF RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,mf_var,2041-2070SSP585,0.4,0,785597.711089381,749696.498589789,0.0878385345561061,0.99680233001709,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP585/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2041-2070,SSP585,Plain MF RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,mf_var,2071-2100SSP245,0.4,0,811931.633286415,759682.638879593,0.0892004556411383,0.995563089847565,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP245/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2071-2100,SSP245,Plain MF RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,mf_var,2071-2100SSP585,0.4,0,576590.276605275,658801.562759587,0.0767344028219359,0.991776645183563,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP585/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2071-2100,SSP585,Plain MF RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,rf_var,2011-2040SSP245,0.4,0,991722.749347063,861560.655124556,0.100902788265769,0.999992907047272,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP245/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2011-2040,SSP245,Plain RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,rf_var,2011-2040SSP585,0.4,0,981961.397039727,854822.923468484,0.100129128272168,0.999916553497314,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP585/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2011-2040,SSP585,Plain RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,rf_var,2041-2070SSP245,0.4,0,874247.31122507,801793.902612769,0.094090862546497,0.99936580657959,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP245/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2041-2070,SSP245,Plain RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,rf_var,2041-2070SSP585,0.4,0,785609.683738769,750298.876439071,0.0879103325746048,0.997088074684143,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP585/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2041-2070,SSP585,Plain RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,rf_var,2071-2100SSP245,0.4,0,811948.561559728,759729.980661084,0.0891995072155314,0.996340930461884,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP245/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2071-2100,SSP245,Plain RF
lariOlg,lariOlg-Zone3,3,Broadleaf deciduous forests in temperate zone,135,rf_var,2071-2100SSP585,0.4,0,593181.705103553,665629.026332713,0.0775587035246543,0.995232582092285,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2071-2100SSP585/dual_suitability_zone3.tif,,2,pop_zone3,#33A02C,2071-2100,SSP585,Plain RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,mf_var,2011-2040SSP245,0.4,0,183731.362561371,285745.977986672,0.0363282797215363,0.982295453548431,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP245/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2011-2040,SSP245,Plain MF RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,mf_var,2011-2040SSP585,0.4,0,164853.866629313,280922.275671648,0.0356933031282349,0.949869513511658,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2011-2040SSP585/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2011-2040,SSP585,Plain MF RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,mf_var,2041-2070SSP245,0.4,0,70443.5757974285,244322.616183047,0.0306790489592563,0.857739150524139,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP245/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2041-2070,SSP245,Plain MF RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,mf_var,2041-2070SSP585,0.4,0,30681.4579362326,238102.35499351,0.0297590825211024,0.619115591049194,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2041-2070SSP585/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2041-2070,SSP585,Plain MF RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,mf_var,2071-2100SSP245,0.4,0,16282.1812473039,231185.070731099,0.0288581166410638,0.618782579898834,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP245/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2071-2100,SSP245,Plain MF RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,mf_var,2071-2100SSP585,0.4,0,610.388203227864,245010.920128478,0.030385322932758,0.45221808552742,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/mf_var/2071-2100SSP585/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2071-2100,SSP585,Plain MF RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,rf_var,2011-2040SSP245,0.4,0,189603.426427187,285736.372414113,0.0363448597316715,0.991063237190247,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP245/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2011-2040,SSP245,Plain RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,rf_var,2011-2040SSP585,0.4,0,165610.223187434,280313.444759524,0.0356268444401221,0.969105362892151,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2011-2040SSP585/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2011-2040,SSP585,Plain RF
lariOlg,lariOlg-Zone6,6,Cold-temperate and temperate marshes,108,rf_var,2041-2070SSP245,0.4,0,70665.1113330956,243225.488068125,0.0305848599437144,0.870011270046234,source-zone dual suitability raster,H:/Jing/ecoChina2/dual suit/rf_var/2041-2070SSP245/dual_suitability_zone6.tif,,3,pop_zone6,#0077B6,2041-2070,SSP245,Plain RF
