niche,method,zone,metric,value,metric_label,niche_label,method_label,zone_factor
climate,rf_var,20,f1,0.941603815439219,F1,Climate,Plain RF,20
climate,rf_var,21,f1,0.944329233121839,F1,Climate,Plain RF,21
climate,rf_var,22,f1,0.972539602618227,F1,Climate,Plain RF,22
climate,rf_var,23,f1,0.94351026122622,F1,Climate,Plain RF,23
climate,rf_var,24,f1,0.947592990179741,F1,Climate,Plain RF,24
climate,rf_var,25,f1,0.957335158567192,F1,Climate,Plain RF,25
climate,rf_var,26,f1,0.968374875373878,F1,Climate,Plain RF,26
climate,rf_var,27,f1,0.959181100677704,F1,Climate,Plain RF,27
climate,rf_var,28,f1,0.956846443794695,F1,Climate,Plain RF,28
climate,rf_var,29,f1,0.981453664203169,F1,Climate,Plain RF,29
climate,rf_var,30,f1,0.918929903680196,F1,Climate,Plain RF,30
climate,rf_var,31,f1,0.953194306266225,F1,Climate,Plain RF,31
climate,rf_var,32,f1,0.974000836995187,F1,Climate,Plain RF,32
climate,rf_var,33,f1,0.96226533928444,F1,Climate,Plain RF,33
climate,rf_var,34,f1,0.990554156171284,F1,Climate,Plain RF,34
climate,rf_var,35,f1,0.988337456454789,F1,Climate,Plain RF,35
climate,rf_var,36,f1,0.97158207267072,F1,Climate,Plain RF,36
climate,rf_var,37,f1,0.968442665378377,F1,Climate,Plain RF,37
climate,rf_var,38,f1,0.995144023838428,F1,Climate,Plain RF,38
climate,rf_var,39,f1,0.987114350931448,F1,Climate,Plain RF,39
climate,rf_var,40,f1,0.929263151965225,F1,Climate,Plain RF,40
climate,rf_var,41,f1,0.967311851017818,F1,Climate,Plain RF,41
