stage1,stage2,stage3,stage4,area_km2,family
16,1,46,10,2.19039716734934,SSP245
18,1,46,10,4.36683204208183,SSP245
20,1,46,10,2.98423212249756,SSP245
39,1,46,10,1.50720592246819,SSP245
45,1,46,10,17.659423553565,SSP245
46,1,46,10,5.19466055705643,SSP245
5,5,46,10,1.51823494375753,SSP245
46,5,46,10,2.30042816723776,SSP245
1,10,46,10,17.5086384941692,SSP245
5,10,46,10,2.28954866620159,SSP245
10,10,46,10,2681.18072464077,SSP245
16,10,46,10,90.2393039358225,SSP245
18,10,46,10,255.63909817256,SSP245
20,10,46,10,13.5951770842199,SSP245
28,10,46,10,17.2001087879648,SSP245
34,10,46,10,16.2280745384102,SSP245
36,10,46,10,12.6650216939249,SSP245
39,10,46,10,175.704351471923,SSP245
45,10,46,10,117.234041694361,SSP245
46,10,46,10,2038.00041520149,SSP245
49,10,46,10,19.0257791554036,SSP245
10,16,46,10,1.43456396328402,SSP245
16,16,46,10,684.232697850531,SSP245
18,16,46,10,545.904342713116,SSP245
20,16,46,10,13.4099621099577,SSP245
43,16,46,10,106.288362565082,SSP245
45,16,46,10,16.8662189632096,SSP245
46,16,46,10,116.248581920167,SSP245
10,18,46,10,127.831669400632,SSP245
16,18,46,10,222.233411846083,SSP245
18,18,46,10,454.723465097217,SSP245
20,18,46,10,3.71043172232723,SSP245
28,18,46,10,0.714648871442795,SSP245
34,18,46,10,2.85886686785889,SSP245
39,18,46,10,1.4881797028389,SSP245
43,18,46,10,16.6564476303277,SSP245
45,18,46,10,47.0516404350729,SSP245
46,18,46,10,326.224917475453,SSP245
16,20,46,10,3.74270239961004,SSP245
20,20,46,10,48.1373102360139,SSP245
45,20,46,10,17.3065956448879,SSP245
46,20,46,10,1.51153924641466,SSP245
10,28,46,10,17.27891765657,SSP245
16,28,46,10,0.724064437692165,SSP245
28,28,46,10,0.713220604762554,SSP245
34,28,46,10,0.714987946963787,SSP245
46,28,46,10,8.82314945558882,SSP245
10,30,46,10,0.76089930424881,SSP245
39,30,46,10,2.28331576637316,SSP245
5,34,46,10,0.757498062368393,SSP245
10,34,46,10,50.89349307868,SSP245
28,34,46,10,0.710962664460182,SSP245
34,34,46,10,67.1234893707261,SSP245
36,34,46,10,2.99508751367617,SSP245
39,34,46,10,9.0077677085948,SSP245
45,34,46,10,0.756236525656223,SSP245
46,34,46,10,16.967464095005,SSP245
36,36,46,10,2.98244235075617,SSP245
5,39,46,10,1.51442403952551,SSP245
10,39,46,10,150.082735451231,SSP245
18,39,46,10,1.48170625836277,SSP245
20,39,46,10,2.25756474018526,SSP245
30,39,46,10,3.03449154614162,SSP245
34,39,46,10,55.4994675885482,SSP245
39,39,46,10,312.451473359672,SSP245
45,39,46,10,2.25645059097147,SSP245
46,39,46,10,367.880155116031,SSP245
16,43,46,10,43.7292903369112,SSP245
18,43,46,10,42.8972610448527,SSP245
43,43,46,10,15.8080709396105,SSP245
16,45,46,10,63.483975005939,SSP245
18,45,46,10,38.6730444759188,SSP245
20,45,46,10,6.74970632152748,SSP245
39,45,46,10,0.756868259422779,SSP245
45,45,46,10,836.43302307689,SSP245
46,45,46,10,96.4263102668161,SSP245
1,46,46,10,2.20751059492493,SSP245
5,46,46,10,18.2120582786388,SSP245
10,46,46,10,1318.67596939363,SSP245
16,46,46,10,786.346593278518,SSP245
18,46,46,10,679.353632769547,SSP245
20,46,46,10,56.8999908650036,SSP245
28,46,46,10,0.72419580097723,SSP245
30,46,46,10,0.759319225453854,SSP245
34,46,46,10,11.9955613727407,SSP245
36,46,46,10,0.746409439334869,SSP245
39,46,46,10,275.815760152234,SSP245
43,46,46,10,6.63578074149942,SSP245
45,46,46,10,1193.88592788402,SSP245
46,46,46,10,7217.71888626464,SSP245
49,46,46,10,22.8588116128931,SSP245
39,47,46,10,0.761516612763405,SSP245
10,49,46,10,0.759658870506764,SSP245
49,49,46,10,9.89328019202757,SSP245
39,50,46,10,0.75640900809288,SSP245
50,50,46,10,0.756236525656223,SSP245
46,99,46,10,2.87168732350731,SSP245
5,10,47,10,0.769203302564144,SSP245
10,10,47,10,0.760392791102886,SSP245
46,10,47,10,2.30171309242249,SSP245
39,39,47,10,2.27790094884205,SSP245
1,1,49,10,2.23669666137791,SSP245
10,10,49,10,167.596540974889,SSP245
34,10,49,10,2.26533271940231,SSP245
46,10,49,10,10.7694261583471,SSP245
49,10,49,10,8.35051291968822,SSP245
10,34,49,10,5.37293225738144,SSP245
34,34,49,10,5.29906511855602,SSP245
39,34,49,10,2.26153648648357,SSP245
46,34,49,10,3.79296326426983,SSP245
39,39,49,10,1.50549518676329,SSP245
10,46,49,10,1.54108449803877,SSP245
34,46,49,10,0.758808677936077,SSP245
46,46,49,10,6.86337308194351,SSP245
49,46,49,10,1.51606500262308,SSP245
10,49,49,10,85.1769299193811,SSP245
46,49,49,10,1.54134763758516,SSP245
49,49,49,10,41.1314372386637,SSP245
1,1,50,10,1.51062737281799,SSP245
10,10,50,10,2.99905345321846,SSP245
39,10,50,10,0.756696159826279,SSP245
50,10,50,10,1.49287837505579,SSP245
39,39,50,10,2.26615417319393,SSP245
39,46,50,10,0.754967271011353,SSP245
1,50,50,10,0.755948736016274,SSP245
10,50,50,10,2.25952266583252,SSP245
34,50,50,10,0.753048941468716,SSP245
39,50,50,10,3.02003227861118,SSP245
50,50,50,10,3.73640952258921,SSP245
10,10,99,10,0.740375802739143,SSP245
16,16,99,10,0.748087922204018,SSP245
16,45,99,10,0.746770156079292,SSP245
10,46,99,10,3.07428060628986,SSP245
10,99,99,10,2.24037053246927,SSP245
2,2,2,11,60.0060951911888,SSP245
4,2,2,11,26.6155767063398,SSP245
5,2,2,11,56.7267548018389,SSP245
11,2,2,11,21.1497895728207,SSP245
13,2,2,11,0.66785523470068,SSP245
16,2,2,11,11.5294733809552,SSP245
17,2,2,11,0.649601560558796,SSP245
18,2,2,11,1.24113964441156,SSP245
20,2,2,11,0.649520902671337,SSP245
2,4,2,11,1.26463336962557,SSP245
4,4,2,11,9.95294714249086,SSP245
2,5,2,11,20.3473217070618,SSP245
4,5,2,11,63.4120907725983,SSP245
5,5,2,11,21.4236567016668,SSP245
11,5,2,11,1.79828227679205,SSP245
16,5,2,11,1.16475641266441,SSP245
17,5,2,11,0.650246319462299,SSP245
20,5,2,11,0.649520902671337,SSP245
2,11,2,11,51.5725180597219,SSP245
5,11,2,11,4.36048527570057,SSP245
11,11,2,11,13.0428440321221,SSP245
13,11,2,11,3.718031223526,SSP245
16,11,2,11,0.621039724531651,SSP245
4,13,2,11,0.6126086106143,SSP245
5,13,2,11,1.18446574036455,SSP245
16,16,2,11,0.63386032030344,SSP245
17,18,2,11,3.24945860837412,SSP245
20,18,2,11,0.649601560558796,SSP245
11,2,3,11,0.624189375609875,SSP245
1,3,3,11,2.80153555241489,SSP245
2,3,3,11,1.17528192565727,SSP245
5,3,3,11,26.9597400298185,SSP245
7,3,3,11,1.99009777008486,SSP245
11,3,3,11,11.2831401454692,SSP245
5,7,3,11,2.35967445076418,SSP245
7,7,3,11,86.7440417463646,SSP245
11,7,3,11,58.2740263538709,SSP245
27,7,3,11,1.18033178113461,SSP245
2,11,3,11,0.624698388257027,SSP245
4,11,3,11,0.610524325202465,SSP245
7,11,3,11,1.78305757109499,SSP245
11,11,3,11,91.1884259551158,SSP245
25,11,3,11,0.623594912497997,SSP245
7,13,3,11,1.3914128859539,SSP245
1,28,3,11,0.705560257595062,SSP245
5,28,3,11,4.23160822009325,SSP245
2,2,4,11,0.631605939614296,SSP245
4,2,4,11,1.2653005138073,SSP245
16,2,4,11,0.631522252602577,SSP245
4,4,4,11,42.1069905840793,SSP245
5,4,4,11,1.25497847357893,SSP245
11,4,4,11,7.33722311788368,SSP245
13,4,4,11,16.778636040731,SSP245
15,4,4,11,32.7418691009131,SSP245
16,4,4,11,2.52068824811602,SSP245
22,4,4,11,0.633693671328545,SSP245
2,5,4,11,1.89573722810125,SSP245
4,5,4,11,0.631438551929951,SSP245
5,5,4,11,0.632191366134644,SSP245
16,5,4,11,0.632776122779369,SSP245
4,7,4,11,0.608956099971294,SSP245
13,7,4,11,0.609043336084843,SSP245
2,11,4,11,1.26530174498796,SSP245
4,11,4,11,2.52127635289145,SSP245
5,11,4,11,1.26488399328375,SSP245
11,11,4,11,1.73902334095478,SSP245
13,11,4,11,1.24463765689087,SSP245
16,11,4,11,6.30449643453407,SSP245
4,13,4,11,0.607820827800751,SSP245
13,13,4,11,0.608956099971294,SSP245
16,16,4,11,1.89360853679657,SSP245
2,2,5,11,60.8241710188842,SSP245
4,2,5,11,12.3878168040638,SSP245
5,2,5,11,61.6107033764897,SSP245
11,2,5,11,14.9590044581218,SSP245
13,2,5,11,7.54671248494625,SSP245
16,2,5,11,4.85814516558504,SSP245
17,2,5,11,0.582195967746735,SSP245
1,3,5,11,1.40929461473608,SSP245
5,3,5,11,14.7879689932742,SSP245
7,3,5,11,2.8092699245019,SSP245
13,3,5,11,3.51841411376667,SSP245
5,4,5,11,2.94693142148113,SSP245
6,4,5,11,0.544746684290886,SSP245
11,4,5,11,25.6074091355524,SSP245
2,5,5,11,16.6173364681649,SSP245
3,5,5,11,3.44205352495575,SSP245
4,5,5,11,112.455824629504,SSP245
5,5,5,11,1582.53163184598,SSP245
6,5,5,11,51.0167304282131,SSP245
11,5,5,11,542.579828379244,SSP245
13,5,5,11,10.4856475625663,SSP245
16,5,5,11,4.32905261169004,SSP245
17,5,5,11,0.582104829404831,SSP245
20,5,5,11,0.637678093008995,SSP245
6,6,5,11,5.48502203120327,SSP245
11,6,5,11,2.19527366845322,SSP245
2,11,5,11,21.7976709163571,SSP245
4,11,5,11,4.94284129962492,SSP245
5,11,5,11,326.91687233807,SSP245
6,11,5,11,90.419922303605,SSP245
11,11,5,11,554.790347276368,SSP245
13,11,5,11,8.55849254579258,SSP245
16,11,5,11,1.87299309095001,SSP245
18,11,5,11,0.577256370742798,SSP245
5,13,5,11,18.4607014877377,SSP245
11,13,5,11,4.95169806379032,SSP245
13,13,5,11,5.3572654061923,SSP245
16,16,5,11,2.48742242854977,SSP245
22,16,5,11,0.637678093008995,SSP245
1,28,5,11,0.706188293931484,SSP245
5,28,5,11,0.704090103085995,SSP245
1,99,5,11,0.709999766943932,SSP245
1,3,7,11,2.81530404069233,SSP245
3,3,7,11,2.10706295489073,SSP245
5,3,7,11,26.5919029440703,SSP245
7,3,7,11,28.6783812492332,SSP245
11,3,7,11,1.24701974877691,SSP245
13,3,7,11,23.2170455404105,SSP245
5,5,7,11,51.5844156745806,SSP245
7,5,7,11,0.706327692015171,SSP245
11,5,7,11,0.62384976347208,SSP245
3,7,7,11,6.81562950195646,SSP245
4,7,7,11,4.2519455231266,SSP245
5,7,7,11,1.41356060577488,SSP245
7,7,7,11,15.1915133354716,SSP245
11,7,7,11,78.660705383232,SSP245
3,11,7,11,11.622732672802,SSP245
4,11,7,11,1.21712579286766,SSP245
7,11,7,11,1.7829681116066,SSP245
11,11,7,11,77.5767978590765,SSP245
7,13,7,11,3.47939502171326,SSP245
11,13,7,11,3.05214330679512,SSP245
12,13,7,11,0.634609562214375,SSP245
13,13,7,11,13.1941568367534,SSP245
7,27,7,11,0.600165994587898,SSP245
1,28,7,11,0.706258000499725,SSP245
3,28,7,11,6.34101722947407,SSP245
5,28,7,11,21.1498181775827,SSP245
7,28,7,11,2.11577230042791,SSP245
13,28,7,11,3.51051821576977,SSP245
28,28,7,11,4.93255643811464,SSP245
1,1,11,11,5.61547243463373,SSP245
2,2,11,11,226.879098345229,SSP245
4,2,11,11,29.652214459166,SSP245
5,2,11,11,60.3794224532166,SSP245
11,2,11,11,84.1445041923108,SSP245
13,2,11,11,93.4206661931257,SSP245
16,2,11,11,10.7643141096835,SSP245
17,2,11,11,5.84850986167479,SSP245
18,2,11,11,0.649762834328175,SSP245
25,2,11,11,0.620527232174873,SSP245
2,3,11,11,0.585468475940704,SSP245
3,3,11,11,0.702683799827576,SSP245
5,3,11,11,23.0556430086451,SSP245
7,3,11,11,62.9489055419045,SSP245
11,3,11,11,303.559692051821,SSP245
12,3,11,11,0.585921684502602,SSP245
2,4,11,11,22.4860160359836,SSP245
4,4,11,11,1375.86557608965,SSP245
5,4,11,11,92.3736573571892,SSP245
6,4,11,11,344.505853252451,SSP245
11,4,11,11,5604.40237246185,SSP245
12,4,11,11,355.211720306917,SSP245
13,4,11,11,7352.88003810538,SSP245
15,4,11,11,69.5936543546419,SSP245
16,4,11,11,1.89916224328518,SSP245
25,4,11,11,0.627742225206852,SSP245
1,5,11,11,13.3292301284666,SSP245
2,5,11,11,45.855534271647,SSP245
3,5,11,11,1.77992537805033,SSP245
4,5,11,11,145.067853150778,SSP245
5,5,11,11,1481.97162473586,SSP245
6,5,11,11,14.2317253821297,SSP245
11,5,11,11,2242.25423065665,SSP245
13,5,11,11,34.5425098292189,SSP245
16,5,11,11,8.36138863441134,SSP245
25,5,11,11,11.8050235964494,SSP245
6,6,11,11,6.01598965771675,SSP245
11,6,11,11,4.95038658687401,SSP245
3,7,11,11,0.699853217036247,SSP245
5,7,11,11,9.55566895461226,SSP245
7,7,11,11,47.7534839694824,SSP245
11,7,11,11,199.251348363586,SSP245
13,7,11,11,1.30386840950727,SSP245
27,7,11,11,1.18240085292482,SSP245
1,11,11,11,5.60116958953714,SSP245
2,11,11,11,251.504858441853,SSP245
3,11,11,11,14.5708395491104,SSP245
4,11,11,11,150.508404366648,SSP245
5,11,11,11,1485.46693775429,SSP245
6,11,11,11,352.040892143183,SSP245
7,11,11,11,201.316650536033,SSP245
9,11,11,11,3.0652090625515,SSP245
11,11,11,11,10025.2516835613,SSP245
12,11,11,11,3.52266556842327,SSP245
13,11,11,11,1029.27886747418,SSP245
14,11,11,11,15.9926011501293,SSP245
15,11,11,11,209.443021736432,SSP245
16,11,11,11,31.7960595237928,SSP245
17,11,11,11,1.86463710332203,SSP245
18,11,11,11,0.650085213793278,SSP245
20,11,11,11,0.621892801733494,SSP245
25,11,11,11,404.856379013041,SSP245
27,11,11,11,10.0934654830103,SSP245
7,12,11,11,2.36435240831327,SSP245
11,12,11,11,10.7312688497925,SSP245
27,12,11,11,1.18249073818779,SSP245
2,13,11,11,16.4311354799871,SSP245
4,13,11,11,50.6346730819197,SSP245
5,13,11,11,73.2399530510688,SSP245
7,13,11,11,3.05470857889318,SSP245
9,13,11,11,45.9223935900789,SSP245
11,13,11,11,449.642060357425,SSP245
13,13,11,11,809.655624262997,SSP245
15,13,11,11,9.76934212011623,SSP245
16,13,11,11,3.75805304380655,SSP245
25,13,11,11,31.1201014555397,SSP245
11,14,11,11,13.1985901165099,SSP245
11,15,11,11,10.3543470223603,SSP245
15,15,11,11,5.04403225411511,SSP245
16,16,11,11,8.15892391039991,SSP245
20,16,11,11,0.625799577903271,SSP245
17,17,11,11,1.69124758606148,SSP245
13,18,11,11,4.97761352915859,SSP245
16,18,11,11,3.74385648468304,SSP245
18,18,11,11,2.51080019206429,SSP245
20,20,11,11,0.664904588661671,SSP245
2,25,11,11,4.96958842601967,SSP245
5,25,11,11,37.128978762773,SSP245
11,25,11,11,149.958327768865,SSP245
13,25,11,11,21.1560033136807,SSP245
25,25,11,11,62.6968894034543,SSP245
3,27,11,11,1.74667882565498,SSP245
5,27,11,11,3.14653983987474,SSP245
7,27,11,11,93.9415686669545,SSP245
11,27,11,11,88.638813451786,SSP245
27,27,11,11,1.88836095565653,SSP245
3,28,11,11,12.6777584505038,SSP245
5,28,11,11,4.9351309190917,SSP245
7,28,11,11,4.22797569747496,SSP245
13,28,11,11,0.703949742851734,SSP245
28,28,11,11,5.63755771887588,SSP245
28,33,11,11,5.00104863196278,SSP245
33,33,11,11,0.714581010715008,SSP245
1,99,11,11,27.3536687123361,SSP245
2,99,11,11,0.670785165813923,SSP245
5,99,11,11,18.8122880566721,SSP245
11,99,11,11,9.60366949740029,SSP245
13,99,11,11,0.697142025310993,SSP245
15,99,11,11,333.366319848325,SSP245
5,3,12,11,1.18015237044525,SSP245
27,3,12,11,0.590975751942158,SSP245
4,4,12,11,7.85258555044079,SSP245
11,4,12,11,1.82529617297792,SSP245
5,7,12,11,2.9508309377799,SSP245
7,7,12,11,22.5407718520374,SSP245
11,7,12,11,36.6549190230746,SSP245
27,7,12,11,1.18231096766663,SSP245
3,11,12,11,0.61156742362833,SSP245
4,11,12,11,1.82108404688501,SSP245
5,11,12,11,1.78466578413773,SSP245
7,11,12,11,4.1603186400547,SSP245
11,11,12,11,183.891196436536,SSP245
11,12,12,11,1.23917353374863,SSP245
4,13,12,11,42.0769720503397,SSP245
7,13,12,11,1.22270050811911,SSP245
9,13,12,11,9.18279862608242,SSP245
11,13,12,11,98.4643575477547,SSP245
13,13,12,11,18.9630921220236,SSP245
15,13,12,11,1.83192034371233,SSP245
5,2,13,11,1.85421594178867,SSP245
11,2,13,11,3.0930837276659,SSP245
13,2,13,11,0.669014265461445,SSP245
4,4,13,11,373.359189490554,SSP245
13,4,13,11,207.276062470681,SSP245
4,5,13,11,0.618300842563152,SSP245
5,5,13,11,189.583122868172,SSP245
11,5,13,11,14.8575489780045,SSP245
13,5,13,11,6.18356899879646,SSP245
25,5,13,11,6.16590598145533,SSP245
11,7,13,11,48.8808193275947,SSP245
13,7,13,11,1.21948149749184,SSP245
15,7,13,11,1.21965573154736,SSP245
3,11,13,11,2.44783212589932,SSP245
4,11,13,11,1.82660534902,SSP245
5,11,13,11,35.8461997671299,SSP245
11,11,13,11,157.9219606998,SSP245
13,11,13,11,11.1456334743681,SSP245
16,11,13,11,0.631940551048279,SSP245
22,11,13,11,0.631019843764305,SSP245
25,11,13,11,6.2242012661376,SSP245
12,12,13,11,1.95435847290373,SSP245
1,13,13,11,4.19975876309824,SSP245
2,13,13,11,12.6013276473689,SSP245
4,13,13,11,49.8940432342754,SSP245
5,13,13,11,307.060103597299,SSP245
11,13,13,11,170.890106838685,SSP245
12,13,13,11,72.144863186779,SSP245
13,13,13,11,1042.2532286029,SSP245
15,13,13,11,1.22182966804218,SSP245
16,13,13,11,1.88984989065456,SSP245
25,13,13,11,340.198994911475,SSP245
27,13,13,11,5.68202276630497,SSP245
13,14,13,11,0.61191469848156,SSP245
16,16,13,11,0.636436362521648,SSP245
11,18,13,11,0.637760764890671,SSP245
2,25,13,11,1.33903084088993,SSP245
5,25,13,11,8.63926181323814,SSP245
13,25,13,11,6.78201493902111,SSP245
25,25,13,11,47.4248241261144,SSP245
5,11,14,11,0.620356293793202,SSP245
11,14,14,11,9.42725380714512,SSP245
4,4,15,11,0.558266433677673,SSP245
11,4,15,11,2.25861481286621,SSP245
15,4,15,11,0.564092429367065,SSP245
11,15,15,11,0.624019596568584,SSP245
15,15,15,11,3.357516506423,SSP245
11,99,15,11,35.1983426220713,SSP245
15,99,15,11,60.5012495776339,SSP245
16,16,16,11,1.25075228988743,SSP245
17,17,16,11,2.81952616061687,SSP245
17,17,17,11,10.7095179371777,SSP245
16,16,18,11,1.26025238650274,SSP245
16,18,18,11,1.24489315564775,SSP245
20,20,20,11,1.99463583839607,SSP245
25,25,24,11,1.8443147948699,SSP245
16,2,25,11,2.32184867833328,SSP245
5,5,25,11,9.81793145748567,SSP245
11,5,25,11,0.622914715751171,SSP245
5,11,25,11,4.3296533856144,SSP245
11,11,25,11,2.48910498127842,SSP245
5,13,25,11,0.616495988523483,SSP245
11,13,25,11,1.25400538092375,SSP245
13,13,25,11,21.8671766618691,SSP245
25,13,25,11,4.31452448656988,SSP245
5,25,25,11,37.0368545477901,SSP245
11,25,25,11,37.3033335267611,SSP245
13,25,25,11,24.7791406743383,SSP245
25,25,25,11,25.9194810713677,SSP245
11,3,27,11,0.610524325202465,SSP245
11,7,27,11,1.21037060018063,SSP245
5,11,27,11,0.602464047714233,SSP245
7,11,27,11,4.81256146391344,SSP245
11,11,27,11,3.62004737464523,SSP245
5,13,27,11,1.80721569686413,SSP245
3,27,27,11,0.602199339013577,SSP245
5,27,27,11,0.60255225775671,SSP245
7,27,27,11,3.60285509988117,SSP245
11,27,27,11,13.8347628172188,SSP245
1,3,28,11,3.51784770529366,SSP245
5,3,28,11,3.52002782841349,SSP245
7,3,28,11,2.11023339730072,SSP245
7,7,28,11,2.78296961267853,SSP245
13,13,28,11,4.17474204111481,SSP245
1,28,28,11,54.9403616191521,SSP245
3,28,28,11,36.6230506304899,SSP245
5,28,28,11,7.03906058801079,SSP245
7,28,28,11,4.92065127478123,SSP245
13,28,28,11,115.387102733507,SSP245
33,33,33,11,2.10105087488127,SSP245
34,34,34,11,0.714241479029655,SSP245
1,1,99,11,1.40148068701506,SSP245
11,11,99,11,0.623594912497997,SSP245
1,13,99,11,21.706451991148,SSP245
5,13,99,11,32.72376322612,SSP245
13,13,99,11,65.3995870417009,SSP245
11,14,99,11,10.8579081232486,SSP245
14,14,99,11,25.5737295897389,SSP245
11,15,99,11,106.082255740914,SSP245
15,15,99,11,15.6612507142525,SSP245
1,99,99,11,28.1091200314484,SSP245
11,99,99,11,11.1638186186676,SSP245
13,99,99,11,9.75726494310093,SSP245
15,99,99,11,79.3059933698091,SSP245
9,3,2,12,0.606595732070446,SSP245
12,15,2,12,3.58777667016411,SSP245
2,2,3,12,18.0909556025677,SSP245
11,2,3,12,3.90729887520981,SSP245
1,3,3,12,142.763520003207,SSP245
2,3,3,12,823.933585756123,SSP245
3,3,3,12,3585.77707564394,SSP245
4,3,3,12,480.659737768693,SSP245
5,3,3,12,727.358586295626,SSP245
6,3,3,12,1240.7617880425,SSP245
7,3,3,12,109.698345392698,SSP245
9,3,3,12,586.455206284608,SSP245
11,3,3,12,10.3862028302011,SSP245
12,3,3,12,249.796841089428,SSP245
4,4,3,12,0.51470088899231,SSP245
6,4,3,12,0.513404582168579,SSP245
1,5,3,12,27.4861015966969,SSP245
2,5,3,12,309.398531419276,SSP245
3,5,3,12,41.1006268704395,SSP245
4,5,3,12,83.5540767772455,SSP245
5,5,3,12,228.45906751688,SSP245
6,5,3,12,25.0852715390291,SSP245
9,5,3,12,15.0511043270435,SSP245
2,6,3,12,295.994090505539,SSP245
4,6,3,12,0.520460987239838,SSP245
5,6,3,12,92.5612394327439,SSP245
6,6,3,12,813.479143734772,SSP245
11,6,3,12,46.1254708275318,SSP245
3,7,3,12,167.213998630215,SSP245
5,7,3,12,21.9264953120546,SSP245
7,7,3,12,180.179123881002,SSP245
9,7,3,12,3.7841915445776,SSP245
11,7,3,12,8.29465632455206,SSP245
12,7,3,12,93.5842979027785,SSP245
2,9,3,12,24.4157277669268,SSP245
3,9,3,12,21.1057612793207,SSP245
9,9,3,12,44.428567403079,SSP245
5,11,3,12,59.3214390910673,SSP245
7,11,3,12,11.2718741203375,SSP245
11,11,3,12,18.639339084424,SSP245
2,12,3,12,10.5346221816835,SSP245
3,12,3,12,249.248328861148,SSP245
4,12,3,12,111.98279071531,SSP245
5,12,3,12,273.058965183719,SSP245
6,12,3,12,34.6176573624115,SSP245
7,12,3,12,35.0422341452599,SSP245
9,12,3,12,53.1910595087161,SSP245
12,12,3,12,130.827794303486,SSP245
3,27,3,12,25.0571161649318,SSP245
7,27,3,12,41.0588970231934,SSP245
9,27,3,12,1.23901907301617,SSP245
12,27,3,12,6.28845193382597,SSP245
27,27,3,12,0.629173476899624,SSP245
1,4,4,12,1.57815414361477,SSP245
2,4,4,12,2.63444895176792,SSP245
4,4,4,12,40.8982578850126,SSP245
6,5,4,12,21.4973918557901,SSP245
11,5,4,12,0.56512113137722,SSP245
4,6,4,12,0.519965940350533,SSP245
6,6,4,12,2.26729760101891,SSP245
13,6,4,12,1.09486359501457,SSP245
11,11,4,12,2.92107976985073,SSP245
2,2,5,12,0.523425241396904,SSP245
1,3,5,12,74.6171533909684,SSP245
2,3,5,12,209.734838000173,SSP245
3,3,5,12,18.1520855053577,SSP245
5,3,5,12,278.161457753458,SSP245
6,3,5,12,1.62374516527367,SSP245
1,4,5,12,4.19587631518078,SSP245
2,4,5,12,296.890969501558,SSP245
4,4,5,12,52.8340764241066,SSP245
5,4,5,12,4.17624672903633,SSP245
1,5,5,12,72.3089968266116,SSP245
2,5,5,12,463.789455070946,SSP245
3,5,5,12,125.177882447907,SSP245
4,5,5,12,220.989208106997,SSP245
5,5,5,12,304.18825311526,SSP245
6,5,5,12,333.667230380747,SSP245
7,5,5,12,0.537508343120575,SSP245
11,5,5,12,812.650534594994,SSP245
13,5,5,12,5.76420170747948,SSP245
2,6,5,12,275.036958059527,SSP245
4,6,5,12,48.8731728739548,SSP245
5,6,5,12,209.233372464952,SSP245
6,6,5,12,866.450518317691,SSP245
7,6,5,12,50.5602775524797,SSP245
11,6,5,12,2096.64255095698,SSP245
13,6,5,12,28.9471888064041,SSP245
2,11,5,12,0.576245641852379,SSP245
5,11,5,12,22.9904306337881,SSP245
6,11,5,12,242.873000629213,SSP245
11,11,5,12,151.087984037049,SSP245
13,11,5,12,10.9362702428341,SSP245
2,12,5,12,10.9744413528137,SSP245
5,12,5,12,25.3104466800442,SSP245
6,12,5,12,20.5223091552172,SSP245
12,12,5,12,178.269462393088,SSP245
15,12,5,12,124.258484886807,SSP245
5,13,5,12,6.35266160197067,SSP245
11,13,5,12,21.3421051948824,SSP245
13,13,5,12,1.15515476052284,SSP245
6,5,6,12,27.2111983677797,SSP245
5,6,6,12,0.556944366343498,SSP245
6,6,6,12,67.3387946399927,SSP245
11,6,6,12,50.7083776843853,SSP245
2,3,7,12,7.56468826595402,SSP245
3,3,7,12,884.169001182769,SSP245
6,3,7,12,10.1631438997774,SSP245
7,3,7,12,28.3338882206802,SSP245
9,3,7,12,441.876758222847,SSP245
12,3,7,12,101.527121655767,SSP245
27,3,7,12,83.2971888710667,SSP245
5,5,7,12,15.3547537735991,SSP245
3,7,7,12,421.609307495203,SSP245
5,7,7,12,20.1722073506007,SSP245
7,7,7,12,293.36977218174,SSP245
9,7,7,12,347.378008475277,SSP245
11,7,7,12,3.61938135455322,SSP245
12,7,7,12,430.686759482945,SSP245
13,7,7,12,32.843216645607,SSP245
14,7,7,12,58.5311393686471,SSP245
34,7,7,12,13.9472584604816,SSP245
5,11,7,12,40.4325570471006,SSP245
7,11,7,12,4.15575527614069,SSP245
11,11,7,12,17.4501157559209,SSP245
2,12,7,12,2.48027111650896,SSP245
3,12,7,12,120.80455766122,SSP245
5,12,7,12,7.13633378298616,SSP245
7,12,7,12,21.2236581717367,SSP245
9,12,7,12,3.73635056213522,SSP245
11,12,7,12,1.30282531314802,SSP245
12,12,7,12,219.417423431937,SSP245
13,12,7,12,116.497409795296,SSP245
14,12,7,12,45.5601234940929,SSP245
27,12,7,12,25.0758679933691,SSP245
33,12,7,12,5.18339771765375,SSP245
11,13,7,12,4.31118839657593,SSP245
12,13,7,12,120.924799091372,SSP245
13,13,7,12,0.64660790607357,SSP245
14,13,7,12,0.649278845005989,SSP245
5,14,7,12,22.7018961581755,SSP245
7,14,7,12,5.19261512506008,SSP245
11,14,7,12,5.60929389410067,SSP245
12,14,7,12,24.6474675008187,SSP245
13,14,7,12,17.5356847942071,SSP245
14,14,7,12,144.953226359396,SSP245
25,15,7,12,1.27162866979074,SSP245
25,25,7,12,36.3939803685222,SSP245
3,27,7,12,193.61652968607,SSP245
7,27,7,12,38.5722269302602,SSP245
12,27,7,12,54.1489704978943,SSP245
12,33,7,12,5.88414602697134,SSP245
7,99,7,12,0.584379473838806,SSP245
2,9,9,12,0.638916723944187,SSP245
9,9,9,12,0.638916723944187,SSP245
2,3,11,12,8.20532105430794,SSP245
3,3,11,12,6.44069160858822,SSP245
4,4,11,12,16.867226083396,SSP245
3,5,11,12,0.592322678217888,SSP245
4,5,11,12,2.36982878721428,SSP245
5,5,11,12,90.7172311950053,SSP245
11,5,11,12,119.57352745028,SSP245
