stage1,stage2,stage3,stage4,area_km2,family
16,45,45,1,6.75775142534638,SSP245
31,45,45,1,12.4727229828739,SSP245
45,45,45,1,8.25796208379316,SSP245
1,1,46,1,2.97783885727692,SSP245
16,1,46,1,1.40325027451038,SSP245
18,1,46,1,0.673846837981701,SSP245
18,2,46,1,0.671859376605988,SSP245
10,10,46,1,0.750168600224495,SSP245
45,10,46,1,1.5142522750721,SSP245
46,10,46,1,0.750227763267994,SSP245
16,18,46,1,0.701766486964226,SSP245
18,18,46,1,7.47290635991669,SSP245
16,20,46,1,0.744111722828388,SSP245
20,20,46,1,1.48973725209618,SSP245
1,39,46,1,2.26409112666273,SSP245
39,39,46,1,0.75473566907835,SSP245
10,46,46,1,0.757897840145588,SSP245
10,10,50,1,1.48615287676716,SSP245
39,39,50,1,2.23844488025665,SSP245
10,50,50,1,2.97456109524488,SSP245
50,50,50,1,0.748863007709026,SSP245
1,1,99,1,18.0467804013171,SSP245
2,1,99,1,4.70870579968739,SSP245
18,1,99,1,6.0478902874074,SSP245
22,1,99,1,25.9271809753456,SSP245
1,2,99,1,33.6267085924134,SSP245
2,2,99,1,6.02757627727413,SSP245
16,2,99,1,2.0090248862133,SSP245
18,2,99,1,0.666615377645493,SSP245
1,7,99,1,0.69792905794096,SSP245
7,7,99,1,2.7912873583355,SSP245
16,16,99,1,5.80150822732401,SSP245
18,16,99,1,0.664046599504948,SSP245
1,18,99,1,0.692454664311409,SSP245
18,18,99,1,6.89468858184004,SSP245
22,22,99,1,28.5348727070923,SSP245
31,31,99,1,2.21407815823317,SSP245
43,43,99,1,0.725636735225201,SSP245
1,99,99,1,192.948420865429,SSP245
2,99,99,1,15.851237901619,SSP245
6,99,99,1,8.22130593348217,SSP245
7,99,99,1,1.39592957491827,SSP245
15,99,99,1,72.9618437756024,SSP245
18,99,99,1,1.34126203183508,SSP245
22,99,99,1,717.101186738435,SSP245
23,99,99,1,39.6662153453555,SSP245
31,99,99,1,0.664124669919491,SSP245
32,99,99,1,13.9643499714508,SSP245
33,99,99,1,0.739448194281101,SSP245
42,99,99,1,0.685121357195377,SSP245
43,99,99,1,2.90917171345091,SSP245
1,1,1,2,0.681474412790298,SSP245
16,1,1,2,30.5048203920784,SSP245
18,1,1,2,5.49658621167183,SSP245
46,1,1,2,1.40013268157387,SSP245
16,2,1,2,0.665994073797703,SSP245
18,2,1,2,0.67331271259737,SSP245
2,13,1,2,8.07761412786436,SSP245
16,16,1,2,17.4116927116971,SSP245
2,18,1,2,9.43664080517817,SSP245
16,18,1,2,12.3708276261401,SSP245
18,18,1,2,109.124343985833,SSP245
18,46,1,2,0.673999315138817,SSP245
2,1,2,2,3.36846989560795,SSP245
16,1,2,2,15.1018880053506,SSP245
18,1,2,2,21.9532221125836,SSP245
22,1,2,2,2.84275121734476,SSP245
1,2,2,2,0.685787380966663,SSP245
2,2,2,2,2946.57923135039,SSP245
3,2,2,2,6.6286200894146,SSP245
4,2,2,2,638.659071514855,SSP245
5,2,2,2,643.41578354209,SSP245
6,2,2,2,4.76274109953594,SSP245
9,2,2,2,68.4289932829318,SSP245
11,2,2,2,72.9273024613143,SSP245
13,2,2,2,22.4989766622663,SSP245
14,2,2,2,61.533693848867,SSP245
16,2,2,2,920.84030565409,SSP245
17,2,2,2,5.60682775050831,SSP245
18,2,2,2,511.898114436791,SSP245
22,2,2,2,0.640481198590279,SSP245
31,2,2,2,0.666304840254784,SSP245
1,3,2,2,2.22503486458302,SSP245
2,3,2,2,23.6332596964297,SSP245
3,3,2,2,453.003776018217,SSP245
4,3,2,2,98.1622053006319,SSP245
5,3,2,2,115.090077238587,SSP245
9,3,2,2,56.7871782207551,SSP245
2,4,2,2,74.8587683313642,SSP245
3,4,2,2,4.74038329635572,SSP245
4,4,2,2,592.169990822862,SSP245
5,4,2,2,171.655719350836,SSP245
11,4,2,2,5.00232739084911,SSP245
13,4,2,2,0.615289476075649,SSP245
16,4,2,2,112.090771883093,SSP245
18,4,2,2,38.47762969029,SSP245
22,4,2,2,0.623424944315434,SSP245
2,5,2,2,201.448543620097,SSP245
3,5,2,2,237.045255403317,SSP245
4,5,2,2,135.503805075895,SSP245
5,5,2,2,919.827567960047,SSP245
6,5,2,2,0.600962474555493,SSP245
7,5,2,2,4.17290670265007,SSP245
11,5,2,2,7.48741845495415,SSP245
13,5,2,2,6.80347381631804,SSP245
16,5,2,2,360.371506365519,SSP245
17,5,2,2,7.5268864352684,SSP245
18,5,2,2,9.98634808631945,SSP245
2,6,2,2,4.74772218379402,SSP245
3,6,2,2,87.4449816314945,SSP245
4,6,2,2,136.069408968101,SSP245
5,6,2,2,13.5912401874809,SSP245
6,6,2,2,16.6442895902762,SSP245
7,6,2,2,88.4752153851161,SSP245
9,6,2,2,29.6403892369556,SSP245
2,9,2,2,33.871294592166,SSP245
9,9,2,2,0.574311842803955,SSP245
17,9,2,2,44.6880241879467,SSP245
2,11,2,2,107.349750423404,SSP245
4,11,2,2,3.12603352743387,SSP245
5,11,2,2,10.5809419378104,SSP245
11,11,2,2,87.7660204025307,SSP245
13,11,2,2,6.8296846022048,SSP245
14,11,2,2,10.7015240419331,SSP245
16,11,2,2,13.0498836615987,SSP245
18,11,2,2,3.12399837099028,SSP245
2,13,2,2,1.92498816119385,SSP245
4,13,2,2,22.0439375265121,SSP245
5,13,2,2,4.3675989690094,SSP245
11,13,2,2,10.3166380373845,SSP245
13,13,2,2,6.2344867407732,SSP245
18,13,2,2,0.689539028073788,SSP245
4,16,2,2,2.47346076457262,SSP245
5,16,2,2,1.15662281956959,SSP245
16,16,2,2,625.868039501891,SSP245
17,16,2,2,10.9755465621252,SSP245
18,16,2,2,26.3157551193605,SSP245
20,16,2,2,3.74077633101749,SSP245
22,16,2,2,2.4802264422183,SSP245
31,16,2,2,0.679900696908951,SSP245
17,17,2,2,3.70309183972788,SSP245
2,18,2,2,35.9338878611016,SSP245
4,18,2,2,4.35367511999464,SSP245
5,18,2,2,28.1407154134397,SSP245
13,18,2,2,0.619500795533657,SSP245
16,18,2,2,187.989306645696,SSP245
18,18,2,2,190.973889692043,SSP245
20,18,2,2,0.650326851275444,SSP245
31,18,2,2,1.8758748624959,SSP245
46,18,2,2,0.695130544996262,SSP245
20,20,2,2,3.87394883360338,SSP245
16,22,2,2,3.10792826787138,SSP245
20,22,2,2,1.91889281387329,SSP245
5,25,2,2,1.82965780489492,SSP245
16,25,2,2,0.627151744617939,SSP245
25,25,2,2,0.667390718351841,SSP245
1,28,2,2,0.703668842250347,SSP245
16,31,2,2,1.87375589061451,SSP245
2,46,2,2,4.08007902529478,SSP245
18,46,2,2,2.03910118041658,SSP245
2,99,2,2,1.72265885702992,SSP245
3,99,2,2,51.0342182246471,SSP245
4,99,2,2,31.310959067328,SSP245
6,99,2,2,5.30632206837797,SSP245
7,99,2,2,3.57584736423159,SSP245
22,99,2,2,68.1816631072569,SSP245
2,2,3,2,61.3650289293804,SSP245
3,2,3,2,5.17231743873119,SSP245
5,2,3,2,4.61317631443405,SSP245
9,2,3,2,1.19010494025326,SSP245
1,3,3,2,25.6026646345101,SSP245
2,3,3,2,109.658745567259,SSP245
3,3,3,2,4125.85823191862,SSP245
4,3,3,2,111.556362403171,SSP245
5,3,3,2,666.327075381772,SSP245
6,3,3,2,277.456046950321,SSP245
7,3,3,2,1.18123216439343,SSP245
9,3,3,2,835.154636380502,SSP245
3,4,3,2,12.7406235379896,SSP245
5,4,3,2,2.89398533473682,SSP245
1,5,3,2,19.3884913562031,SSP245
2,5,3,2,28.8839873114834,SSP245
3,5,3,2,538.74365152183,SSP245
4,5,3,2,23.3483085999222,SSP245
5,5,3,2,199.521530492631,SSP245
6,5,3,2,8.27769719000435,SSP245
2,6,3,2,5.34138895062161,SSP245
3,6,3,2,48.1038608899417,SSP245
4,6,3,2,102.923448088099,SSP245
5,6,3,2,1.1763658657341,SSP245
9,6,3,2,23.1098077469616,SSP245
3,9,3,2,2.88159560868263,SSP245
5,9,3,2,11.5362162851782,SSP245
3,99,3,2,34.7442987051649,SSP245
5,99,3,2,1.73846000434113,SSP245
9,99,3,2,0.595007818040371,SSP245
2,2,4,2,15.7107841425905,SSP245
4,2,4,2,17.4965964364657,SSP245
5,2,4,2,33.681758869422,SSP245
16,2,4,2,55.61589251682,SSP245
18,2,4,2,4.35674277640772,SSP245
2,4,4,2,16.3829564835439,SSP245
4,4,4,2,156.049397351911,SSP245
5,4,4,2,87.5606056556206,SSP245
16,4,4,2,142.85164992279,SSP245
18,4,4,2,1.25358994481087,SSP245
2,5,4,2,28.8322443522172,SSP245
4,5,4,2,11.9563960432072,SSP245
5,5,4,2,60.8373341591211,SSP245
16,5,4,2,47.3554934734378,SSP245
18,5,4,2,0.631438551929951,SSP245
2,11,4,2,1.25628605793762,SSP245
4,11,4,2,1.25849220505238,SSP245
5,11,4,2,1.89849533223391,SSP245
16,11,4,2,1.26713729384565,SSP245
4,16,4,2,4.32836315820646,SSP245
16,16,4,2,47.362180617693,SSP245
22,16,4,2,0.621039724531651,SSP245
4,18,4,2,1.24387083710957,SSP245
16,18,4,2,1.23874470653486,SSP245
2,2,5,2,99.8305846399294,SSP245
4,2,5,2,13.1213941613302,SSP245
5,2,5,2,59.797438601595,SSP245
11,2,5,2,1.26041771649456,SSP245
13,2,5,2,1.87264597040558,SSP245
16,2,5,2,42.4013566334395,SSP245
18,2,5,2,0.622233655451775,SSP245
2,3,5,2,7.12217879383659,SSP245
3,3,5,2,375.153381474434,SSP245
4,3,5,2,5.95685866197157,SSP245
5,3,5,2,95.3745782968417,SSP245
6,3,5,2,323.718445385842,SSP245
2,4,5,2,25.0333239027515,SSP245
4,4,5,2,85.889401389318,SSP245
5,4,5,2,42.9868247396322,SSP245
16,4,5,2,28.1217033275795,SSP245
18,4,5,2,1.83522324955511,SSP245
22,4,5,2,0.612001483999729,SSP245
2,5,5,2,161.423911536949,SSP245
3,5,5,2,230.033857651097,SSP245
4,5,5,2,71.3097829319268,SSP245
5,5,5,2,1000.13228564272,SSP245
