Species,PopulationID,source_zone,method,ssp,zone_name,reference_abundance,start_period,start_suitable_area_km2,start_weighted_area_km2,start_mean_dual_suitability,start_max_dual_suitability,end_period,end_suitable_area_km2,end_weighted_area_km2,end_mean_dual_suitability,end_max_dual_suitability,suitable_area_change_km2,suitable_area_percent_change,weighted_area_change_km2,mean_dual_suitability_change,within_species_gain_rank,within_species_loss_rank,within_species_absolute_change_rank
lariGme,lariGme-Zone2,2,rf_var,SSP585,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,53291,2011-2040,440985.455767389,405834.080209795,0.0504090562426134,0.998000025749207,2071-2100,87292.7965722656,239664.018711762,0.0294335513283457,0.926515579223633,-353692.659195123,-80.2050622235689,-166170.061498033,-0.0209755049142677,,4,4
lariGme,lariGme-Zone4,4,rf_var,SSP585,"Grass, Carex and forb swamp meadows",439,2011-2040,269703.568627278,364851.110311234,0.0458828061886281,0.999157905578613,2071-2100,17377.6553174562,189125.964037661,0.0235692936108542,0.933655261993408,-252325.913309822,-93.5567573666511,-175725.146273573,-0.0223135125777739,,5,5
lariGme,lariGme-Zone6,6,rf_var,SSP585,Cold-temperate and temperate marshes,446,2011-2040,165610.223187434,280313.444759524,0.0356268444401221,0.969105362892151,2071-2100,542.087108173083,240636.390910631,0.0298724576228062,0.458286255598068,-165068.136079261,-99.672672919739,-39677.053848893,-0.0057543868173159,,6,6
lariGme,lariGme-Zone12,12,rf_var,SSP585,One year one ripe grain fields and cold-tolerant economic crop fields,27,2011-2040,677938.705035558,576229.626208941,0.0695766164888863,0.987574756145477,2071-2100,583635.892606511,474186.079490388,0.0582120394052559,0.876714050769806,-94302.812429047,-13.9102269465646,-102043.546718553,-0.0113645770836304,,7,7
lariGme,lariGme-Zone9,9,rf_var,SSP585,Needleleaf and deciduous broadleaf mixed forests in temperate zone,10,2011-2040,52812.7008438896,99993.9673669055,0.0126735127691314,0.999683976173401,2071-2100,5964.16824051986,64644.6488283702,0.00853241265500784,0.757963538169861,-46848.5326033698,-88.7069433200368,-35349.3185385353,-0.00414110011412356,,8,8
lariOlg,lariOlg-Zone7,7,mf_var,SSP245,Deciduous scrubs in temperate zone,39,2011-2040,908222.556495777,934497.083030635,0.105980623092223,0.996783018112183,2071-2100,650896.814262179,855620.282062806,0.0976323970408807,0.980042815208435,-257325.742233598,-28.3328948827748,-78876.8009678291,-0.00834822605134231,,1,1
lariOlg,lariOlg-Zone2,2,mf_var,SSP245,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,2011-2040,441868.742190835,407986.683885608,0.0506599824562428,0.999566197395325,2071-2100,244686.249947008,321334.970776616,0.0394826830858126,0.984200537204742,-197182.492243827,-44.6246754785537,-86651.713108992,-0.0111772993704302,,2,2
lariOlg,lariOlg-Zone3,3,mf_var,SSP245,Broadleaf deciduous forests in temperate zone,135,2011-2040,993635.22619721,859962.785620512,0.100694845089152,0.998881220817566,2071-2100,811931.633286415,759682.638879593,0.0892004556411383,0.995563089847565,-181703.592910795,-18.2867503204573,-100280.146740919,-0.0114943894480137,,3,3
lariOlg,lariOlg-Zone6,6,mf_var,SSP245,Cold-temperate and temperate marshes,108,2011-2040,183731.362561371,285745.977986672,0.0363282797215363,0.982295453548431,2071-2100,16282.1812473039,231185.070731099,0.0288581166410638,0.618782579898834,-167449.181314067,-91.1380501291034,-54560.907255573,-0.0074701630804725,,4,4
lariOlg,lariOlg-Zone27,27,mf_var,SSP245,Two years three ripes or one year two ripes grain fields and deciduous orchards,135,2011-2040,1055621.11520834,849566.307421329,0.0949542049653007,0.999532103538513,2071-2100,1166773.33264505,807178.893100071,0.0914648778799905,0.995307147502899,111152.21743671,10.5295560912281,-42387.414321258,-0.0034893270853102,1,,5
lariOlg,lariOlg-Zone9,9,mf_var,SSP245,Needleleaf and deciduous broadleaf mixed forests in temperate zone,28,2011-2040,55320.4279589489,100334.915791326,0.0127079467213817,0.999932825565338,2071-2100,12198.8772972635,78822.7735701386,0.0103027752528711,0.989929735660553,-43121.5506616854,-77.9486931910292,-21512.1422211874,-0.0024051714685106,,5,6
lariOlg,lariOlg-Zone12,12,mf_var,SSP245,One year one ripe grain fields and cold-tolerant economic crop fields,54,2011-2040,687529.386053926,576720.463644728,0.0696010514688635,0.989748597145081,2071-2100,665389.60517749,535568.447180939,0.0652492177841681,0.946377277374268,-22139.7808764359,-3.22019412195705,-41152.0164637889,-0.0043518336846954,,6,7
lariOlg,lariOlg-Zone7,7,mf_var,SSP585,Deciduous scrubs in temperate zone,39,2011-2040,901063.119536924,934465.075687479,0.105964182738458,0.996502697467804,2071-2100,393028.573989724,747137.85956508,0.0856138736939156,0.95249342918396,-508034.5455472,-56.3816823185805,-187327.216122399,-0.0203503090445424,,1,1
lariOlg,lariOlg-Zone3,3,mf_var,SSP585,Broadleaf deciduous forests in temperate zone,135,2011-2040,985769.279341816,853139.63246846,0.0999161008774694,0.998743116855621,2071-2100,576590.276605275,658801.562759587,0.0767344028219359,0.991776645183563,-409179.002736541,-41.5085975300168,-194338.069708873,-0.0231816980555335,,2,2
lariOlg,lariOlg-Zone2,2,mf_var,SSP585,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,2011-2040,436114.158125413,405831.255096648,0.0503364814116758,0.998945295810699,2071-2100,83869.0767848334,235643.248811136,0.0288448067607971,0.924440920352936,-352245.08134058,-80.7690084758232,-170188.006285512,-0.0214916746508787,,3,3
lariOlg,lariOlg-Zone6,6,mf_var,SSP585,Cold-temperate and temperate marshes,108,2011-2040,164853.866629313,280922.275671648,0.0356933031282349,0.949869513511658,2071-2100,610.388203227864,245010.920128478,0.030385322932758,0.45221808552742,-164243.478426085,-99.629739832187,-35911.35554317,-0.0053079801954769,,4,4
lariOlg,lariOlg-Zone27,27,mf_var,SSP585,Two years three ripes or one year two ripes grain fields and deciduous orchards,135,2011-2040,1062460.50192164,844647.181409632,0.0944910271326436,1,2071-2100,1205620.10856251,790477.293835466,0.0900961574290023,0.979617774486542,143159.60664087,13.4743462351722,-54169.8875741659,-0.00439486970364129,1,,5
lariOlg,lariOlg-Zone12,12,mf_var,SSP585,One year one ripe grain fields and cold-tolerant economic crop fields,54,2011-2040,684651.002275556,574065.234252003,0.0692936643059734,0.988612294197083,2071-2100,603412.868564043,484207.002280034,0.059455235097451,0.876193463802338,-81238.133711513,-11.865626931313,-89858.231971969,-0.0098384292085224,,5,6
lariOlg,lariOlg-Zone9,9,mf_var,SSP585,Needleleaf and deciduous broadleaf mixed forests in temperate zone,28,2011-2040,47177.0355178703,97988.9234986945,0.0124203498471911,0.999646008014679,2071-2100,3403.46490564527,58003.2769665608,0.0076496009211478,0.795128703117371,-43773.570612225,-92.7857592824881,-39985.6465321337,-0.0047707489260433,,6,7
lariOlg,lariOlg-Zone7,7,rf_var,SSP245,Deciduous scrubs in temperate zone,39,2011-2040,915449.876126181,937998.821926289,0.106327823450021,0.997853755950928,2071-2100,674969.461701602,861728.674019583,0.098343549799356,0.983543455600739,-240480.414424579,-26.2690968338099,-76270.147906706,-0.00798427365066499,,1,1
lariOlg,lariOlg-Zone2,2,rf_var,SSP245,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,2011-2040,445788.363112459,407554.448234486,0.0506741979226402,0.998979210853577,2071-2100,258930.434130628,324580.564832491,0.0399991908008664,0.990415990352631,-186857.928981831,-41.916286840061,-82973.883401995,-0.0106750071217738,,2,2
lariOlg,lariOlg-Zone3,3,rf_var,SSP245,Broadleaf deciduous forests in temperate zone,135,2011-2040,991722.749347063,861560.655124556,0.100902788265769,0.999992907047272,2071-2100,811948.561559728,759729.980661084,0.0891995072155314,0.996340930461884,-179774.187787335,-18.1274643448177,-101830.674463472,-0.0117032810502376,,3,3
lariOlg,lariOlg-Zone6,6,rf_var,SSP245,Cold-temperate and temperate marshes,108,2011-2040,189603.426427187,285736.372414113,0.0363448597316715,0.991063237190247,2071-2100,18572.9021704573,230931.59757307,0.0288594907996159,0.638346314430237,-171030.52425673,-90.2043425477916,-54804.774841043,-0.0074853689320556,,4,4
lariOlg,lariOlg-Zone27,27,rf_var,SSP245,Two years three ripes or one year two ripes grain fields and deciduous orchards,135,2011-2040,1078492.24427231,861893.621723228,0.0964378090954231,1,2071-2100,1152219.56519409,818300.973998085,0.0928292465782224,1,73727.3209217798,6.83614753034463,-43592.647725143,-0.0036085625172007,1,,5
lariOlg,lariOlg-Zone9,9,rf_var,SSP245,Needleleaf and deciduous broadleaf mixed forests in temperate zone,28,2011-2040,61094.995885477,101837.981501957,0.012898076793485,0.999935507774353,2071-2100,13078.2208190341,87193.8451331985,0.0113991979687007,0.988303601741791,-48016.7750664429,-78.5936300846156,-14644.1363687585,-0.0014988788247843,,5,6
lariOlg,lariOlg-Zone12,12,rf_var,SSP245,One year one ripe grain fields and cold-tolerant economic crop fields,54,2011-2040,681856.379951879,579043.923716203,0.069902941660957,0.992185473442078,2071-2100,640682.675030394,530369.633461102,0.0646029007431166,0.953819572925568,-41173.704921485,-6.03847175623565,-48674.2902551009,-0.00530004091784039,,6,7
lariOlg,lariOlg-Zone7,7,rf_var,SSP585,Deciduous scrubs in temperate zone,39,2011-2040,908772.259378617,937973.053041428,0.106325024393075,0.998431622982025,2071-2100,408782.274633449,757323.165010512,0.0868908826622547,0.956230461597443,-499989.984745168,-55.0181830029717,-180649.888030916,-0.0194341417308203,,1,1
lariOlg,lariOlg-Zone3,3,rf_var,SSP585,Broadleaf deciduous forests in temperate zone,135,2011-2040,981961.397039727,854822.923468484,0.100129128272168,0.999916553497314,2071-2100,593181.705103553,665629.026332713,0.0775587035246543,0.995232582092285,-388779.691936174,-39.5921563829505,-189193.897135771,-0.0225704247475137,,2,2
lariOlg,lariOlg-Zone2,2,rf_var,SSP585,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,6784,2011-2040,440985.455767389,405834.080209795,0.0504090562426134,0.998000025749207,2071-2100,87292.7965722656,239664.018711762,0.0294335513283457,0.926515579223633,-353692.659195123,-80.2050622235689,-166170.061498033,-0.0209755049142677,,3,3
lariOlg,lariOlg-Zone6,6,rf_var,SSP585,Cold-temperate and temperate marshes,108,2011-2040,165610.223187434,280313.444759524,0.0356268444401221,0.969105362892151,2071-2100,542.087108173083,240636.390910631,0.0298724576228062,0.458286255598068,-165068.136079261,-99.672672919739,-39677.053848893,-0.0057543868173159,,4,4
lariOlg,lariOlg-Zone27,27,rf_var,SSP585,Two years three ripes or one year two ripes grain fields and deciduous orchards,135,2011-2040,1083168.2662333,856468.872435205,0.0959278756074807,1,2071-2100,1203609.22415394,810699.903711498,0.0925465321517807,0.986293494701385,120440.95792064,11.1193211318378,-45768.968723707,-0.0033813434557,1,,5
lariOlg,lariOlg-Zone12,12,rf_var,SSP585,One year one ripe grain fields and cold-tolerant economic crop fields,54,2011-2040,677938.705035558,576229.626208941,0.0695766164888863,0.987574756145477,2071-2100,583635.892606511,474186.079490388,0.0582120394052559,0.876714050769806,-94302.812429047,-13.9102269465646,-102043.546718553,-0.0113645770836304,,5,6
lariOlg,lariOlg-Zone9,9,rf_var,SSP585,Needleleaf and deciduous broadleaf mixed forests in temperate zone,28,2011-2040,52812.7008438896,99993.9673669055,0.0126735127691314,0.999683976173401,2071-2100,5964.16824051986,64644.6488283702,0.00853241265500784,0.757963538169861,-46848.5326033698,-88.7069433200368,-35349.3185385353,-0.00414110011412356,,6,7
phylPub,phylPub-Zone47,47,mf_var,SSP245,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,25,2011-2040,877324.898878433,782111.735587031,0.0768101596757888,0.99683278799057,2071-2100,556651.221025679,632239.267169932,0.0622655023920217,0.992366433143616,-320673.677852754,-36.5513025177675,-149872.468417099,-0.0145446572837671,,1,1
phylPub,phylPub-Zone21,21,mf_var,SSP245,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,274,2011-2040,1530533.46254914,1199875.25433149,0.116895770268274,1,2071-2100,1829385.60026031,1276863.99086277,0.124965561116142,0.986386716365814,298852.13771117,19.5260113564211,76988.73653128,0.008069790847868,1,,2
phylPub,phylPub-Zone30,30,mf_var,SSP245,Needleleaf forests in subtropical zone,759,2011-2040,1337047.96536245,1106879.19796073,0.107820438876551,0.998766124248505,2071-2100,1060009.59879559,926365.979783901,0.0904868052120297,0.996220350265503,-277038.36656686,-20.7201516881827,-180513.218176829,-0.0173336336645213,,2,3
phylPub,phylPub-Zone26,26,mf_var,SSP245,Bamboo forests and scrubs in subtropical and tropical zones,18383,2011-2040,355928.647581211,437521.104961676,0.0427368293353721,0.998894512653351,2071-2100,144464.066505584,406886.314364577,0.0398403777934649,0.998792171478271,-211464.581075627,-59.4120710745481,-30634.790597099,-0.0028964515419072,,3,4
phylPub,phylPub-Zone40,40,mf_var,SSP245,Subtropical and tropical grasslands,136,2011-2040,1570659.74786013,1193877.95635945,0.115577145875729,0.999025881290436,2071-2100,1772946.13864317,1178914.38322939,0.114549658458981,0.996686995029449,202286.39078304,12.8790714257901,-14963.57313006,-0.00102748741674799,2,,5
phylPub,phylPub-Zone49,49,mf_var,SSP245,Broadleaf evergreen forests in subtropical zone,204,2011-2040,892184.774801283,816016.281860835,0.0789973336701914,1,2071-2100,713356.973863415,729211.22615262,0.0708551068732413,1,-178827.800937868,-20.0438077390077,-86805.055708215,-0.00814222679695011,,4,6
phylPub,phylPub-Zone28,28,mf_var,SSP245,Broadleaf deciduous forests in subtropical zone,17,2011-2040,522640.016971536,497599.63309041,0.0496746175482909,1,2071-2100,359955.477245817,404185.824902387,0.0407779063282301,0.997250020503998,-162684.539725719,-31.1274556947252,-93413.808188023,-0.00889671122006081,,5,7
phylPub,phylPub-Zone44,44,mf_var,SSP245,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,221,2011-2040,1620349.42481338,1230963.68195624,0.119386742831713,0.999998092651367,2071-2100,1597716.54650202,1136988.47781495,0.110508177919822,0.999000012874603,-22632.87831136,-1.39678997411109,-93975.2041412899,-0.008878564911891,,6,8
phylPub,phylPub-Zone30,30,mf_var,SSP585,Needleleaf forests in subtropical zone,759,2011-2040,1353438.25968577,1097806.91280904,0.106973193972744,0.998434722423553,2071-2100,678526.77121876,788855.648397844,0.0772671384497844,0.977640450000763,-674911.48846701,-49.8664407952902,-308951.264411196,-0.0297060555229596,,1,1
phylPub,phylPub-Zone47,47,mf_var,SSP585,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,25,2011-2040,872866.732353451,773124.480990141,0.075936067458678,0.996570110321045,2071-2100,326184.090958187,546486.353137392,0.0540028683884398,0.985065042972565,-546682.641395264,-62.6307110962152,-226638.127852749,-0.0219331990702382,,2,2
phylPub,phylPub-Zone49,49,mf_var,SSP585,Broadleaf evergreen forests in subtropical zone,204,2011-2040,889791.92676693,811565.026888057,0.0785858428012938,1,2071-2100,518352.978388061,635530.781334496,0.0619671399132788,1,-371438.948378869,-41.7444727475217,-176034.245553561,-0.016618702888015,,3,3
phylPub,phylPub-Zone21,21,mf_var,SSP585,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,274,2011-2040,1551059.6807626,1201537.26610723,0.117092041448097,0.999445676803589,2071-2100,1865238.78048863,1269536.75920169,0.12469948064926,0.979230105876923,314179.09972603,20.2557711751981,67999.4930944601,0.007607439201163,1,,4
phylPub,phylPub-Zone28,28,mf_var,SSP585,Broadleaf deciduous forests in subtropical zone,17,2011-2040,518091.259630108,495663.767011983,0.0495159737251861,0.999955952167511,2071-2100,243470.03953915,364806.326464996,0.037245689500023,0.981118857860565,-274621.220090958,-53.0063410618091,-130857.440546987,-0.0122702842251631,,4,5
phylPub,phylPub-Zone26,26,mf_var,SSP585,Bamboo forests and scrubs in subtropical and tropical zones,18383,2011-2040,323176.569208065,429231.634427959,0.0419370686600809,0.998861074447632,2071-2100,55835.4501804734,386336.353645155,0.0378611602225249,0.996465742588043,-267341.119027592,-82.72292749524,-42895.280782804,-0.004075908437556,,5,6
phylPub,phylPub-Zone40,40,mf_var,SSP585,Subtropical and tropical grasslands,136,2011-2040,1595972.85682203,1199524.22509042,0.116164868894396,0.99954354763031,2071-2100,1815067.66030662,1090892.28999569,0.106190238387367,0.98772394657135,219094.80348459,13.727978051009,-108631.93509473,-0.009974630507029,2,,7
phylPub,phylPub-Zone44,44,mf_var,SSP585,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,221,2011-2040,1641119.23295053,1230772.48535482,0.119413701423515,1,2071-2100,1589555.22091023,1065733.2711301,0.103721655953066,0.993961870670319,-51564.0120403001,-3.14200278718289,-165039.21422472,-0.015692045470449,,6,8
phylPub,phylPub-Zone47,47,rf_var,SSP245,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,25,2011-2040,885274.545688426,784663.537802511,0.0770762915543009,0.999732434749603,2071-2100,532540.66997536,627631.647438639,0.0617919323084454,0.995212018489838,-352733.875713066,-39.8445744804247,-157031.890363872,-0.0152843592458555,,1,1
phylPub,phylPub-Zone30,30,rf_var,SSP245,Needleleaf forests in subtropical zone,759,2011-2040,1330937.96836305,1106645.47481794,0.107799891312452,0.999993801116943,2071-2100,1033842.62573034,917757.284093439,0.0896503451604841,0.999075710773468,-297095.34263271,-22.322253154902,-188888.190724501,-0.0181495461519679,,2,2
phylPub,phylPub-Zone21,21,rf_var,SSP245,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,274,2011-2040,1538441.37702342,1201072.91162484,0.11702210819736,1,2071-2100,1834085.30396971,1275836.44913597,0.12487127008775,0.994349718093872,295643.92694629,19.2171070904439,74763.5375111301,0.00784916189038999,1,,3
phylPub,phylPub-Zone26,26,rf_var,SSP245,Bamboo forests and scrubs in subtropical and tropical zones,18383,2011-2040,365235.026474446,436497.265255926,0.0426261899708837,0.999963879585266,2071-2100,150482.742702866,409745.780597959,0.0401069742062583,0.999742567539215,-214752.28377158,-58.7983813722766,-26751.484657967,-0.0025192157646254,,3,4
phylPub,phylPub-Zone40,40,rf_var,SSP245,Subtropical and tropical grasslands,136,2011-2040,1578417.9440579,1199703.2226592,0.116171953239155,0.999969780445099,2071-2100,1772243.16088778,1178601.57849159,0.114532043582351,0.999877095222473,193825.21682988,12.2797144799039,-21101.64416761,-0.001639909656804,2,,5
phylPub,phylPub-Zone49,49,rf_var,SSP245,Broadleaf evergreen forests in subtropical zone,204,2011-2040,886826.706732069,814131.084774843,0.0788076411253535,1,2071-2100,701884.990467525,725527.855247929,0.0704914753458847,1,-184941.716264544,-20.8543241718609,-88603.229526914,-0.00831616577946881,,4,6
phylPub,phylPub-Zone28,28,rf_var,SSP245,Broadleaf deciduous forests in subtropical zone,17,2011-2040,522277.250491399,496180.898726432,0.0495296644981018,1,2071-2100,352479.076453669,403954.726646998,0.0407607028540228,0.995962798595428,-169798.17403773,-32.511118161469,-92226.172079434,-0.008768961644079,,5,7
phylPub,phylPub-Zone44,44,rf_var,SSP245,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,221,2011-2040,1613095.7366682,1231042.44779734,0.119390889766215,1,2071-2100,1532686.62034233,1121047.52016104,0.108941612310736,0.998000025749207,-80409.1163258699,-4.98477024630618,-109994.9276363,-0.010449277455479,,6,8
phylPub,phylPub-Zone30,30,rf_var,SSP585,Needleleaf forests in subtropical zone,759,2011-2040,1342725.49010955,1098023.970005,0.106998293330992,1,2071-2100,624494.560234146,777995.912497863,0.0762063646045088,0.9864382147789,-718230.929875404,-53.4905261846787,-320028.057507137,-0.0307919287264832,,1,1
phylPub,phylPub-Zone47,47,rf_var,SSP585,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,25,2011-2040,878628.103112872,774583.804634759,0.0760952911765994,0.99956476688385,2071-2100,328203.431112323,543799.570987615,0.0537028396811089,0.991856276988983,-550424.672000549,-62.6459215281712,-230784.233647144,-0.0223924514954905,,2,2
phylPub,phylPub-Zone49,49,rf_var,SSP585,Broadleaf evergreen forests in subtropical zone,204,2011-2040,882513.150461309,809007.785107667,0.0783304464704122,1,2071-2100,522296.351391875,635029.000194987,0.0619097878486586,1,-360216.799069434,-40.8171593682361,-173978.78491268,-0.0164206586217536,,3,3
phylPub,phylPub-Zone21,21,rf_var,SSP585,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,274,2011-2040,1560595.49867235,1203105.24246789,0.11725418651389,0.999948859214783,2071-2100,1876779.92352405,1269755.83754408,0.124735690133307,0.986698865890503,316184.4248517,20.2604983239211,66650.5950761901,0.007481503619417,1,,4
phylPub,phylPub-Zone28,28,rf_var,SSP585,Broadleaf deciduous forests in subtropical zone,17,2011-2040,516515.934942357,493675.09561933,0.0493164296057491,1,2071-2100,230593.948878096,363119.975155754,0.0370806677797168,0.980509221553802,-285921.986064261,-55.3558886999623,-130555.120463576,-0.0122357618260323,,4,5
phylPub,phylPub-Zone26,26,rf_var,SSP585,Bamboo forests and scrubs in subtropical and tropical zones,18383,2011-2040,333240.029583155,428204.560194555,0.0418282313324302,0.999933302402496,2071-2100,61822.5089041159,391855.086203965,0.0383899277107952,0.996955513954163,-271417.520679039,-81.448054430481,-36349.47399059,-0.003438303621635,,5,6
phylPub,phylPub-Zone44,44,rf_var,SSP585,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,221,2011-2040,1633098.41609982,1230146.1447945,0.119351558302465,0.999988675117493,2071-2100,1435508.289838,1042579.59352643,0.101444843212173,0.998995304107666,-197590.12626182,-12.099094844125,-187566.55126807,-0.017906715090292,,6,7
phylPub,phylPub-Zone40,40,rf_var,SSP585,Subtropical and tropical grasslands,136,2011-2040,1607350.16360112,1205752.1756544,0.116802633178269,0.999949991703033,2071-2100,1803292.99860953,1086853.01257946,0.105797219777193,0.988584995269775,195942.83500841,12.1904261713215,-118899.16307494,-0.011005413401076,2,,8
pinuSyl,pinuSyl-Zone5,5,mf_var,SSP245,Grass and forb meadows,10,2011-2040,713499.390147536,691398.108071845,0.0833885958849166,0.99999326467514,2071-2100,424123.413550007,632595.260488615,0.0757575291355498,0.998734176158905,-289375.976597529,-40.5572843639982,-58802.84758323,-0.0076310667493668,,1,1
pinuSyl,pinuSyl-Zone2,2,mf_var,SSP245,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,1696,2011-2040,441868.742190835,407986.683885608,0.0506599824562428,0.999566197395325,2071-2100,244686.249947008,321334.970776616,0.0394826830858126,0.984200537204742,-197182.492243827,-44.6246754785537,-86651.713108992,-0.0111772993704302,,2,2
pinuSyl,pinuSyl-Zone3,3,mf_var,SSP245,Broadleaf deciduous forests in temperate zone,33,2011-2040,993635.22619721,859962.785620512,0.100694845089152,0.998881220817566,2071-2100,811931.633286415,759682.638879593,0.0892004556411383,0.995563089847565,-181703.592910795,-18.2867503204573,-100280.146740919,-0.0114943894480137,,3,3
pinuSyl,pinuSyl-Zone27,27,mf_var,SSP245,Two years three ripes or one year two ripes grain fields and deciduous orchards,10,2011-2040,1055621.11520834,849566.307421329,0.0949542049653007,0.999532103538513,2071-2100,1166773.33264505,807178.893100071,0.0914648778799905,0.995307147502899,111152.21743671,10.5295560912281,-42387.414321258,-0.0034893270853102,1,,4
pinuSyl,pinuSyl-Zone5,5,mf_var,SSP585,Grass and forb meadows,10,2011-2040,707944.743190264,686685.556953339,0.0828427167560618,0.999993562698364,2071-2100,190919.620358119,569420.169649736,0.0675816786282868,0.983948230743408,-517025.122832145,-73.031847161155,-117265.387303603,-0.015261038127775,,1,1
pinuSyl,pinuSyl-Zone3,3,mf_var,SSP585,Broadleaf deciduous forests in temperate zone,33,2011-2040,985769.279341816,853139.63246846,0.0999161008774694,0.998743116855621,2071-2100,576590.276605275,658801.562759587,0.0767344028219359,0.991776645183563,-409179.002736541,-41.5085975300168,-194338.069708873,-0.0231816980555335,,2,2
pinuSyl,pinuSyl-Zone2,2,mf_var,SSP585,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,1696,2011-2040,436114.158125413,405831.255096648,0.0503364814116758,0.998945295810699,2071-2100,83869.0767848334,235643.248811136,0.0288448067607971,0.924440920352936,-352245.08134058,-80.7690084758232,-170188.006285512,-0.0214916746508787,,3,3
pinuSyl,pinuSyl-Zone27,27,mf_var,SSP585,Two years three ripes or one year two ripes grain fields and deciduous orchards,10,2011-2040,1062460.50192164,844647.181409632,0.0944910271326436,1,2071-2100,1205620.10856251,790477.293835466,0.0900961574290023,0.979617774486542,143159.60664087,13.4743462351722,-54169.8875741659,-0.00439486970364129,1,,4
pinuSyl,pinuSyl-Zone5,5,rf_var,SSP245,Grass and forb meadows,10,2011-2040,708615.524859179,695841.883073457,0.0838934496657109,1,2071-2100,461683.864642111,636971.80889772,0.0762132175859546,0.999979615211487,-246931.660217068,-34.8470576150784,-58870.0741757371,-0.00768023207975629,,1,1
pinuSyl,pinuSyl-Zone2,2,rf_var,SSP245,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,1696,2011-2040,445788.363112459,407554.448234486,0.0506741979226402,0.998979210853577,2071-2100,258930.434130628,324580.564832491,0.0399991908008664,0.990415990352631,-186857.928981831,-41.916286840061,-82973.883401995,-0.0106750071217738,,2,2
pinuSyl,pinuSyl-Zone3,3,rf_var,SSP245,Broadleaf deciduous forests in temperate zone,33,2011-2040,991722.749347063,861560.655124556,0.100902788265769,0.999992907047272,2071-2100,811948.561559728,759729.980661084,0.0891995072155314,0.996340930461884,-179774.187787335,-18.1274643448177,-101830.674463472,-0.0117032810502376,,3,3
pinuSyl,pinuSyl-Zone27,27,rf_var,SSP245,Two years three ripes or one year two ripes grain fields and deciduous orchards,10,2011-2040,1078492.24427231,861893.621723228,0.0964378090954231,1,2071-2100,1152219.56519409,818300.973998085,0.0928292465782224,1,73727.3209217798,6.83614753034463,-43592.647725143,-0.0036085625172007,1,,4
pinuSyl,pinuSyl-Zone5,5,rf_var,SSP585,Grass and forb meadows,10,2011-2040,703366.006911963,691811.837051129,0.0834327383069219,1,2071-2100,221566.186078462,571284.678679562,0.0677767780332973,0.98980325460434,-481799.820833501,-68.4991620434972,-120527.158371567,-0.0156559602736246,,1,1
pinuSyl,pinuSyl-Zone3,3,rf_var,SSP585,Broadleaf deciduous forests in temperate zone,33,2011-2040,981961.397039727,854822.923468484,0.100129128272168,0.999916553497314,2071-2100,593181.705103553,665629.026332713,0.0775587035246543,0.995232582092285,-388779.691936174,-39.5921563829505,-189193.897135771,-0.0225704247475137,,2,2
pinuSyl,pinuSyl-Zone2,2,rf_var,SSP585,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,1696,2011-2040,440985.455767389,405834.080209795,0.0504090562426134,0.998000025749207,2071-2100,87292.7965722656,239664.018711762,0.0294335513283457,0.926515579223633,-353692.659195123,-80.2050622235689,-166170.061498033,-0.0209755049142677,,3,3
pinuSyl,pinuSyl-Zone27,27,rf_var,SSP585,Two years three ripes or one year two ripes grain fields and deciduous orchards,10,2011-2040,1083168.2662333,856468.872435205,0.0959278756074807,1,2071-2100,1203609.22415394,810699.903711498,0.0925465321517807,0.986293494701385,120440.95792064,11.1193211318378,-45768.968723707,-0.0033813434557,1,,4
pinuYun,pinuYun-Zone47,47,mf_var,SSP245,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,1222,2011-2040,877324.898878433,782111.735587031,0.0768101596757888,0.99683278799057,2071-2100,556651.221025679,632239.267169932,0.0622655023920217,0.992366433143616,-320673.677852754,-36.5513025177675,-149872.468417099,-0.0145446572837671,,1,1
pinuYun,pinuYun-Zone21,21,mf_var,SSP245,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,271,2011-2040,1530533.46254914,1199875.25433149,0.116895770268274,1,2071-2100,1829385.60026031,1276863.99086277,0.124965561116142,0.986386716365814,298852.13771117,19.5260113564211,76988.73653128,0.008069790847868,1,,2
