zoneID,method,scenario,period,ssp,normal_assigned_area_km2,future_assigned_area_km2,area_change_km2,percent_change,change_direction,rank_gain,rank_loss,rank_absolute_change,zone_name,baseline_definition
7,rf_var,2011-2040SSP585,2011-2040,SSP585,168880.664535434,157720.188303846,-11160.4762315882,-6.60849852899919,loss,,27,42,Deciduous scrubs in temperate zone,normal-period assigned map on the same common-valid cells
32,rf_var,2011-2040SSP585,2011-2040,SSP585,73594.3508926847,64881.8446877018,-8712.5062049829,-11.8385529586197,loss,,28,43,Succulent halophytic dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
48,rf_var,2011-2040SSP585,2011-2040,SSP585,7672.97278911418,1022.26079583469,-6650.7119932795,-86.6771221020751,loss,,29,44,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
52,rf_var,2011-2040SSP585,2011-2040,SSP585,37456.7833352854,31719.4585753107,-5737.32475997463,-15.3171848971075,loss,,30,45,Tropical rain forests,normal-period assigned map on the same common-valid cells
17,rf_var,2011-2040SSP585,2011-2040,SSP585,5940.17111927844,1309.97704762498,-4630.19407165346,-77.947149647364,loss,,31,46,Alpine tundra,normal-period assigned map on the same common-valid cells
39,rf_var,2011-2040SSP585,2011-2040,SSP585,52664.1393994256,57174.7693973834,4510.62999795775,8.56489833384982,gain,16,,47,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
55,rf_var,2011-2040SSP585,2011-2040,SSP585,17371.5161680524,13150.7075023578,-4220.8086656946,-24.297295785022,loss,,32,48,Tropical monsoon forests,normal-period assigned map on the same common-valid cells
34,rf_var,2011-2040SSP585,2011-2040,SSP585,17434.5163628957,13794.0527173922,-3640.46364550359,-20.8807836691773,loss,,33,49,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
1,rf_var,2011-2040SSP585,2011-2040,SSP585,29364.8407776137,25818.389235117,-3546.45154249668,-12.0772033785394,loss,,34,50,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
3,rf_var,2011-2040SSP585,2011-2040,SSP585,285428.367653064,282806.507289547,-2621.86036351725,-0.918570352721248,loss,,35,51,Broadleaf deciduous forests in temperate zone,normal-period assigned map on the same common-valid cells
50,rf_var,2011-2040SSP585,2011-2040,SSP585,13051.606977689,14703.8235072316,1652.21652954263,12.6591042188675,gain,17,,52,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
15,rf_var,2011-2040SSP585,2011-2040,SSP585,164882.302017432,165762.570756797,880.268739365449,0.533877031430811,gain,18,,53,Grass and forb halophytic meadows,normal-period assigned map on the same common-valid cells
40,rf_var,2011-2040SSP585,2011-2040,SSP585,256176.678426149,255697.236729206,-479.441696943424,-0.187152749379424,loss,,36,54,Subtropical and tropical grasslands,normal-period assigned map on the same common-valid cells
21,rf_var,2041-2070SSP585,2041-2070,SSP585,388739.311012952,1083057.71877447,694318.40776152,178.607716814724,gain,1,,1,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,normal-period assigned map on the same common-valid cells
99,rf_var,2041-2070SSP585,2041-2070,SSP585,0,471850.032385574,471850.032385574,,gain,2,,2,Novel zone,normal-period assigned map on the same common-valid cells
30,rf_var,2041-2070SSP585,2041-2070,SSP585,351150.132687096,127276.067265885,-223874.065421211,-63.7545154000273,loss,,1,3,Needleleaf forests in subtropical zone,normal-period assigned map on the same common-valid cells
27,rf_var,2041-2070SSP585,2041-2070,SSP585,488626.388810368,697411.079386876,208784.690576508,42.7289019499794,gain,3,,4,Two years three ripes or one year two ripes grain fields and deciduous orchards,normal-period assigned map on the same common-valid cells
20,rf_var,2041-2070SSP585,2041-2070,SSP585,293806.225048233,95998.0532137941,-197808.171834438,-67.3260656073456,loss,,2,5,Alpine sparse vegetation,normal-period assigned map on the same common-valid cells
47,rf_var,2041-2070SSP585,2041-2070,SSP585,266275.522189283,92887.3840978483,-173388.138091435,-65.116063491627,loss,,3,6,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,normal-period assigned map on the same common-valid cells
13,rf_var,2041-2070SSP585,2041-2070,SSP585,338535.309596356,172030.044138896,-166505.26545746,-49.1840173646845,loss,,4,7,Temperate tufted grass steppes,normal-period assigned map on the same common-valid cells
42,rf_var,2041-2070SSP585,2041-2070,SSP585,176239.054839002,35416.7365687697,-140822.318270233,-79.9041497350723,loss,,5,8,Cushion nano-semi-shrub high-cold deserts,normal-period assigned map on the same common-valid cells
53,rf_var,2041-2070SSP585,2041-2070,SSP585,76651.0033234227,210839.569735784,134188.566412362,175.064331312356,gain,4,,9,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,normal-period assigned map on the same common-valid cells
16,rf_var,2041-2070SSP585,2041-2070,SSP585,503564.207353807,375182.198570236,-128382.008783571,-25.4946652102637,loss,,6,10,Kobresia spp. and forb high-cold meadows,normal-period assigned map on the same common-valid cells
2,rf_var,2041-2070SSP585,2041-2070,SSP585,143659.468609699,23315.024422631,-120344.444187068,-83.7706315857437,loss,,7,11,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,normal-period assigned map on the same common-valid cells
18,rf_var,2041-2070SSP585,2041-2070,SSP585,116922.464943228,233762.672133404,116840.207190176,99.9296476061358,gain,5,,12,Subalpine broadleaf deciduous scrubs,normal-period assigned map on the same common-valid cells
12,rf_var,2041-2070SSP585,2041-2070,SSP585,213372.680175949,311011.647450512,97638.967274563,45.7598260442945,gain,6,,13,One year one ripe grain fields and cold-tolerant economic crop fields,normal-period assigned map on the same common-valid cells
37,rf_var,2041-2070SSP585,2041-2070,SSP585,137338.605276898,40493.2319745766,-96845.3733023209,-70.5157687505742,loss,,8,14,Needleleaf forests in temperate zone,normal-period assigned map on the same common-valid cells
19,rf_var,2041-2070SSP585,2041-2070,SSP585,386966.684471364,483786.387503122,96819.7030317579,25.0201650211887,gain,7,,15,No vegetation,normal-period assigned map on the same common-valid cells
46,rf_var,2041-2070SSP585,2041-2070,SSP585,129553.110410286,223577.265699876,94024.15528959,72.575760621896,gain,8,,16,Subalpine sclerophyllous broadleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
26,rf_var,2041-2070SSP585,2041-2070,SSP585,82135.6445600198,7861.91765705292,-74273.7269029668,-90.4281293472922,loss,,9,17,Bamboo forests and scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
22,rf_var,2041-2070SSP585,2041-2070,SSP585,67936.0341678936,2695.86882762401,-65240.1653402696,-96.0317541925371,loss,,10,18,Alpine cushion vegetation,normal-period assigned map on the same common-valid cells
11,rf_var,2041-2070SSP585,2041-2070,SSP585,111338.855250929,49113.866656743,-62224.9885941859,-55.887936384784,loss,,11,19,Temperate grass and forb meadow steppes,normal-period assigned map on the same common-valid cells
36,rf_var,2041-2070SSP585,2041-2070,SSP585,101251.209033371,39028.0319162875,-62223.1771170838,-61.4542559156758,loss,,12,20,Broadleaf evergreen and deciduous mixed forests in subtropical zone,normal-period assigned map on the same common-valid cells
33,rf_var,2041-2070SSP585,2041-2070,SSP585,267899.667111248,328284.582624438,60384.9155131895,22.5401233843691,gain,9,,21,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,normal-period assigned map on the same common-valid cells
29,rf_var,2041-2070SSP585,2041-2070,SSP585,125665.027370611,65503.840807158,-60161.1865634532,-47.8742477698476,loss,,13,22,Dwarf semi-arboreous deserts,normal-period assigned map on the same common-valid cells
6,rf_var,2041-2070SSP585,2041-2070,SSP585,60239.6197023876,894.695640019662,-59344.9240623679,-98.5147720977658,loss,,14,23,Cold-temperate and temperate marshes,normal-period assigned map on the same common-valid cells
44,rf_var,2041-2070SSP585,2041-2070,SSP585,275169.247432442,218761.486514542,-56407.7609178998,-20.4992968670123,loss,,15,24,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
4,rf_var,2041-2070SSP585,2041-2070,SSP585,59964.6750406676,4178.59208596778,-55786.0829546998,-93.0315772025215,loss,,16,25,"Grass, Carex and forb swamp meadows",normal-period assigned map on the same common-valid cells
41,rf_var,2041-2070SSP585,2041-2070,SSP585,100442.418195522,48943.0879469874,-51499.3302485347,-51.2724914172075,loss,,17,26,Temperate grasslands,normal-period assigned map on the same common-valid cells
35,rf_var,2041-2070SSP585,2041-2070,SSP585,48133.0964743733,325.304728470546,-47807.7917459028,-99.3241558256205,loss,,18,27,Steppe shrub deserts,normal-period assigned map on the same common-valid cells
45,rf_var,2041-2070SSP585,2041-2070,SSP585,45423.1558171279,91982.6770702234,46559.5212530955,102.501731584971,gain,10,,28,Subalpine needleleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
10,rf_var,2041-2070SSP585,2041-2070,SSP585,118901.276657668,164618.877605271,45717.6009476033,38.4500505232002,gain,11,,29,Needleleaf forests on mountains in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
14,rf_var,2041-2070SSP585,2041-2070,SSP585,57800.1015892954,12303.4991250355,-45496.6024642599,-78.7137067466433,loss,,19,30,Microphyllous deciduous woodlands in temperate zone,normal-period assigned map on the same common-valid cells
9,rf_var,2041-2070SSP585,2041-2070,SSP585,45209.0823661875,1345.69776093172,-43863.3846052557,-97.023390676166,loss,,20,31,Needleleaf and deciduous broadleaf mixed forests in temperate zone,normal-period assigned map on the same common-valid cells
25,rf_var,2041-2070SSP585,2041-2070,SSP585,200280.065005525,243833.212092442,43553.1470869176,21.7461219047019,gain,12,,32,Temperate tufted low grass and nano-semi-shrub desert steppes,normal-period assigned map on the same common-valid cells
23,rf_var,2041-2070SSP585,2041-2070,SSP585,211920.04732273,254720.800604016,42800.7532812861,20.1966514362397,gain,13,,33,Shrub deserts,normal-period assigned map on the same common-valid cells
31,rf_var,2041-2070SSP585,2041-2070,SSP585,524812.859136359,487613.393124282,-37199.4660120769,-7.0881392032377,loss,,21,34,Grass and Carex spp. high-cold steppes,normal-period assigned map on the same common-valid cells
32,rf_var,2041-2070SSP585,2041-2070,SSP585,73594.3508926857,38074.6933948418,-35519.6574978438,-48.2641086808934,loss,,22,35,Succulent halophytic dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
38,rf_var,2041-2070SSP585,2041-2070,SSP585,35504.4926499856,288.837172817057,-35215.6554771685,-99.186477115264,loss,,23,36,Annual herb deserts,normal-period assigned map on the same common-valid cells
28,rf_var,2041-2070SSP585,2041-2070,SSP585,76289.3427166474,45538.8205571082,-30750.5221595393,-40.3077560567697,loss,,24,37,Broadleaf deciduous forests in subtropical zone,normal-period assigned map on the same common-valid cells
24,rf_var,2041-2070SSP585,2041-2070,SSP585,449141.154359149,479695.90554073,30554.7511815803,6.80292840792488,gain,14,,38,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
3,rf_var,2041-2070SSP585,2041-2070,SSP585,285428.367653052,258855.543342416,-26572.8243106361,-9.30980495356239,loss,,25,39,Broadleaf deciduous forests in temperate zone,normal-period assigned map on the same common-valid cells
54,rf_var,2041-2070SSP585,2041-2070,SSP585,19295.7856753854,42.7752060851512,-19253.0104693002,-99.7783184017238,loss,,26,40,Tropical mangroves,normal-period assigned map on the same common-valid cells
43,rf_var,2041-2070SSP585,2041-2070,SSP585,16783.3114665698,137.83543209946,-16645.4760344703,-99.1787351836137,loss,,27,41,High-cold marshes,normal-period assigned map on the same common-valid cells
49,rf_var,2041-2070SSP585,2041-2070,SSP585,151601.336740608,136923.784063579,-14677.5526770294,-9.68167761089265,loss,,28,42,Broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
40,rf_var,2041-2070SSP585,2041-2070,SSP585,256176.678426122,242304.302739295,-13872.3756868278,-5.41515947979954,loss,,29,43,Subtropical and tropical grasslands,normal-period assigned map on the same common-valid cells
7,rf_var,2041-2070SSP585,2041-2070,SSP585,168880.664535443,155616.322840317,-13264.3416951254,-7.85426900800808,loss,,30,44,Deciduous scrubs in temperate zone,normal-period assigned map on the same common-valid cells
55,rf_var,2041-2070SSP585,2041-2070,SSP585,17371.5161680527,6581.35680921247,-10790.1593588403,-62.1140909892714,loss,,31,45,Tropical monsoon forests,normal-period assigned map on the same common-valid cells
15,rf_var,2041-2070SSP585,2041-2070,SSP585,164882.30201743,172328.076059833,7445.77404240271,4.51581155242216,gain,15,,46,Grass and forb halophytic meadows,normal-period assigned map on the same common-valid cells
48,rf_var,2041-2070SSP585,2041-2070,SSP585,7672.97278911418,265.904408161319,-7407.06838095286,-96.5345321107021,loss,,32,47,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
34,rf_var,2041-2070SSP585,2041-2070,SSP585,17434.5163628957,11466.7381808067,-5967.77818208897,-34.2296743876971,loss,,33,48,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
17,rf_var,2041-2070SSP585,2041-2070,SSP585,5940.17111927839,218.940427961156,-5721.23069131723,-96.3142403886211,loss,,34,49,Alpine tundra,normal-period assigned map on the same common-valid cells
50,rf_var,2041-2070SSP585,2041-2070,SSP585,13051.6069776889,18523.68757698,5472.08059929111,41.9264892717453,gain,16,,50,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
52,rf_var,2041-2070SSP585,2041-2070,SSP585,37456.7833352858,41139.1907618043,3682.40742651851,9.83108291375767,gain,17,,51,Tropical rain forests,normal-period assigned map on the same common-valid cells
1,rf_var,2041-2070SSP585,2041-2070,SSP585,29364.8407776136,32948.4624095595,3583.62163194587,12.2037836305173,gain,18,,52,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
5,rf_var,2041-2070SSP585,2041-2070,SSP585,106671.426355802,109258.629485249,2587.20312944673,2.42539470768594,gain,19,,53,Grass and forb meadows,normal-period assigned map on the same common-valid cells
39,rf_var,2041-2070SSP585,2041-2070,SSP585,52664.1393994251,51013.6588819325,-1650.48051749262,-3.13397415454705,loss,,35,54,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
21,rf_var,2071-2100SSP585,2071-2100,SSP585,388739.31101294,1332707.37714128,943968.066128338,242.828044240917,gain,1,,1,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,normal-period assigned map on the same common-valid cells
99,rf_var,2071-2100SSP585,2071-2100,SSP585,0,909403.968640741,909403.968640741,,gain,2,,2,Novel zone,normal-period assigned map on the same common-valid cells
27,rf_var,2071-2100SSP585,2071-2100,SSP585,488626.388810434,835485.499990915,346859.111180481,70.9865695188737,gain,3,,3,Two years three ripes or one year two ripes grain fields and deciduous orchards,normal-period assigned map on the same common-valid cells
16,rf_var,2071-2100SSP585,2071-2100,SSP585,503564.207353805,169665.710589063,-333898.496764742,-66.3070353072462,loss,,1,4,Kobresia spp. and forb high-cold meadows,normal-period assigned map on the same common-valid cells
18,rf_var,2071-2100SSP585,2071-2100,SSP585,116922.464943228,437377.46146596,320454.996522732,274.074786807076,gain,4,,5,Subalpine broadleaf deciduous scrubs,normal-period assigned map on the same common-valid cells
30,rf_var,2071-2100SSP585,2071-2100,SSP585,351150.132687122,52668.1763232235,-298481.956363899,-85.0012369580531,loss,,2,6,Needleleaf forests in subtropical zone,normal-period assigned map on the same common-valid cells
31,rf_var,2071-2100SSP585,2071-2100,SSP585,524812.859136249,276785.77868971,-248027.080446539,-47.2600996962515,loss,,3,7,Grass and Carex spp. high-cold steppes,normal-period assigned map on the same common-valid cells
47,rf_var,2071-2100SSP585,2071-2100,SSP585,266275.522189318,33824.59215578,-232450.930033538,-87.29714549889,loss,,4,8,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,normal-period assigned map on the same common-valid cells
20,rf_var,2071-2100SSP585,2071-2100,SSP585,293806.225048201,63174.8650154134,-230631.360032788,-78.4977785936806,loss,,5,9,Alpine sparse vegetation,normal-period assigned map on the same common-valid cells
13,rf_var,2071-2100SSP585,2071-2100,SSP585,338535.309596335,109315.662666557,-229219.646929778,-67.7092286778288,loss,,6,10,Temperate tufted grass steppes,normal-period assigned map on the same common-valid cells
53,rf_var,2071-2100SSP585,2071-2100,SSP585,76651.00332342,255408.366954329,178757.363630909,233.209424378521,gain,5,,11,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,normal-period assigned map on the same common-valid cells
46,rf_var,2071-2100SSP585,2071-2100,SSP585,129553.110410286,307132.61103176,177579.500621474,137.070812162742,gain,6,,12,Subalpine sclerophyllous broadleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
42,rf_var,2071-2100SSP585,2071-2100,SSP585,176239.054838955,9553.2426690175,-166685.812169938,-94.579383850108,loss,,7,13,Cushion nano-semi-shrub high-cold deserts,normal-period assigned map on the same common-valid cells
23,rf_var,2071-2100SSP585,2071-2100,SSP585,211920.047322768,64445.7392280553,-147474.308094713,-69.5895975665293,loss,,8,14,Shrub deserts,normal-period assigned map on the same common-valid cells
12,rf_var,2071-2100SSP585,2071-2100,SSP585,213372.680175971,356773.906969979,143401.226794008,67.2069295261903,gain,7,,15,One year one ripe grain fields and cold-tolerant economic crop fields,normal-period assigned map on the same common-valid cells
19,rf_var,2071-2100SSP585,2071-2100,SSP585,386966.684471289,522597.405576253,135630.721104964,35.0497152720719,gain,8,,16,No vegetation,normal-period assigned map on the same common-valid cells
2,rf_var,2071-2100SSP585,2071-2100,SSP585,143659.468609708,16124.7291848337,-127534.739424874,-88.7757282266989,loss,,9,17,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,normal-period assigned map on the same common-valid cells
37,rf_var,2071-2100SSP585,2071-2100,SSP585,137338.605276907,26186.274025571,-111152.331251336,-80.9330566793122,loss,,10,18,Needleleaf forests in temperate zone,normal-period assigned map on the same common-valid cells
44,rf_var,2071-2100SSP585,2071-2100,SSP585,275169.24743244,164052.802041439,-111116.445391001,-40.381127770567,loss,,11,19,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
25,rf_var,2071-2100SSP585,2071-2100,SSP585,200280.065005519,309352.983517622,109072.918512103,54.4601972787941,gain,9,,20,Temperate tufted low grass and nano-semi-shrub desert steppes,normal-period assigned map on the same common-valid cells
29,rf_var,2071-2100SSP585,2071-2100,SSP585,125665.027370614,18714.2904592393,-106950.736911375,-85.1077974112506,loss,,12,21,Dwarf semi-arboreous deserts,normal-period assigned map on the same common-valid cells
15,rf_var,2071-2100SSP585,2071-2100,SSP585,164882.302017433,266982.142148851,102099.840131418,61.922861873085,gain,10,,22,Grass and forb halophytic meadows,normal-period assigned map on the same common-valid cells
41,rf_var,2071-2100SSP585,2071-2100,SSP585,100442.418195516,12249.2475061079,-88193.1706894085,-87.80470669049,loss,,13,23,Temperate grasslands,normal-period assigned map on the same common-valid cells
10,rf_var,2071-2100SSP585,2071-2100,SSP585,118901.276657666,203649.949984207,84748.6733265409,71.2765040955319,gain,11,,24,Needleleaf forests on mountains in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
11,rf_var,2071-2100SSP585,2071-2100,SSP585,111338.855250931,27049.167550301,-84289.6877006305,-75.7055454815495,loss,,14,25,Temperate grass and forb meadow steppes,normal-period assigned map on the same common-valid cells
36,rf_var,2071-2100SSP585,2071-2100,SSP585,101251.209033371,18569.436717784,-82681.772315587,-81.6600345861907,loss,,15,26,Broadleaf evergreen and deciduous mixed forests in subtropical zone,normal-period assigned map on the same common-valid cells
26,rf_var,2071-2100SSP585,2071-2100,SSP585,82135.6445600168,1687.04022376968,-80448.6043362471,-97.9460315520664,loss,,16,27,Bamboo forests and scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
33,rf_var,2071-2100SSP585,2071-2100,SSP585,267899.667111236,190427.240647631,-77472.4264636053,-28.9184482007727,loss,,17,28,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,normal-period assigned map on the same common-valid cells
7,rf_var,2071-2100SSP585,2071-2100,SSP585,168880.664535444,99669.9941668271,-69210.6703686169,-40.9819978853122,loss,,18,29,Deciduous scrubs in temperate zone,normal-period assigned map on the same common-valid cells
5,rf_var,2071-2100SSP585,2071-2100,SSP585,106671.426355801,38191.0515690116,-68480.3747867895,-64.1974867368644,loss,,19,30,Grass and forb meadows,normal-period assigned map on the same common-valid cells
22,rf_var,2071-2100SSP585,2071-2100,SSP585,67936.0341678951,64.8529675976429,-67871.1812002975,-99.9045381903846,loss,,20,31,Alpine cushion vegetation,normal-period assigned map on the same common-valid cells
3,rf_var,2071-2100SSP585,2071-2100,SSP585,285428.367653031,221810.404449159,-63617.9632038722,-22.2885916095091,loss,,21,32,Broadleaf deciduous forests in temperate zone,normal-period assigned map on the same common-valid cells
6,rf_var,2071-2100SSP585,2071-2100,SSP585,60239.6197023886,2.37716040060234,-60237.242541988,-99.9960538256843,loss,,22,33,Cold-temperate and temperate marshes,normal-period assigned map on the same common-valid cells
4,rf_var,2071-2100SSP585,2071-2100,SSP585,59964.6750406677,2125.88048093526,-57838.7945597324,-96.4547786184224,loss,,23,34,"Grass, Carex and forb swamp meadows",normal-period assigned map on the same common-valid cells
35,rf_var,2071-2100SSP585,2071-2100,SSP585,48133.0964743723,11.8765228097339,-48121.2199515626,-99.9753256622165,loss,,24,35,Steppe shrub deserts,normal-period assigned map on the same common-valid cells
9,rf_var,2071-2100SSP585,2071-2100,SSP585,45209.0823661878,114.378432382949,-45094.7039338049,-99.7470012077297,loss,,25,36,Needleleaf and deciduous broadleaf mixed forests in temperate zone,normal-period assigned map on the same common-valid cells
28,rf_var,2071-2100SSP585,2071-2100,SSP585,76289.3427166476,33411.5396720171,-42877.8030446305,-56.2041846446186,loss,,26,37,Broadleaf deciduous forests in subtropical zone,normal-period assigned map on the same common-valid cells
14,rf_var,2071-2100SSP585,2071-2100,SSP585,57800.1015892956,22047.4813625223,-35752.6202267733,-61.8556356194962,loss,,27,38,Microphyllous deciduous woodlands in temperate zone,normal-period assigned map on the same common-valid cells
38,rf_var,2071-2100SSP585,2071-2100,SSP585,35504.4926499843,0,-35504.4926499843,-100,loss,,28,39,Annual herb deserts,normal-period assigned map on the same common-valid cells
32,rf_var,2071-2100SSP585,2071-2100,SSP585,73594.3508926857,38273.5760787315,-35320.7748139542,-47.9938669008148,loss,,29,40,Succulent halophytic dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
40,rf_var,2071-2100SSP585,2071-2100,SSP585,256176.67842614,234206.539220486,-21970.1392056538,-8.57616678482628,loss,,30,41,Subtropical and tropical grasslands,normal-period assigned map on the same common-valid cells
54,rf_var,2071-2100SSP585,2071-2100,SSP585,19295.7856753854,6.09073272506762,-19289.6949426603,-99.9684349068365,loss,,31,42,Tropical mangroves,normal-period assigned map on the same common-valid cells
52,rf_var,2071-2100SSP585,2071-2100,SSP585,37456.7833352842,55407.0922174823,17950.308882198,47.9227186208723,gain,12,,43,Tropical rain forests,normal-period assigned map on the same common-valid cells
1,rf_var,2071-2100SSP585,2071-2100,SSP585,29364.8407776136,47078.3663761736,17713.52559856,60.3222259323945,gain,13,,44,One year one ripe fields with cold-tolerant crops of short growth duration,normal-period assigned map on the same common-valid cells
43,rf_var,2071-2100SSP585,2071-2100,SSP585,16783.3114665699,1.35769596518803,-16781.9537706047,-99.9919104405117,loss,,32,45,High-cold marshes,normal-period assigned map on the same common-valid cells
24,rf_var,2071-2100SSP585,2071-2100,SSP585,449141.154359179,434939.465465625,-14201.6888935537,-3.16196562165768,loss,,33,46,Semi-shrub and dwarf semi-shrub deserts,normal-period assigned map on the same common-valid cells
50,rf_var,2071-2100SSP585,2071-2100,SSP585,13051.606977689,24060.8219230977,11009.2149454088,84.3514133104714,gain,14,,47,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,normal-period assigned map on the same common-valid cells
55,rf_var,2071-2100SSP585,2071-2100,SSP585,17371.5161680526,8615.43112377015,-8756.08504428247,-50.4048406574062,loss,,34,48,Tropical monsoon forests,normal-period assigned map on the same common-valid cells
34,rf_var,2071-2100SSP585,2071-2100,SSP585,17434.5163628958,10119.6343901199,-7314.88197277595,-41.9563228512808,loss,,35,49,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",normal-period assigned map on the same common-valid cells
48,rf_var,2071-2100SSP585,2071-2100,SSP585,7672.97278911418,499.910821290568,-7173.06196782361,-93.4847830817307,loss,,36,50,Subtropical and tropical marshes,normal-period assigned map on the same common-valid cells
17,rf_var,2071-2100SSP585,2071-2100,SSP585,5940.17111927841,14.2998797601323,-5925.87123951828,-99.7592682184908,loss,,37,51,Alpine tundra,normal-period assigned map on the same common-valid cells
39,rf_var,2071-2100SSP585,2071-2100,SSP585,52664.1393994247,46770.0834577958,-5894.05594162885,-11.1917825086367,loss,,38,52,Sclerophyllous broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
45,rf_var,2071-2100SSP585,2071-2100,SSP585,45423.1558171277,42767.1899278299,-2655.96588929779,-5.84716284352992,loss,,39,53,Subalpine needleleaf evergreen scrubs,normal-period assigned map on the same common-valid cells
49,rf_var,2071-2100SSP585,2071-2100,SSP585,151601.336740612,149552.646190542,-2048.69055006967,-1.3513670750641,loss,,40,54,Broadleaf evergreen forests in subtropical zone,normal-period assigned map on the same common-valid cells
