original_zone,predicted_zone,n,method,method_label,rank_cutoff
18,28,360,rf_var,Plain RF,3
18,30,12,rf_var,Plain RF,3
18,31,837,rf_var,Plain RF,3
18,32,34,rf_var,Plain RF,3
18,33,246,rf_var,Plain RF,3
18,34,498,rf_var,Plain RF,3
18,36,520,rf_var,Plain RF,3
18,37,13,rf_var,Plain RF,3
18,39,4418,rf_var,Plain RF,3
18,41,4,rf_var,Plain RF,3
18,42,595,rf_var,Plain RF,3
18,43,526,rf_var,Plain RF,3
18,44,262,rf_var,Plain RF,3
18,45,801,rf_var,Plain RF,3
18,46,3308,rf_var,Plain RF,3
18,47,9,rf_var,Plain RF,3
18,49,52,rf_var,Plain RF,3
18,50,214,rf_var,Plain RF,3
18,55,1,rf_var,Plain RF,3
19,1,68,rf_var,Plain RF,3
19,2,24,rf_var,Plain RF,3
19,3,40,rf_var,Plain RF,3
19,4,47,rf_var,Plain RF,3
19,5,32,rf_var,Plain RF,3
19,6,29,rf_var,Plain RF,3
19,7,210,rf_var,Plain RF,3
19,9,11,rf_var,Plain RF,3
19,10,425,rf_var,Plain RF,3
19,11,24,rf_var,Plain RF,3
19,12,52,rf_var,Plain RF,3
19,13,283,rf_var,Plain RF,3
19,14,1489,rf_var,Plain RF,3
19,15,5546,rf_var,Plain RF,3
19,16,3816,rf_var,Plain RF,3
19,17,18,rf_var,Plain RF,3
19,18,460,rf_var,Plain RF,3
19,19,607659,rf_var,Plain RF,3
19,20,37841,rf_var,Plain RF,3
19,21,26,rf_var,Plain RF,3
19,22,3845,rf_var,Plain RF,3
19,23,5465,rf_var,Plain RF,3
19,24,6845,rf_var,Plain RF,3
19,25,902,rf_var,Plain RF,3
19,26,16,rf_var,Plain RF,3
19,27,705,rf_var,Plain RF,3
19,28,101,rf_var,Plain RF,3
19,29,802,rf_var,Plain RF,3
19,30,10,rf_var,Plain RF,3
19,31,6512,rf_var,Plain RF,3
19,32,1567,rf_var,Plain RF,3
19,33,126,rf_var,Plain RF,3
19,34,25,rf_var,Plain RF,3
19,35,84,rf_var,Plain RF,3
19,36,25,rf_var,Plain RF,3
19,37,49,rf_var,Plain RF,3
19,38,966,rf_var,Plain RF,3
19,39,15,rf_var,Plain RF,3
19,40,14,rf_var,Plain RF,3
19,41,25,rf_var,Plain RF,3
19,42,2920,rf_var,Plain RF,3
19,43,353,rf_var,Plain RF,3
19,44,13,rf_var,Plain RF,3
19,45,1074,rf_var,Plain RF,3
19,46,611,rf_var,Plain RF,3
19,47,14,rf_var,Plain RF,3
19,48,21,rf_var,Plain RF,3
19,49,15,rf_var,Plain RF,3
19,50,33,rf_var,Plain RF,3
19,52,32,rf_var,Plain RF,3
19,53,29,rf_var,Plain RF,3
19,54,29,rf_var,Plain RF,3
19,55,13,rf_var,Plain RF,3
20,1,214,rf_var,Plain RF,3
20,2,82,rf_var,Plain RF,3
20,3,18,rf_var,Plain RF,3
20,4,54,rf_var,Plain RF,3
20,5,201,rf_var,Plain RF,3
20,6,35,rf_var,Plain RF,3
20,7,29,rf_var,Plain RF,3
20,9,23,rf_var,Plain RF,3
20,10,2032,rf_var,Plain RF,3
20,11,35,rf_var,Plain RF,3
20,12,19,rf_var,Plain RF,3
20,13,498,rf_var,Plain RF,3
20,14,38,rf_var,Plain RF,3
20,15,58,rf_var,Plain RF,3
20,16,6756,rf_var,Plain RF,3
20,17,147,rf_var,Plain RF,3
20,18,795,rf_var,Plain RF,3
20,19,37,rf_var,Plain RF,3
20,20,353532,rf_var,Plain RF,3
20,21,35,rf_var,Plain RF,3
20,22,2177,rf_var,Plain RF,3
20,23,21,rf_var,Plain RF,3
20,24,558,rf_var,Plain RF,3
20,25,617,rf_var,Plain RF,3
20,26,16,rf_var,Plain RF,3
20,27,40,rf_var,Plain RF,3
20,28,112,rf_var,Plain RF,3
20,29,35,rf_var,Plain RF,3
20,30,36,rf_var,Plain RF,3
20,31,3038,rf_var,Plain RF,3
20,32,60,rf_var,Plain RF,3
20,33,66,rf_var,Plain RF,3
20,34,51,rf_var,Plain RF,3
20,35,27,rf_var,Plain RF,3
20,36,34,rf_var,Plain RF,3
20,37,30,rf_var,Plain RF,3
20,38,31,rf_var,Plain RF,3
20,39,214,rf_var,Plain RF,3
20,40,61,rf_var,Plain RF,3
20,41,38,rf_var,Plain RF,3
20,42,2101,rf_var,Plain RF,3
20,43,138,rf_var,Plain RF,3
20,44,50,rf_var,Plain RF,3
20,45,1849,rf_var,Plain RF,3
20,46,3663,rf_var,Plain RF,3
20,47,18,rf_var,Plain RF,3
20,48,56,rf_var,Plain RF,3
20,49,18,rf_var,Plain RF,3
20,50,47,rf_var,Plain RF,3
20,52,43,rf_var,Plain RF,3
20,53,26,rf_var,Plain RF,3
20,54,32,rf_var,Plain RF,3
20,55,24,rf_var,Plain RF,3
21,1,23,rf_var,Plain RF,3
21,2,76,rf_var,Plain RF,3
21,3,318,rf_var,Plain RF,3
21,4,133,rf_var,Plain RF,3
21,5,550,rf_var,Plain RF,3
21,6,88,rf_var,Plain RF,3
21,7,249,rf_var,Plain RF,3
21,9,125,rf_var,Plain RF,3
21,10,202,rf_var,Plain RF,3
21,11,9,rf_var,Plain RF,3
21,12,25,rf_var,Plain RF,3
21,13,14,rf_var,Plain RF,3
21,14,20,rf_var,Plain RF,3
21,15,15,rf_var,Plain RF,3
21,16,35,rf_var,Plain RF,3
21,17,29,rf_var,Plain RF,3
21,18,21,rf_var,Plain RF,3
21,19,27,rf_var,Plain RF,3
21,20,34,rf_var,Plain RF,3
21,21,511201,rf_var,Plain RF,3
21,22,32,rf_var,Plain RF,3
21,23,27,rf_var,Plain RF,3
21,24,18,rf_var,Plain RF,3
21,25,23,rf_var,Plain RF,3
21,26,6126,rf_var,Plain RF,3
21,27,10,rf_var,Plain RF,3
21,28,2236,rf_var,Plain RF,3
21,29,20,rf_var,Plain RF,3
21,30,22699,rf_var,Plain RF,3
21,31,32,rf_var,Plain RF,3
21,32,19,rf_var,Plain RF,3
21,33,23,rf_var,Plain RF,3
21,34,522,rf_var,Plain RF,3
21,35,29,rf_var,Plain RF,3
21,36,7299,rf_var,Plain RF,3
21,37,398,rf_var,Plain RF,3
21,38,28,rf_var,Plain RF,3
21,39,477,rf_var,Plain RF,3
21,40,14446,rf_var,Plain RF,3
21,41,366,rf_var,Plain RF,3
21,42,34,rf_var,Plain RF,3
21,43,32,rf_var,Plain RF,3
21,44,13227,rf_var,Plain RF,3
21,45,43,rf_var,Plain RF,3
21,46,125,rf_var,Plain RF,3
21,47,3208,rf_var,Plain RF,3
21,48,645,rf_var,Plain RF,3
21,49,8538,rf_var,Plain RF,3
21,50,384,rf_var,Plain RF,3
21,52,1499,rf_var,Plain RF,3
21,53,2133,rf_var,Plain RF,3
21,54,276,rf_var,Plain RF,3
21,55,1042,rf_var,Plain RF,3
22,1,2,rf_var,Plain RF,3
22,2,29,rf_var,Plain RF,3
22,3,329,rf_var,Plain RF,3
22,4,1,rf_var,Plain RF,3
22,5,554,rf_var,Plain RF,3
22,6,11,rf_var,Plain RF,3
22,7,2,rf_var,Plain RF,3
22,10,2,rf_var,Plain RF,3
22,11,1,rf_var,Plain RF,3
22,12,298,rf_var,Plain RF,3
22,13,34,rf_var,Plain RF,3
22,16,674,rf_var,Plain RF,3
22,17,1,rf_var,Plain RF,3
22,18,48,rf_var,Plain RF,3
22,19,440,rf_var,Plain RF,3
22,20,116,rf_var,Plain RF,3
22,21,1,rf_var,Plain RF,3
22,22,38202,rf_var,Plain RF,3
22,23,72,rf_var,Plain RF,3
22,24,183,rf_var,Plain RF,3
22,25,205,rf_var,Plain RF,3
22,26,1,rf_var,Plain RF,3
22,27,243,rf_var,Plain RF,3
22,28,2,rf_var,Plain RF,3
22,31,197,rf_var,Plain RF,3
22,32,50,rf_var,Plain RF,3
22,34,1,rf_var,Plain RF,3
22,35,1,rf_var,Plain RF,3
22,37,2,rf_var,Plain RF,3
22,38,1,rf_var,Plain RF,3
22,40,1,rf_var,Plain RF,3
22,41,1,rf_var,Plain RF,3
22,42,205,rf_var,Plain RF,3
22,43,8,rf_var,Plain RF,3
22,44,5,rf_var,Plain RF,3
22,45,29,rf_var,Plain RF,3
22,48,1,rf_var,Plain RF,3
22,50,1,rf_var,Plain RF,3
22,53,2,rf_var,Plain RF,3
22,54,1,rf_var,Plain RF,3
22,55,23,rf_var,Plain RF,3
23,1,2,rf_var,Plain RF,3
23,2,4,rf_var,Plain RF,3
23,3,1,rf_var,Plain RF,3
23,4,60,rf_var,Plain RF,3
23,5,5,rf_var,Plain RF,3
23,6,11,rf_var,Plain RF,3
23,7,475,rf_var,Plain RF,3
23,9,1,rf_var,Plain RF,3
23,10,2,rf_var,Plain RF,3
23,12,46,rf_var,Plain RF,3
23,13,797,rf_var,Plain RF,3
23,14,585,rf_var,Plain RF,3
23,15,2096,rf_var,Plain RF,3
23,16,80,rf_var,Plain RF,3
23,17,8,rf_var,Plain RF,3
23,18,1272,rf_var,Plain RF,3
23,19,745,rf_var,Plain RF,3
23,20,343,rf_var,Plain RF,3
23,21,2,rf_var,Plain RF,3
23,22,92,rf_var,Plain RF,3
23,23,308114,rf_var,Plain RF,3
23,24,3259,rf_var,Plain RF,3
23,25,1091,rf_var,Plain RF,3
23,26,1,rf_var,Plain RF,3
23,27,366,rf_var,Plain RF,3
23,28,1,rf_var,Plain RF,3
23,29,1378,rf_var,Plain RF,3
23,30,1,rf_var,Plain RF,3
23,31,1336,rf_var,Plain RF,3
23,32,1751,rf_var,Plain RF,3
23,33,1343,rf_var,Plain RF,3
23,34,2,rf_var,Plain RF,3
23,35,556,rf_var,Plain RF,3
23,36,3,rf_var,Plain RF,3
23,37,2,rf_var,Plain RF,3
23,38,291,rf_var,Plain RF,3
23,39,1,rf_var,Plain RF,3
23,40,54,rf_var,Plain RF,3
23,41,7,rf_var,Plain RF,3
23,42,543,rf_var,Plain RF,3
23,43,23,rf_var,Plain RF,3
23,44,4,rf_var,Plain RF,3
23,45,10,rf_var,Plain RF,3
23,46,2,rf_var,Plain RF,3
23,47,2,rf_var,Plain RF,3
23,48,2,rf_var,Plain RF,3
23,49,14,rf_var,Plain RF,3
23,50,3,rf_var,Plain RF,3
23,52,15,rf_var,Plain RF,3
23,54,1,rf_var,Plain RF,3
23,55,3,rf_var,Plain RF,3
24,1,51,rf_var,Plain RF,3
24,2,49,rf_var,Plain RF,3
24,3,30,rf_var,Plain RF,3
24,4,98,rf_var,Plain RF,3
24,5,569,rf_var,Plain RF,3
24,6,139,rf_var,Plain RF,3
24,7,577,rf_var,Plain RF,3
24,9,7,rf_var,Plain RF,3
24,10,8,rf_var,Plain RF,3
24,11,282,rf_var,Plain RF,3
24,12,824,rf_var,Plain RF,3
24,13,7006,rf_var,Plain RF,3
24,14,811,rf_var,Plain RF,3
24,15,3979,rf_var,Plain RF,3
24,16,742,rf_var,Plain RF,3
24,17,4,rf_var,Plain RF,3
24,18,1405,rf_var,Plain RF,3
24,19,2424,rf_var,Plain RF,3
24,20,1789,rf_var,Plain RF,3
24,21,7,rf_var,Plain RF,3
24,22,625,rf_var,Plain RF,3
24,23,4187,rf_var,Plain RF,3
24,24,764656,rf_var,Plain RF,3
24,25,18230,rf_var,Plain RF,3
24,26,4,rf_var,Plain RF,3
24,27,599,rf_var,Plain RF,3
24,28,11,rf_var,Plain RF,3
24,29,2606,rf_var,Plain RF,3
24,30,4,rf_var,Plain RF,3
24,31,4772,rf_var,Plain RF,3
24,32,5656,rf_var,Plain RF,3
24,33,8304,rf_var,Plain RF,3
24,34,3,rf_var,Plain RF,3
24,35,2305,rf_var,Plain RF,3
24,36,1,rf_var,Plain RF,3
24,37,2,rf_var,Plain RF,3
24,38,1468,rf_var,Plain RF,3
24,39,6,rf_var,Plain RF,3
24,40,4,rf_var,Plain RF,3
24,41,9,rf_var,Plain RF,3
24,42,10576,rf_var,Plain RF,3
24,43,369,rf_var,Plain RF,3
24,44,12,rf_var,Plain RF,3
24,45,120,rf_var,Plain RF,3
24,46,11,rf_var,Plain RF,3
24,47,8,rf_var,Plain RF,3
24,48,4,rf_var,Plain RF,3
24,49,7,rf_var,Plain RF,3
24,50,4,rf_var,Plain RF,3
24,52,6,rf_var,Plain RF,3
24,53,14,rf_var,Plain RF,3
24,54,4,rf_var,Plain RF,3
24,55,9,rf_var,Plain RF,3
25,1,354,rf_var,Plain RF,3
25,2,106,rf_var,Plain RF,3
25,3,1,rf_var,Plain RF,3
25,4,133,rf_var,Plain RF,3
25,5,724,rf_var,Plain RF,3
25,6,2,rf_var,Plain RF,3
25,7,467,rf_var,Plain RF,3
25,9,4,rf_var,Plain RF,3
25,10,9,rf_var,Plain RF,3
25,11,417,rf_var,Plain RF,3
25,12,445,rf_var,Plain RF,3
25,13,5604,rf_var,Plain RF,3
25,14,63,rf_var,Plain RF,3
25,15,1213,rf_var,Plain RF,3
25,16,1206,rf_var,Plain RF,3
25,17,2,rf_var,Plain RF,3
25,18,435,rf_var,Plain RF,3
25,19,60,rf_var,Plain RF,3
25,20,959,rf_var,Plain RF,3
25,21,5,rf_var,Plain RF,3
25,22,245,rf_var,Plain RF,3
25,23,1182,rf_var,Plain RF,3
25,24,6232,rf_var,Plain RF,3
25,25,208326,rf_var,Plain RF,3
25,26,4,rf_var,Plain RF,3
25,27,252,rf_var,Plain RF,3
25,28,2,rf_var,Plain RF,3
25,29,1321,rf_var,Plain RF,3
25,30,1,rf_var,Plain RF,3
25,31,1036,rf_var,Plain RF,3
25,32,1441,rf_var,Plain RF,3
25,33,2509,rf_var,Plain RF,3
25,34,5,rf_var,Plain RF,3
25,35,748,rf_var,Plain RF,3
25,36,4,rf_var,Plain RF,3
25,37,14,rf_var,Plain RF,3
25,38,6,rf_var,Plain RF,3
25,39,14,rf_var,Plain RF,3
25,40,2,rf_var,Plain RF,3
25,41,1,rf_var,Plain RF,3
25,42,1481,rf_var,Plain RF,3
25,43,235,rf_var,Plain RF,3
25,44,3,rf_var,Plain RF,3
25,45,54,rf_var,Plain RF,3
25,46,9,rf_var,Plain RF,3
25,47,1,rf_var,Plain RF,3
25,48,5,rf_var,Plain RF,3
25,49,1,rf_var,Plain RF,3
25,50,3,rf_var,Plain RF,3
25,52,3,rf_var,Plain RF,3
25,53,3,rf_var,Plain RF,3
25,54,2,rf_var,Plain RF,3
25,55,3,rf_var,Plain RF,3
26,1,16,rf_var,Plain RF,3
26,3,78,rf_var,Plain RF,3
26,4,2,rf_var,Plain RF,3
26,5,241,rf_var,Plain RF,3
26,6,1,rf_var,Plain RF,3
26,7,144,rf_var,Plain RF,3
26,10,625,rf_var,Plain RF,3
26,11,1,rf_var,Plain RF,3
26,12,12,rf_var,Plain RF,3
26,14,1,rf_var,Plain RF,3
26,15,5,rf_var,Plain RF,3
26,17,1,rf_var,Plain RF,3
26,21,306,rf_var,Plain RF,3
26,22,1,rf_var,Plain RF,3
26,23,77,rf_var,Plain RF,3
26,24,2,rf_var,Plain RF,3
26,25,1,rf_var,Plain RF,3
26,26,33982,rf_var,Plain RF,3
26,27,9,rf_var,Plain RF,3
26,28,242,rf_var,Plain RF,3
26,30,633,rf_var,Plain RF,3
26,33,9,rf_var,Plain RF,3
26,34,1014,rf_var,Plain RF,3
26,35,1,rf_var,Plain RF,3
26,36,1424,rf_var,Plain RF,3
26,38,2,rf_var,Plain RF,3
26,39,323,rf_var,Plain RF,3
26,40,327,rf_var,Plain RF,3
26,41,29,rf_var,Plain RF,3
26,44,248,rf_var,Plain RF,3
26,45,1,rf_var,Plain RF,3
26,46,114,rf_var,Plain RF,3
26,47,114,rf_var,Plain RF,3
26,48,4,rf_var,Plain RF,3
26,49,727,rf_var,Plain RF,3
26,50,17,rf_var,Plain RF,3
26,52,71,rf_var,Plain RF,3
26,53,91,rf_var,Plain RF,3
27,1,21,rf_var,Plain RF,3
27,2,1287,rf_var,Plain RF,3
27,3,25911,rf_var,Plain RF,3
27,4,1806,rf_var,Plain RF,3
27,5,2270,rf_var,Plain RF,3
27,6,2119,rf_var,Plain RF,3
27,7,15156,rf_var,Plain RF,3
27,9,587,rf_var,Plain RF,3
27,10,91,rf_var,Plain RF,3
27,11,7886,rf_var,Plain RF,3
27,12,2146,rf_var,Plain RF,3
27,13,2170,rf_var,Plain RF,3
27,14,4430,rf_var,Plain RF,3
27,15,9765,rf_var,Plain RF,3
27,16,30,rf_var,Plain RF,3
27,17,35,rf_var,Plain RF,3
27,18,47,rf_var,Plain RF,3
27,19,1557,rf_var,Plain RF,3
27,20,69,rf_var,Plain RF,3
27,21,92,rf_var,Plain RF,3
27,22,21,rf_var,Plain RF,3
27,23,3102,rf_var,Plain RF,3
27,24,1949,rf_var,Plain RF,3
27,25,241,rf_var,Plain RF,3
27,26,311,rf_var,Plain RF,3
27,27,750151,rf_var,Plain RF,3
27,28,2021,rf_var,Plain RF,3
27,29,32,rf_var,Plain RF,3
27,30,134,rf_var,Plain RF,3
27,31,26,rf_var,Plain RF,3
27,32,1445,rf_var,Plain RF,3
27,33,4101,rf_var,Plain RF,3
27,34,52,rf_var,Plain RF,3
27,35,32,rf_var,Plain RF,3
27,36,1599,rf_var,Plain RF,3
27,37,5543,rf_var,Plain RF,3
27,38,1058,rf_var,Plain RF,3
27,39,176,rf_var,Plain RF,3
27,40,262,rf_var,Plain RF,3
27,41,6810,rf_var,Plain RF,3
27,42,27,rf_var,Plain RF,3
27,43,27,rf_var,Plain RF,3
27,44,523,rf_var,Plain RF,3
27,45,85,rf_var,Plain RF,3
27,46,169,rf_var,Plain RF,3
27,47,1557,rf_var,Plain RF,3
27,48,20,rf_var,Plain RF,3
27,49,61,rf_var,Plain RF,3
27,50,16,rf_var,Plain RF,3
27,52,22,rf_var,Plain RF,3
27,53,13,rf_var,Plain RF,3
27,54,22,rf_var,Plain RF,3
27,55,32,rf_var,Plain RF,3
28,1,359,rf_var,Plain RF,3
28,2,12,rf_var,Plain RF,3
28,3,594,rf_var,Plain RF,3
28,5,56,rf_var,Plain RF,3
28,7,355,rf_var,Plain RF,3
28,10,680,rf_var,Plain RF,3
28,13,25,rf_var,Plain RF,3
28,15,40,rf_var,Plain RF,3
28,16,46,rf_var,Plain RF,3
28,18,484,rf_var,Plain RF,3
28,19,8,rf_var,Plain RF,3
28,20,32,rf_var,Plain RF,3
28,21,477,rf_var,Plain RF,3
28,23,64,rf_var,Plain RF,3
28,24,29,rf_var,Plain RF,3
28,25,29,rf_var,Plain RF,3
28,26,339,rf_var,Plain RF,3
28,27,696,rf_var,Plain RF,3
28,28,35543,rf_var,Plain RF,3
28,30,844,rf_var,Plain RF,3
28,31,8,rf_var,Plain RF,3
28,33,193,rf_var,Plain RF,3
28,34,102,rf_var,Plain RF,3
28,36,373,rf_var,Plain RF,3
28,39,866,rf_var,Plain RF,3
28,40,452,rf_var,Plain RF,3
28,41,156,rf_var,Plain RF,3
28,44,1180,rf_var,Plain RF,3
28,45,200,rf_var,Plain RF,3
28,46,509,rf_var,Plain RF,3
28,47,818,rf_var,Plain RF,3
28,49,282,rf_var,Plain RF,3
28,50,78,rf_var,Plain RF,3
28,55,113,rf_var,Plain RF,3
29,2,7,rf_var,Plain RF,3
29,3,2,rf_var,Plain RF,3
29,4,5,rf_var,Plain RF,3
29,5,1,rf_var,Plain RF,3
29,7,627,rf_var,Plain RF,3
29,9,1,rf_var,Plain RF,3
29,10,4,rf_var,Plain RF,3
29,12,47,rf_var,Plain RF,3
29,13,58,rf_var,Plain RF,3
29,14,4,rf_var,Plain RF,3
29,15,2518,rf_var,Plain RF,3
29,16,5,rf_var,Plain RF,3
29,17,3,rf_var,Plain RF,3
29,18,2,rf_var,Plain RF,3
29,19,504,rf_var,Plain RF,3
29,20,28,rf_var,Plain RF,3
29,21,4,rf_var,Plain RF,3
29,22,12,rf_var,Plain RF,3
29,23,2517,rf_var,Plain RF,3
29,24,2213,rf_var,Plain RF,3
29,25,365,rf_var,Plain RF,3
29,26,4,rf_var,Plain RF,3
29,27,17,rf_var,Plain RF,3
29,28,2,rf_var,Plain RF,3
29,29,153097,rf_var,Plain RF,3
29,30,5,rf_var,Plain RF,3
29,31,5,rf_var,Plain RF,3
29,32,479,rf_var,Plain RF,3
29,33,964,rf_var,Plain RF,3
29,34,5,rf_var,Plain RF,3
29,35,401,rf_var,Plain RF,3
29,36,2,rf_var,Plain RF,3
29,38,369,rf_var,Plain RF,3
29,39,3,rf_var,Plain RF,3
29,40,14,rf_var,Plain RF,3
29,42,1,rf_var,Plain RF,3
29,43,2,rf_var,Plain RF,3
29,44,1,rf_var,Plain RF,3
29,45,3,rf_var,Plain RF,3
29,46,7,rf_var,Plain RF,3
29,47,4,rf_var,Plain RF,3
29,48,2,rf_var,Plain RF,3
29,49,7,rf_var,Plain RF,3
29,50,5,rf_var,Plain RF,3
29,52,4,rf_var,Plain RF,3
29,53,2,rf_var,Plain RF,3
29,54,2,rf_var,Plain RF,3
29,55,4,rf_var,Plain RF,3
30,1,234,rf_var,Plain RF,3
30,2,5,rf_var,Plain RF,3
30,3,4976,rf_var,Plain RF,3
30,4,181,rf_var,Plain RF,3
30,5,2704,rf_var,Plain RF,3
30,6,4,rf_var,Plain RF,3
30,7,1983,rf_var,Plain RF,3
30,9,11,rf_var,Plain RF,3
30,10,3739,rf_var,Plain RF,3
30,11,64,rf_var,Plain RF,3
30,12,10,rf_var,Plain RF,3
30,13,7,rf_var,Plain RF,3
30,14,8,rf_var,Plain RF,3
30,15,7,rf_var,Plain RF,3
30,16,6,rf_var,Plain RF,3
30,17,10,rf_var,Plain RF,3
30,18,20,rf_var,Plain RF,3
30,19,7,rf_var,Plain RF,3
30,20,9,rf_var,Plain RF,3
30,21,8138,rf_var,Plain RF,3
30,22,5,rf_var,Plain RF,3
30,23,10,rf_var,Plain RF,3
30,24,2,rf_var,Plain RF,3
30,25,9,rf_var,Plain RF,3
30,26,3910,rf_var,Plain RF,3
30,27,494,rf_var,Plain RF,3
30,28,8332,rf_var,Plain RF,3
30,29,6,rf_var,Plain RF,3
30,30,452943,rf_var,Plain RF,3
30,31,8,rf_var,Plain RF,3
30,32,8,rf_var,Plain RF,3
30,33,480,rf_var,Plain RF,3
30,34,1361,rf_var,Plain RF,3
30,35,8,rf_var,Plain RF,3
30,36,12124,rf_var,Plain RF,3
30,37,272,rf_var,Plain RF,3
30,38,1,rf_var,Plain RF,3
30,39,6067,rf_var,Plain RF,3
30,40,17875,rf_var,Plain RF,3
30,41,1099,rf_var,Plain RF,3
30,42,10,rf_var,Plain RF,3
30,43,7,rf_var,Plain RF,3
30,44,16591,rf_var,Plain RF,3
30,45,283,rf_var,Plain RF,3
30,46,2262,rf_var,Plain RF,3
30,47,15084,rf_var,Plain RF,3
30,48,206,rf_var,Plain RF,3
30,49,10133,rf_var,Plain RF,3
30,50,1473,rf_var,Plain RF,3
30,52,219,rf_var,Plain RF,3
30,53,1681,rf_var,Plain RF,3
30,54,909,rf_var,Plain RF,3
30,55,562,rf_var,Plain RF,3
31,1,4009,rf_var,Plain RF,3
31,2,189,rf_var,Plain RF,3
31,3,5,rf_var,Plain RF,3
31,4,8,rf_var,Plain RF,3
31,5,56,rf_var,Plain RF,3
31,6,220,rf_var,Plain RF,3
31,7,1324,rf_var,Plain RF,3
31,9,1,rf_var,Plain RF,3
31,10,49,rf_var,Plain RF,3
31,11,27,rf_var,Plain RF,3
31,12,1,rf_var,Plain RF,3
31,13,6726,rf_var,Plain RF,3
31,14,60,rf_var,Plain RF,3
31,15,365,rf_var,Plain RF,3
31,16,12561,rf_var,Plain RF,3
31,17,19,rf_var,Plain RF,3
31,18,5784,rf_var,Plain RF,3
31,19,1231,rf_var,Plain RF,3
31,20,4199,rf_var,Plain RF,3
31,21,4,rf_var,Plain RF,3
31,22,7958,rf_var,Plain RF,3
31,23,678,rf_var,Plain RF,3
31,24,2837,rf_var,Plain RF,3
31,25,9088,rf_var,Plain RF,3
31,27,17,rf_var,Plain RF,3
31,28,2,rf_var,Plain RF,3
31,29,45,rf_var,Plain RF,3
31,30,11,rf_var,Plain RF,3
31,31,774587,rf_var,Plain RF,3
31,32,1031,rf_var,Plain RF,3
31,33,1843,rf_var,Plain RF,3
31,35,165,rf_var,Plain RF,3
31,36,50,rf_var,Plain RF,3
31,37,11,rf_var,Plain RF,3
31,39,150,rf_var,Plain RF,3
31,40,2,rf_var,Plain RF,3
31,41,4,rf_var,Plain RF,3
31,42,3832,rf_var,Plain RF,3
31,43,527,rf_var,Plain RF,3
31,44,3,rf_var,Plain RF,3
31,45,1017,rf_var,Plain RF,3
31,46,53,rf_var,Plain RF,3
31,47,2,rf_var,Plain RF,3
31,48,17,rf_var,Plain RF,3
31,49,1,rf_var,Plain RF,3
31,50,603,rf_var,Plain RF,3
31,52,2,rf_var,Plain RF,3
31,53,2,rf_var,Plain RF,3
31,55,2,rf_var,Plain RF,3
32,3,1,rf_var,Plain RF,3
32,6,1,rf_var,Plain RF,3
32,7,754,rf_var,Plain RF,3
32,12,6,rf_var,Plain RF,3
32,13,1379,rf_var,Plain RF,3
32,14,54,rf_var,Plain RF,3
32,15,360,rf_var,Plain RF,3
32,16,8,rf_var,Plain RF,3
32,18,54,rf_var,Plain RF,3
32,19,31,rf_var,Plain RF,3
32,20,80,rf_var,Plain RF,3
32,23,273,rf_var,Plain RF,3
32,24,535,rf_var,Plain RF,3
32,25,628,rf_var,Plain RF,3
32,27,109,rf_var,Plain RF,3
32,29,45,rf_var,Plain RF,3
32,31,236,rf_var,Plain RF,3
32,32,54571,rf_var,Plain RF,3
32,33,1104,rf_var,Plain RF,3
32,35,88,rf_var,Plain RF,3
32,38,42,rf_var,Plain RF,3
32,42,123,rf_var,Plain RF,3
32,43,1,rf_var,Plain RF,3
32,50,1,rf_var,Plain RF,3
33,1,998,rf_var,Plain RF,3
33,2,202,rf_var,Plain RF,3
33,3,3778,rf_var,Plain RF,3
33,4,2,rf_var,Plain RF,3
33,5,1620,rf_var,Plain RF,3
33,6,10,rf_var,Plain RF,3
33,7,8507,rf_var,Plain RF,3
33,10,369,rf_var,Plain RF,3
33,11,962,rf_var,Plain RF,3
33,12,920,rf_var,Plain RF,3
33,13,7082,rf_var,Plain RF,3
33,14,412,rf_var,Plain RF,3
33,15,2082,rf_var,Plain RF,3
33,16,422,rf_var,Plain RF,3
33,18,450,rf_var,Plain RF,3
33,19,36,rf_var,Plain RF,3
33,20,365,rf_var,Plain RF,3
33,23,2209,rf_var,Plain RF,3
33,24,5012,rf_var,Plain RF,3
33,25,1256,rf_var,Plain RF,3
33,26,38,rf_var,Plain RF,3
33,27,302,rf_var,Plain RF,3
33,28,353,rf_var,Plain RF,3
33,29,994,rf_var,Plain RF,3
33,30,22,rf_var,Plain RF,3
33,31,65,rf_var,Plain RF,3
33,32,2320,rf_var,Plain RF,3
33,33,342239,rf_var,Plain RF,3
33,34,9,rf_var,Plain RF,3
33,35,682,rf_var,Plain RF,3
33,36,130,rf_var,Plain RF,3
33,37,1312,rf_var,Plain RF,3
33,39,31,rf_var,Plain RF,3
33,40,112,rf_var,Plain RF,3
33,41,3297,rf_var,Plain RF,3
33,42,1,rf_var,Plain RF,3
33,44,208,rf_var,Plain RF,3
33,45,618,rf_var,Plain RF,3
33,46,29,rf_var,Plain RF,3
33,47,181,rf_var,Plain RF,3
33,49,72,rf_var,Plain RF,3
33,50,1,rf_var,Plain RF,3
33,52,41,rf_var,Plain RF,3
34,3,35,rf_var,Plain RF,3
34,7,4,rf_var,Plain RF,3
34,10,107,rf_var,Plain RF,3
34,11,2,rf_var,Plain RF,3
34,12,1,rf_var,Plain RF,3
34,14,3,rf_var,Plain RF,3
34,15,2,rf_var,Plain RF,3
34,16,2,rf_var,Plain RF,3
34,17,3,rf_var,Plain RF,3
