source_zone,PopulationID,Species,Zone,Population,reference_abundance,zone_name,COLOR,projected,method,method_label,scenario,period,ssp,common_valid_pixels,common_valid_area_km2,rank_cutoff,rank_label,pixel_count,area_km2,pixel_share,area_share
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,rf_var,Plain RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,1,Top-1,6793,4178.59208596777,0.000548093710227301,0.000491533838846313
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,rf_var,Plain RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,3,Top-3,91137,52428.8181153646,0.00735339562328655,0.00616727780655137
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,rf_var,Plain RF,2041-2070SSP585,2041-2070,SSP585,12393866,8501128.01140083,5,Top-5,136247,78725.140723462,0.010993099328329,0.0092605523193962
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,rf_var,Plain RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,1,Top-1,3427,2125.88048093526,0.000276507749882079,0.000250070399843909
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,rf_var,Plain RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,3,Top-3,19341,11960.6214788579,0.00156053002348097,0.00140694522689431
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,rf_var,Plain RF,2071-2100SSP585,2071-2100,SSP585,12393866,8501128.01140083,5,Top-5,25090,15505.0760854148,0.00202438851606109,0.00182388455562849
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,1,Top-1,67316,38177.1187926119,0.00543139646660695,0.00449082977475609
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,3,Top-3,249955,143202.227464319,0.0201676377653268,0.0168450854136382
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,mf_var,Plain MF RF,2011-2040SSP245,2011-2040,SSP245,12393866,8501128.01140083,5,Top-5,413624,238878.203933948,0.0333732832031587,0.0280995890914228
4,lariGme-Zone4,lariGme,Zone4,439,439,"Grass, Carex and forb swamp meadows",#00B4D8,TRUE,mf_var,Plain MF RF,2041-2070SSP245,2041-2070,SSP245,12393866,8501128.01140083,1,Top-1,7622,4657.75815216243,0.000614981636883923,0.000547898837179716
