zone,method,rank_cutoff,true_positive,false_positive,false_negative,f1,multiclass_f1,method_label,rank_label,common_reference_area_km2,common_valid_pixels,zone_name,category_label,zone_color,reference_area_km2
39,rf_var,5,20325,29422,1618,0.567024689635932,0.296032070686411,Plain RF,Top-5,16360.997186318,12374320,Sclerophyllous broadleaf evergreen forests in subtropical zone,forest,#118AB2,16428.3011178075
40,rf_var,5,299496,17576,39799,0.912587013058243,0.415430420790872,Plain RF,Top-5,260618.413694786,12374320,Subtropical and tropical grasslands,grassland meadow steppe,#AACC00,262130.658259238
41,rf_var,5,78462,14013,12749,0.854305717365504,0.410928250671158,Plain RF,Top-5,62469.8211273457,12374320,Temperate grasslands,grassland meadow steppe,#70E000,62655.3585233834
42,rf_var,5,149676,19210,5260,0.924433793874412,0.552386010480936,Plain RF,Top-5,107296.041839996,12374320,Cushion nano-semi-shrub high-cold deserts,desert,#8D99AE,108908.531014594
43,rf_var,5,5356,7864,336,0.566412859560068,0.248891633764916,Plain RF,Top-5,4030.50754712128,12374320,High-cold marshes,wetland,#4CC9F0,4041.58735428002
44,rf_var,5,498486,19681,67015,0.919997637652861,0.397392198555603,Plain RF,Top-5,432640.857362042,12374320,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,scrub,#F72585,441250.860529288
45,rf_var,5,14177,5842,2200,0.779041652928893,0.200401533126483,Plain RF,Top-5,12137.1520883011,12374320,Subalpine needleleaf evergreen scrubs,scrub,#7209B7,12167.9589990281
46,rf_var,5,127830,24860,8445,0.884743827107089,0.436132480850964,Plain RF,Top-5,100920.940977744,12374320,Subalpine sclerophyllous broadleaf evergreen scrubs,scrub,#B5179E,101463.317627609
47,rf_var,5,313833,16462,39957,0.917526330792226,0.597885103062618,Plain RF,Top-5,264994.204863356,12374320,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,cropland,#FF6D00,269180.349462283
48,rf_var,5,1575,858,37,0.778739184177998,0.186868099941894,Plain RF,Top-5,1217.15664610023,12374320,Subtropical and tropical marshes,wetland,#00BFA6,1797.64026241183
49,rf_var,5,145511,36812,11992,0.856385326608323,0.429559658967206,Plain RF,Top-5,120632.172105742,12374320,Broadleaf evergreen forests in subtropical zone,forest,#006400,121050.734801791
50,rf_var,5,2119,5210,147,0.441688379364252,0.189400668273908,Plain RF,Top-5,1755.4696772639,12374320,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,scrub,#FF006E,1954.02259297092
52,rf_var,5,22723,2498,613,0.935930967728649,0.572904676499719,Plain RF,Top-5,18097.9709420309,12374320,Tropical rain forests,forest,#00C853,18691.6856141285
53,rf_var,5,60193,3752,3509,0.943116563648186,0.577851204434023,Plain RF,Top-5,50493.2242293532,12374320,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,cropland,#FF9F1C,53783.411818324
54,rf_var,5,10937,386,434,0.963867101436503,0.584466322862947,Plain RF,Top-5,9001.15278772923,12374320,Tropical mangroves,wetland,#006D5B,9405.78073086598
55,rf_var,5,6123,1693,257,0.862637362637363,0.311470890453873,Plain RF,Top-5,5102.30512347929,12374320,Tropical monsoon forests,forest,#00A676,5167.1571874639
1,mf_var,1,11675,32523,3495,0.393309527017922,0.33198303160662,Plain MF RF,Top-1,9656.10592542594,12374320,One year one ripe fields with cold-tolerant crops of short growth duration,cropland,#FFD23F,9762.48864593947
2,mf_var,1,182432,77149,101081,0.671824766983248,0.67354693113083,Plain MF RF,Top-1,159834.83273335,12374320,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,forest,#005A32,160335.840232647
3,mf_var,1,287330,169482,264405,0.569790004828729,0.503734533927331,Plain MF RF,Top-1,344829.064526946,12374320,Broadleaf deciduous forests in temperate zone,forest,#33A02C,345904.264996547
4,mf_var,1,41570,61049,49551,0.42913182615877,0.502292811286631,Plain MF RF,Top-1,52764.6707092521,12374320,"Grass, Carex and forb swamp meadows",wetland,#00B4D8,53482.0093491042
5,mf_var,1,73716,101107,116395,0.40399633906405,0.464342351548911,Plain MF RF,Top-1,116925.872776899,12374320,Grass and forb meadows,grassland meadow steppe,#B8DE29,118048.393013657
6,mf_var,1,50876,55159,38789,0.519938681655595,0.55504815373601,Plain MF RF,Top-1,52067.6396461832,12374320,Cold-temperate and temperate marshes,wetland,#0077B6,53583.994126283
7,mf_var,1,91830,162742,128986,0.386337055205432,0.412533515069451,Plain MF RF,Top-1,145211.466589798,12374320,Deciduous scrubs in temperate zone,scrub,#C77DFF,145723.607727903
9,mf_var,1,25233,48581,5201,0.484095618141355,0.385568598775185,Plain MF RF,Top-1,18615.0721910364,12374320,Needleleaf and deciduous broadleaf mixed forests in temperate zone,forest,#2CA25F,18681.3387065463
10,mf_var,1,76893,81633,68820,0.505477601490933,0.512620701338303,Plain MF RF,Top-1,108490.394320759,12374320,Needleleaf forests on mountains in subtropical and tropical zones,forest,#006D77,109739.960164066
11,mf_var,1,89190,97996,57650,0.53403028506763,0.575541125541126,Plain MF RF,Top-1,88398.5760734968,12374320,Temperate grass and forb meadow steppes,grassland meadow steppe,#D9ED92,88744.7461983382
12,mf_var,1,234204,109063,139595,0.653228573102058,0.674787451178727,Plain MF RF,Top-1,230329.665891326,12374320,One year one ripe grain fields and cold-tolerant economic crop fields,cropland,#F8961E,231554.213781713
13,mf_var,1,379135,164592,239350,0.65243690479878,0.644214278935943,Plain MF RF,Top-1,391289.503816282,12374320,Temperate tufted grass steppes,grassland meadow steppe,#DDA15E,392778.754746233
14,mf_var,1,26292,63802,6373,0.428351485430803,0.382792730618818,Plain MF RF,Top-1,20690.6930687741,12374320,Microphyllous deciduous woodlands in temperate zone,forest,#8AC926,20908.5541959762
15,mf_var,1,133307,119176,98091,0.550990842789859,0.586968787476375,Plain MF RF,Top-1,148431.114581419,12374320,Grass and forb halophytic meadows,grassland meadow steppe,#FF70A6,155782.486712609
16,mf_var,1,541455,163895,369375,0.670042940761549,0.572174861993948,Plain MF RF,Top-1,649431.576281616,12374320,Kobresia spp. and forb high-cold meadows,grassland meadow steppe,#90BE6D,653919.837866197
17,mf_var,1,1496,8297,73,0.263333920084492,0.288419117647059,Plain MF RF,Top-1,904.361409082834,12374320,Alpine tundra,alpine vegetation,#A2D2FF,1166.83977455947
18,mf_var,1,47690,116195,65272,0.344522425744184,0.356095204390592,Plain MF RF,Top-1,80363.7376257943,12374320,Subalpine broadleaf deciduous scrubs,scrub,#9D4EDD,80420.5115528885
19,mf_var,1,532388,50024,157842,0.836665770892364,0.843738850947347,Plain MF RF,Top-1,460385.16593109,12374320,No vegetation,no vegetation,#E0E0E0,535460.455323413
20,mf_var,1,225258,188793,153395,0.568328152753108,0.563919883533526,Plain MF RF,Top-1,267812.092475597,12374320,Alpine sparse vegetation,alpine vegetation,#B8C0FF,290572.043152328
21,mf_var,1,381721,134254,216397,0.68525877103617,0.675891947697597,Plain MF RF,Top-1,451458.462632792,12374320,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,cropland,#F3722C,460573.91798181
22,mf_var,1,30660,69238,11290,0.432293722858271,0.358425050232518,Plain MF RF,Top-1,28460.0813534031,12374320,Alpine cushion vegetation,alpine vegetation,#CDB4DB,29216.0608445185
23,mf_var,1,188426,138069,138314,0.576901115218872,0.595137096664588,Plain MF RF,Top-1,212996.351713572,12374320,Shrub deserts,desert,#B5651D,215639.769601697
24,mf_var,1,539834,153367,305242,0.701868389113274,0.643343676268322,Plain MF RF,Top-1,546662.583146442,12374320,Semi-shrub and dwarf semi-shrub deserts,desert,#9C6644,547719.084772723
25,mf_var,1,153638,147116,83563,0.571192757758549,0.594951956932733,Plain MF RF,Top-1,156714.339600441,12374320,Temperate tufted low grass and nano-semi-shrub desert steppes,desert,#BC6C25,157239.724775428
26,mf_var,1,24247,84430,16636,0.324244450387804,0.262761629814317,Plain MF RF,Top-1,30887.739198993,12374320,Bamboo forests and scrubs in subtropical and tropical zones,forest,#00A878,30951.3022898633
27,mf_var,1,630608,90707,226593,0.798988416968849,0.792258009996692,Plain MF RF,Top-1,575613.263321673,12374320,Two years three ripes or one year two ripes grain fields and deciduous orchards,cropland,#FFB703,581987.788488805
28,mf_var,1,22858,81391,23184,0.304183217890626,0.311259066689158,Plain MF RF,Top-1,33890.5942871482,12374320,Broadleaf deciduous forests in subtropical zone,forest,#52B788,34056.2147908729
29,mf_var,1,130033,71980,34184,0.710116593397592,0.702359298289806,Plain MF RF,Top-1,102064.567599118,12374320,Dwarf semi-arboreous deserts,desert,#7F5539,102358.514043218
30,mf_var,1,247772,211697,328463,0.478461027475032,0.43029748830948,Plain MF RF,Top-1,437819.744699434,12374320,Needleleaf forests in subtropical zone,forest,#1B9AAA,440947.400872453
31,mf_var,1,593076,142390,248233,0.752264590699371,0.71194192048782,Plain MF RF,Top-1,597917.48976362,12374320,Grass and Carex spp. high-cold steppes,grassland meadow steppe,#48CAE4,602782.267595032
32,mf_var,1,40391,70876,20091,0.470349172338704,0.445490045171701,Plain MF RF,Top-1,39610.5639908236,12374320,Succulent halophytic dwarf semi-shrub deserts,desert,#E63946,41176.9538326962
33,mf_var,1,258558,134796,131188,0.660344783552548,0.674650666365181,Plain MF RF,Top-1,263481.759567336,12374320,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,cropland,#FDB833,264431.973201361
34,mf_var,1,4001,18887,1116,0.285734690233887,0.254831563669697,Plain MF RF,Top-1,3869.70482527417,12374320,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",forest,#2A9D8F,3904.5141748997
35,mf_var,1,27979,44804,4885,0.529669559949644,0.393257652213704,Plain MF RF,Top-1,21638.1070863135,12374320,Steppe shrub deserts,desert,#D62828,21673.0911747923
36,mf_var,1,16459,118731,6116,0.208652109149685,0.196178100323608,Plain MF RF,Top-1,16787.246396107,12374320,Broadleaf evergreen and deciduous mixed forests in subtropical zone,forest,#40916C,16932.3871491317
37,mf_var,1,140359,55322,51275,0.724779572182849,0.73621139888669,Plain MF RF,Top-1,134142.804615336,12374320,Needleleaf forests in temperate zone,forest,#0B3D2E,135761.296395213
38,mf_var,1,27842,26127,2189,0.662904761904762,0.546616076291763,Plain MF RF,Top-1,19639.1015916532,12374320,Annual herb deserts,desert,#F4A261,19641.7789199388
39,mf_var,1,13718,56861,8225,0.296534878191133,0.296032070686411,Plain MF RF,Top-1,16360.997186318,12374320,Sclerophyllous broadleaf evergreen forests in subtropical zone,forest,#118AB2,16428.3011178075
40,mf_var,1,132444,202239,206851,0.393021730679636,0.415430420790872,Plain MF RF,Top-1,260618.413694786,12374320,Subtropical and tropical grasslands,grassland meadow steppe,#AACC00,262130.658259238
41,mf_var,1,47923,98879,43288,0.402692289916937,0.410928250671158,Plain MF RF,Top-1,62469.8211273457,12374320,Temperate grasslands,grassland meadow steppe,#70E000,62655.3585233834
42,mf_var,1,120156,138357,34780,0.581237347290718,0.552386010480936,Plain MF RF,Top-1,107296.041839996,12374320,Cushion nano-semi-shrub high-cold deserts,desert,#8D99AE,108908.531014594
43,mf_var,1,4975,18955,717,0.335898993990953,0.248891633764916,Plain MF RF,Top-1,4030.50754712128,12374320,High-cold marshes,wetland,#4CC9F0,4041.58735428002
44,mf_var,1,195034,163088,370467,0.422323826929386,0.397392198555603,Plain MF RF,Top-1,432640.857362042,12374320,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,scrub,#F72585,441250.860529288
45,mf_var,1,11614,50311,4763,0.296646318101709,0.200401533126483,Plain MF RF,Top-1,12137.1520883011,12374320,Subalpine needleleaf evergreen scrubs,scrub,#7209B7,12167.9589990281
46,mf_var,1,66247,109487,70028,0.424648006948518,0.436132480850964,Plain MF RF,Top-1,100920.940977744,12374320,Subalpine sclerophyllous broadleaf evergreen scrubs,scrub,#B5179E,101463.317627609
47,mf_var,1,201545,151645,152245,0.570157571642762,0.597885103062618,Plain MF RF,Top-1,264994.204863356,12374320,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,cropland,#FF6D00,269180.349462283
48,mf_var,1,1472,8700,140,0.249830278343517,0.186868099941894,Plain MF RF,Top-1,1217.15664610023,12374320,Subtropical and tropical marshes,wetland,#00BFA6,1797.64026241183
49,mf_var,1,70327,127602,87176,0.395726890094308,0.429559658967206,Plain MF RF,Top-1,120632.172105742,12374320,Broadleaf evergreen forests in subtropical zone,forest,#006400,121050.734801791
50,mf_var,1,1954,14684,312,0.206728734659331,0.189400668273908,Plain MF RF,Top-1,1755.4696772639,12374320,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,scrub,#FF006E,1954.02259297092
52,mf_var,1,20429,27509,2907,0.573252518449926,0.572904676499719,Plain MF RF,Top-1,18097.9709420309,12374320,Tropical rain forests,forest,#00C853,18691.6856141285
53,mf_var,1,49733,46854,13969,0.620541646650737,0.577851204434023,Plain MF RF,Top-1,50493.2242293532,12374320,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,cropland,#FF9F1C,53783.411818324
54,mf_var,1,10727,13452,644,0.603488045007032,0.584466322862947,Plain MF RF,Top-1,9001.15278772923,12374320,Tropical mangroves,wetland,#006D5B,9405.78073086598
55,mf_var,1,5404,16123,976,0.387286343928047,0.311470890453873,Plain MF RF,Top-1,5102.30512347929,12374320,Tropical monsoon forests,forest,#00A676,5167.1571874639
1,mf_var,3,13487,16346,1683,0.599382263404662,0.33198303160662,Plain MF RF,Top-3,9656.10592542594,12374320,One year one ripe fields with cold-tolerant crops of short growth duration,cropland,#FFD23F,9762.48864593947
2,mf_var,3,253589,17165,29924,0.915042750154709,0.67354693113083,Plain MF RF,Top-3,159834.83273335,12374320,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,forest,#005A32,160335.840232647
3,mf_var,3,474780,79632,76955,0.858439249032904,0.503734533927331,Plain MF RF,Top-3,344829.064526946,12374320,Broadleaf deciduous forests in temperate zone,forest,#33A02C,345904.264996547
4,mf_var,3,79231,17583,11890,0.843174501822439,0.502292811286631,Plain MF RF,Top-3,52764.6707092521,12374320,"Grass, Carex and forb swamp meadows",wetland,#00B4D8,53482.0093491042
5,mf_var,3,146402,40749,43709,0.77612905619967,0.464342351548911,Plain MF RF,Top-3,116925.872776899,12374320,Grass and forb meadows,grassland meadow steppe,#B8DE29,118048.393013657
6,mf_var,3,80836,11084,8829,0.890337858303274,0.55504815373601,Plain MF RF,Top-3,52067.6396461832,12374320,Cold-temperate and temperate marshes,wetland,#0077B6,53583.994126283
7,mf_var,3,175348,73987,45468,0.745922054829193,0.412533515069451,Plain MF RF,Top-3,145211.466589798,12374320,Deciduous scrubs in temperate zone,scrub,#C77DFF,145723.607727903
9,mf_var,3,29919,6793,515,0.891162541327853,0.385568598775185,Plain MF RF,Top-3,18615.0721910364,12374320,Needleleaf and deciduous broadleaf mixed forests in temperate zone,forest,#2CA25F,18681.3387065463
10,mf_var,3,120907,41350,24806,0.785186868850862,0.512620701338303,Plain MF RF,Top-3,108490.394320759,12374320,Needleleaf forests on mountains in subtropical and tropical zones,forest,#006D77,109739.960164066
11,mf_var,3,125870,37970,20970,0.81028711214111,0.575541125541126,Plain MF RF,Top-3,88398.5760734968,12374320,Temperate grass and forb meadow steppes,grassland meadow steppe,#D9ED92,88744.7461983382
12,mf_var,3,316640,24866,57159,0.885328636036376,0.674787451178727,Plain MF RF,Top-3,230329.665891326,12374320,One year one ripe grain fields and cold-tolerant economic crop fields,cropland,#F8961E,231554.213781713
13,mf_var,3,538288,69294,80197,0.878072731751201,0.644214278935943,Plain MF RF,Top-3,391289.503816282,12374320,Temperate tufted grass steppes,grassland meadow steppe,#DDA15E,392778.754746233
14,mf_var,3,30906,22269,1759,0.720083876980429,0.382792730618818,Plain MF RF,Top-3,20690.6930687741,12374320,Microphyllous deciduous woodlands in temperate zone,forest,#8AC926,20908.5541959762
15,mf_var,3,210511,43438,20887,0.867465957345981,0.586968787476375,Plain MF RF,Top-3,148431.114581419,12374320,Grass and forb halophytic meadows,grassland meadow steppe,#FF70A6,155782.486712609
16,mf_var,3,815549,43581,95281,0.921545119663721,0.572174861993948,Plain MF RF,Top-3,649431.576281616,12374320,Kobresia spp. and forb high-cold meadows,grassland meadow steppe,#90BE6D,653919.837866197
17,mf_var,3,1499,1325,70,0.68244935124061,0.288419117647059,Plain MF RF,Top-3,904.361409082834,12374320,Alpine tundra,alpine vegetation,#A2D2FF,1166.83977455947
18,mf_var,3,87557,34814,25405,0.744111535568747,0.356095204390592,Plain MF RF,Top-3,80363.7376257943,12374320,Subalpine broadleaf deciduous scrubs,scrub,#9D4EDD,80420.5115528885
19,mf_var,3,607632,9455,82598,0.929586320685802,0.843738850947347,Plain MF RF,Top-3,460385.16593109,12374320,No vegetation,no vegetation,#E0E0E0,535460.455323413
20,mf_var,3,351632,58387,27021,0.891706564959831,0.563919883533526,Plain MF RF,Top-3,267812.092475597,12374320,Alpine sparse vegetation,alpine vegetation,#B8C0FF,290572.043152328
21,mf_var,3,510704,30770,87414,0.89629270826752,0.675891947697597,Plain MF RF,Top-3,451458.462632792,12374320,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,cropland,#F3722C,460573.91798181
22,mf_var,3,38203,26345,3747,0.717440703111796,0.358425050232518,Plain MF RF,Top-3,28460.0813534031,12374320,Alpine cushion vegetation,alpine vegetation,#CDB4DB,29216.0608445185
23,mf_var,3,308160,25500,18580,0.933252574197456,0.595137096664588,Plain MF RF,Top-3,212996.351713572,12374320,Shrub deserts,desert,#B5651D,215639.769601697
24,mf_var,3,763663,45982,81413,0.923011190406117,0.643343676268322,Plain MF RF,Top-3,546662.583146442,12374320,Semi-shrub and dwarf semi-shrub deserts,desert,#9C6644,547719.084772723
25,mf_var,3,208293,48255,28908,0.843720189813043,0.594951956932733,Plain MF RF,Top-3,156714.339600441,12374320,Temperate tufted low grass and nano-semi-shrub desert steppes,desert,#BC6C25,157239.724775428
26,mf_var,3,33987,29626,6896,0.650493798805696,0.262761629814317,Plain MF RF,Top-3,30887.739198993,12374320,Bamboo forests and scrubs in subtropical and tropical zones,forest,#00A878,30951.3022898633
27,mf_var,3,744556,32576,112645,0.911143567436991,0.792258009996692,Plain MF RF,Top-3,575613.263321673,12374320,Two years three ripes or one year two ripes grain fields and deciduous orchards,cropland,#FFB703,581987.788488805
28,mf_var,3,35401,48932,10641,0.543064237775647,0.311259066689158,Plain MF RF,Top-3,33890.5942871482,12374320,Broadleaf deciduous forests in subtropical zone,forest,#52B788,34056.2147908729
29,mf_var,3,153177,8852,11040,0.939027604936152,0.702359298289806,Plain MF RF,Top-3,102064.567599118,12374320,Dwarf semi-arboreous deserts,desert,#7F5539,102358.514043218
30,mf_var,3,453486,71847,122749,0.823346357192656,0.43029748830948,Plain MF RF,Top-3,437819.744699434,12374320,Needleleaf forests in subtropical zone,forest,#1B9AAA,440947.400872453
31,mf_var,3,774187,37134,67122,0.93691509896347,0.71194192048782,Plain MF RF,Top-3,597917.48976362,12374320,Grass and Carex spp. high-cold steppes,grassland meadow steppe,#48CAE4,602782.267595032
32,mf_var,3,54497,20086,5985,0.806974419723837,0.445490045171701,Plain MF RF,Top-3,39610.5639908236,12374320,Succulent halophytic dwarf semi-shrub deserts,desert,#E63946,41176.9538326962
33,mf_var,3,342306,51387,47440,0.873854888510784,0.674650666365181,Plain MF RF,Top-3,263481.759567336,12374320,One year one ripe grain fields and cold-tolerant economic crop fields; deciduous orchards,cropland,#FDB833,264431.973201361
34,mf_var,3,4710,10456,407,0.464428339003106,0.254831563669697,Plain MF RF,Top-3,3869.70482527417,12374320,"Needleleaf, evergreen and deciduous broadleaf mixed forests on mountains in subtropical zone",forest,#2A9D8F,3904.5141748997
35,mf_var,3,31136,6238,1728,0.886585608929639,0.393257652213704,Plain MF RF,Top-3,21638.1070863135,12374320,Steppe shrub deserts,desert,#D62828,21673.0911747923
36,mf_var,3,20848,73006,1727,0.358123835126987,0.196178100323608,Plain MF RF,Top-3,16787.246396107,12374320,Broadleaf evergreen and deciduous mixed forests in subtropical zone,forest,#40916C,16932.3871491317
37,mf_var,3,160087,13215,31547,0.877342876559178,0.73621139888669,Plain MF RF,Top-3,134142.804615336,12374320,Needleleaf forests in temperate zone,forest,#0B3D2E,135761.296395213
38,mf_var,3,28721,4458,1310,0.90874861572536,0.546616076291763,Plain MF RF,Top-3,19639.1015916532,12374320,Annual herb deserts,desert,#F4A261,19641.7789199388
39,mf_var,3,19880,35461,2063,0.514466124941773,0.296032070686411,Plain MF RF,Top-3,16360.997186318,12374320,Sclerophyllous broadleaf evergreen forests in subtropical zone,forest,#118AB2,16428.3011178075
40,mf_var,3,261400,67707,77895,0.782164027037621,0.415430420790872,Plain MF RF,Top-3,260618.413694786,12374320,Subtropical and tropical grasslands,grassland meadow steppe,#AACC00,262130.658259238
41,mf_var,3,76362,29688,14849,0.774222983762629,0.410928250671158,Plain MF RF,Top-3,62469.8211273457,12374320,Temperate grasslands,grassland meadow steppe,#70E000,62655.3585233834
42,mf_var,3,150786,30338,4150,0.89737546866631,0.552386010480936,Plain MF RF,Top-3,107296.041839996,12374320,Cushion nano-semi-shrub high-cold deserts,desert,#8D99AE,108908.531014594
43,mf_var,3,5335,8451,357,0.547797515145292,0.248891633764916,Plain MF RF,Top-3,4030.50754712128,12374320,High-cold marshes,wetland,#4CC9F0,4041.58735428002
44,mf_var,3,416052,55739,149449,0.802188776159461,0.397392198555603,Plain MF RF,Top-3,432640.857362042,12374320,Broadleaf evergreen and deciduous scrubs in subtropical and tropical zones,scrub,#F72585,441250.860529288
45,mf_var,3,13945,12172,2432,0.656327952181484,0.200401533126483,Plain MF RF,Top-3,12137.1520883011,12374320,Subalpine needleleaf evergreen scrubs,scrub,#7209B7,12167.9589990281
46,mf_var,3,120557,42589,15718,0.805267499607576,0.436132480850964,Plain MF RF,Top-3,100920.940977744,12374320,Subalpine sclerophyllous broadleaf evergreen scrubs,scrub,#B5179E,101463.317627609
47,mf_var,3,293530,46042,60260,0.846686146630476,0.597885103062618,Plain MF RF,Top-3,264994.204863356,12374320,One year two ripes grain fields; evergreen and deciduous orchards; economic tree plantations,cropland,#FF6D00,269180.349462283
48,mf_var,3,1574,1290,38,0.703306523681859,0.186868099941894,Plain MF RF,Top-3,1217.15664610023,12374320,Subtropical and tropical marshes,wetland,#00BFA6,1797.64026241183
49,mf_var,3,129406,60464,28097,0.745055027304943,0.429559658967206,Plain MF RF,Top-3,120632.172105742,12374320,Broadleaf evergreen forests in subtropical zone,forest,#006400,121050.734801791
50,mf_var,3,2109,8025,157,0.340161290322581,0.189400668273908,Plain MF RF,Top-3,1755.4696772639,12374320,Evergreen xeromorphic succulent thorny scrubs in subtropical and tropical zones,scrub,#FF006E,1954.02259297092
52,mf_var,3,22632,7312,704,0.84954954954955,0.572904676499719,Plain MF RF,Top-3,18097.9709420309,12374320,Tropical rain forests,forest,#00C853,18691.6856141285
53,mf_var,3,59250,10383,4452,0.888738890763866,0.577851204434023,Plain MF RF,Top-3,50493.2242293532,12374320,One year three ripes grain fields; tropical evergreen orchards and economic tree plantations,cropland,#FF9F1C,53783.411818324
54,mf_var,3,10921,2114,450,0.894943866262395,0.584466322862947,Plain MF RF,Top-3,9001.15278772923,12374320,Tropical mangroves,wetland,#006D5B,9405.78073086598
55,mf_var,3,6107,5241,273,0.688966606498195,0.311470890453873,Plain MF RF,Top-3,5102.30512347929,12374320,Tropical monsoon forests,forest,#00A676,5167.1571874639
1,mf_var,5,13690,13358,1480,0.648538538064333,0.33198303160662,Plain MF RF,Top-5,9656.10592542594,12374320,One year one ripe fields with cold-tolerant crops of short growth duration,cropland,#FFD23F,9762.48864593947
2,mf_var,5,264762,8505,18751,0.951047092208772,0.67354693113083,Plain MF RF,Top-5,159834.83273335,12374320,Needleleaf forests in cold-temperate zone and on mountains in temperate zone,forest,#005A32,160335.840232647
3,mf_var,5,511826,64421,39909,0.907507389302312,0.503734533927331,Plain MF RF,Top-5,344829.064526946,12374320,Broadleaf deciduous forests in temperate zone,forest,#33A02C,345904.264996547
4,mf_var,5,82320,11304,8801,0.891174321361877,0.502292811286631,Plain MF RF,Top-5,52764.6707092521,12374320,"Grass, Carex and forb swamp meadows",wetland,#00B4D8,53482.0093491042
5,mf_var,5,160188,28506,29923,0.845754411900582,0.464342351548911,Plain MF RF,Top-5,116925.872776899,12374320,Grass and forb meadows,grassland meadow steppe,#B8DE29,118048.393013657
6,mf_var,5,82766,6457,6899,0.925338759447252,0.55504815373601,Plain MF RF,Top-5,52067.6396461832,12374320,Cold-temperate and temperate marshes,wetland,#0077B6,53583.994126283
7,mf_var,5,192903,52673,27913,0.827214017393094,0.412533515069451,Plain MF RF,Top-5,145211.466589798,12374320,Deciduous scrubs in temperate zone,scrub,#C77DFF,145723.607727903
9,mf_var,5,30070,4090,364,0.931046227203765,0.385568598775185,Plain MF RF,Top-5,18615.0721910364,12374320,Needleleaf and deciduous broadleaf mixed forests in temperate zone,forest,#2CA25F,18681.3387065463
10,mf_var,5,127712,30323,18001,0.840907594453297,0.512620701338303,Plain MF RF,Top-5,108490.394320759,12374320,Needleleaf forests on mountains in subtropical and tropical zones,forest,#006D77,109739.960164066
11,mf_var,5,130827,26152,16013,0.861216711265589,0.575541125541126,Plain MF RF,Top-5,88398.5760734968,12374320,Temperate grass and forb meadow steppes,grassland meadow steppe,#D9ED92,88744.7461983382
12,mf_var,5,329135,14057,44664,0.918100785086563,0.674787451178727,Plain MF RF,Top-5,230329.665891326,12374320,One year one ripe grain fields and cold-tolerant economic crop fields,cropland,#F8961E,231554.213781713
13,mf_var,5,565133,57202,53352,0.910902467722957,0.644214278935943,Plain MF RF,Top-5,391289.503816282,12374320,Temperate tufted grass steppes,grassland meadow steppe,#DDA15E,392778.754746233
14,mf_var,5,31284,16217,1381,0.780480502956366,0.382792730618818,Plain MF RF,Top-5,20690.6930687741,12374320,Microphyllous deciduous woodlands in temperate zone,forest,#8AC926,20908.5541959762
15,mf_var,5,217628,36962,13770,0.895610591208013,0.586968787476375,Plain MF RF,Top-5,148431.114581419,12374320,Grass and forb halophytic meadows,grassland meadow steppe,#FF70A6,155782.486712609
16,mf_var,5,852066,26905,58764,0.952134902148339,0.572174861993948,Plain MF RF,Top-5,649431.576281616,12374320,Kobresia spp. and forb high-cold meadows,grassland meadow steppe,#90BE6D,653919.837866197
17,mf_var,5,1501,931,68,0.750312421894526,0.288419117647059,Plain MF RF,Top-5,904.361409082834,12374320,Alpine tundra,alpine vegetation,#A2D2FF,1166.83977455947
18,mf_var,5,93823,23794,19139,0.813803512028416,0.356095204390592,Plain MF RF,Top-5,80363.7376257943,12374320,Subalpine broadleaf deciduous scrubs,scrub,#9D4EDD,80420.5115528885
19,mf_var,5,617050,5519,73180,0.940052513751153,0.843738850947347,Plain MF RF,Top-5,460385.16593109,12374320,No vegetation,no vegetation,#E0E0E0,535460.455323413
20,mf_var,5,365540,48985,13113,0.921709881010315,0.563919883533526,Plain MF RF,Top-5,267812.092475597,12374320,Alpine sparse vegetation,alpine vegetation,#B8C0FF,290572.043152328
21,mf_var,5,562785,10604,35333,0.960788113088526,0.675891947697597,Plain MF RF,Top-5,451458.462632792,12374320,One year two ripes or three ripes grain fields; evergreen orchards and subtropical economic tree plantations,cropland,#F3722C,460573.91798181
22,mf_var,5,38828,19629,3122,0.773412212295956,0.358425050232518,Plain MF RF,Top-5,28460.0813534031,12374320,Alpine cushion vegetation,alpine vegetation,#CDB4DB,29216.0608445185
23,mf_var,5,316089,17911,10651,0.956772709386446,0.595137096664588,Plain MF RF,Top-5,212996.351713572,12374320,Shrub deserts,desert,#B5651D,215639.769601697
