original_zone,predicted_zone,n,method,original_category,predicted_category
14,13,792,rf_var,forest,grassland_meadow_steppe
14,14,26336,rf_var,forest,forest
14,15,584,rf_var,forest,grassland_meadow_steppe
14,19,474,rf_var,forest,no_vegetation
14,23,842,rf_var,forest,desert
14,24,487,rf_var,forest,desert
14,25,26,rf_var,forest,desert
14,27,700,rf_var,forest,cropland
14,29,4,rf_var,forest,desert
14,32,11,rf_var,forest,desert
14,33,194,rf_var,forest,cropland
14,37,3,rf_var,forest,forest
14,38,1,rf_var,forest,desert
15,1,62,rf_var,grassland_meadow_steppe,cropland
15,2,109,rf_var,grassland_meadow_steppe,forest
15,3,514,rf_var,grassland_meadow_steppe,forest
15,4,2497,rf_var,grassland_meadow_steppe,wetland
15,5,1688,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,6,2001,rf_var,grassland_meadow_steppe,wetland
15,7,1159,rf_var,grassland_meadow_steppe,scrub
15,9,204,rf_var,grassland_meadow_steppe,forest
15,10,136,rf_var,grassland_meadow_steppe,forest
15,11,5010,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,12,6930,rf_var,grassland_meadow_steppe,cropland
15,13,16619,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,14,6720,rf_var,grassland_meadow_steppe,forest
15,15,134349,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,16,153,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,17,101,rf_var,grassland_meadow_steppe,alpine_vegetation
15,18,112,rf_var,grassland_meadow_steppe,scrub
15,19,6697,rf_var,grassland_meadow_steppe,no_vegetation
15,20,175,rf_var,grassland_meadow_steppe,alpine_vegetation
15,21,97,rf_var,grassland_meadow_steppe,cropland
15,22,80,rf_var,grassland_meadow_steppe,alpine_vegetation
15,23,13105,rf_var,grassland_meadow_steppe,desert
15,24,5536,rf_var,grassland_meadow_steppe,desert
15,25,4698,rf_var,grassland_meadow_steppe,desert
15,26,94,rf_var,grassland_meadow_steppe,forest
15,27,10704,rf_var,grassland_meadow_steppe,cropland
15,28,136,rf_var,grassland_meadow_steppe,forest
15,29,3148,rf_var,grassland_meadow_steppe,desert
15,30,120,rf_var,grassland_meadow_steppe,forest
15,31,236,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,32,4349,rf_var,grassland_meadow_steppe,desert
15,33,3983,rf_var,grassland_meadow_steppe,cropland
15,34,97,rf_var,grassland_meadow_steppe,forest
15,35,257,rf_var,grassland_meadow_steppe,desert
15,36,102,rf_var,grassland_meadow_steppe,forest
15,37,261,rf_var,grassland_meadow_steppe,forest
15,38,1355,rf_var,grassland_meadow_steppe,desert
15,39,91,rf_var,grassland_meadow_steppe,forest
15,40,97,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,41,164,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
15,42,513,rf_var,grassland_meadow_steppe,desert
15,43,140,rf_var,grassland_meadow_steppe,wetland
15,44,99,rf_var,grassland_meadow_steppe,scrub
15,45,95,rf_var,grassland_meadow_steppe,scrub
15,46,124,rf_var,grassland_meadow_steppe,scrub
15,47,73,rf_var,grassland_meadow_steppe,cropland
15,48,73,rf_var,grassland_meadow_steppe,wetland
15,49,96,rf_var,grassland_meadow_steppe,forest
15,50,79,rf_var,grassland_meadow_steppe,scrub
15,52,106,rf_var,grassland_meadow_steppe,forest
15,53,86,rf_var,grassland_meadow_steppe,cropland
15,54,81,rf_var,grassland_meadow_steppe,wetland
15,55,80,rf_var,grassland_meadow_steppe,forest
16,1,3735,rf_var,grassland_meadow_steppe,cropland
16,2,2600,rf_var,grassland_meadow_steppe,forest
16,3,68,rf_var,grassland_meadow_steppe,forest
16,4,1432,rf_var,grassland_meadow_steppe,wetland
16,5,5370,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,6,141,rf_var,grassland_meadow_steppe,wetland
16,7,356,rf_var,grassland_meadow_steppe,scrub
16,9,2,rf_var,grassland_meadow_steppe,forest
16,10,12214,rf_var,grassland_meadow_steppe,forest
16,11,139,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,12,13,rf_var,grassland_meadow_steppe,cropland
16,13,4801,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,14,7,rf_var,grassland_meadow_steppe,forest
16,15,682,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,16,543084,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,17,5474,rf_var,grassland_meadow_steppe,alpine_vegetation
16,18,68118,rf_var,grassland_meadow_steppe,scrub
16,19,394,rf_var,grassland_meadow_steppe,no_vegetation
16,20,79731,rf_var,grassland_meadow_steppe,alpine_vegetation
16,21,7,rf_var,grassland_meadow_steppe,cropland
16,22,22311,rf_var,grassland_meadow_steppe,alpine_vegetation
16,23,203,rf_var,grassland_meadow_steppe,desert
16,24,460,rf_var,grassland_meadow_steppe,desert
16,25,3136,rf_var,grassland_meadow_steppe,desert
16,26,39,rf_var,grassland_meadow_steppe,forest
16,27,6,rf_var,grassland_meadow_steppe,cropland
16,28,443,rf_var,grassland_meadow_steppe,forest
16,29,44,rf_var,grassland_meadow_steppe,desert
16,30,55,rf_var,grassland_meadow_steppe,forest
16,31,62752,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,32,542,rf_var,grassland_meadow_steppe,desert
16,33,318,rf_var,grassland_meadow_steppe,cropland
16,34,484,rf_var,grassland_meadow_steppe,forest
16,35,9,rf_var,grassland_meadow_steppe,desert
16,36,379,rf_var,grassland_meadow_steppe,forest
16,37,11,rf_var,grassland_meadow_steppe,forest
16,38,9,rf_var,grassland_meadow_steppe,desert
16,39,2973,rf_var,grassland_meadow_steppe,forest
16,40,73,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,41,11,rf_var,grassland_meadow_steppe,grassland_meadow_steppe
16,42,7287,rf_var,grassland_meadow_steppe,desert
16,43,13015,rf_var,grassland_meadow_steppe,wetland
16,44,65,rf_var,grassland_meadow_steppe,scrub
16,45,23055,rf_var,grassland_meadow_steppe,scrub
16,46,44612,rf_var,grassland_meadow_steppe,scrub
16,47,44,rf_var,grassland_meadow_steppe,cropland
16,48,22,rf_var,grassland_meadow_steppe,wetland
16,49,260,rf_var,grassland_meadow_steppe,forest
16,50,157,rf_var,grassland_meadow_steppe,scrub
16,52,10,rf_var,grassland_meadow_steppe,forest
16,53,12,rf_var,grassland_meadow_steppe,cropland
16,54,10,rf_var,grassland_meadow_steppe,wetland
16,55,3,rf_var,grassland_meadow_steppe,forest
17,2,53,rf_var,alpine_vegetation,forest
17,3,1,rf_var,alpine_vegetation,forest
17,4,9,rf_var,alpine_vegetation,wetland
17,5,12,rf_var,alpine_vegetation,grassland_meadow_steppe
17,6,2,rf_var,alpine_vegetation,wetland
17,7,1,rf_var,alpine_vegetation,scrub
17,9,1,rf_var,alpine_vegetation,forest
17,12,2,rf_var,alpine_vegetation,cropland
17,14,2,rf_var,alpine_vegetation,forest
17,15,1,rf_var,alpine_vegetation,grassland_meadow_steppe
17,16,2,rf_var,alpine_vegetation,grassland_meadow_steppe
17,17,1510,rf_var,alpine_vegetation,alpine_vegetation
17,19,1,rf_var,alpine_vegetation,no_vegetation
17,20,1,rf_var,alpine_vegetation,alpine_vegetation
17,21,2,rf_var,alpine_vegetation,cropland
17,23,3,rf_var,alpine_vegetation,desert
17,24,1,rf_var,alpine_vegetation,desert
17,25,1,rf_var,alpine_vegetation,desert
17,26,1,rf_var,alpine_vegetation,forest
17,28,1,rf_var,alpine_vegetation,forest
17,30,2,rf_var,alpine_vegetation,forest
17,31,1,rf_var,alpine_vegetation,grassland_meadow_steppe
17,33,1,rf_var,alpine_vegetation,cropland
17,34,2,rf_var,alpine_vegetation,forest
17,35,1,rf_var,alpine_vegetation,desert
17,37,1,rf_var,alpine_vegetation,forest
17,38,1,rf_var,alpine_vegetation,desert
17,39,1,rf_var,alpine_vegetation,forest
17,40,3,rf_var,alpine_vegetation,grassland_meadow_steppe
17,41,2,rf_var,alpine_vegetation,grassland_meadow_steppe
17,42,1,rf_var,alpine_vegetation,desert
17,44,1,rf_var,alpine_vegetation,scrub
17,45,1,rf_var,alpine_vegetation,scrub
17,46,3,rf_var,alpine_vegetation,scrub
17,47,1,rf_var,alpine_vegetation,cropland
17,48,1,rf_var,alpine_vegetation,wetland
17,50,3,rf_var,alpine_vegetation,scrub
17,52,3,rf_var,alpine_vegetation,forest
17,53,1,rf_var,alpine_vegetation,cropland
17,54,2,rf_var,alpine_vegetation,wetland
17,55,2,rf_var,alpine_vegetation,forest
18,1,2004,rf_var,scrub,cropland
18,2,723,rf_var,scrub,forest
18,3,121,rf_var,scrub,forest
18,4,139,rf_var,scrub,wetland
18,5,1064,rf_var,scrub,grassland_meadow_steppe
18,7,256,rf_var,scrub,scrub
18,10,6540,rf_var,scrub,forest
18,11,203,rf_var,scrub,grassland_meadow_steppe
18,13,2735,rf_var,scrub,grassland_meadow_steppe
18,15,3,rf_var,scrub,grassland_meadow_steppe
18,16,23199,rf_var,scrub,grassland_meadow_steppe
18,17,117,rf_var,scrub,alpine_vegetation
18,18,47734,rf_var,scrub,scrub
18,19,2,rf_var,scrub,no_vegetation
18,20,1463,rf_var,scrub,alpine_vegetation
18,21,5,rf_var,scrub,cropland
18,22,487,rf_var,scrub,alpine_vegetation
18,23,14,rf_var,scrub,desert
18,24,226,rf_var,scrub,desert
18,25,1449,rf_var,scrub,desert
18,26,44,rf_var,scrub,forest
18,28,480,rf_var,scrub,forest
18,30,12,rf_var,scrub,forest
18,31,2988,rf_var,scrub,grassland_meadow_steppe
18,32,35,rf_var,scrub,desert
18,33,246,rf_var,scrub,cropland
18,34,500,rf_var,scrub,forest
18,36,521,rf_var,scrub,forest
18,37,13,rf_var,scrub,forest
18,39,5127,rf_var,scrub,forest
18,41,4,rf_var,scrub,grassland_meadow_steppe
18,42,1281,rf_var,scrub,desert
18,43,667,rf_var,scrub,wetland
18,44,272,rf_var,scrub,scrub
18,45,2190,rf_var,scrub,scrub
18,46,9824,rf_var,scrub,scrub
18,47,9,rf_var,scrub,cropland
18,49,52,rf_var,scrub,forest
18,50,214,rf_var,scrub,scrub
18,55,1,rf_var,scrub,forest
19,1,68,rf_var,no_vegetation,cropland
19,2,24,rf_var,no_vegetation,forest
19,3,40,rf_var,no_vegetation,forest
19,4,48,rf_var,no_vegetation,wetland
19,5,32,rf_var,no_vegetation,grassland_meadow_steppe
19,6,29,rf_var,no_vegetation,wetland
19,7,211,rf_var,no_vegetation,scrub
19,9,11,rf_var,no_vegetation,forest
19,10,425,rf_var,no_vegetation,forest
19,11,24,rf_var,no_vegetation,grassland_meadow_steppe
19,12,62,rf_var,no_vegetation,cropland
19,13,284,rf_var,no_vegetation,grassland_meadow_steppe
19,14,4168,rf_var,no_vegetation,forest
19,15,18683,rf_var,no_vegetation,grassland_meadow_steppe
19,16,3870,rf_var,no_vegetation,grassland_meadow_steppe
19,17,19,rf_var,no_vegetation,alpine_vegetation
19,18,460,rf_var,no_vegetation,scrub
19,19,531966,rf_var,no_vegetation,no_vegetation
19,20,38550,rf_var,no_vegetation,alpine_vegetation
19,21,26,rf_var,no_vegetation,cropland
19,22,4010,rf_var,no_vegetation,alpine_vegetation
19,23,35051,rf_var,no_vegetation,desert
19,24,19314,rf_var,no_vegetation,desert
19,25,920,rf_var,no_vegetation,desert
19,26,16,rf_var,no_vegetation,forest
19,27,807,rf_var,no_vegetation,cropland
19,28,121,rf_var,no_vegetation,forest
19,29,3360,rf_var,no_vegetation,desert
19,30,10,rf_var,no_vegetation,forest
19,31,6940,rf_var,no_vegetation,grassland_meadow_steppe
19,32,2795,rf_var,no_vegetation,desert
19,33,126,rf_var,no_vegetation,cropland
19,34,25,rf_var,no_vegetation,forest
19,35,88,rf_var,no_vegetation,desert
19,36,25,rf_var,no_vegetation,forest
19,37,49,rf_var,no_vegetation,forest
19,38,13205,rf_var,no_vegetation,desert
19,39,15,rf_var,no_vegetation,forest
19,40,14,rf_var,no_vegetation,grassland_meadow_steppe
19,41,25,rf_var,no_vegetation,grassland_meadow_steppe
19,42,3024,rf_var,no_vegetation,desert
19,43,532,rf_var,no_vegetation,wetland
19,44,13,rf_var,no_vegetation,scrub
19,45,1074,rf_var,no_vegetation,scrub
19,46,611,rf_var,no_vegetation,scrub
19,47,14,rf_var,no_vegetation,cropland
19,48,21,rf_var,no_vegetation,wetland
19,49,15,rf_var,no_vegetation,forest
19,50,33,rf_var,no_vegetation,scrub
19,52,32,rf_var,no_vegetation,forest
19,53,29,rf_var,no_vegetation,cropland
19,54,29,rf_var,no_vegetation,wetland
19,55,13,rf_var,no_vegetation,forest
20,1,294,rf_var,alpine_vegetation,cropland
20,2,82,rf_var,alpine_vegetation,forest
20,3,18,rf_var,alpine_vegetation,forest
20,4,54,rf_var,alpine_vegetation,wetland
20,5,221,rf_var,alpine_vegetation,grassland_meadow_steppe
20,6,35,rf_var,alpine_vegetation,wetland
20,7,35,rf_var,alpine_vegetation,scrub
20,9,23,rf_var,alpine_vegetation,forest
20,10,2596,rf_var,alpine_vegetation,forest
20,11,35,rf_var,alpine_vegetation,grassland_meadow_steppe
20,12,19,rf_var,alpine_vegetation,cropland
20,13,499,rf_var,alpine_vegetation,grassland_meadow_steppe
20,14,38,rf_var,alpine_vegetation,forest
20,15,58,rf_var,alpine_vegetation,grassland_meadow_steppe
20,16,51083,rf_var,alpine_vegetation,grassland_meadow_steppe
20,17,1183,rf_var,alpine_vegetation,alpine_vegetation
20,18,2428,rf_var,alpine_vegetation,scrub
20,19,457,rf_var,alpine_vegetation,no_vegetation
20,20,225925,rf_var,alpine_vegetation,alpine_vegetation
20,21,35,rf_var,alpine_vegetation,cropland
20,22,11326,rf_var,alpine_vegetation,alpine_vegetation
20,23,21,rf_var,alpine_vegetation,desert
20,24,619,rf_var,alpine_vegetation,desert
20,25,1238,rf_var,alpine_vegetation,desert
20,26,16,rf_var,alpine_vegetation,forest
20,27,40,rf_var,alpine_vegetation,cropland
20,28,112,rf_var,alpine_vegetation,forest
20,29,35,rf_var,alpine_vegetation,desert
20,30,36,rf_var,alpine_vegetation,forest
20,31,29787,rf_var,alpine_vegetation,grassland_meadow_steppe
20,32,65,rf_var,alpine_vegetation,desert
20,33,66,rf_var,alpine_vegetation,cropland
20,34,106,rf_var,alpine_vegetation,forest
20,35,27,rf_var,alpine_vegetation,desert
20,36,34,rf_var,alpine_vegetation,forest
20,37,30,rf_var,alpine_vegetation,forest
20,38,31,rf_var,alpine_vegetation,desert
20,39,218,rf_var,alpine_vegetation,forest
20,40,61,rf_var,alpine_vegetation,grassland_meadow_steppe
20,41,38,rf_var,alpine_vegetation,grassland_meadow_steppe
20,42,35185,rf_var,alpine_vegetation,desert
20,43,211,rf_var,alpine_vegetation,wetland
20,44,53,rf_var,alpine_vegetation,scrub
20,45,5790,rf_var,alpine_vegetation,scrub
20,46,9438,rf_var,alpine_vegetation,scrub
20,47,18,rf_var,alpine_vegetation,cropland
20,48,56,rf_var,alpine_vegetation,wetland
20,49,18,rf_var,alpine_vegetation,forest
20,50,47,rf_var,alpine_vegetation,scrub
20,52,43,rf_var,alpine_vegetation,forest
20,53,26,rf_var,alpine_vegetation,cropland
20,54,32,rf_var,alpine_vegetation,wetland
20,55,24,rf_var,alpine_vegetation,forest
21,1,188,rf_var,cropland,cropland
21,2,76,rf_var,cropland,forest
21,3,318,rf_var,cropland,forest
21,4,148,rf_var,cropland,wetland
21,5,668,rf_var,cropland,grassland_meadow_steppe
21,6,88,rf_var,cropland,wetland
21,7,272,rf_var,cropland,scrub
21,9,125,rf_var,cropland,forest
21,10,203,rf_var,cropland,forest
21,11,9,rf_var,cropland,grassland_meadow_steppe
21,12,25,rf_var,cropland,cropland
21,13,14,rf_var,cropland,grassland_meadow_steppe
21,14,20,rf_var,cropland,forest
21,15,15,rf_var,cropland,grassland_meadow_steppe
21,16,35,rf_var,cropland,grassland_meadow_steppe
21,17,29,rf_var,cropland,alpine_vegetation
21,18,21,rf_var,cropland,scrub
21,19,27,rf_var,cropland,no_vegetation
21,20,34,rf_var,cropland,alpine_vegetation
21,21,382320,rf_var,cropland,cropland
21,22,32,rf_var,cropland,alpine_vegetation
21,23,27,rf_var,cropland,desert
21,24,18,rf_var,cropland,desert
21,25,23,rf_var,cropland,desert
21,26,12479,rf_var,cropland,forest
21,27,10,rf_var,cropland,cropland
21,28,2576,rf_var,cropland,forest
21,29,20,rf_var,cropland,desert
21,30,62467,rf_var,cropland,forest
21,31,32,rf_var,cropland,grassland_meadow_steppe
21,32,19,rf_var,cropland,desert
21,33,23,rf_var,cropland,cropland
21,34,588,rf_var,cropland,forest
21,35,29,rf_var,cropland,desert
21,36,13062,rf_var,cropland,forest
21,37,463,rf_var,cropland,forest
21,38,28,rf_var,cropland,desert
21,39,481,rf_var,cropland,forest
21,40,41170,rf_var,cropland,grassland_meadow_steppe
21,41,440,rf_var,cropland,grassland_meadow_steppe
21,42,34,rf_var,cropland,desert
21,43,32,rf_var,cropland,wetland
21,44,33399,rf_var,cropland,scrub
21,45,43,rf_var,cropland,scrub
21,46,125,rf_var,cropland,scrub
21,47,9978,rf_var,cropland,cropland
21,48,6183,rf_var,cropland,wetland
21,49,14078,rf_var,cropland,forest
21,50,1124,rf_var,cropland,scrub
21,52,2100,rf_var,cropland,forest
21,53,11469,rf_var,cropland,cropland
21,54,578,rf_var,cropland,wetland
21,55,1445,rf_var,cropland,forest
22,1,2,rf_var,alpine_vegetation,cropland
22,2,29,rf_var,alpine_vegetation,forest
22,3,381,rf_var,alpine_vegetation,forest
22,4,22,rf_var,alpine_vegetation,wetland
22,5,558,rf_var,alpine_vegetation,grassland_meadow_steppe
22,6,11,rf_var,alpine_vegetation,wetland
22,7,2,rf_var,alpine_vegetation,scrub
22,10,2,rf_var,alpine_vegetation,forest
22,11,1,rf_var,alpine_vegetation,grassland_meadow_steppe
22,12,480,rf_var,alpine_vegetation,cropland
22,13,74,rf_var,alpine_vegetation,grassland_meadow_steppe
22,16,3352,rf_var,alpine_vegetation,grassland_meadow_steppe
22,17,43,rf_var,alpine_vegetation,alpine_vegetation
22,18,92,rf_var,alpine_vegetation,scrub
22,19,450,rf_var,alpine_vegetation,no_vegetation
22,20,1732,rf_var,alpine_vegetation,alpine_vegetation
22,21,1,rf_var,alpine_vegetation,cropland
22,22,30461,rf_var,alpine_vegetation,alpine_vegetation
22,23,72,rf_var,alpine_vegetation,desert
22,24,199,rf_var,alpine_vegetation,desert
22,25,315,rf_var,alpine_vegetation,desert
22,26,1,rf_var,alpine_vegetation,forest
22,27,243,rf_var,alpine_vegetation,cropland
22,28,2,rf_var,alpine_vegetation,forest
22,31,1731,rf_var,alpine_vegetation,grassland_meadow_steppe
22,32,50,rf_var,alpine_vegetation,desert
22,34,1,rf_var,alpine_vegetation,forest
22,35,1,rf_var,alpine_vegetation,desert
22,37,2,rf_var,alpine_vegetation,forest
22,38,1,rf_var,alpine_vegetation,desert
22,40,1,rf_var,alpine_vegetation,grassland_meadow_steppe
22,41,1,rf_var,alpine_vegetation,grassland_meadow_steppe
22,42,1597,rf_var,alpine_vegetation,desert
22,43,8,rf_var,alpine_vegetation,wetland
22,44,5,rf_var,alpine_vegetation,scrub
22,45,29,rf_var,alpine_vegetation,scrub
22,48,1,rf_var,alpine_vegetation,wetland
22,50,1,rf_var,alpine_vegetation,scrub
22,53,2,rf_var,alpine_vegetation,cropland
22,54,1,rf_var,alpine_vegetation,wetland
22,55,23,rf_var,alpine_vegetation,forest
23,1,2,rf_var,desert,cropland
23,2,4,rf_var,desert,forest
23,3,1,rf_var,desert,forest
23,4,136,rf_var,desert,wetland
23,5,5,rf_var,desert,grassland_meadow_steppe
23,6,55,rf_var,desert,wetland
23,7,877,rf_var,desert,scrub
23,9,1,rf_var,desert,forest
23,10,2,rf_var,desert,forest
23,12,91,rf_var,desert,cropland
23,13,1181,rf_var,desert,grassland_meadow_steppe
23,14,6817,rf_var,desert,forest
23,15,17453,rf_var,desert,grassland_meadow_steppe
23,16,80,rf_var,desert,grassland_meadow_steppe
23,17,8,rf_var,desert,alpine_vegetation
23,18,1274,rf_var,desert,scrub
23,19,20718,rf_var,desert,no_vegetation
23,20,383,rf_var,desert,alpine_vegetation
23,21,2,rf_var,desert,cropland
23,22,93,rf_var,desert,alpine_vegetation
23,23,187728,rf_var,desert,desert
23,24,49216,rf_var,desert,desert
23,25,1734,rf_var,desert,desert
23,26,1,rf_var,desert,forest
23,27,547,rf_var,desert,cropland
23,28,223,rf_var,desert,forest
23,29,13010,rf_var,desert,desert
23,30,1,rf_var,desert,forest
23,31,1437,rf_var,desert,grassland_meadow_steppe
23,32,7396,rf_var,desert,desert
23,33,1871,rf_var,desert,cropland
23,34,2,rf_var,desert,forest
23,35,9903,rf_var,desert,desert
23,36,3,rf_var,desert,forest
23,37,2,rf_var,desert,forest
23,38,3809,rf_var,desert,desert
23,39,1,rf_var,desert,forest
23,40,54,rf_var,desert,grassland_meadow_steppe
23,41,7,rf_var,desert,grassland_meadow_steppe
23,42,576,rf_var,desert,desert
23,43,46,rf_var,desert,wetland
23,44,4,rf_var,desert,scrub
23,45,10,rf_var,desert,scrub
23,46,2,rf_var,desert,scrub
23,47,2,rf_var,desert,cropland
23,48,2,rf_var,desert,wetland
23,49,14,rf_var,desert,forest
23,50,3,rf_var,desert,scrub
23,52,15,rf_var,desert,forest
23,54,1,rf_var,desert,wetland
23,55,3,rf_var,desert,forest
24,1,64,rf_var,desert,cropland
24,2,49,rf_var,desert,forest
24,3,126,rf_var,desert,forest
24,4,107,rf_var,desert,wetland
24,5,584,rf_var,desert,grassland_meadow_steppe
24,6,151,rf_var,desert,wetland
24,7,988,rf_var,desert,scrub
24,9,7,rf_var,desert,forest
24,10,8,rf_var,desert,forest
24,11,293,rf_var,desert,grassland_meadow_steppe
24,12,2007,rf_var,desert,cropland
24,13,11352,rf_var,desert,grassland_meadow_steppe
24,14,1222,rf_var,desert,forest
24,15,11094,rf_var,desert,grassland_meadow_steppe
24,16,747,rf_var,desert,grassland_meadow_steppe
24,17,4,rf_var,desert,alpine_vegetation
24,18,1426,rf_var,desert,scrub
24,19,13102,rf_var,desert,no_vegetation
24,20,1800,rf_var,desert,alpine_vegetation
24,21,7,rf_var,desert,cropland
24,22,703,rf_var,desert,alpine_vegetation
24,23,63855,rf_var,desert,desert
24,24,540391,rf_var,desert,desert
24,25,51551,rf_var,desert,desert
24,26,4,rf_var,desert,forest
24,27,2493,rf_var,desert,cropland
24,28,11,rf_var,desert,forest
24,29,45922,rf_var,desert,desert
24,30,4,rf_var,desert,forest
24,31,5114,rf_var,desert,grassland_meadow_steppe
24,32,33392,rf_var,desert,desert
24,33,12519,rf_var,desert,cropland
24,34,3,rf_var,desert,forest
24,35,26729,rf_var,desert,desert
24,36,1,rf_var,desert,forest
24,37,2,rf_var,desert,forest
24,38,5102,rf_var,desert,desert
24,39,6,rf_var,desert,forest
24,40,4,rf_var,desert,grassland_meadow_steppe
24,41,9,rf_var,desert,grassland_meadow_steppe
24,42,11290,rf_var,desert,desert
24,43,955,rf_var,desert,wetland
24,44,12,rf_var,desert,scrub
24,45,120,rf_var,desert,scrub
24,46,11,rf_var,desert,scrub
24,47,8,rf_var,desert,cropland
24,48,4,rf_var,desert,wetland
24,49,7,rf_var,desert,forest
24,50,4,rf_var,desert,scrub
24,52,6,rf_var,desert,forest
24,53,14,rf_var,desert,cropland
24,54,4,rf_var,desert,wetland
24,55,9,rf_var,desert,forest
25,1,659,rf_var,desert,cropland
25,2,110,rf_var,desert,forest
25,3,1,rf_var,desert,forest
25,4,248,rf_var,desert,wetland
25,5,931,rf_var,desert,grassland_meadow_steppe
25,6,2,rf_var,desert,wetland
25,7,872,rf_var,desert,scrub
25,9,4,rf_var,desert,forest
25,10,9,rf_var,desert,forest
25,11,1227,rf_var,desert,grassland_meadow_steppe
25,12,1249,rf_var,desert,cropland
25,13,18824,rf_var,desert,grassland_meadow_steppe
25,14,85,rf_var,desert,forest
25,15,3310,rf_var,desert,grassland_meadow_steppe
25,16,2821,rf_var,desert,grassland_meadow_steppe
25,17,2,rf_var,desert,alpine_vegetation
25,18,1059,rf_var,desert,scrub
25,19,68,rf_var,desert,no_vegetation
25,20,2470,rf_var,desert,alpine_vegetation
25,21,5,rf_var,desert,cropland
25,22,373,rf_var,desert,alpine_vegetation
25,23,1492,rf_var,desert,desert
25,24,16563,rf_var,desert,desert
25,25,153611,rf_var,desert,desert
25,26,4,rf_var,desert,forest
25,27,385,rf_var,desert,cropland
25,28,2,rf_var,desert,forest
25,29,1581,rf_var,desert,desert
25,30,1,rf_var,desert,forest
25,31,9471,rf_var,desert,grassland_meadow_steppe
25,32,7033,rf_var,desert,desert
25,33,4335,rf_var,desert,cropland
25,34,5,rf_var,desert,forest
25,35,2856,rf_var,desert,desert
25,36,4,rf_var,desert,forest
25,37,14,rf_var,desert,forest
25,38,6,rf_var,desert,desert
25,39,14,rf_var,desert,forest
25,40,2,rf_var,desert,grassland_meadow_steppe
25,41,1,rf_var,desert,grassland_meadow_steppe
25,42,5159,rf_var,desert,desert
25,43,316,rf_var,desert,wetland
25,44,3,rf_var,desert,scrub
25,45,140,rf_var,desert,scrub
25,46,9,rf_var,desert,scrub
25,47,1,rf_var,desert,cropland
25,48,5,rf_var,desert,wetland
25,49,1,rf_var,desert,forest
25,50,3,rf_var,desert,scrub
25,52,3,rf_var,desert,forest
25,53,3,rf_var,desert,cropland
25,54,2,rf_var,desert,wetland
25,55,3,rf_var,desert,forest
26,1,16,rf_var,forest,cropland
26,3,81,rf_var,forest,forest
26,4,2,rf_var,forest,wetland
26,5,283,rf_var,forest,grassland_meadow_steppe
26,6,1,rf_var,forest,wetland
26,7,148,rf_var,forest,scrub
26,10,647,rf_var,forest,forest
26,11,1,rf_var,forest,grassland_meadow_steppe
26,12,12,rf_var,forest,cropland
26,14,1,rf_var,forest,forest
26,15,5,rf_var,forest,grassland_meadow_steppe
26,17,1,rf_var,forest,alpine_vegetation
26,21,1594,rf_var,forest,cropland
26,22,1,rf_var,forest,alpine_vegetation
26,23,84,rf_var,forest,desert
26,24,2,rf_var,forest,desert
26,25,1,rf_var,forest,desert
26,26,24271,rf_var,forest,forest
26,27,9,rf_var,forest,cropland
26,28,281,rf_var,forest,forest
26,30,5132,rf_var,forest,forest
26,33,10,rf_var,forest,cropland
26,34,1184,rf_var,forest,forest
26,35,1,rf_var,forest,desert
26,36,2151,rf_var,forest,forest
26,38,2,rf_var,forest,desert
26,39,341,rf_var,forest,forest
26,40,821,rf_var,forest,grassland_meadow_steppe
26,41,41,rf_var,forest,grassland_meadow_steppe
26,44,445,rf_var,forest,scrub
26,45,1,rf_var,forest,scrub
26,46,116,rf_var,forest,scrub
26,47,342,rf_var,forest,cropland
26,48,7,rf_var,forest,wetland
26,49,2185,rf_var,forest,forest
26,50,17,rf_var,forest,scrub
26,52,317,rf_var,forest,forest
26,53,342,rf_var,forest,cropland
27,1,21,rf_var,cropland,cropland
27,2,1514,rf_var,cropland,forest
27,3,35834,rf_var,cropland,forest
27,4,3610,rf_var,cropland,wetland
27,5,3873,rf_var,cropland,grassland_meadow_steppe
27,6,3694,rf_var,cropland,wetland
27,7,26375,rf_var,cropland,scrub
27,9,678,rf_var,cropland,forest
27,10,91,rf_var,cropland,forest
27,11,12689,rf_var,cropland,grassland_meadow_steppe
27,12,5584,rf_var,cropland,cropland
27,13,3625,rf_var,cropland,grassland_meadow_steppe
27,14,6762,rf_var,cropland,forest
27,15,21584,rf_var,cropland,grassland_meadow_steppe
27,16,30,rf_var,cropland,grassland_meadow_steppe
27,17,35,rf_var,cropland,alpine_vegetation
27,18,47,rf_var,cropland,scrub
