original_zone,predicted_zone,n,method,original_category,predicted_category
44,47,42801,rf_var,scrub,cropland
44,48,88,rf_var,scrub,wetland
44,49,28087,rf_var,scrub,forest
44,50,4732,rf_var,scrub,scrub
44,52,4641,rf_var,scrub,forest
44,53,21614,rf_var,scrub,cropland
44,54,8817,rf_var,scrub,wetland
44,55,8012,rf_var,scrub,forest
45,1,120,rf_var,scrub,cropland
45,2,2,rf_var,scrub,forest
45,5,185,rf_var,scrub,grassland_meadow_steppe
45,6,1,rf_var,scrub,wetland
45,7,1,rf_var,scrub,scrub
45,10,145,rf_var,scrub,forest
45,13,143,rf_var,scrub,grassland_meadow_steppe
45,14,1,rf_var,scrub,forest
45,15,5,rf_var,scrub,grassland_meadow_steppe
45,16,1172,rf_var,scrub,grassland_meadow_steppe
45,18,103,rf_var,scrub,scrub
45,20,263,rf_var,scrub,alpine_vegetation
45,22,1,rf_var,scrub,alpine_vegetation
45,23,17,rf_var,scrub,desert
45,24,319,rf_var,scrub,desert
45,25,42,rf_var,scrub,desert
45,26,1,rf_var,scrub,forest
45,27,1,rf_var,scrub,cropland
45,28,15,rf_var,scrub,forest
45,29,106,rf_var,scrub,desert
45,30,98,rf_var,scrub,forest
45,31,145,rf_var,scrub,grassland_meadow_steppe
45,33,6,rf_var,scrub,cropland
45,34,113,rf_var,scrub,forest
45,37,1,rf_var,scrub,forest
45,39,411,rf_var,scrub,forest
45,40,39,rf_var,scrub,grassland_meadow_steppe
45,41,1,rf_var,scrub,grassland_meadow_steppe
45,42,3,rf_var,scrub,desert
45,44,71,rf_var,scrub,scrub
45,45,11565,rf_var,scrub,scrub
45,46,1269,rf_var,scrub,scrub
45,47,8,rf_var,scrub,cropland
45,49,27,rf_var,scrub,forest
45,50,2,rf_var,scrub,scrub
45,52,1,rf_var,scrub,forest
45,53,1,rf_var,scrub,cropland
45,54,1,rf_var,scrub,wetland
46,1,614,rf_var,scrub,cropland
46,2,61,rf_var,scrub,forest
46,3,97,rf_var,scrub,forest
46,4,14,rf_var,scrub,wetland
46,5,257,rf_var,scrub,grassland_meadow_steppe
46,6,3,rf_var,scrub,wetland
46,7,177,rf_var,scrub,scrub
46,9,1,rf_var,scrub,forest
46,10,22925,rf_var,scrub,forest
46,11,7,rf_var,scrub,grassland_meadow_steppe
46,12,7,rf_var,scrub,cropland
46,13,251,rf_var,scrub,grassland_meadow_steppe
46,14,5,rf_var,scrub,forest
46,15,2,rf_var,scrub,grassland_meadow_steppe
46,16,9032,rf_var,scrub,grassland_meadow_steppe
46,17,5,rf_var,scrub,alpine_vegetation
46,18,8419,rf_var,scrub,scrub
46,19,5,rf_var,scrub,no_vegetation
46,20,1928,rf_var,scrub,alpine_vegetation
46,21,18,rf_var,scrub,cropland
46,22,16,rf_var,scrub,alpine_vegetation
46,23,5,rf_var,scrub,desert
46,24,8,rf_var,scrub,desert
46,25,19,rf_var,scrub,desert
46,26,391,rf_var,scrub,forest
46,27,3,rf_var,scrub,cropland
46,28,324,rf_var,scrub,forest
46,29,5,rf_var,scrub,desert
46,30,515,rf_var,scrub,forest
46,31,14,rf_var,scrub,grassland_meadow_steppe
46,32,1,rf_var,scrub,desert
46,33,37,rf_var,scrub,cropland
46,34,2016,rf_var,scrub,forest
46,35,3,rf_var,scrub,desert
46,36,647,rf_var,scrub,forest
46,37,22,rf_var,scrub,forest
46,38,6,rf_var,scrub,desert
46,39,9232,rf_var,scrub,forest
46,40,1078,rf_var,scrub,grassland_meadow_steppe
46,41,12,rf_var,scrub,grassland_meadow_steppe
46,42,4,rf_var,scrub,desert
46,43,206,rf_var,scrub,wetland
46,44,616,rf_var,scrub,scrub
46,45,8116,rf_var,scrub,scrub
46,46,66031,rf_var,scrub,scrub
46,47,1197,rf_var,scrub,cropland
46,48,4,rf_var,scrub,wetland
46,49,1888,rf_var,scrub,forest
46,50,213,rf_var,scrub,scrub
46,52,9,rf_var,scrub,forest
46,53,5,rf_var,scrub,cropland
46,54,8,rf_var,scrub,wetland
46,55,3,rf_var,scrub,forest
47,1,131,rf_var,cropland,cropland
47,2,17,rf_var,cropland,forest
47,3,1764,rf_var,cropland,forest
47,4,46,rf_var,cropland,wetland
47,5,2897,rf_var,cropland,grassland_meadow_steppe
47,6,52,rf_var,cropland,wetland
47,7,2092,rf_var,cropland,scrub
47,9,11,rf_var,cropland,forest
47,10,2779,rf_var,cropland,forest
47,11,61,rf_var,cropland,grassland_meadow_steppe
47,12,7,rf_var,cropland,cropland
47,13,13,rf_var,cropland,grassland_meadow_steppe
47,14,7,rf_var,cropland,forest
47,15,15,rf_var,cropland,grassland_meadow_steppe
47,16,19,rf_var,cropland,grassland_meadow_steppe
47,17,10,rf_var,cropland,alpine_vegetation
47,18,18,rf_var,cropland,scrub
47,19,16,rf_var,cropland,no_vegetation
47,20,15,rf_var,cropland,alpine_vegetation
47,21,7550,rf_var,cropland,cropland
47,22,10,rf_var,cropland,alpine_vegetation
47,23,11,rf_var,cropland,desert
47,24,13,rf_var,cropland,desert
47,25,12,rf_var,cropland,desert
47,26,1591,rf_var,cropland,forest
47,27,2056,rf_var,cropland,cropland
47,28,14170,rf_var,cropland,forest
47,29,16,rf_var,cropland,desert
47,30,14659,rf_var,cropland,forest
47,31,19,rf_var,cropland,grassland_meadow_steppe
47,32,17,rf_var,cropland,desert
47,33,802,rf_var,cropland,cropland
47,34,523,rf_var,cropland,forest
47,35,14,rf_var,cropland,desert
47,36,9178,rf_var,cropland,forest
47,37,199,rf_var,cropland,forest
47,38,19,rf_var,cropland,desert
47,39,1218,rf_var,cropland,forest
47,40,36290,rf_var,cropland,grassland_meadow_steppe
47,41,714,rf_var,cropland,grassland_meadow_steppe
47,42,24,rf_var,cropland,desert
47,43,15,rf_var,cropland,wetland
47,44,31529,rf_var,cropland,scrub
47,45,64,rf_var,cropland,scrub
47,46,1985,rf_var,cropland,scrub
47,47,202162,rf_var,cropland,cropland
47,48,465,rf_var,cropland,wetland
47,49,12919,rf_var,cropland,forest
47,50,2112,rf_var,cropland,scrub
47,52,3899,rf_var,cropland,forest
47,53,26,rf_var,cropland,cropland
47,54,14,rf_var,cropland,wetland
47,55,182,rf_var,cropland,forest
48,4,7,rf_var,wetland,wetland
48,10,1,rf_var,wetland,forest
48,21,33,rf_var,wetland,cropland
48,26,1,rf_var,wetland,forest
48,27,8,rf_var,wetland,cropland
48,28,4,rf_var,wetland,forest
48,30,14,rf_var,wetland,forest
48,31,1,rf_var,wetland,grassland_meadow_steppe
48,35,1,rf_var,wetland,desert
48,40,3,rf_var,wetland,grassland_meadow_steppe
48,43,9,rf_var,wetland,wetland
48,44,3,rf_var,wetland,scrub
48,47,6,rf_var,wetland,cropland
48,48,1486,rf_var,wetland,wetland
48,49,23,rf_var,wetland,forest
48,53,23,rf_var,wetland,cropland
48,55,1,rf_var,wetland,forest
49,1,107,rf_var,forest,cropland
49,2,3,rf_var,forest,forest
49,3,89,rf_var,forest,forest
49,4,31,rf_var,forest,wetland
49,5,453,rf_var,forest,grassland_meadow_steppe
49,6,3,rf_var,forest,wetland
49,7,81,rf_var,forest,scrub
49,9,7,rf_var,forest,forest
49,10,7799,rf_var,forest,forest
49,11,6,rf_var,forest,grassland_meadow_steppe
49,12,1,rf_var,forest,cropland
49,13,4,rf_var,forest,grassland_meadow_steppe
49,14,7,rf_var,forest,forest
49,15,9,rf_var,forest,grassland_meadow_steppe
49,16,4,rf_var,forest,grassland_meadow_steppe
49,17,5,rf_var,forest,alpine_vegetation
49,18,3,rf_var,forest,scrub
49,19,5,rf_var,forest,no_vegetation
49,20,26,rf_var,forest,alpine_vegetation
49,21,3674,rf_var,forest,cropland
49,22,6,rf_var,forest,alpine_vegetation
49,23,10,rf_var,forest,desert
49,24,6,rf_var,forest,desert
49,25,7,rf_var,forest,desert
49,26,9356,rf_var,forest,forest
49,27,6,rf_var,forest,cropland
49,28,1541,rf_var,forest,forest
49,29,6,rf_var,forest,desert
49,30,20405,rf_var,forest,forest
49,31,5,rf_var,forest,grassland_meadow_steppe
49,32,9,rf_var,forest,desert
49,33,4,rf_var,forest,cropland
49,34,2373,rf_var,forest,forest
49,35,6,rf_var,forest,desert
49,36,5048,rf_var,forest,forest
49,37,17,rf_var,forest,forest
49,38,7,rf_var,forest,desert
49,39,1152,rf_var,forest,forest
49,40,11566,rf_var,forest,grassland_meadow_steppe
49,41,12,rf_var,forest,grassland_meadow_steppe
49,42,6,rf_var,forest,desert
49,43,2,rf_var,forest,wetland
49,44,7334,rf_var,forest,scrub
49,45,122,rf_var,forest,scrub
49,46,1179,rf_var,forest,scrub
49,47,3165,rf_var,forest,cropland
49,48,54,rf_var,forest,wetland
49,49,70044,rf_var,forest,forest
49,50,416,rf_var,forest,scrub
49,52,9703,rf_var,forest,forest
49,53,1465,rf_var,forest,cropland
49,54,46,rf_var,forest,wetland
49,55,358,rf_var,forest,forest
50,1,1,rf_var,scrub,cropland
50,2,4,rf_var,scrub,forest
50,3,1,rf_var,scrub,forest
50,4,1,rf_var,scrub,wetland
50,6,2,rf_var,scrub,wetland
50,7,3,rf_var,scrub,scrub
50,10,27,rf_var,scrub,forest
50,14,1,rf_var,scrub,forest
50,15,1,rf_var,scrub,grassland_meadow_steppe
50,16,1,rf_var,scrub,grassland_meadow_steppe
50,17,1,rf_var,scrub,alpine_vegetation
50,20,1,rf_var,scrub,alpine_vegetation
50,21,11,rf_var,scrub,cropland
50,22,1,rf_var,scrub,alpine_vegetation
50,23,1,rf_var,scrub,desert
50,25,1,rf_var,scrub,desert
50,26,1,rf_var,scrub,forest
50,28,25,rf_var,scrub,forest
50,30,6,rf_var,scrub,forest
50,32,2,rf_var,scrub,desert
50,34,7,rf_var,scrub,forest
50,35,1,rf_var,scrub,desert
50,36,1,rf_var,scrub,forest
50,37,1,rf_var,scrub,forest
50,39,49,rf_var,scrub,forest
50,40,28,rf_var,scrub,grassland_meadow_steppe
50,41,1,rf_var,scrub,grassland_meadow_steppe
50,43,1,rf_var,scrub,wetland
50,44,38,rf_var,scrub,scrub
50,46,15,rf_var,scrub,scrub
50,47,25,rf_var,scrub,cropland
50,48,2,rf_var,scrub,wetland
50,49,1,rf_var,scrub,forest
50,50,1970,rf_var,scrub,scrub
50,53,53,rf_var,scrub,cropland
50,54,4,rf_var,scrub,wetland
50,55,3,rf_var,scrub,forest
52,1,10,rf_var,forest,cropland
52,2,6,rf_var,forest,forest
52,3,9,rf_var,forest,forest
52,4,10,rf_var,forest,wetland
52,5,4,rf_var,forest,grassland_meadow_steppe
52,6,10,rf_var,forest,wetland
52,7,12,rf_var,forest,scrub
52,9,9,rf_var,forest,forest
52,10,11,rf_var,forest,forest
52,11,10,rf_var,forest,grassland_meadow_steppe
52,12,12,rf_var,forest,cropland
52,13,5,rf_var,forest,grassland_meadow_steppe
52,14,9,rf_var,forest,forest
52,15,13,rf_var,forest,grassland_meadow_steppe
52,16,6,rf_var,forest,grassland_meadow_steppe
52,17,5,rf_var,forest,alpine_vegetation
52,18,13,rf_var,forest,scrub
52,19,5,rf_var,forest,no_vegetation
52,20,5,rf_var,forest,alpine_vegetation
52,21,44,rf_var,forest,cropland
52,22,8,rf_var,forest,alpine_vegetation
52,23,4,rf_var,forest,desert
52,24,5,rf_var,forest,desert
52,25,9,rf_var,forest,desert
52,26,60,rf_var,forest,forest
52,27,4,rf_var,forest,cropland
52,28,10,rf_var,forest,forest
52,29,4,rf_var,forest,desert
52,30,1,rf_var,forest,forest
52,31,6,rf_var,forest,grassland_meadow_steppe
52,32,4,rf_var,forest,desert
52,33,8,rf_var,forest,cropland
52,34,2,rf_var,forest,forest
52,35,9,rf_var,forest,desert
52,36,3,rf_var,forest,forest
52,37,3,rf_var,forest,forest
52,38,8,rf_var,forest,desert
52,39,5,rf_var,forest,forest
52,40,318,rf_var,forest,grassland_meadow_steppe
52,41,5,rf_var,forest,grassland_meadow_steppe
52,42,8,rf_var,forest,desert
52,43,11,rf_var,forest,wetland
52,44,169,rf_var,forest,scrub
52,45,7,rf_var,forest,scrub
52,46,6,rf_var,forest,scrub
52,47,47,rf_var,forest,cropland
52,49,1132,rf_var,forest,forest
52,50,1,rf_var,forest,scrub
52,52,20484,rf_var,forest,forest
52,53,679,rf_var,forest,cropland
52,54,7,rf_var,forest,wetland
52,55,400,rf_var,forest,forest
53,1,11,rf_var,cropland,cropland
53,2,88,rf_var,cropland,forest
53,3,17,rf_var,cropland,forest
53,4,15,rf_var,cropland,wetland
53,5,21,rf_var,cropland,grassland_meadow_steppe
53,6,12,rf_var,cropland,wetland
53,7,8,rf_var,cropland,scrub
53,9,18,rf_var,cropland,forest
53,10,22,rf_var,cropland,forest
53,11,12,rf_var,cropland,grassland_meadow_steppe
53,12,8,rf_var,cropland,cropland
53,13,9,rf_var,cropland,grassland_meadow_steppe
53,14,14,rf_var,cropland,forest
53,15,22,rf_var,cropland,grassland_meadow_steppe
53,16,21,rf_var,cropland,grassland_meadow_steppe
53,17,20,rf_var,cropland,alpine_vegetation
53,18,23,rf_var,cropland,scrub
53,19,21,rf_var,cropland,no_vegetation
53,20,23,rf_var,cropland,alpine_vegetation
53,21,2155,rf_var,cropland,cropland
53,22,15,rf_var,cropland,alpine_vegetation
53,23,18,rf_var,cropland,desert
53,24,26,rf_var,cropland,desert
53,25,14,rf_var,cropland,desert
53,26,459,rf_var,cropland,forest
53,27,10,rf_var,cropland,cropland
53,28,71,rf_var,cropland,forest
53,29,19,rf_var,cropland,desert
53,30,354,rf_var,cropland,forest
53,31,16,rf_var,cropland,grassland_meadow_steppe
53,32,23,rf_var,cropland,desert
53,33,7,rf_var,cropland,cropland
53,34,215,rf_var,cropland,forest
53,35,17,rf_var,cropland,desert
53,36,45,rf_var,cropland,forest
53,37,20,rf_var,cropland,forest
53,38,17,rf_var,cropland,desert
53,39,44,rf_var,cropland,forest
53,40,1060,rf_var,cropland,grassland_meadow_steppe
53,41,21,rf_var,cropland,grassland_meadow_steppe
53,42,18,rf_var,cropland,desert
53,43,18,rf_var,cropland,wetland
53,44,2303,rf_var,cropland,scrub
53,45,16,rf_var,cropland,scrub
53,46,35,rf_var,cropland,scrub
53,47,35,rf_var,cropland,cropland
53,48,31,rf_var,cropland,wetland
53,49,1209,rf_var,cropland,forest
53,50,455,rf_var,cropland,scrub
53,52,1893,rf_var,cropland,forest
53,53,49866,rf_var,cropland,cropland
53,54,1688,rf_var,cropland,wetland
53,55,1911,rf_var,cropland,forest
54,1,4,rf_var,wetland,cropland
54,2,3,rf_var,wetland,forest
54,3,6,rf_var,wetland,forest
54,4,2,rf_var,wetland,wetland
54,6,2,rf_var,wetland,wetland
54,7,2,rf_var,wetland,scrub
54,9,6,rf_var,wetland,forest
54,10,3,rf_var,wetland,forest
54,11,6,rf_var,wetland,grassland_meadow_steppe
54,12,5,rf_var,wetland,cropland
54,13,4,rf_var,wetland,grassland_meadow_steppe
54,14,3,rf_var,wetland,forest
54,17,3,rf_var,wetland,alpine_vegetation
54,18,6,rf_var,wetland,scrub
54,19,2,rf_var,wetland,no_vegetation
54,20,4,rf_var,wetland,alpine_vegetation
54,21,156,rf_var,wetland,cropland
54,22,3,rf_var,wetland,alpine_vegetation
54,23,8,rf_var,wetland,desert
54,24,2,rf_var,wetland,desert
54,25,1,rf_var,wetland,desert
54,26,1,rf_var,wetland,forest
54,28,10,rf_var,wetland,forest
54,29,3,rf_var,wetland,desert
54,30,5,rf_var,wetland,forest
54,31,4,rf_var,wetland,grassland_meadow_steppe
54,32,3,rf_var,wetland,desert
54,33,2,rf_var,wetland,cropland
54,34,19,rf_var,wetland,forest
54,35,1,rf_var,wetland,desert
54,36,14,rf_var,wetland,forest
54,37,2,rf_var,wetland,forest
54,38,9,rf_var,wetland,desert
54,39,3,rf_var,wetland,forest
54,40,55,rf_var,wetland,grassland_meadow_steppe
54,41,2,rf_var,wetland,grassland_meadow_steppe
54,42,8,rf_var,wetland,desert
54,43,9,rf_var,wetland,wetland
54,44,209,rf_var,wetland,scrub
54,45,3,rf_var,wetland,scrub
54,46,3,rf_var,wetland,scrub
54,47,3,rf_var,wetland,cropland
54,48,1,rf_var,wetland,wetland
54,49,4,rf_var,wetland,forest
54,50,25,rf_var,wetland,scrub
54,52,5,rf_var,wetland,forest
54,53,151,rf_var,wetland,cropland
54,54,10759,rf_var,wetland,wetland
54,55,4,rf_var,wetland,forest
55,21,10,rf_var,forest,cropland
55,25,1,rf_var,forest,desert
55,28,52,rf_var,forest,forest
55,35,1,rf_var,forest,desert
55,36,6,rf_var,forest,forest
55,40,93,rf_var,forest,grassland_meadow_steppe
55,44,172,rf_var,forest,scrub
55,49,3,rf_var,forest,forest
55,50,3,rf_var,forest,scrub
55,52,377,rf_var,forest,forest
55,53,214,rf_var,forest,cropland
55,55,5451,rf_var,forest,forest
1,1,11684,mf_var,cropland,cropland
1,2,354,mf_var,cropland,forest
1,3,442,mf_var,cropland,forest
1,4,169,mf_var,cropland,wetland
1,5,126,mf_var,cropland,grassland_meadow_steppe
1,6,8,mf_var,cropland,wetland
1,7,81,mf_var,cropland,scrub
1,10,300,mf_var,cropland,forest
1,12,5,mf_var,cropland,cropland
1,13,237,mf_var,cropland,grassland_meadow_steppe
1,14,2,mf_var,cropland,forest
1,15,1,mf_var,cropland,grassland_meadow_steppe
1,16,33,mf_var,cropland,grassland_meadow_steppe
1,17,53,mf_var,cropland,alpine_vegetation
1,18,217,mf_var,cropland,scrub
1,19,2,mf_var,cropland,no_vegetation
1,20,19,mf_var,cropland,alpine_vegetation
1,21,98,mf_var,cropland,cropland
1,22,1,mf_var,cropland,alpine_vegetation
1,24,4,mf_var,cropland,desert
1,25,198,mf_var,cropland,desert
1,26,4,mf_var,cropland,forest
1,27,1,mf_var,cropland,cropland
1,28,34,mf_var,cropland,forest
1,29,2,mf_var,cropland,desert
1,30,7,mf_var,cropland,forest
1,31,130,mf_var,cropland,grassland_meadow_steppe
1,32,9,mf_var,cropland,desert
1,33,83,mf_var,cropland,cropland
1,34,2,mf_var,cropland,forest
1,35,1,mf_var,cropland,desert
1,36,2,mf_var,cropland,forest
1,37,7,mf_var,cropland,forest
1,38,2,mf_var,cropland,desert
1,39,361,mf_var,cropland,forest
1,40,35,mf_var,cropland,grassland_meadow_steppe
1,41,3,mf_var,cropland,grassland_meadow_steppe
1,42,29,mf_var,cropland,desert
1,43,2,mf_var,cropland,wetland
1,44,16,mf_var,cropland,scrub
1,45,226,mf_var,cropland,scrub
1,46,78,mf_var,cropland,scrub
1,47,44,mf_var,cropland,cropland
1,48,6,mf_var,cropland,wetland
1,49,4,mf_var,cropland,forest
1,50,133,mf_var,cropland,scrub
1,52,1,mf_var,cropland,forest
1,53,2,mf_var,cropland,cropland
1,54,3,mf_var,cropland,wetland
1,55,2,mf_var,cropland,forest
2,1,2234,mf_var,forest,cropland
2,2,182550,mf_var,forest,forest
2,3,19951,mf_var,forest,forest
2,4,13622,mf_var,forest,wetland
2,5,14196,mf_var,forest,grassland_meadow_steppe
2,6,10797,mf_var,forest,wetland
2,7,2926,mf_var,forest,scrub
2,9,9160,mf_var,forest,forest
2,10,881,mf_var,forest,forest
2,11,4896,mf_var,forest,grassland_meadow_steppe
2,12,2124,mf_var,forest,cropland
2,13,4003,mf_var,forest,grassland_meadow_steppe
2,14,310,mf_var,forest,forest
2,15,18,mf_var,forest,grassland_meadow_steppe
2,16,4692,mf_var,forest,grassland_meadow_steppe
2,17,470,mf_var,forest,alpine_vegetation
2,18,4987,mf_var,forest,scrub
2,19,14,mf_var,forest,no_vegetation
2,20,340,mf_var,forest,alpine_vegetation
2,21,15,mf_var,forest,cropland
2,22,200,mf_var,forest,alpine_vegetation
2,23,14,mf_var,forest,desert
2,24,113,mf_var,forest,desert
2,25,842,mf_var,forest,desert
2,26,32,mf_var,forest,forest
2,27,1748,mf_var,forest,cropland
2,28,198,mf_var,forest,forest
2,29,8,mf_var,forest,desert
2,30,143,mf_var,forest,forest
2,31,331,mf_var,forest,grassland_meadow_steppe
2,32,96,mf_var,forest,desert
2,33,102,mf_var,forest,cropland
2,34,161,mf_var,forest,forest
2,35,16,mf_var,forest,desert
2,36,82,mf_var,forest,forest
2,37,53,mf_var,forest,forest
2,38,10,mf_var,forest,desert
2,39,45,mf_var,forest,forest
2,40,30,mf_var,forest,grassland_meadow_steppe
2,41,182,mf_var,forest,grassland_meadow_steppe
2,42,72,mf_var,forest,desert
2,43,1,mf_var,forest,wetland
2,44,222,mf_var,forest,scrub
2,45,45,mf_var,forest,scrub
2,46,69,mf_var,forest,scrub
2,47,7,mf_var,forest,cropland
2,48,13,mf_var,forest,wetland
2,49,10,mf_var,forest,forest
2,50,104,mf_var,forest,scrub
2,52,25,mf_var,forest,forest
2,53,601,mf_var,forest,cropland
2,54,10,mf_var,forest,wetland
2,55,272,mf_var,forest,forest
3,1,4922,mf_var,forest,cropland
3,2,20634,mf_var,forest,forest
3,3,287525,mf_var,forest,forest
3,4,5681,mf_var,forest,wetland
3,5,22624,mf_var,forest,grassland_meadow_steppe
3,6,18973,mf_var,forest,wetland
3,7,41796,mf_var,forest,scrub
3,9,28691,mf_var,forest,forest
3,10,3175,mf_var,forest,forest
3,11,7205,mf_var,forest,grassland_meadow_steppe
3,12,19323,mf_var,forest,cropland
3,13,3825,mf_var,forest,grassland_meadow_steppe
3,14,1304,mf_var,forest,forest
3,15,2094,mf_var,forest,grassland_meadow_steppe
3,16,39,mf_var,forest,grassland_meadow_steppe
3,17,17,mf_var,forest,alpine_vegetation
3,18,1551,mf_var,forest,scrub
3,19,40,mf_var,forest,no_vegetation
3,20,11,mf_var,forest,alpine_vegetation
3,21,299,mf_var,forest,cropland
3,22,565,mf_var,forest,alpine_vegetation
3,23,164,mf_var,forest,desert
3,24,1537,mf_var,forest,desert
3,25,298,mf_var,forest,desert
3,26,349,mf_var,forest,forest
3,27,19993,mf_var,forest,cropland
3,28,7590,mf_var,forest,forest
3,29,18,mf_var,forest,desert
3,30,577,mf_var,forest,forest
3,31,18,mf_var,forest,grassland_meadow_steppe
3,32,269,mf_var,forest,desert
3,33,11661,mf_var,forest,cropland
3,34,554,mf_var,forest,forest
3,35,11,mf_var,forest,desert
3,36,3982,mf_var,forest,forest
3,37,11398,mf_var,forest,forest
3,38,9,mf_var,forest,desert
3,39,1034,mf_var,forest,forest
3,40,271,mf_var,forest,grassland_meadow_steppe
3,41,18403,mf_var,forest,grassland_meadow_steppe
3,42,4,mf_var,forest,desert
3,43,12,mf_var,forest,wetland
3,44,918,mf_var,forest,scrub
3,45,88,mf_var,forest,scrub
3,46,626,mf_var,forest,scrub
3,47,2069,mf_var,forest,cropland
3,48,11,mf_var,forest,wetland
3,49,126,mf_var,forest,forest
3,50,28,mf_var,forest,scrub
3,52,14,mf_var,forest,forest
3,53,9,mf_var,forest,cropland
3,54,19,mf_var,forest,wetland
3,55,19,mf_var,forest,forest
4,1,1127,mf_var,wetland,cropland
4,2,14646,mf_var,wetland,forest
4,3,3667,mf_var,wetland,forest
4,4,41596,mf_var,wetland,wetland
4,5,3185,mf_var,wetland,grassland_meadow_steppe
4,6,1985,mf_var,wetland,wetland
4,7,882,mf_var,wetland,scrub
4,9,268,mf_var,wetland,forest
4,10,9,mf_var,wetland,forest
4,11,6101,mf_var,wetland,grassland_meadow_steppe
4,12,3540,mf_var,wetland,cropland
4,13,6619,mf_var,wetland,grassland_meadow_steppe
4,14,1931,mf_var,wetland,forest
4,15,1388,mf_var,wetland,grassland_meadow_steppe
4,16,701,mf_var,wetland,grassland_meadow_steppe
4,17,331,mf_var,wetland,alpine_vegetation
4,18,104,mf_var,wetland,scrub
4,19,25,mf_var,wetland,no_vegetation
4,20,221,mf_var,wetland,alpine_vegetation
4,21,185,mf_var,wetland,cropland
4,22,276,mf_var,wetland,alpine_vegetation
4,23,118,mf_var,wetland,desert
4,24,7,mf_var,wetland,desert
4,25,318,mf_var,wetland,desert
4,26,23,mf_var,wetland,forest
4,27,1519,mf_var,wetland,cropland
4,28,3,mf_var,wetland,forest
4,29,3,mf_var,wetland,desert
4,30,107,mf_var,wetland,forest
4,31,14,mf_var,wetland,grassland_meadow_steppe
4,32,10,mf_var,wetland,desert
4,33,112,mf_var,wetland,cropland
4,34,7,mf_var,wetland,forest
4,35,14,mf_var,wetland,desert
4,36,4,mf_var,wetland,forest
4,37,3,mf_var,wetland,forest
4,38,6,mf_var,wetland,desert
4,39,59,mf_var,wetland,forest
4,40,2,mf_var,wetland,grassland_meadow_steppe
4,41,6,mf_var,wetland,grassland_meadow_steppe
4,42,4,mf_var,wetland,desert
4,43,5,mf_var,wetland,wetland
4,44,9,mf_var,wetland,scrub
4,45,10,mf_var,wetland,scrub
4,46,10,mf_var,wetland,scrub
4,47,4,mf_var,wetland,cropland
4,48,162,mf_var,wetland,wetland
4,49,4,mf_var,wetland,forest
4,50,51,mf_var,wetland,scrub
4,52,6,mf_var,wetland,forest
4,53,6,mf_var,wetland,cropland
4,54,5,mf_var,wetland,wetland
4,55,7,mf_var,wetland,forest
5,1,2678,mf_var,grassland_meadow_steppe,cropland
5,2,14337,mf_var,grassland_meadow_steppe,forest
5,3,16753,mf_var,grassland_meadow_steppe,forest
5,4,3939,mf_var,grassland_meadow_steppe,wetland
5,5,73754,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,6,4507,mf_var,grassland_meadow_steppe,wetland
5,7,4331,mf_var,grassland_meadow_steppe,scrub
5,9,536,mf_var,grassland_meadow_steppe,forest
5,10,3770,mf_var,grassland_meadow_steppe,forest
5,11,9534,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,12,13293,mf_var,grassland_meadow_steppe,cropland
5,13,7169,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,14,2436,mf_var,grassland_meadow_steppe,forest
5,15,2045,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,16,3060,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,17,591,mf_var,grassland_meadow_steppe,alpine_vegetation
5,18,584,mf_var,grassland_meadow_steppe,scrub
5,19,7,mf_var,grassland_meadow_steppe,no_vegetation
5,20,758,mf_var,grassland_meadow_steppe,alpine_vegetation
5,21,1207,mf_var,grassland_meadow_steppe,cropland
5,22,689,mf_var,grassland_meadow_steppe,alpine_vegetation
5,23,112,mf_var,grassland_meadow_steppe,desert
5,24,1053,mf_var,grassland_meadow_steppe,desert
5,25,1153,mf_var,grassland_meadow_steppe,desert
5,26,1127,mf_var,grassland_meadow_steppe,forest
5,27,3017,mf_var,grassland_meadow_steppe,cropland
5,28,370,mf_var,grassland_meadow_steppe,forest
5,29,68,mf_var,grassland_meadow_steppe,desert
5,30,302,mf_var,grassland_meadow_steppe,forest
5,31,76,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,32,68,mf_var,grassland_meadow_steppe,desert
5,33,2554,mf_var,grassland_meadow_steppe,cropland
5,34,380,mf_var,grassland_meadow_steppe,forest
5,35,123,mf_var,grassland_meadow_steppe,desert
5,36,1340,mf_var,grassland_meadow_steppe,forest
5,37,375,mf_var,grassland_meadow_steppe,forest
5,38,8,mf_var,grassland_meadow_steppe,desert
5,39,1933,mf_var,grassland_meadow_steppe,forest
5,40,948,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,41,2238,mf_var,grassland_meadow_steppe,grassland_meadow_steppe
5,42,206,mf_var,grassland_meadow_steppe,desert
5,43,5,mf_var,grassland_meadow_steppe,wetland
5,44,1466,mf_var,grassland_meadow_steppe,scrub
5,45,338,mf_var,grassland_meadow_steppe,scrub
5,46,2609,mf_var,grassland_meadow_steppe,scrub
5,47,1685,mf_var,grassland_meadow_steppe,cropland
5,48,10,mf_var,grassland_meadow_steppe,wetland
5,49,848,mf_var,grassland_meadow_steppe,forest
